,packed_desig,year,obs
33000254,K21J32H,2009,G96
33000255,K21J32H,2009,G96
33000256,K21J32H,2009,G96
33000257,K21J32H,2009,G96
33000319,K21J32K,2011,G96
33000320,K21J32K,2011,G96
33000321,K21J32K,2011,G96
33000322,K21J32K,2011,G96
33000342,K21J32L,2008,G96
33000343,K21J32L,2008,G96
33000344,K21J32L,2008,G96
33000345,K21J32L,2008,G96
33000346,K21J32L,2012,G96
33000347,K21J32L,2012,G96
33000348,K21J32L,2012,G96
33001077,K21J33G,2005,G96
33001078,K21J33G,2005,G96
33001079,K21J33G,2005,G96
33001080,K21J33G,2005,G96
33001084,K21J33G,2010,G96
33001085,K21J33G,2010,G96
33001086,K21J33G,2010,G96
33001087,K21J33G,2010,G96
33001091,K21J33G,2012,G96
33001092,K21J33G,2012,G96
33001093,K21J33G,2012,G96
33001094,K21J33G,2012,G96
33001898,K21J34E,2010,G96
33001899,K21J34E,2010,G96
33001900,K21J34E,2010,G96
33001901,K21J34E,2010,G96
33002702,K21J35K,2005,G96
33002703,K21J35K,2005,G96
33002704,K21J35K,2005,G96
33002705,K21J35K,2005,G96
33002743,K21J35L,2007,G96
33002744,K21J35L,2007,G96
33002745,K21J35L,2007,G96
33002746,K21J35L,2007,G96
33003175,K21J36A,2008,G96
33003176,K21J36A,2008,G96
33003177,K21J36A,2008,G96
33003178,K21J36A,2008,G96
33003179,K21J36A,2008,G96
33003180,K21J36A,2008,G96
33003181,K21J36A,2008,G96
33003182,K21J36A,2008,G96
33003444,K21J36Q,2012,G96
33003445,K21J36Q,2012,G96
33003446,K21J36Q,2012,G96
33003447,K21J36Q,2012,G96
33003558,K21J36U,2012,G96
33003559,K21J36U,2012,G96
33003560,K21J36U,2012,G96
33003561,K21J36U,2012,G96
33003720,K21J36Z,2010,G96
33003721,K21J36Z,2010,G96
33003722,K21J36Z,2010,G96
33003723,K21J36Z,2010,G96
33003819,K21J37C,2010,G96
33003820,K21J37C,2010,G96
33003821,K21J37C,2010,G96
33003822,K21J37C,2010,G96
33003850,K21J37D,2012,G96
