,packed_desig,year,obs
20000024,K15OA7E,2008,G96
20000025,K15OA7E,2008,G96
20000026,K15OA7E,2008,G96
20000027,K15OA7E,2008,G96
20000053,K15OA7F,2011,G96
20000054,K15OA7F,2011,G96
20000055,K15OA7F,2011,G96
20000056,K15OA7F,2011,G96
20000350,K15OA7L,2008,G96
20000351,K15OA7L,2008,G96
20000352,K15OA7L,2008,G96
20000353,K15OA7L,2008,G96
20000437,K15OA7N,2011,G96
20000438,K15OA7N,2011,G96
20000439,K15OA7N,2011,G96
20000440,K15OA7N,2011,G96
20001235,K15OA8A,2008,G96
20001236,K15OA8A,2008,G96
20001237,K15OA8A,2008,G96
20001238,K15OA8A,2008,G96
20001314,K15OA8C,2007,G96
20001315,K15OA8C,2007,G96
20001316,K15OA8C,2007,G96
20001317,K15OA8C,2007,G96
20001318,K15OA8C,2010,G96
20001319,K15OA8C,2010,G96
20001320,K15OA8C,2010,G96
20001321,K15OA8C,2010,G96
20001668,K15OA8L,2011,G96
20001669,K15OA8L,2011,G96
20001670,K15OA8L,2011,G96
20001671,K15OA8L,2011,G96
20001672,K15OA8L,2012,G96
20001673,K15OA8L,2012,G96
20001674,K15OA8L,2012,G96
20001675,K15OA8L,2012,G96
20001867,K15OA8O,2011,G96
20001868,K15OA8O,2011,G96
20001869,K15OA8O,2011,G96
20001870,K15OA8O,2011,G96
20001917,K15OA8P,2008,G96
20001918,K15OA8P,2008,G96
20001919,K15OA8P,2008,G96
20001920,K15OA8P,2008,G96
20002143,K15OA8S,2006,G96
20002144,K15OA8S,2006,G96
20002145,K15OA8S,2006,G96
20002146,K15OA8S,2006,G96
20002405,K15OA8X,2008,G96
20002811,K15OA9G,2012,G96
20002812,K15OA9G,2012,G96
20002813,K15OA9G,2012,G96
20002814,K15OA9G,2012,G96
20003053,K15OA9N,2005,G96
20003054,K15OA9N,2005,G96
20003055,K15OA9N,2005,G96
20003056,K15OA9N,2005,G96
20003112,K15OA9O,2009,G96
20003113,K15OA9O,2009,G96
20003114,K15OA9O,2009,G96
20003115,K15OA9O,2009,G96
20003466,K15OA9W,2005,G96
20003467,K15OA9W,2005,G96
20003468,K15OA9W,2005,G96
20003469,K15OA9W,2005,G96
20003812,K15OB0E,2010,G96
20003813,K15OB0E,2010,G96
20003814,K15OB0E,2010,G96
20004090,K15OB0N,2012,G96
20004091,K15OB0N,2012,G96
20004092,K15OB0N,2012,G96
20004093,K15OB0N,2012,G96
20004180,K15OB0P,2007,G96
20004181,K15OB0P,2007,G96
20004182,K15OB0P,2007,G96
20004183,K15OB0P,2007,G96
20004430,K15OB0X,2011,G96
20004431,K15OB0X,2011,G96
20004432,K15OB0X,2011,G96
20004465,K15OB0Y,2007,G96
20004466,K15OB0Y,2007,G96
20004467,K15OB0Y,2007,G96
20004468,K15OB0Y,2007,G96
20004523,K15OB0Z,2012,G96
20004524,K15OB0Z,2012,G96
20004525,K15OB0Z,2012,G96
20004526,K15OB0Z,2012,G96
20004945,K15OB1K,2008,G96
20004946,K15OB1K,2008,G96
20004947,K15OB1K,2008,G96
20004948,K15OB1K,2008,G96
20005243,K15OB1T,2008,G96
20005244,K15OB1T,2008,G96
20005245,K15OB1T,2008,G96
20005246,K15OB1T,2008,G96
20005370,K15OB1W,2012,G96
20005371,K15OB1W,2012,G96
20005372,K15OB1W,2012,G96
20005373,K15OB1W,2012,G96
20005623,K15OB2E,2010,G96
20005624,K15OB2E,2010,G96
20005625,K15OB2E,2010,G96
20005626,K15OB2E,2010,G96
20005823,K15OB2J,2011,G96
20005824,K15OB2J,2011,G96
20005825,K15OB2J,2011,G96
20005826,K15OB2J,2011,G96
20005874,K15OB2L,2006,G96
20005875,K15OB2L,2006,G96
20005876,K15OB2L,2006,G96
20005877,K15OB2L,2006,G96
20005878,K15OB2L,2011,G96
20005879,K15OB2L,2011,G96
20005880,K15OB2L,2011,G96
20005881,K15OB2L,2011,G96
20005992,K15OB2M,2006,G96
20005993,K15OB2M,2006,G96
20005994,K15OB2M,2006,G96
20005995,K15OB2M,2006,G96
20006280,K15OB2O,2008,G96
20006281,K15OB2O,2008,G96
20006282,K15OB2O,2008,G96
20006283,K15OB2O,2008,G96
20006434,K15OB2Q,2010,G96
