,packed_desig,year,obs
5000064,K08RF4U,2008,G96
5000065,K08RF4U,2008,G96
5000066,K08RF4U,2008,G96
5000067,K08RF4U,2008,G96
5000068,K08RF4U,2008,G96
5000069,K08RF4U,2008,G96
5000070,K08RF4U,2008,G96
5000071,K08RF4U,2008,G96
5000123,K08RF4V,2008,G96
5000124,K08RF4V,2008,G96
5000125,K08RF4V,2008,G96
5000126,K08RF4V,2008,G96
5000190,K08RF4W,2008,G96
5000191,K08RF4W,2008,G96
5000192,K08RF4W,2008,G96
5000193,K08RF4W,2008,G96
5000197,K08RF4W,2008,G96
5000198,K08RF4W,2008,G96
5000199,K08RF4W,2008,G96
5000200,K08RF4W,2008,G96
5000235,K08RF4X,2008,G96
5000236,K08RF4X,2008,G96
5000237,K08RF4X,2008,G96
5000238,K08RF4X,2008,G96
5000239,K08RF4X,2008,G96
5000240,K08RF4X,2008,G96
5000241,K08RF4X,2008,G96
5000242,K08RF4X,2008,G96
5000243,K08RF4X,2008,G96
5000244,K08RF4X,2008,G96
5000245,K08RF4X,2008,G96
5000246,K08RF4X,2008,G96
5000325,K08RF4Y,2008,G96
5000326,K08RF4Y,2008,G96
5000327,K08RF4Y,2008,G96
5000328,K08RF4Y,2008,G96
5000329,K08RF4Y,2008,G96
5000330,K08RF4Y,2008,G96
5000331,K08RF4Y,2008,G96
5000332,K08RF4Y,2008,G96
5000336,K08RF4Y,2012,G96
5000337,K08RF4Y,2012,G96
5000338,K08RF4Y,2012,G96
5000339,K08RF4Y,2012,G96
5000357,K08RF4Z,2008,G96
5000358,K08RF4Z,2008,G96
5000359,K08RF4Z,2008,G96
5000360,K08RF4Z,2008,G96
5000361,K08RF4Z,2008,G96
5000362,K08RF4Z,2008,G96
5000363,K08RF4Z,2008,G96
5000364,K08RF4Z,2008,G96
5000368,K08RF4Z,2012,G96
5000369,K08RF4Z,2012,G96
5000370,K08RF4Z,2012,G96
5000371,K08RF4Z,2012,G96
5000408,K08RF5A,2008,G96
5000409,K08RF5A,2008,G96
5000410,K08RF5A,2008,G96
5000411,K08RF5A,2008,G96
5000510,K08RF5C,2008,G96
5000511,K08RF5C,2008,G96
5000512,K08RF5C,2008,G96
5000513,K08RF5C,2008,G96
5000529,K08RF5D,2008,703
5000530,K08RF5D,2008,703
5000531,K08RF5D,2008,703
5000532,K08RF5D,2008,703
5000533,K08RF5D,2008,G96
5000534,K08RF5D,2008,G96
5000535,K08RF5D,2008,G96
5000536,K08RF5D,2008,G96
5000537,K08RF5D,2008,G96
5000538,K08RF5D,2008,G96
5000539,K08RF5D,2008,G96
5000540,K08RF5D,2008,G96
5000544,K08RF5D,2012,G96
5000545,K08RF5D,2012,G96
5000546,K08RF5D,2012,G96
5000547,K08RF5D,2012,G96
5000548,K08RF5D,2012,G96
5000549,K08RF5D,2012,G96
5000550,K08RF5D,2012,G96
5000551,K08RF5D,2012,G96
5000607,K08RF5E,2008,703
5000608,K08RF5E,2008,703
5000609,K08RF5E,2008,703
5000610,K08RF5E,2008,703
5000611,K08RF5E,2008,G96
5000612,K08RF5E,2008,G96
5000613,K08RF5E,2008,G96
5000614,K08RF5E,2008,G96
5000615,K08RF5E,2008,G96
5000616,K08RF5E,2008,G96
5000617,K08RF5E,2008,G96
5000729,K08RF5G,2008,G96
5000730,K08RF5G,2008,G96
5000731,K08RF5G,2008,G96
5000732,K08RF5G,2008,G96
5000773,K08RF5J,2008,G96
5000774,K08RF5J,2008,G96
5000775,K08RF5J,2008,G96
5000776,K08RF5J,2008,G96
5000819,K08RF5K,2008,G96
5000820,K08RF5K,2008,G96
5000821,K08RF5K,2008,G96
5000822,K08RF5K,2008,G96
5000823,K08RF5K,2008,G96
5000824,K08RF5K,2008,G96
5000825,K08RF5K,2008,G96
5000826,K08RF5K,2008,G96
5000827,K08RF5K,2012,G96
5000828,K08RF5K,2012,G96
5000829,K08RF5K,2012,G96
5000830,K08RF5K,2012,G96
5000831,K08RF5K,2012,G96
5000832,K08RF5K,2012,G96
5000833,K08RF5K,2012,G96
5000837,K08RF5K,2012,G96
5000838,K08RF5K,2012,G96
5000839,K08RF5K,2012,G96
5000840,K08RF5K,2012,G96
5000888,K08RF5L,2008,G96
5000889,K08RF5L,2008,G96
5000890,K08RF5L,2008,G96
5000891,K08RF5L,2008,G96
5000895,K08RF5L,2012,G96
5000896,K08RF5L,2012,G96
5000897,K08RF5L,2012,G96
5000898,K08RF5L,2012,G96
5000899,K08RF5L,2012,G96
5000900,K08RF5L,2012,G96
5000901,K08RF5L,2012,G96
5000902,K08RF5L,2012,G96
5000927,K08RF5M,2008,G96
5000928,K08RF5M,2008,G96
5000929,K08RF5M,2008,G96
5000930,K08RF5M,2008,G96
5000931,K08RF5M,2008,G96
5000932,K08RF5M,2008,G96
5000933,K08RF5M,2008,G96
5000934,K08RF5M,2008,G96
5000938,K08RF5M,2012,G96
5000939,K08RF5M,2012,G96
5000940,K08RF5M,2012,G96
5000941,K08RF5M,2012,G96
5000942,K08RF5M,2012,G96
5000943,K08RF5M,2012,G96
5000944,K08RF5M,2012,G96
5000945,K08RF5M,2012,G96
5000974,K08RF5N,2008,G96
5000975,K08RF5N,2008,G96
5000976,K08RF5N,2008,G96
5000977,K08RF5N,2008,G96
5000978,K08RF5N,2008,G96
5000979,K08RF5N,2008,G96
5000980,K08RF5N,2008,G96
5000981,K08RF5N,2008,G96
5000982,K08RF5N,2012,G96
