,packed_desig,year,obs
25000376,K16U77G,C2007,~251RG96
25000377,K16U77G,C2007,~251RG96
25000378,K16U77G,C2007,~251SG96
25000379,K16U77G,C2007,~251SG96
25000380,K16U77G,C2007,~251SG96
25000381,K16U77G,C2007,~251SG96
25000382,K16U77G,C2007,~251SG96
25000383,K16U77G,C2007,~251SG96
25000384,K16U77G,C2011,~251SG96
25000385,K16U77G,C2011,~251SG96
25000386,K16U77G,C2011,~251SG96
25000387,K16U77G,C2011,~251SG96
25000548,K16U77L,C2012,~4OACG96
25000549,K16U77L,C2012,~4OACG96
25000550,K16U77L,C2012,~4OACG96
25000551,K16U77L,C2012,~4OACG96
25000802,K16U77R,C2005,~40UOG96
25000803,K16U77R,C2005,~40UOG96
25000804,K16U77R,C2005,~40UOG96
25000805,K16U77R,C2005,~40UOG96
25001478,K16U77Z,C2009,~22rcG96
25001479,K16U77Z,C2009,~22rcG96
25001480,K16U77Z,C2009,~22rcG96
25001481,K16U77Z,C2009,~22rcG96
25002090,K16U78H,C2009,~3FkaG96
25002091,K16U78H,C2009,~3FkaG96
25002092,K16U78H,C2009,~3FkaG96
25002093,K16U78H,C2009,~3FkaG96
25002331,K16U78J,C2006,~3J9FG96
25002332,K16U78J,C2006,~3J9FG96
25002333,K16U78J,C2006,~3J9FG96
25002334,K16U78J,C2006,~3J9FG96
25002335,K16U78J,C2008,~3J9FG96
25002336,K16U78J,C2008,~3J9FG96
25002337,K16U78J,C2008,~3J9FG96
25002338,K16U78J,C2008,~3J9FG96
25002339,K16U78J,C2012,~3J9FG96
25002340,K16U78J,C2012,~3J9FG96
25002341,K16U78J,C2012,~3J9FG96
25002342,K16U78J,C2012,~3J9FG96
25002435,K16U78L,C2008,~22rdG96
25002436,K16U78L,C2008,~22rdG96
25002437,K16U78L,C2008,~22rdG96
25002438,K16U78L,C2008,~22rdG96
25002442,K16U78L,C2008,~22rdG96
25002443,K16U78L,C2008,~22rdG96
25002444,K16U78L,C2008,~22rdG96
25002445,K16U78L,C2008,~22rdG96
25002449,K16U78L,C2011,~22rdG96
