,packed_desig,year,obs
19000447,K15G80R,C2009,~5tUBG96
19000448,K15G80R,C2009,~5tUBG96
19000449,K15G80R,C2009,~5tUBG96
19000450,K15G80R,C2009,~5tUBG96
19000489,K15G80S,C2011,~6796G96
19000490,K15G80S,C2011,~6796G96
19000491,K15G80S,C2011,~6796G96
19000492,K15G80S,C2011,~6796G96
19000736,K15G81B,C2011,~5i3bG96
19000737,K15G81B,C2011,~5i3bG96
19000738,K15G81B,C2011,~5i3bG96
19000739,K15G81B,C2011,~5i3bG96
19001200,K15G81R,C2010,~6InPG96
19001201,K15G81R,C2010,~6InPG96
19001202,K15G81R,C2010,~6InPG96
19001203,K15G81R,C2010,~6InPG96
19001697,K15G82O,C2007,~6hRiG96
19001698,K15G82O,C2007,~6hRiG96
19001699,K15G82O,C2007,~6hRiG96
19001700,K15G82O,C2007,~6hRiG96
19001818,K15G82T,C2012,~6VBcG96
19001819,K15G82T,C2012,~6VBcG96
19001820,K15G82T,C2012,~6VBcG96
19001821,K15G82T,C2012,~6VBcG96
19001822,K15G82T,C2012,~6VBcG96
19001935,K15G82X,C2012,~6c09G96
19001936,K15G82X,C2012,~6c09G96
19001937,K15G82X,C2012,~6c09G96
19001938,K15G82X,C2012,~6c09G96
19002158,K15G83G,C2005,~79DXG96
19002159,K15G83G,C2005,~79DXG96
19002160,K15G83G,C2005,~79DXG96
19002161,K15G83G,C2005,~79DXG96
19002192,K15G83H,C2012,~79DXG96
19002193,K15G83H,C2012,~79DXG96
19002194,K15G83H,C2012,~79DXG96
19002195,K15G83H,C2012,~79DXG96
19002490,K15G83P,C2008,~7Mm9G96
19002491,K15G83P,C2008,~7Mm9G96
19002492,K15G83P,C2008,~7Mm9G96
19002493,K15G83P,C2008,~7Mm9G96
19002919,K15G84B,C2005,~7mz7G96
19002920,K15G84B,C2005,~7mz7G96
19002921,K15G84B,C2005,~7mz7G96
19002922,K15G84B,C2005,~7mz7G96
19002923,K15G84B,C2012,~7mz7G96
19002924,K15G84B,C2012,~7mz7G96
19002925,K15G84B,C2012,~7mz7G96
19002926,K15G84B,C2012,~7mz7G96
19002990,K15G84F,C2010,~7xQcG96
19002991,K15G84F,C2010,~7xQcG96
19002992,K15G84F,C2010,~7xQcG96
19002993,K15G84F,C2010,~7xQcG96
19003059,K15G84H,C2007,~7xQcG96
19003060,K15G84H,C2007,~7xQcG96
19003061,K15G84H,C2007,~7xQcG96
19003062,K15G84H,C2007,~7xQcG96
19005177,K15H01T,C2011,~409UG96
19005178,K15H01T,C2011,~409UG96
19005179,K15H01T,C2011,~409UG96
19005180,K15H01T,C2011,~409UG96
19005366,K15H01U,C2008,~2IYcG96
19005367,K15H01U,C2008,~2IYcG96
19005368,K15H01U,C2008,~2IYcG96
19005369,K15H01U,C2008,~2IYcG96
19005370,K15H01U,C2008,~2IYcG96
19005371,K15H01U,C2008,~2IYcG96
19005372,K15H01U,C2008,~2IYcG96
19005427,K15H01V,C2010,~4qTUG96
19005428,K15H01V,C2010,~4qTUG96
19005429,K15H01V,C2010,~4qTUG96
19005430,K15H01V,C2010,~4qTUG96
19005665,K15H02H,C2005,~3aJbG96
19005666,K15H02H,C2005,~3aJbG96
19005667,K15H02H,C2005,~3aJbG96
19005668,K15H02H,C2005,~3aJbG96
19005704,K15H02J,C2009,~3IXsG96
19005705,K15H02J,C2009,~3IXsG96
19005706,K15H02J,C2009,~3IXsG96
19005707,K15H02J,C2009,~3IXsG96
19005975,K15H02S,C2009,~4376G96
19005976,K15H02S,C2009,~4376G96
19005977,K15H02S,C2009,~4376G96
19005978,K15H02S,C2009,~4376G96
19006118,K15H03D,C2008,~3XBNG96
19006119,K15H03D,C2008,~3XBNG96
19006120,K15H03D,C2008,~3XBNG96
19006121,K15H03D,C2008,~3XBNG96
19006351,K15H03Z,C2008,~3IXuG96
19006352,K15H03Z,C2008,~3IXuG96
19006353,K15H03Z,C2008,~3IXuG96
19006354,K15H03Z,C2008,~3IXuG96
19006355,K15H03Z,C2010,~3IXuG96
19006356,K15H03Z,C2010,~3IXuG96
19006357,K15H03Z,C2010,~3IXuG96
