,packed_desig,year,obs
22000060,K15Xn4R,C2008,~5isrG96
22000061,K15Xn4R,C2008,~5isrG96
22000062,K15Xn4R,C2008,~5isrG96
22000063,K15Xn4R,C2008,~5isrG96
22000064,K15Xn4R,C2010,~5isrG96
22000065,K15Xn4R,C2010,~5isrG96
22000066,K15Xn4R,C2010,~5isrG96
22000067,K15Xn4R,C2010,~5isrG96
22000990,K15Xn5W,C2011,~5oMyG96
22000991,K15Xn5W,C2011,~5oMyG96
22000992,K15Xn5W,C2011,~5oMyG96
22000993,K15Xn5W,C2011,~5oMyG96
22001072,K15Xn5X,C2006,~5oMyG96
22001073,K15Xn5X,C2006,~5oMyG96
22001074,K15Xn5X,C2006,~5oMyG96
22001075,K15Xn5X,C2006,~5oMyG96
22001076,K15Xn5X,C2010,~5oMyG96
22001077,K15Xn5X,C2010,~5oMyG96
22001078,K15Xn5X,C2010,~5oMyG96
22001153,K15Xn5Z,C2006,~5oMyG96
22001154,K15Xn5Z,C2006,~5oMyG96
22001155,K15Xn5Z,C2006,~5oMyG96
22001156,K15Xn5Z,C2006,~5oMyG96
22001157,K15Xn5Z,C2006,~5oMyG96
22001158,K15Xn5Z,C2006,~5oMyG96
22001159,K15Xn5Z,C2006,~5oMyG96
22001160,K15Xn5Z,C2006,~5oMyG96
22001161,K15Xn5Z,C2006,~5oMyG96
22001162,K15Xn5Z,C2006,~5oMyG96
22001163,K15Xn5Z,C2006,~5oMyG96
22001164,K15Xn5Z,C2006,~5oMyG96
22001165,K15Xn5Z,C2010,~5oMyG96
22001166,K15Xn5Z,C2010,~5oMyG96
22001167,K15Xn5Z,C2010,~5oMyG96
22001168,K15Xn5Z,C2010,~5oMyG96
22001169,K15Xn5Z,C2012,~5oMyG96
22001170,K15Xn5Z,C2012,~5oMyG96
22001171,K15Xn5Z,C2012,~5oMzG96
22001172,K15Xn5Z,C2012,~5oMzG96
22001293,K15Xn6D,C2008,~5oMzG96
22001294,K15Xn6D,C2008,~5oMzG96
22001295,K15Xn6D,C2008,~5oMzG96
22001296,K15Xn6D,C2008,~5oMzG96
22001318,K15Xn6E,C2010,~5oMzG96
22001319,K15Xn6E,C2010,~5oMzG96
22001320,K15Xn6E,C2010,~5oMzG96
22001321,K15Xn6E,C2010,~5oMzG96
22001620,K15Xn6L,C2011,~5r3pG96
22001621,K15Xn6L,C2011,~5r3pG96
22001622,K15Xn6L,C2011,~5r3pG96
22001623,K15Xn6L,C2011,~5r3pG96
22001818,K15Xn6P,C2009,~5r3qG96
22001819,K15Xn6P,C2009,~5r3qG96
22001820,K15Xn6P,C2009,~5r3qG96
22001821,K15Xn6P,C2009,~5r3qG96
22002032,K15Xn6T,C2011,~5tVrG96
22002033,K15Xn6T,C2011,~5tVrG96
22002034,K15Xn6T,C2011,~5tVrG96
22002035,K15Xn6T,C2011,~5tVrG96
22002135,K15Xn6W,C2009,~5z7KG96
22002136,K15Xn6W,C2009,~5z7KG96
22002137,K15Xn6W,C2009,~5z7KG96
22002453,K15Xn7E,C2011,~5z7LG96
22002454,K15Xn7E,C2011,~5z7LG96
22002455,K15Xn7E,C2011,~5z7LG96
22002649,K15Xn7G,C2008,~5z7MG96
22002650,K15Xn7G,C2008,~5z7MG96
22002651,K15Xn7G,C2008,~5z7MG96
22002652,K15Xn7G,C2008,~5z7MG96
22002693,K15Xn7H,C2011,~5z7MG96
22002694,K15Xn7H,C2011,~5z7MG96
22002695,K15Xn7H,C2011,~5z7MG96
22002696,K15Xn7H,C2011,~5z7MG96
22002697,K15Xn7H,C2011,~5z7MG96
22002698,K15Xn7H,C2011,~5z7MG96
22002699,K15Xn7H,C2011,~5z7MG96
22002700,K15Xn7H,C2011,~5z7MG96
22002943,K15Xn7O,C2011,~62zQG96
22002944,K15Xn7O,C2011,~62zQG96
22002945,K15Xn7O,C2011,~62zQG96
22002946,K15Xn7O,C2011,~62zQG96
22002981,K15Xn7P,C2011,~63fnG96
22002982,K15Xn7P,C2011,~63fnG96
22002983,K15Xn7P,C2011,~63fnG96
22003378,K15Xn7Z,C2011,~63fpG96
22003379,K15Xn7Z,C2011,~63fpG96
22003380,K15Xn7Z,C2011,~63fpG96
22003381,K15Xn7Z,C2011,~63fpG96
22003460,K15Xn8B,C2010,~67ApG96
22003461,K15Xn8B,C2010,~67ApG96
22003462,K15Xn8B,C2010,~67ApG96
22003463,K15Xn8B,C2010,~67ApG96
22003654,K15Xn8H,C2007,~67ApG96
22003655,K15Xn8H,C2007,~67ApG96
22003656,K15Xn8H,C2007,~67ApG96
22003657,K15Xn8H,C2007,~67ApG96
22003782,K15Xn8M,C2008,~67AqG96
22003783,K15Xn8M,C2008,~67AqG96
22003784,K15Xn8M,C2008,~67AqG96
22003942,K15Xn8S,C2007,~67ArG96
22003943,K15Xn8S,C2007,~67ArG96
22003944,K15Xn8S,C2007,~67ArG96
22003945,K15Xn8S,C2007,~67ArG96
22004395,K15Xn9J,C2006,~6DI3G96
22004396,K15Xn9J,C2006,~6DI3G96
22004397,K15Xn9J,C2006,~6DI3G96
22004398,K15Xn9J,C2006,~6DI3G96
22004399,K15Xn9J,C2011,~6DI3G96
22004400,K15Xn9J,C2011,~6DI3G96
22004401,K15Xn9J,C2011,~6DI3G96
22004402,K15Xn9J,C2011,~6DI3G96
22004462,K15Xn9L,C2011,~6EoXG96
22004463,K15Xn9L,C2011,~6EoXG96
22004464,K15Xn9L,C2011,~6EoXG96
22004465,K15Xn9L,C2011,~6EoXG96
22004488,K15Xn9M,C2011,~6EoXG96
22004489,K15Xn9M,C2011,~6EoXG96
22004490,K15Xn9M,C2011,~6EoXG96
22004491,K15Xn9M,C2011,~6EoXG96
22005006,K15Xo0F,C2008,~6c1eG96
22005007,K15Xo0F,C2008,~6c1eG96
22005008,K15Xo0F,C2008,~6c1eG96
22005009,K15Xo0F,C2008,~6c1eG96
22005033,K15Xo0G,C2008,~6c1eG96
22005034,K15Xo0G,C2008,~6c1eG96
22005035,K15Xo0G,C2008,~6c1eG96
22005036,K15Xo0G,C2008,~6c1eG96
22005037,K15Xo0G,C2012,~6c1eG96
22005038,K15Xo0G,C2012,~6c1eG96
22005039,K15Xo0G,C2012,~6c1eG96
22005040,K15Xo0G,C2012,~6c1eG96
22005273,K15Xo0N,C2006,~6hU2G96
22005274,K15Xo0N,C2006,~6hU2G96
22005275,K15Xo0N,C2006,~6hU2G96
22005276,K15Xo0N,C2006,~6hU2G96
22005316,K15Xo0O,C2009,~6hU2G96
22005317,K15Xo0O,C2009,~6hU2G96
22005318,K15Xo0O,C2009,~6hU2G96
22005319,K15Xo0O,C2009,~6hU2G96
22005405,K15Xo0S,C2010,~6oEsG96
22005406,K15Xo0S,C2010,~6oEsG96
22005407,K15Xo0S,C2010,~6oEsG96
22005408,K15Xo0S,C2010,~6oEsG96
22005695,K15Xo1F,C2010,~7XCBG96
22005696,K15Xo1F,C2010,~7XCBG96
22005697,K15Xo1F,C2010,~7XCBG96
22005698,K15Xo1F,C2010,~7XCBG96
22006016,K15Xo2B,C2011,~7RHpG96
22006017,K15Xo2B,C2011,~7RHpG96
22006018,K15Xo2B,C2011,~7RHpG96
22006019,K15Xo2B,C2011,~7RHpG96
22006083,K15Xo2D,C2012,~6pp5G96
22006084,K15Xo2D,C2012,~6pp5G96
22006085,K15Xo2D,C2012,~6pp5G96
22006086,K15Xo2D,C2012,~6pp5G96
22006357,K15Xo2N,C2010,~79FXG96
22006358,K15Xo2N,C2010,~79FXG96
22006359,K15Xo2N,C2010,~79FXG96
22006360,K15Xo2N,C2010,~79FXG96
22006406,K15Xo2P,C2010,~79FYG96
22006407,K15Xo2P,C2010,~79FYG96
22006408,K15Xo2P,C2010,~79FYG96
22006409,K15Xo2P,C2010,~79FYG96
22006456,K15Xo2R,C2009,~79FYG96
22006457,K15Xo2R,C2009,~79FYG96
22006458,K15Xo2R,C2009,~79FYG96
22006459,K15Xo2R,C2011,~79FYG96
22006460,K15Xo2R,C2011,~79FYG96
22006461,K15Xo2R,C2011,~79FYG96
22006462,K15Xo2R,C2011,~79FYG96
22006485,K15Xo2S,C2011,~7BIZG96
22006486,K15Xo2S,C2011,~7BIZG96
22006487,K15Xo2S,C2011,~7BIZG96
22006488,K15Xo2S,C2011,~7BIZG96
22006611,K15Xo2W,C2010,~7BIZG96
22006612,K15Xo2W,C2010,~7BIZG96
22006613,K15Xo2W,C2010,~7BIZG96
22006614,K15Xo2W,C2010,~7BIZG96
22006949,K15Xo3D,C2007,~7BIbG96
22006950,K15Xo3D,C2007,~7BIbG96
22006951,K15Xo3D,C2007,~7BIbG96
22006952,K15Xo3D,C2007,~7BIbG96
22006953,K15Xo3D,C2011,~7BIbG96
22006954,K15Xo3D,C2011,~7BIbG96
22006955,K15Xo3D,C2011,~7BIbG96
22006956,K15Xo3D,C2011,~7BIbG96
22007542,K15Xo3S,C2012,~7MnfG96
22007543,K15Xo3S,C2012,~7MnfG96
22007544,K15Xo3S,C2012,~7MnfG96
