# Trajectory data computed from the USG input file.
#
# Reference time (UTC) = 2009-10-08 02:57:00
# Reference JD         = 2455112.622917
# Begin point
#     Lat    =   -4.082445 deg
#     Lon    =  120.668132 deg
#     Height =  54.7194 km
# End point
#     Lat    =   -4.218714 deg
#     Lon    =  120.589160 deg
#     Height =  13.4693 km
# Radiant
#     RA     = 192.3158 deg
#     Dec    = +15.7585 deg
#     Az     =  27.4600 deg
#     Alt    = +67.4600 deg
#
# Time (s), Ht. (km),  Lat. (deg),  Lon. (deg), AbsMag
 -1.742000,  54.6582,   -4.082646,  120.668015, -17.65
 -1.735000,  54.5152,   -4.083115,  120.667743, -16.51
 -1.732000,  54.4540,   -4.083316,  120.667627, -17.56
 -1.725000,  54.3110,   -4.083785,  120.667355, -15.00
 -1.722000,  54.2497,   -4.083986,  120.667238, -13.80
 -1.715000,  54.1068,   -4.084455,  120.666966, -15.25
 -1.712000,  54.0455,   -4.084656,  120.666850, -15.00
 -1.705000,  53.9026,   -4.085125,  120.666578, -17.29
 -1.698000,  53.7596,   -4.085594,  120.666306, -17.44
 -1.695000,  53.6984,   -4.085795,  120.666189, -15.91
 -1.688000,  53.5554,   -4.086264,  120.665917, -13.25
 -1.681000,  53.4125,   -4.086733,  120.665645, -17.06
 -1.675000,  53.2899,   -4.087135,  120.665412, -17.04
 -1.671000,  53.2083,   -4.087403,  120.665256, -17.73
 -1.668000,  53.1470,   -4.087604,  120.665140, -16.03
 -1.654000,  52.8611,   -4.088543,  120.664596, -15.55
 -1.651000,  52.7998,   -4.088744,  120.664479, -17.60
 -1.644000,  52.6569,   -4.089213,  120.664207, -17.15
 -1.641000,  52.5956,   -4.089414,  120.664090, -15.13
 -1.620000,  52.1668,   -4.090822,  120.663274, -17.46
 -1.614000,  52.0443,   -4.091224,  120.663041, -17.87
 -1.607000,  51.9013,   -4.091694,  120.662769, -16.23
 -1.604000,  51.8401,   -4.091895,  120.662652, -17.79
 -1.600000,  51.7584,   -4.092163,  120.662497, -15.00
 -1.597000,  51.6971,   -4.092364,  120.662380, -16.68
 -1.587000,  51.4929,   -4.093035,  120.661991, -16.88
 -1.583000,  51.4112,   -4.093303,  120.661836, -16.28
 -1.580000,  51.3500,   -4.093504,  120.661719, -17.15
 -1.577000,  51.2887,   -4.093705,  120.661602, -16.88
 -1.573000,  51.2070,   -4.093974,  120.661447, -17.56
 -1.570000,  51.1458,   -4.094175,  120.661330, -17.15
 -1.563000,  51.0028,   -4.094644,  120.661058, -15.91
 -1.556000,  50.8599,   -4.095114,  120.660786, -15.63
 -1.553000,  50.7986,   -4.095315,  120.660669, -13.80
 -1.550000,  50.7374,   -4.095516,  120.660552, -15.46
 -1.546000,  50.6557,   -4.095785,  120.660397, -17.58
 -1.543000,  50.5944,   -4.095986,  120.660280, -18.15
 -1.536000,  50.4515,   -4.096455,  120.660008, -17.38
 -1.533000,  50.3902,   -4.096657,  120.659891, -18.09
 -1.529000,  50.3086,   -4.096925,  120.659736, -16.48
 -1.519000,  50.1044,   -4.097596,  120.659347, -18.21
 -1.516000,  50.0431,   -4.097797,  120.659230, -17.64
 -1.509000,  49.9002,   -4.098267,  120.658958, -17.00
 -1.502000,  49.7572,   -4.098736,  120.658685, -17.28
 -1.492000,  49.5530,   -4.099407,  120.658296, -17.65
 -1.486000,  49.4305,   -4.099810,  120.658063, -17.57
 -1.479000,  49.2876,   -4.100280,  120.657791, -17.64
 -1.475000,  49.2059,   -4.100548,  120.657635, -18.14
 -1.472000,  49.1447,   -4.100750,  120.657518, -17.60
 -1.469000,  49.0834,   -4.100951,  120.657402, -16.51
 -1.462000,  48.9405,   -4.101421,  120.657129, -17.43
 -1.459000,  48.8792,   -4.101622,  120.657013, -17.22
 -1.455000,  48.7975,   -4.101891,  120.656857, -16.80
 -1.448000,  48.6546,   -4.102360,  120.656584, -17.08
 -1.445000,  48.5934,   -4.102562,  120.656468, -17.39
 -1.442000,  48.5321,   -4.102763,  120.656351, -16.44
 -1.438000,  48.4504,   -4.103032,  120.656195, -16.09
 -1.435000,  48.3892,   -4.103233,  120.656079, -18.12
 -1.431000,  48.3075,   -4.103501,  120.655923, -15.85
 -1.428000,  48.2462,   -4.103703,  120.655806, -14.84
 -1.418000,  48.0421,   -4.104374,  120.655417, -14.84
 -1.411000,  47.8991,   -4.104844,  120.655145, -15.55
 -1.408000,  47.8379,   -4.105045,  120.655028, -16.65
 -1.404000,  47.7562,   -4.105314,  120.654872, -17.61
 -1.401000,  47.6949,   -4.105515,  120.654755, -15.97
 -1.398000,  47.6337,   -4.105717,  120.654639, -15.78
 -1.391000,  47.4908,   -4.106187,  120.654366, -17.24
 -1.388000,  47.4295,   -4.106388,  120.654249, -17.28
 -1.384000,  47.3478,   -4.106657,  120.654094, -18.30
 -1.378000,  47.2253,   -4.107060,  120.653860, -17.02
 -1.374000,  47.1437,   -4.107328,  120.653704, -18.38
 -1.371000,  47.0824,   -4.107530,  120.653587, -17.91
 -1.367000,  47.0007,   -4.107798,  120.653432, -15.63
 -1.364000,  46.9395,   -4.108000,  120.653315, -16.14
 -1.361000,  46.8782,   -4.108201,  120.653198, -17.88
 -1.357000,  46.7966,   -4.108470,  120.653042, -17.02
 -1.354000,  46.7353,   -4.108671,  120.652926, -17.21
 -1.351000,  46.6740,   -4.108873,  120.652809, -17.84
 -1.340000,  46.4495,   -4.109612,  120.652381, -17.78
 -1.337000,  46.3882,   -4.109813,  120.652264, -15.91
 -1.330000,  46.2453,   -4.110283,  120.651991, -15.97
 -1.327000,  46.1840,   -4.110485,  120.651874, -17.43
 -1.323000,  46.1024,   -4.110754,  120.651719, -17.00
 -1.320000,  46.0411,   -4.110955,  120.651602, -16.85
 -1.313000,  45.8982,   -4.111425,  120.651329, -13.80
 -1.310000,  45.8369,   -4.111627,  120.651212, -15.85
 -1.307000,  45.7757,   -4.111828,  120.651096, -17.41
 -1.303000,  45.6940,   -4.112097,  120.650940, -17.75
 -1.300000,  45.6328,   -4.112299,  120.650823, -18.13
 -1.296000,  45.5511,   -4.112567,  120.650667, -17.85
 -1.293000,  45.4898,   -4.112769,  120.650550, -17.85
 -1.286000,  45.3469,   -4.113239,  120.650278, -18.51
 -1.283000,  45.2857,   -4.113441,  120.650161, -15.36
 -1.280000,  45.2244,   -4.113642,  120.650044, -16.62
 -1.273000,  45.0815,   -4.114113,  120.649771, -16.28
 -1.270000,  45.0203,   -4.114314,  120.649654, -17.47
 -1.266000,  44.9386,   -4.114583,  120.649499, -17.61
 -1.263000,  44.8773,   -4.114785,  120.649382, -17.78
 -1.259000,  44.7957,   -4.115054,  120.649226, -16.82
 -1.256000,  44.7344,   -4.115255,  120.649109, -17.70
 -1.253000,  44.6732,   -4.115457,  120.648992, -17.02
 -1.249000,  44.5915,   -4.115726,  120.648836, -17.11
 -1.246000,  44.5303,   -4.115927,  120.648719, -18.04
 -1.243000,  44.4690,   -4.116129,  120.648603, -18.02
 -1.239000,  44.3873,   -4.116398,  120.648447, -17.66
 -1.236000,  44.3261,   -4.116599,  120.648330, -17.80
 -1.232000,  44.2444,   -4.116868,  120.648174, -16.92
 -1.229000,  44.1832,   -4.117070,  120.648057, -17.72
 -1.226000,  44.1219,   -4.117271,  120.647940, -16.92
 -1.219000,  43.9790,   -4.117742,  120.647667, -17.44
