# B = brightest mass bin, L = leading fragment, M = main
# Time (s), B ht (km), B len (km), B vel (km/s), L ht (km), L len (km), L vel (km/s), L dyn press (Gamma = 1.0; MPa), M ht (km), M len (km), M vel (km/s), M dyn press (Gamma = 1.0; MPa), Tau total (%), Tau main (%), Tau grain (%), Abs mag total, Abs mag main, Abs mag grain, log10 Lum total (W), log10 Lum main (W), log10 Lum grain (W), log10 Electron line density (-/m), Mass total (kg), Mass main (kg)
1.00000e-02,1.79795e+02,2.20900e-01,2.20900e+01,1.79795e+02,2.20900e-01,2.20900e+01,2.39971e-07,1.79795e+02,2.20900e-01,2.20900e+01,2.39971e-07,1.44900e-01,1.44900e-01,0.00000e+00,-3.62987e+00,-3.62987e+00,inf,4.93339e+00,4.93339e+00,-inf,1.65039e+01,7.48000e+05,7.48000e+05
2.00000e-02,1.79591e+02,4.41800e-01,2.20900e+01,1.79591e+02,4.41800e-01,2.20900e+01,2.45425e-07,1.79591e+02,4.41800e-01,2.20900e+01,2.45425e-07,1.44900e-01,1.44900e-01,0.00000e+00,-3.65427e+00,-3.65427e+00,inf,4.94315e+00,4.94315e+00,-inf,1.65136e+01,7.48000e+05,7.48000e+05
3.00000e-02,1.79386e+02,6.62700e-01,2.20900e+01,1.79386e+02,6.62700e-01,2.20900e+01,2.50900e-07,1.79386e+02,6.62700e-01,2.20900e+01,2.50900e-07,1.44900e-01,1.44900e-01,0.00000e+00,-3.67822e+00,-3.67822e+00,inf,4.95273e+00,4.95273e+00,-inf,1.65232e+01,7.48000e+05,7.48000e+05
4.00000e-02,1.79181e+02,8.83600e-01,2.20900e+01,1.79181e+02,8.83600e-01,2.20900e+01,2.56394e-07,1.79181e+02,8.83600e-01,2.20900e+01,2.56394e-07,1.44900e-01,1.44900e-01,0.00000e+00,-3.70174e+00,-3.70174e+00,inf,4.96214e+00,4.96214e+00,-inf,1.65326e+01,7.48000e+05,7.48000e+05
5.00000e-02,1.78977e+02,1.10450e+00,2.20900e+01,1.78977e+02,1.10450e+00,2.20900e+01,2.61905e-07,1.78977e+02,1.10450e+00,2.20900e+01,2.61905e-07,1.44900e-01,1.44900e-01,0.00000e+00,-3.72483e+00,-3.72483e+00,inf,4.97138e+00,4.97138e+00,-inf,1.65418e+01,7.48000e+05,7.48000e+05
6.00000e-02,1.78772e+02,1.32540e+00,2.20900e+01,1.78772e+02,1.32540e+00,2.20900e+01,2.67430e-07,1.78772e+02,1.32540e+00,2.20900e+01,2.67430e-07,1.44900e-01,1.44900e-01,0.00000e+00,-3.74750e+00,-3.74750e+00,inf,4.98044e+00,4.98044e+00,-inf,1.65509e+01,7.48000e+05,7.48000e+05
7.00000e-02,1.78567e+02,1.54630e+00,2.20900e+01,1.78567e+02,1.54630e+00,2.20900e+01,2.72967e-07,1.78567e+02,1.54630e+00,2.20900e+01,2.72967e-07,1.44900e-01,1.44900e-01,0.00000e+00,-3.76975e+00,-3.76975e+00,inf,4.98934e+00,4.98934e+00,-inf,1.65598e+01,7.48000e+05,7.48000e+05
8.00000e-02,1.78363e+02,1.76720e+00,2.20900e+01,1.78363e+02,1.76720e+00,2.20900e+01,2.78513e-07,1.78363e+02,1.76720e+00,2.20900e+01,2.78513e-07,1.44900e-01,1.44900e-01,0.00000e+00,-3.79158e+00,-3.79158e+00,inf,4.99808e+00,4.99808e+00,-inf,1.65685e+01,7.48000e+05,7.48000e+05
9.00000e-02,1.78158e+02,1.98810e+00,2.20900e+01,1.78158e+02,1.98810e+00,2.20900e+01,2.84065e-07,1.78158e+02,1.98810e+00,2.20900e+01,2.84065e-07,1.44900e-01,1.44900e-01,0.00000e+00,-3.81302e+00,-3.81302e+00,inf,5.00665e+00,5.00665e+00,-inf,1.65771e+01,7.48000e+05,7.48000e+05
1.00000e-01,1.77953e+02,2.20900e+00,2.20900e+01,1.77953e+02,2.20900e+00,2.20900e+01,2.89623e-07,1.77953e+02,2.20900e+00,2.20900e+01,2.89623e-07,1.44900e-01,1.44900e-01,0.00000e+00,-3.83405e+00,-3.83405e+00,inf,5.01506e+00,5.01506e+00,-inf,1.65855e+01,7.48000e+05,7.48000e+05
