# Trajectory data computed from the USG input file.
#
# Reference time (UTC) = 2004-09-03 12:07:22
# Reference JD         = 2453252.005116
# Begin point
#     Lat    =  -67.746334 deg
#     Lon    =   17.292480 deg
#     Height =  67.3646 km
# End point
#     Lat    =  -67.651103 deg
#     Lon    =   19.059433 deg
#     Height =  -2.0064 km
# Radiant
#     RA     = 105.0886 deg
#     Dec    = -41.0329 deg
#     Az     = 262.0500 deg
#     Alt    = +41.8600 deg
#
# Time (s), Ht. (km),  Lat. (deg),  Lon. (deg), AbsMag
 -4.117000,  67.3384,  -67.746302,   17.293138, -14.80
 -4.114000,  67.3122,  -67.746271,   17.293796, -14.22
 -4.094000,  67.1375,  -67.746060,   17.298186, -14.71
 -4.083000,  67.0414,  -67.745943,   17.300600, -13.96
 -4.080000,  67.0152,  -67.745912,   17.301258, -15.98
 -4.077000,  66.9890,  -67.745880,   17.301917, -16.08
 -4.070000,  66.9279,  -67.745806,   17.303453, -14.55
 -4.060000,  66.8405,  -67.745700,   17.305648, -15.18
 -4.056000,  66.8056,  -67.745658,   17.306526, -12.23
 -4.033000,  66.6047,  -67.745415,   17.311574, -15.34
 -4.029000,  66.5698,  -67.745373,   17.312452, -13.38
 -4.023000,  66.5174,  -67.745309,   17.313769, -15.87
 -4.019000,  66.4825,  -67.745267,   17.314647, -15.59
 -3.996000,  66.2816,  -67.745023,   17.319695, -13.08
 -3.992000,  66.2467,  -67.744981,   17.320574, -14.96
 -3.989000,  66.2205,  -67.744949,   17.321232, -16.06
 -3.985000,  66.1855,  -67.744907,   17.322110, -16.64
 -3.982000,  66.1593,  -67.744875,   17.322769, -16.40
 -3.955000,  65.9236,  -67.744589,   17.328696, -13.31
 -3.952000,  65.8974,  -67.744557,   17.329354, -14.86
 -3.948000,  65.8624,  -67.744514,   17.330232, -14.31
 -3.904000,  65.4782,  -67.744047,   17.339892, -16.24
 -3.901000,  65.4520,  -67.744015,   17.340550, -16.47
 -3.898000,  65.4258,  -67.743984,   17.341209, -15.42
 -3.894000,  65.3909,  -67.743941,   17.342087, -14.78
 -3.891000,  65.3647,  -67.743909,   17.342746, -16.27
 -3.888000,  65.3385,  -67.743877,   17.343405, -16.59
 -3.884000,  65.3036,  -67.743835,   17.344283, -16.68
 -3.881000,  65.2774,  -67.743803,   17.344941, -15.30
 -3.878000,  65.2512,  -67.743771,   17.345600, -14.44
 -3.867000,  65.1552,  -67.743654,   17.348015, -15.83
 -3.864000,  65.1290,  -67.743622,   17.348674, -14.07
 -3.847000,  64.9806,  -67.743441,   17.352407, -14.63
 -3.783000,  64.4218,  -67.742759,   17.366460, -14.98
 -3.780000,  64.3956,  -67.742727,   17.367118, -14.99
 -3.776000,  64.3607,  -67.742685,   17.367997, -14.22
 -3.773000,  64.3345,  -67.742653,   17.368656, -15.33
 -3.736000,  64.0115,  -67.742258,   17.376781, -14.22
 -3.732000,  63.9766,  -67.742215,   17.377659, -15.35
 -3.729000,  63.9504,  -67.742183,   17.378318, -15.65
 -3.726000,  63.9242,  -67.742151,   17.378977, -14.90
 -3.722000,  63.8893,  -67.742108,   17.379856, -15.98
 -3.719000,  63.8631,  -67.742076,   17.380514, -15.70
 -3.715000,  63.8282,  -67.742034,   17.381393, -15.94
 -3.712000,  63.8020,  -67.742002,   17.382052, -16.01
 -3.709000,  63.7759,  -67.741969,   17.382711, -16.47
 -3.705000,  63.7409,  -67.741927,   17.383589, -17.00
 -3.702000,  63.7148,  -67.741895,   17.384248, -17.18
 -3.699000,  63.6886,  -67.741863,   17.384907, -17.29
 -3.695000,  63.6537,  -67.741820,   17.385785, -15.60
 -3.692000,  63.6275,  -67.741788,   17.386444, -15.00
 -3.688000,  63.5926,  -67.741745,   17.387323, -16.60
