# Trajectory data computed from the USG input file.
#
# Reference time (UTC) = 2018-12-18 23:48:20
# Reference JD         = 2458471.491898
# Begin point
#     Lat    =  +56.928099 deg
#     Lon    =  172.391879 deg
#     Height =  34.1607 km
# End point
#     Lat    =  +56.887212 deg
#     Lon    =  172.403693 deg
#     Height =  22.2935 km
# Radiant
#     RA     = 239.1551 deg
#     Dec    = +77.3934 deg
#     Az     = 349.4338 deg
#     Alt    = +68.5860 deg
#
# Time (s), Ht. (km),  Lat. (deg),  Lon. (deg), AbsMag
 -0.350599,  34.1607,  +56.928099,  172.391879, -22.52
 -0.347281,  34.0834,  +56.927834,  172.391956, -22.52
 -0.341751,  33.9547,  +56.927391,  172.392083, -22.52
 -0.332903,  33.7487,  +56.926683,  172.392288, -22.52
 -0.298618,  32.9506,  +56.923938,  172.393082, -22.52
 -0.296406,  32.8991,  +56.923760,  172.393133, -22.52
 -0.287558,  32.6932,  +56.923052,  172.393338, -22.52
 -0.284240,  32.6159,  +56.922786,  172.393415, -22.52
 -0.279816,  32.5130,  +56.922432,  172.393518, -22.52
 -0.272074,  32.3327,  +56.921812,  172.393697, -22.52
 -0.263226,  32.1268,  +56.921103,  172.393902, -22.71
 -0.255484,  31.9466,  +56.920483,  172.394081, -22.76
 -0.247742,  31.7664,  +56.919863,  172.394260, -22.76
 -0.238894,  31.5604,  +56.919154,  172.394465, -22.76
 -0.231152,  31.3802,  +56.918534,  172.394644, -22.86
 -0.223410,  31.2000,  +56.917914,  172.394824, -22.91
 -0.218986,  31.0970,  +56.917559,  172.394926, -22.91
 -0.213456,  30.9683,  +56.917116,  172.395054, -22.91
 -0.203502,  30.7366,  +56.916319,  172.395285, -22.96
 -0.197972,  30.6079,  +56.915876,  172.395413, -23.00
 -0.193548,  30.5049,  +56.915521,  172.395515, -23.16
 -0.179171,  30.1702,  +56.914369,  172.395848, -23.51
 -0.165899,  29.8613,  +56.913305,  172.396156, -23.75
 -0.160369,  29.7326,  +56.912862,  172.396284, -23.85
 -0.150415,  29.5009,  +56.912064,  172.396515, -24.02
 -0.157051,  29.6554,  +56.912596,  172.396361, -23.95
 -0.175853,  30.0930,  +56.914103,  172.395925, -23.56
 -0.172535,  30.0158,  +56.913837,  172.396002, -23.64
 -0.169217,  29.9385,  +56.913571,  172.396079, -23.71
 -0.188018,  30.3762,  +56.915078,  172.395643, -23.33
 -0.183594,  30.2732,  +56.914723,  172.395746, -23.45
 -0.148203,  29.4494,  +56.911887,  172.396566, -24.07
 -0.148203,  29.4494,  +56.911887,  172.396566, -24.12
 -0.144885,  29.3722,  +56.911621,  172.396643, -24.19
 -0.143779,  29.3465,  +56.911532,  172.396668, -24.25
 -0.143779,  29.3465,  +56.911532,  172.396668, -24.30
 -0.141567,  29.2950,  +56.911355,  172.396720, -24.31
 -0.140461,  29.2692,  +56.911266,  172.396745, -24.34
