,number,provisional_desig,year,obs
1295649,191,K07N010,2007,703
1295650,191,K07N010,2007,703
1295651,191,K07N010,2007,703
1295652,191,K07N010,2007,703
1295653,191,K07N010,2007,703
1295654,191,K07N010,2007,703
1295722,191,,2007,703
1295723,191,,2007,703
1295724,191,,2007,703
1295725,191,,2007,703
1295768,191,,2007,703
1295770,191,,2007,703
1295771,191,,2007,703
1295772,191,,2007,703
1295795,191,,2007,703
1295796,191,,2007,703
1295797,191,,2007,703
1295798,191,,2007,703
1295842,191,,2007,703
1295843,191,,2007,703
1295844,191,,2007,703
1295845,191,,2007,703
1295989,191,,2008,703
1295990,191,,2008,703
1295991,191,,2008,703
1295992,191,,2008,703
1296024,191,,2008,703
1296025,191,,2008,703
1296026,191,,2008,703
1296027,191,,2008,703
1296055,191,,2008,703
1296056,191,,2008,703
1296057,191,,2008,703
1296058,191,,2008,703
1296059,191,,2008,G96
1296060,191,,2008,G96
1296061,191,,2008,G96
1296062,191,,2008,G96
1296064,191,,2008,G96
1296065,191,,2008,G96
1296066,191,,2008,G96
1296067,191,,2008,G96
1297782,195,K06W040,2006,703
1297784,195,K06W040,2006,703
1297786,195,K06W040,2006,703
1297788,195,K06W040,2006,703
1297790,195,K06W040,2006,703
1297791,195,K06W040,2006,703
1297792,195,K06W040,2006,703
1297793,195,K06W040,2006,703
1297800,195,K06W040,2006,703
1297801,195,K06W040,2006,703
1297802,195,K06W040,2006,703
1297804,195,K06W040,2006,703
1297833,195,K06W040,2006,703
1297834,195,K06W040,2006,703
1297835,195,K06W040,2006,703
1297836,195,K06W040,2006,703
1297840,195,K06W040,2006,G96
1297841,195,K06W040,2006,G96
1297842,195,K06W040,2006,G96
1297843,195,K06W040,2006,G96
1297856,195,K06W040,2006,703
1297857,195,K06W040,2006,703
1297858,195,K06W040,2006,703
1297859,195,K06W040,2006,703
1297860,195,K06W040,2007,G96
1297861,195,K06W040,2007,G96
1297862,195,K06W040,2007,G96
1297863,195,K06W040,2007,G96
1297896,195,,2008,703
1297897,195,,2008,703
1297898,195,,2008,703
1297899,195,,2008,703
1298040,195,,2012,G96
1298041,195,,2012,G96
1298042,195,,2012,G96
1298043,195,,2012,G96
1298510,196,K08C020,2008,G96
1298511,196,K08C020,2008,G96
1298512,196,K08C020,2008,G96
1298513,196,K08C020,2008,G96
1298955,197,K08E020,2008,703
1298956,197,K08E020,2008,703
1298957,197,K08E020,2008,703
1298958,197,K08E020,2008,703
1298986,197,K08E020,2008,703
1298987,197,K08E020,2008,703
1298988,197,K08E020,2008,703
1298989,197,K08E020,2008,703
1299009,197,,2008,703
1299010,197,,2008,703
1299011,197,,2008,703
1299012,197,,2008,703
1299013,197,,2008,703
1299014,197,,2008,703
1299015,197,,2008,703
1299314,198,K06B070,2005,G96
1299315,198,K06B070,2005,G96
1299316,198,K06B070,2005,G96
1299317,198,K06B070,2005,G96
1299333,198,K06B070,2006,G96
1299334,198,K06B070,2006,G96
1299335,198,K06B070,2006,G96
1299336,198,K06B070,2006,G96
1299337,198,K06B070,2006,G96
1299338,198,K06B070,2006,G96
1299339,198,K06B070,2006,G96
1299340,198,K06B070,2006,G96
1299485,199,K08G020,2008,703
1299486,199,K08G020,2008,703
1299487,199,K08G020,2008,703
1299488,199,K08G020,2008,703
1299489,199,K08G020,2008,703
1299490,199,K08G020,2008,703
1299491,199,K08G020,2008,703
1299492,199,K08G020,2008,703
1299493,199,K08G020,2008,703
1299494,199,K08G020,2008,703
1299495,199,K08G020,2008,703
1299496,199,K08G020,2008,703
1299522,199,K08G020,2008,703
1299523,199,K08G020,2008,703
1299524,199,K08G020,2008,703
1299525,199,K08G020,2008,703
1299545,199,,2008,703
1299546,199,,2008,703
1299547,199,,2008,703
1299548,199,,2008,703
1299570,199,,2008,703
1299571,199,,2008,703
1299572,199,,2008,703
1299573,199,,2008,703
1300616,200,,2008,703
1300617,200,,2008,703
1300618,200,,2008,703
1300651,200,,2008,703
1300652,200,,2008,703
1300653,200,,2008,703
1300654,200,,2008,703
1300657,200,,2008,G96
1300658,200,,2008,G96
1300659,200,,2008,G96
1300660,200,,2008,G96
1300725,200,,2008,G96
1300726,200,,2008,G96
1300727,200,,2008,G96
1300728,200,,2008,G96
1300762,200,,2008,G96
1300763,200,,2008,G96
1300764,200,,2008,G96
1300765,200,,2008,G96
1300766,200,,2008,G96
1300767,200,,2008,G96
1300768,200,,2008,G96
1300769,200,,2008,G96
1300772,200,,2008,703
1300773,200,,2008,703
1300774,200,,2008,703
1300775,200,,2008,703
1301049,201,,2009,703
1301050,201,,2009,703
1301051,201,,2009,703
1301052,201,,2009,703
1301056,201,,2009,G96
1301057,201,,2009,G96
1301058,201,,2009,G96
1301059,201,,2009,G96
1301060,201,,2009,G96
1301061,201,,2009,G96
1301062,201,,2009,G96
1301063,201,,2009,G96
1302087,202,K08R020,2007,G96
1302088,202,K08R020,2007,G96
1302089,202,K08R020,2007,G96
1302090,202,K08R020,2007,G96
1302091,202,K08R020,2007,G96
1302092,202,K08R020,2007,G96
1302093,202,K08R020,2007,G96
1302094,202,K08R020,2007,G96
1302101,202,,2008,G96
1302102,202,,2008,G96
1302103,202,,2008,G96
1302104,202,,2008,G96
1302128,202,,2008,703
1302129,202,,2008,703
1302130,202,,2008,703
1302131,202,,2008,703
1302223,202,,2008,G96
1302224,202,,2008,G96
1302225,202,,2008,G96
1302226,202,,2008,G96
1302253,202,,2009,G96
1302254,202,,2009,G96
1302255,202,,2009,G96
1302256,202,,2009,G96
1302645,203,,2008,G96
1302646,203,,2008,G96
1302647,203,,2008,G96
1302648,203,,2008,G96
1302931,203,,2010,703
1302932,203,,2010,703
1302933,203,,2010,703
1302934,203,,2010,703
1303029,203,,2010,G96
1303030,203,,2010,G96
1303031,203,,2010,G96
1303032,203,,2010,G96
1303036,203,,2010,G96
1303037,203,,2010,G96
1303038,203,,2010,G96
1303039,203,,2010,G96
1303079,203,,2010,G96
1303080,203,,2010,G96
1303081,203,,2010,G96
1303082,203,,2010,G96
1303110,203,,2011,703
1303111,203,,2011,703
1303112,203,,2011,703
1303113,203,,2011,703
1303135,203,,2011,703
1303136,203,,2011,703
1303137,203,,2011,703
1303138,203,,2011,703
1303193,203,,2011,G96
1303194,203,,2011,G96
1303195,203,,2011,G96
1303196,203,,2011,G96
1304082,204,,2008,G96
1304083,204,,2008,G96
1304084,204,,2008,G96
1304085,204,,2008,703
1304086,204,,2008,703
1304087,204,,2008,703
1304088,204,,2008,703
1304100,204,,2008,703
1304101,204,,2008,703
1304102,204,,2008,703
1304103,204,,2008,703
1304104,204,,2008,G96
1304105,204,,2008,G96
1304106,204,,2008,G96
1304107,204,,2008,G96
1304114,204,,2008,G96
1304116,204,,2008,G96
1304117,204,,2008,G96
1304119,204,,2008,G96
1304132,204,,2008,G96
1304133,204,,2008,G96
1304134,204,,2008,G96
1304135,204,,2008,G96
1304245,204,,2009,703
1304246,204,,2009,703
1304247,204,,2009,703
1304248,204,,2009,703
1304271,204,,2009,703
1304275,204,,2009,703
1304276,204,,2009,703
1304277,204,,2009,703
1304369,204,,2009,G96
1304370,204,,2009,G96
1304371,204,,2009,G96
1304372,204,,2009,G96
1304403,204,,2009,703
1304404,204,,2009,703
1304405,204,,2009,703
1304406,204,,2009,703
1304425,204,,2009,703
1304426,204,,2009,703
1304427,204,,2009,703
1304428,204,,2009,703
1306410,205,a,2008,G96
1306411,205,a,2008,G96
1306412,205,a,2008,G96
1306413,205,a,2008,G96
1306906,205,a,2008,703
1306907,205,a,2008,703
1306908,205,a,2008,703
1306909,205,a,2008,703
1306987,205,a,2009,703
1306988,205,a,2009,703
1306989,205,a,2009,703
1307453,206,K08T030,2008,703
1307454,206,K08T030,2008,703
1307455,206,K08T030,2008,703
1307456,206,K08T030,2008,703
1307457,206,K08T030,2008,703
1307458,206,K08T030,2008,703
1307459,206,K08T030,2008,703
1307460,206,K08T030,2008,703
1307461,206,K08T030,2008,703
1307462,206,K08T030,2008,703
1307463,206,K08T030,2008,703
1307464,206,K08T030,2008,703
1307465,206,K08T030,2008,703
1307466,206,K08T030,2008,703
1307467,206,K08T030,2008,703
1307488,206,K08T030,2008,G96
1307489,206,K08T030,2008,G96
1307490,206,K08T030,2008,G96
1307491,206,K08T030,2008,G96
1307492,206,K08T030,2008,G96
1307493,206,K08T030,2008,G96
1307494,206,K08T030,2008,G96
1307515,206,K08T030,2008,G96
1307516,206,K08T030,2008,G96
1307517,206,K08T030,2008,G96
1307518,206,K08T030,2008,G96
1307550,206,K08T030,2008,G96
1307551,206,K08T030,2008,G96
1307552,206,K08T030,2008,G96
1307553,206,K08T030,2008,G96
1307880,207,,2009,G96
1307881,207,,2009,G96
1307882,207,,2009,G96
1308755,208,K08U010,2008,G96
1308756,208,K08U010,2008,G96
1308757,208,K08U010,2008,G96
1308758,208,K08U010,2008,G96
1308795,208,K08U010,2008,703
1308796,208,K08U010,2008,703
1308797,208,K08U010,2008,703
1308851,208,K08U010,2008,G96
1308852,208,K08U010,2008,G96
1308853,208,K08U010,2008,G96
1308854,208,K08U010,2008,G96
1308861,208,,2008,G96
1308862,208,,2008,G96
1308863,208,,2008,G96
1308864,208,,2008,G96
1308865,208,,2009,G96
1308866,208,,2009,G96
1308867,208,,2009,G96
1308868,208,,2009,G96
1309380,209,,2008,703
1309381,209,,2008,703
1309382,209,,2008,703
1309383,209,,2008,703
1312293,210,,2009,703
1312294,210,,2009,703
1312295,210,,2009,703
1312296,210,,2009,703
1312391,210,,2009,G96
1312392,210,,2009,G96
1312393,210,,2009,G96
1312394,210,,2009,G96
1312413,210,,2009,703
1312414,210,,2009,703
1312415,210,,2009,703
1312416,210,,2009,703
1312431,210,,2009,G96
1312432,210,,2009,G96
1312433,210,,2009,G96
1312434,210,,2009,G96
1312449,210,,2009,703
1312450,210,,2009,703
1312451,210,,2009,703
1312452,210,,2009,703
1312461,210,,2009,G96
1312462,210,,2009,G96
1312463,210,,2009,G96
1312464,210,,2009,G96
1312465,210,,2009,703
1312466,210,,2009,703
1312467,210,,2009,703
1312748,211,K08X010,2008,703
1312749,211,K08X010,2008,703
1312750,211,K08X010,2008,703
1312751,211,K08X010,2008,703
1312752,211,K08X010,2008,703
1312753,211,K08X010,2008,703
1312754,211,K08X010,2008,703
1312755,211,K08X010,2008,703
1312756,211,K08X010,2008,703
1312757,211,K08X010,2008,703
1312758,211,K08X010,2008,703
1312759,211,K08X010,2008,703
1312767,211,K08X010,2008,G96
1312768,211,K08X010,2008,G96
1312769,211,K08X010,2008,G96
1312770,211,K08X010,2008,G96
1312788,211,K08X010,2008,703
1312789,211,K08X010,2008,703
1312790,211,K08X010,2008,703
1312791,211,K08X010,2008,703
1312922,211,,2009,703
1312923,211,,2009,703
1312925,211,,2009,703
1312926,211,,2009,703
1312972,211,,2009,703
1312973,211,,2009,703
1312974,211,,2009,703
1312975,211,,2009,703
1313691,212,K00Y30N,2009,703
1313692,212,K00Y30N,2009,703
1313693,212,K00Y30N,2009,703
1313694,212,K00Y30N,2009,703
1313721,212,,2009,703
1313722,212,,2009,703
1313723,212,,2009,703
1313724,212,,2009,703
1313725,212,,2009,703
1313726,212,,2009,703
1313746,212,,2009,703
1313747,212,,2009,703
1313748,212,,2009,703
1313749,212,,2009,703
1313753,212,,2009,703
1313754,212,,2009,703
1313755,212,,2009,703
1313756,212,,2009,703
1313963,213,K05R020,2005,703
1313964,213,K05R020,2005,703
1313965,213,K05R020,2005,703
1313966,213,K05R020,2005,703
1314063,213,K05R020,2005,703
1314064,213,K05R020,2005,703
1314065,213,K05R020,2005,703
1314066,213,K05R020,2005,703
1314332,213,K05R020,2005,703
1314333,213,K05R020,2005,703
1314334,213,K05R020,2005,703
1314335,213,K05R020,2005,703
1314405,213,K05R020,2005,703
1314406,213,K05R020,2005,703
1314407,213,K05R020,2005,703
1314408,213,K05R020,2005,703
1314630,213,K05R020,2006,703
1314631,213,K05R020,2006,703
1314632,213,K05R020,2006,703
1314633,213,K05R020,2006,703
1316103,213,,2011,G96
1316104,213,,2011,G96
1316105,213,,2011,G96
1316106,213,,2011,G96
1317045,213,,2011,703
1317046,213,,2011,703
1317047,213,,2011,703
1317048,213,,2011,703
1317084,213,,2012,703
1317085,213,,2012,703
1317086,213,,2012,703
1317087,213,,2012,703
1317132,213,,2012,703
1317133,213,,2012,703
1317134,213,,2012,703
1317135,213,,2012,703
1317866,215,,2011,703
1317867,215,,2011,703
1317868,215,,2011,703
1317869,215,,2011,703
1317872,215,,2011,703
1317873,215,,2011,703
1317874,215,,2011,703
1317875,215,,2011,703
1317891,215,,2011,G96
1317892,215,,2011,G96
1317893,215,,2011,G96
1317894,215,,2011,G96
1317895,215,,2011,703
1317896,215,,2011,703
1317897,215,,2011,703
1317898,215,,2011,703
1317921,215,,2012,G96
1317922,215,,2012,G96
1317923,215,,2012,G96
1317924,215,,2012,G96
1317925,215,,2012,G96
1317926,215,,2012,G96
1317927,215,,2012,G96
1317928,215,,2012,G96
1317929,215,,2012,G96
1317930,215,,2012,G96
1317931,215,,2012,G96
1319517,217,,2009,703
1319518,217,,2009,703
1320895,217,,2009,703
1320896,217,,2009,703
1320897,217,,2009,703
1320898,217,,2009,703
1320900,217,,2009,703
1322723,218,K09F070,2009,703
1322724,218,K09F070,2009,703
1322725,218,K09F070,2009,703
1322726,218,K09F070,2009,703
1323694,219,,2010,G96
1323695,219,,2010,G96
1323696,219,,2010,G96
1323697,219,,2010,G96
1323723,219,,2010,G96
1323724,219,,2010,G96
1323725,219,,2010,G96
1323726,219,,2010,G96
1323734,219,,2010,703
1323735,219,,2010,703
1323736,219,,2010,703
1323737,219,,2010,703
1323743,219,,2010,G96
1323744,219,,2010,G96
1323745,219,,2010,G96
1323746,219,,2010,G96
1323765,219,,2010,G96
1323766,219,,2010,G96
1323767,219,,2010,G96
1323768,219,,2010,G96
1323781,219,,2010,G96
1323782,219,,2010,G96
1323783,219,,2010,G96
1323784,219,,2010,G96
1325738,222,,2009,703
1325739,222,,2009,703
1325740,222,,2009,703
1325741,222,,2009,703
1326227,223,,2011,G96
1326228,223,,2011,G96
1326229,223,,2011,G96
1326230,223,,2011,G96
1327159,225,,2009,703
1327160,225,,2009,703
1327161,225,,2009,703
1327162,225,,2009,703
1327163,225,,2009,703
1327164,225,,2009,703
1327165,225,,2009,703
1327166,225,,2009,703
1327430,226,K09R020,2009,703
1327431,226,K09R020,2009,703
1327432,226,K09R020,2009,703
1327433,226,K09R020,2009,703
1327434,226,K09R020,2009,703
1327435,226,K09R020,2009,703
1327436,226,K09R020,2009,703
1327437,226,K09R020,2009,703
1327446,226,K09R020,2009,703
1327447,226,K09R020,2009,703
1327448,226,K09R020,2009,703
1327459,226,K09R020,2009,703
1327460,226,K09R020,2009,703
1327461,226,K09R020,2009,703
1327462,226,K09R020,2009,703
1329295,227,,2009,G96
1329296,227,,2009,G96
1329297,227,,2009,G96
1329314,227,,2011,G96
1329315,227,,2011,G96
1329316,227,,2011,G96
1329317,227,,2011,G96
1329318,227,,2011,G96
1329319,227,,2011,G96
1329320,227,,2011,G96
1329321,227,,2011,G96
1329322,227,,2011,G96
1329323,227,,2011,G96
1329324,227,,2011,G96
1329325,227,,2011,G96
1329326,227,,2011,G96
1329327,227,,2011,G96
1329328,227,,2011,G96
1330513,228,,2009,G96
1330514,228,,2009,G96
1330515,228,,2009,G96
1330516,228,,2009,G96
1330517,228,,2009,G96
1330518,228,,2009,G96
1330519,228,,2009,G96
1330520,228,,2009,G96
1330539,228,,2011,G96
1330540,228,,2011,G96
1330541,228,,2011,G96
1330542,228,,2011,G96
1330543,228,,2011,G96
1330544,228,,2011,G96
1330545,228,,2011,G96
1330546,228,,2011,G96
1330547,228,,2011,G96
1330548,228,,2011,G96
1330549,228,,2011,G96
1330550,228,,2011,G96
1330551,228,,2011,703
1330552,228,,2011,703
1330553,228,,2011,703
1330554,228,,2011,703
1330596,228,,2011,G96
1330597,228,,2011,G96
1330598,228,,2011,G96
1330599,228,,2011,G96
1330604,228,,2011,G96
1330605,228,,2011,G96
1330606,228,,2011,G96
1330607,228,,2011,G96
1330624,228,,2012,G96
1330625,228,,2012,G96
1330626,228,,2012,G96
1330627,228,,2012,G96
1330628,228,,2012,G96
1330629,228,,2012,G96
1330630,228,,2012,G96
1330832,229,K09S010,2009,703
1330833,229,K09S010,2009,703
1330834,229,K09S010,2009,703
1330835,229,K09S010,2009,703
1330836,229,K09S010,2009,703
1330837,229,K09S010,2009,703
1330838,229,K09S010,2009,703
1330839,229,K09S010,2009,703
1330945,229,K09S010,2009,703
1330946,229,K09S010,2009,703
1330947,229,K09S010,2009,703
1330948,229,K09S010,2009,703
1331227,230,K09U060,2009,703
1331228,230,K09U060,2009,703
1331229,230,K09U060,2009,703
1331230,230,K09U060,2009,703
1331263,230,K09U060,2009,G96
1331264,230,K09U060,2009,G96
1331265,230,K09U060,2009,G96
1331266,230,K09U060,2009,G96
1331388,230,,2010,703
1331389,230,,2010,703
1331390,230,,2010,703
1331391,230,,2010,703
1331402,230,,2010,703
1331403,230,,2010,703
1331404,230,,2010,703
1331405,230,,2010,703
1331418,230,,2010,703
1331419,230,,2010,703
1331420,230,,2010,703
1331421,230,,2010,703
1331425,230,,2010,703
1331426,230,,2010,703
1331427,230,,2010,703
1331428,230,,2010,703
1331463,230,,2011,G96
1331464,230,,2011,G96
1331465,230,,2011,G96
1331466,230,,2011,G96
1332906,231,,2011,703
1332907,231,,2011,703
1332908,231,,2011,703
1332909,231,,2011,703
1332912,231,,2011,703
1332913,231,,2011,703
1332914,231,,2011,703
1332915,231,,2011,703
1332926,231,,2011,703
1332927,231,,2011,703
1332928,231,,2011,703
1332972,231,,2011,G96
1332973,231,,2011,G96
1332974,231,,2011,G96
1332975,231,,2011,G96
1332983,231,,2011,703
1332984,231,,2011,703
1332985,231,,2011,703
1332986,231,,2011,703
1333021,231,,2012,G96
1333022,231,,2012,G96
1333023,231,,2012,G96
1333024,231,,2012,G96
1333322,232,K09W010,2008,G96
1333323,232,K09W010,2008,G96
1333324,232,K09W010,2008,G96
1333325,232,K09W010,2008,G96
1333326,232,K09W010,2009,703
1333327,232,K09W010,2009,703
1333328,232,K09W010,2009,703
1333329,232,K09W010,2009,703
1333342,232,K09W010,2009,703
1333343,232,K09W010,2009,703
1333344,232,K09W010,2009,703
1333345,232,K09W010,2009,703
1333346,232,K09W010,2009,703
1333347,232,K09W010,2009,703
1333348,232,K09W010,2009,703
1333349,232,K09W010,2009,703
1333353,232,K09W010,2009,G96
1333354,232,K09W010,2009,G96
1333355,232,K09W010,2009,G96
1333356,232,K09W010,2009,G96
1333494,232,,2010,703
1333495,232,,2010,703
1333496,232,,2010,703
1333497,232,,2010,703
1333520,232,,2010,703
1333521,232,,2010,703
1333522,232,,2010,703
1333523,232,,2010,703
1333634,233,,2005,G96
1333635,233,,2005,G96
1333636,233,,2005,G96
1333637,233,,2005,G96
1333656,233,K09W50J,2009,703
1333657,233,K09W50J,2009,703
1333658,233,K09W50J,2009,703
1333659,233,K09W50J,2009,703
1333660,233,K09W50J,2009,703
1333661,233,K09W50J,2009,703
1333662,233,K09W50J,2009,703
1333663,233,K09W50J,2009,703
1333664,233,K09W50J,2009,703
1333665,233,K09W50J,2009,703
1333666,233,K09W50J,2009,703
1333860,234,K10E040,2010,G96
1333861,234,K10E040,2010,G96
1333862,234,K10E040,2010,G96
1333863,234,K10E040,2010,G96
1333864,234,K10E040,2010,G96
1333865,234,K10E040,2010,G96
1333866,234,K10E040,2010,G96
1333867,234,K10E040,2010,G96
1333898,234,,2010,703
1333899,234,,2010,703
1333900,234,,2010,703
1333901,234,,2010,703
1333915,234,,2010,703
1333916,234,,2010,703
1333917,234,,2010,703
1333918,234,,2010,G96
1333919,234,,2010,G96
1333920,234,,2010,G96
1333921,234,,2010,G96
1333928,234,,2010,703
1333929,234,,2010,703
1333930,234,,2010,703
1333931,234,,2010,703
1334168,235,K10F020,2010,703
1334169,235,K10F020,2010,703
1334170,235,K10F020,2010,703
1334738,236,,2010,703
1334739,236,,2010,703
1334740,236,,2010,703
1334741,236,,2010,703
1334891,236,,2010,703
1334892,236,,2010,703
1334893,236,,2010,703
1334894,236,,2010,703
1334961,236,,2011,703
1334962,236,,2011,703
1334963,236,,2011,703
1334964,236,,2011,703
1335396,237,,2010,G96
1335397,237,,2010,G96
1335398,237,,2010,G96
1335399,237,,2010,G96
1335404,237,,2011,G96
1335405,237,,2011,G96
1335406,237,,2011,G96
1335407,237,,2011,G96
1337650,238,K05U010,2005,703
1337651,238,K05U010,2005,703
1337652,238,K05U010,2005,703
1337653,238,K05U010,2005,703
1337663,238,K05U010,2005,G96
1337664,238,K05U010,2005,G96
1337665,238,K05U010,2005,G96
1337666,238,K05U010,2005,G96
1337688,238,K05U010,2005,G96
1337689,238,K05U010,2005,G96
1337690,238,K05U010,2005,G96
1337691,238,K05U010,2005,G96
1337695,238,K05U010,2005,G96
1337696,238,K05U010,2005,G96
1337697,238,K05U010,2005,G96
1337750,238,K05U010,2005,G96
1337751,238,K05U010,2005,G96
1337752,238,K05U010,2005,G96
1337753,238,K05U010,2005,G96
1337754,238,K05U010,2005,G96
1337755,238,K05U010,2005,G96
1337756,238,K05U010,2005,G96
1337757,238,K05U010,2005,G96
1337765,238,K05U010,2006,G96
1337766,238,K05U010,2006,G96
1337767,238,K05U010,2006,G96
1337768,238,K05U010,2006,G96
1338036,239,K10C020,2008,G96
1338037,239,K10C020,2008,G96
1338038,239,K10C020,2008,G96
1338039,239,K10C020,2008,G96
1338972,240,,2010,703
1338973,240,,2010,703
1338975,240,,2010,703
1338976,240,,2010,703
1338977,240,,2010,703
1339727,240,,2011,703
1339728,240,,2011,703
1339729,240,,2011,703
1339730,240,,2011,703
1339731,240,,2011,703
1339738,240,,2011,G96
1339739,240,,2011,G96
1339740,240,,2011,G96
1339741,240,,2011,G96
1339911,240,,2011,703
1339912,240,,2011,703
1339913,240,,2011,703
1340065,240,,2011,703
1340066,240,,2011,703
1340067,240,,2011,703
1340068,240,,2011,703
1340108,240,,2012,703
1340109,240,,2012,703
1340110,240,,2012,703
1340111,240,,2012,703
1340135,240,,2012,703
1340136,240,,2012,703
1340137,240,,2012,703
1340138,240,,2012,703
1340139,240,,2012,703
1340140,240,,2012,703
1340141,240,,2012,703
1340145,240,,2012,703
1340146,240,,2012,703
1340147,240,,2012,703
1340148,240,,2012,703
1341421,241,,2010,G96
1341422,241,,2010,G96
1341423,241,,2010,G96
1341424,241,,2010,G96
1341427,241,,2010,703
1341428,241,,2010,703
1341429,241,,2010,703
1341430,241,,2010,703
1341497,241,,2010,703
1341498,241,,2010,703
1341499,241,,2010,703
1341500,241,,2010,703
1341513,241,,2010,703
1341514,241,,2010,703
1341515,241,,2010,703
1341526,241,,2011,703
1341527,241,,2011,703
1341528,241,,2011,703
1341529,241,,2011,703
1341574,241,,2011,703
1341575,241,,2011,703
1341576,241,,2011,703
1341577,241,,2011,703
1342351,242,,2011,703
1342352,242,,2011,703
1342354,242,,2011,703
1342355,242,,2011,703
1342388,242,,2011,703
1342389,242,,2011,703
1342390,242,,2011,703
1342391,242,,2011,703
1342476,242,,2012,703
1342477,242,,2012,703
1342478,242,,2012,703
1342479,242,,2012,703
1343145,243,,2012,G96
1343146,243,,2012,G96
1343147,243,,2012,G96
1343148,243,,2012,G96
1343854,244,,2010,703
1343855,244,,2010,703
1343856,244,,2010,703
1343857,244,,2010,703
1343875,244,,2010,G96
1343876,244,,2010,G96
1343877,244,,2010,G96
1343878,244,,2010,G96
1343906,244,,2011,G96
1343907,244,,2011,G96
1343908,244,,2011,G96
1343909,244,,2011,G96
1343915,244,,2011,G96
1343916,244,,2011,G96
1343917,244,,2011,G96
1343918,244,,2011,G96
1344084,244,,2011,G96
1344085,244,,2011,G96
1344086,244,,2011,G96
1344087,244,,2011,G96
1344153,244,,2012,703
1344154,244,,2012,703
1344155,244,,2012,703
1344156,244,,2012,703
1344157,244,,2012,703
1344394,244,,2012,703
1344395,244,,2012,703
1344396,244,,2012,703
1344397,244,,2012,703
1344398,244,,2012,703
1344508,244,,2012,703
1344509,244,,2012,703
1344510,244,,2012,703
1344511,244,,2012,703
1344512,244,,2012,703
1344513,244,,2012,703
1345601,245,K10L010,2010,G96
1345602,245,K10L010,2010,G96
1345603,245,K10L010,2010,G96
1345604,245,K10L010,2010,G96
1346690,246,K04F030,2006,703
1346691,246,K04F030,2006,703
1346692,246,K04F030,2006,703
1346693,246,K04F030,2006,703
1346700,246,K04F030,2006,703
1346701,246,K04F030,2006,703
1346702,246,K04F030,2006,703
1346703,246,K04F030,2006,703
1346720,246,K04F030,2006,703
1346721,246,K04F030,2006,703
1346722,246,K04F030,2006,703
1346729,246,K04F030,2006,703
1346730,246,K04F030,2006,703
1346731,246,K04F030,2006,703
1346732,246,K04F030,2006,703
1346745,246,K04F030,2007,703
1346746,246,K04F030,2007,703
1346747,246,K04F030,2007,703
1346748,246,K04F030,2007,703
1346755,246,K04F030,2007,703
1346756,246,K04F030,2007,703
1346757,246,K04F030,2007,703
1346758,246,K04F030,2007,703
1346848,246,,2011,703
1346849,246,,2011,703
1346850,246,,2011,703
1346851,246,,2011,703
1346859,246,,2011,703
1346860,246,,2011,703
1346861,246,,2011,703
1346862,246,,2011,703
1346867,246,,2011,703
1346868,246,,2011,703
1346869,246,,2011,703
1346890,246,,2011,703
1346891,246,,2011,703
1346892,246,,2011,703
1346912,246,,2012,703
1346913,246,,2012,703
1346914,246,,2012,703
1346915,246,,2012,703
1347527,246,,2012,703
1347528,246,,2012,703
1347529,246,,2012,703
1347530,246,,2012,703
1347990,246,,2012,G96
1347991,246,,2012,G96
1351024,247,K10V030,2010,703
1351025,247,K10V030,2010,703
1351026,247,K10V030,2010,703
1351027,247,K10V030,2010,703
1351028,247,K10V030,2010,703
1351110,247,K10V030,2011,703
1351111,247,K10V030,2011,703
1351112,247,K10V030,2011,703
1351113,247,K10V030,2011,703
1351174,247,K10V030,2011,703
1351175,247,K10V030,2011,703
1351176,247,K10V030,2011,703
1351177,247,K10V030,2011,703
1351440,247,,2011,703
1351441,247,,2011,703
1351442,247,,2011,703
1351443,247,,2011,703
1352127,248,K10S31Q,2010,703
1352128,248,K10S31Q,2010,703
1352129,248,K10S31Q,2010,703
1352130,248,K10S31Q,2010,703
1352140,248,K10W010,2010,G96
1352141,248,K10W010,2010,G96
1352142,248,K10W010,2010,G96
1352143,248,K10W010,2010,G96
1352144,248,K10W010,2010,G96
1352145,248,K10W010,2010,G96
1352146,248,K10W010,2010,G96
1352147,248,K10W010,2010,G96
1352148,248,K10W010,2010,703
1352149,248,K10W010,2010,703
1352150,248,K10W010,2010,703
1352151,248,K10W010,2010,703
1352152,248,K10W010,2010,703
1352153,248,K10W010,2010,703
1352154,248,K10W010,2010,703
1352155,248,K10W010,2010,703
1352156,248,K10W010,2010,703
1352157,248,K10W010,2010,703
1352158,248,K10W010,2010,703
1352159,248,K10W010,2010,G96
1352160,248,K10W010,2010,G96
1352161,248,K10W010,2010,G96
1352162,248,K10W010,2010,G96
1352184,248,K10W010,2010,703
1352185,248,K10W010,2010,703
1352186,248,K10W010,2010,703
1352187,248,K10W010,2010,703
1352204,248,K10W010,2011,703
1352205,248,K10W010,2011,703
1352206,248,K10W010,2011,703
1352220,248,,2011,703
1352221,248,,2011,703
1352222,248,,2011,703
1352223,248,,2011,703
1352233,248,,2011,G96
1352236,248,,2011,G96
1352237,248,,2011,G96
1352238,248,,2011,G96
1352252,248,,2011,703
1352253,248,,2011,703
1352254,248,,2011,703
1352255,248,,2011,703
1352301,249,K06U010,2006,G96
1352303,249,K06U010,2006,G96
1352304,249,K06U010,2006,G96
1352305,249,K06U010,2006,G96
