,number,provisional_desig,year,obs
214883,,K06O02F,2007,703
214884,,K06O02F,2007,703
214885,,K06O02F,2007,703
214949,,K06O02F,2007,703
214950,,K06O02F,2007,703
214951,,K06O02F,2007,703
214952,,K06O02F,2007,703
215606,,K06O02F,2007,703
215607,,K06O02F,2007,703
215608,,K06O02F,2007,703
215609,,K06O02F,2007,703
218689,,K06O02F,2009,G96
218690,,K06O02F,2009,G96
218692,,K06O02F,2009,G96
218693,,K06O02F,2009,G96
218981,,K06O02F,2010,703
218982,,K06O02F,2010,703
218983,,K06O02F,2010,703
218984,,K06O02F,2010,703
220977,,K06Q010,2009,703
220978,,K06Q010,2009,703
220979,,K06Q010,2009,703
220980,,K06Q010,2009,703
222060,,K06Q010,2009,703
222061,,K06Q010,2009,703
222062,,K06Q010,2009,703
222063,,K06Q010,2009,703
222416,,K06Q010,2009,703
222417,,K06Q010,2009,703
222418,,K06Q010,2009,703
222419,,K06Q010,2009,703
222440,,K06Q010,2009,703
222441,,K06Q010,2009,703
222442,,K06Q010,2009,703
222443,,K06Q010,2009,703
222817,,K06Q010,2010,G96
222818,,K06Q010,2010,G96
222819,,K06Q010,2010,G96
222820,,K06Q010,2010,G96
222875,,K06S020,2006,703
222877,,K06S020,2006,703
222881,,K06S020,2006,703
222883,,K06S020,2006,703
222987,,K06S020,2007,703
222988,,K06S020,2007,703
222989,,K06S020,2007,703
222994,,K06S020,2007,703
222995,,K06S020,2007,703
222996,,K06S020,2007,703
222997,,K06S020,2007,703
222998,,K06S020,2007,703
222999,,K06S020,2007,703
223000,,K06S020,2007,703
223001,,K06S020,2007,703
223021,,K06S020,2007,703
223022,,K06S020,2007,703
223023,,K06S020,2007,703
223024,,K06S020,2007,703
223025,,K06S020,2007,703
223026,,K06S020,2007,703
223027,,K06S020,2007,703
223040,,K06S030,2006,703
223041,,K06S030,2006,703
223042,,K06S030,2006,703
223043,,K06S030,2006,703
223044,,K06S030,2006,703
223045,,K06S030,2006,703
223046,,K06S030,2006,703
223060,,K06S030,2006,703
223061,,K06S030,2006,703
223062,,K06S030,2006,703
223064,,K06S030,2006,703
223266,,K06S030,2008,703
223267,,K06S030,2008,703
223268,,K06S030,2008,703
223269,,K06S030,2008,703
223320,,K06S030,2008,G96
223321,,K06S030,2008,G96
223322,,K06S030,2008,G96
223323,,K06S030,2008,G96
223437,,K06S030,2009,703
223438,,K06S030,2009,703
223439,,K06S030,2009,703
223440,,K06S030,2009,703
223483,,K06S030,2009,703
223484,,K06S030,2009,703
223485,,K06S030,2009,703
223486,,K06S030,2009,703
223570,,K06S030,2009,703
223571,,K06S030,2009,703
223572,,K06S030,2009,703
223573,,K06S030,2009,703
223649,,K06S030,2009,703
223650,,K06S030,2009,703
223651,,K06S030,2009,703
223652,,K06S030,2009,703
223676,,K06S030,2009,703
223677,,K06S030,2009,703
223678,,K06S030,2009,703
223679,,K06S030,2009,703
223737,,K06S030,2009,703
223738,,K06S030,2009,703
223739,,K06S030,2009,703
223740,,K06S030,2009,703
223933,,K06S030,2010,703
223934,,K06S030,2010,703
223935,,K06S030,2010,703
223936,,K06S030,2010,703
223952,,K06S030,2010,703
223953,,K06S030,2010,703
223954,,K06S030,2010,703
223955,,K06S030,2010,703
224001,,K06S030,2010,703
224002,,K06S030,2010,703
224003,,K06S030,2010,703
224004,,K06S030,2010,703
225094,,K06S030,2011,G96
225095,,K06S030,2011,G96
225096,,K06S030,2011,G96
225097,,K06S030,2011,G96
226813,,K06S030,2012,G96
226814,,K06S030,2012,G96
226815,,K06S030,2012,G96
226816,,K06S030,2012,G96
226977,,K06S030,2012,703
226978,,K06S030,2012,703
226979,,K06S030,2012,703
226980,,K06S030,2012,703
229626,,K06S050,2006,703
229627,,K06S050,2006,703
229628,,K06S050,2006,703
229629,,K06S050,2006,703
229630,,K06S050,2006,703
229631,,K06S050,2006,703
229632,,K06S050,2006,703
229633,,K06S050,2006,703
229712,,K06S050,2006,703
229713,,K06S050,2006,703
229714,,K06S050,2006,703
229715,,K06S050,2006,703
229750,,K06S050,2006,703
229751,,K06S050,2006,703
229752,,K06S050,2006,703
229753,,K06S050,2006,703
229794,,K06S050,2006,G96
229795,,K06S050,2006,G96
229796,,K06S050,2006,G96
229797,,K06S050,2006,G96
229810,,K06S050,2007,703
229811,,K06S050,2007,703
229812,,K06S050,2007,703
229813,,K06S050,2007,703
229814,,K06S050,2007,G96
229815,,K06S050,2007,G96
229816,,K06S050,2007,G96
229817,,K06S050,2007,G96
229952,,K06S050,2007,703
229953,,K06S050,2007,703
229954,,K06S050,2007,703
229955,,K06S050,2007,703
230039,,K06S050,2007,703
230040,,K06S050,2007,703
230041,,K06S050,2007,703
230042,,K06S050,2007,703
230060,,K06S050,2007,703
230061,,K06S050,2007,703
230062,,K06S050,2007,703
230063,,K06S050,2007,703
230094,,K06S050,2007,703
230095,,K06S050,2007,703
230096,,K06S050,2007,703
230097,,K06S050,2007,703
230499,,K06S050,2008,G96
230500,,K06S050,2008,G96
230501,,K06S050,2008,G96
230502,,K06S050,2008,G96
230769,,K06S050,2008,703
230770,,K06S050,2008,703
230771,,K06S050,2008,703
230772,,K06S050,2008,703
230782,,K06S050,2008,703
230783,,K06S050,2008,703
230784,,K06S050,2008,703
230785,,K06S050,2008,703
231453,,K06U060,2006,G96
231454,,K06U060,2006,G96
231455,,K06U060,2006,G96
231466,,K06U060,2006,703
231467,,K06U060,2006,703
231468,,K06U060,2006,703
231469,,K06U060,2006,703
231506,,K06U060,2006,703
231507,,K06U060,2006,703
231508,,K06U060,2006,703
231509,,K06U060,2006,703
231566,,K06U060,2007,G96
231567,,K06U060,2007,G96
231568,,K06U060,2007,G96
231569,,K06U060,2007,G96
231855,,K06U060,2009,703
231856,,K06U060,2009,703
231857,,K06U060,2009,703
231858,,K06U060,2009,703
231872,,K06U060,2009,703
231873,,K06U060,2009,703
231874,,K06U060,2009,703
231875,,K06U060,2009,703
231891,,K06U060,2009,703
231892,,K06U060,2009,703
231893,,K06U060,2009,703
231894,,K06U060,2009,703
231908,,K06U060,2009,703
231909,,K06U060,2009,703
231910,,K06U060,2009,703
231911,,K06U060,2009,703
231935,,K06U060,2009,703
231936,,K06U060,2009,703
231938,,K06U060,2009,703
231939,,K06U060,2009,703
231952,,K06U060,2009,703
231953,,K06U060,2009,703
231954,,K06U060,2009,703
231955,,K06U060,2009,703
231994,,K06U060,2010,703
231995,,K06U060,2010,703
231996,,K06U060,2010,703
231997,,K06U060,2010,703
232009,,K06U070,2006,G96
232010,,K06U070,2006,G96
232011,,K06U070,2006,G96
232012,,K06U070,2006,G96
232013,,K06U070,2006,G96
232014,,K06U070,2006,G96
232015,,K06U070,2006,G96
232016,,K06U070,2006,G96
232017,,K06U070,2006,G96
232018,,K06U070,2006,G96
232019,,K06U070,2006,G96
232020,,K06U070,2006,G96
232021,,K06U070,2006,G96
232022,,K06U070,2006,G96
232023,,K06U070,2006,G96
232024,,K06U070,2006,G96
232031,,K06U070,2006,G96
232032,,K06U070,2006,G96
232033,,K06U070,2006,G96
232034,,K06U070,2006,G96
232035,,K06U070,2006,G96
232036,,K06U070,2006,G96
232037,,K06U070,2006,G96
232044,,K06U070,2006,G96
232045,,K06U070,2006,G96
232046,,K06U070,2006,G96
232047,,K06U070,2006,G96
232050,,K06U070,2006,G96
232051,,K06U070,2006,G96
232052,,K06U070,2006,G96
232053,,K06U070,2006,G96
232280,,K06V010,2006,703
232281,,K06V010,2006,703
232282,,K06V010,2006,703
232283,,K06V010,2006,703
232286,,K06V010,2006,G96
232287,,K06V010,2006,G96
232288,,K06V010,2006,G96
232289,,K06V010,2006,G96
232290,,K06V010,2006,703
232291,,K06V010,2006,703
232292,,K06V010,2006,703
232293,,K06V010,2006,703
232294,,K06V010,2006,703
232295,,K06V010,2006,703
232296,,K06V010,2006,703
232297,,K06V010,2006,703
232298,,K06V010,2006,G96
232299,,K06V010,2006,G96
232300,,K06V010,2006,G96
232301,,K06V010,2006,G96
232305,,K06V010,2006,G96
232306,,K06V010,2006,G96
232307,,K06V010,2006,G96
232308,,K06V010,2006,G96
232309,,K06V010,2006,G96
232310,,K06V010,2006,G96
232311,,K06V010,2006,G96
232316,,K06V010,2006,G96
232317,,K06V010,2006,G96
232318,,K06V010,2006,G96
232319,,K06V010,2006,G96
232329,,K06V010,2006,G96
232330,,K06V010,2006,G96
232331,,K06V010,2006,G96
232332,,K06V010,2006,G96
232383,,K06V010,2006,G96
232384,,K06V010,2006,G96
232385,,K06V010,2006,G96
232386,,K06V010,2006,G96
232422,,K06V010,2007,G96
232423,,K06V010,2007,G96
232424,,K06V010,2007,G96
232425,,K06V010,2007,G96
232474,,K06V010,2007,703
232475,,K06V010,2007,703
232476,,K06V010,2007,703
232477,,K06V010,2007,703
232494,,K06V010,2007,703
232495,,K06V010,2007,703
232496,,K06V010,2007,703
232497,,K06V010,2007,703
232556,,K06V010,2007,703
232557,,K06V010,2007,703
232558,,K06V010,2007,703
232559,,K06V010,2007,703
232607,,K06V010,2007,703
232609,,K06V010,2007,703
232611,,K06V010,2007,703
232612,,K06V010,2007,703
232644,,K06V010,2007,703
232645,,K06V010,2007,703
232646,,K06V010,2007,703
232647,,K06V010,2007,703
233260,,K06V13Z,2006,G96
233261,,K06V13Z,2006,G96
233263,,K06V13Z,2006,G96
233264,,K06V13Z,2006,G96
233278,,K06V13Z,2006,G96
233280,,K06V13Z,2006,G96
233284,,K06V13Z,2006,G96
233285,,K06V13Z,2006,G96
234431,,K06W030,2006,703
234432,,K06W030,2006,703
234433,,K06W030,2006,703
234434,,K06W030,2006,703
234435,,K06W030,2006,703
234436,,K06W030,2006,703
234456,,K06W030,2006,703
234459,,K06W030,2006,703
234461,,K06W030,2006,703
234462,,K06W030,2006,703
234470,,K06W030,2006,703
234471,,K06W030,2006,703
234507,,K06W030,2006,703
234508,,K06W030,2006,703
234509,,K06W030,2006,703
234624,,K06W030,2007,G96
234625,,K06W030,2007,G96
234626,,K06W030,2007,G96
240145,,K06W04D,2006,G96
240146,,K06W04D,2006,G96
240147,,K06W04D,2006,G96
240148,,K06W04D,2006,G96
240154,,K06W04D,2006,G96
240155,,K06W04D,2006,G96
240156,,K06W04D,2006,G96
240157,,K06W04D,2006,G96
240171,,K06W04D,2006,G96
240172,,K06W04D,2006,G96
240173,,K06W04D,2006,G96
240174,,K06W04D,2006,G96
240175,,K06W04D,2006,G96
240176,,K06W04D,2006,G96
240177,,K06W04D,2006,G96
240178,,K06W04D,2006,G96
240183,,K06W04D,2006,G96
240184,,K06W04D,2006,G96
240185,,K06W04D,2006,G96
240186,,K06W04D,2006,G96
240187,,K06W04D,2006,G96
240188,,K06W04D,2006,G96
240189,,K06W04D,2006,G96
240190,,K06W04D,2006,G96
240191,,K06W04D,2006,G96
240192,,K06W04D,2006,G96
240193,,K06W04D,2006,G96
240194,,K06W04D,2006,G96
240198,,K06W04D,2006,G96
240199,,K06W04D,2006,G96
240200,,K06W04D,2006,G96
240201,,K06W04D,2006,G96
240203,,K06W04D,2006,G96
240204,,K06W04D,2006,G96
240205,,K06W04D,2006,G96
240206,,K06W04D,2006,G96
240310,,K06X010,2006,G96
240311,,K06X010,2006,G96
240313,,K06X010,2006,G96
240314,,K06X010,2006,G96
240316,,K06X010,2006,G96
240318,,K06X010,2006,G96
240320,,K06X010,2006,G96
240321,,K06X010,2006,G96
241196,,K06Y00C,2006,703
241197,,K06Y00C,2006,703
241198,,K06Y00C,2006,703
241199,,K06Y00C,2006,703
241200,,K06Y00C,2006,G96
241201,,K06Y00C,2006,G96
241202,,K06Y00C,2006,G96
241203,,K06Y00C,2006,G96
241204,,K06Y00C,2006,G96
241205,,K06Y00C,2006,G96
241206,,K06Y00C,2006,G96
241207,,K06Y00C,2006,G96
241210,,K06Y00C,2006,G96
241211,,K06Y00C,2006,G96
241212,,K06Y00C,2006,G96
241213,,K06Y00C,2006,G96
241255,,K06Y00C,2007,703
241256,,K06Y00C,2007,703
241264,,K06Y00C,2007,703
241265,,K06Y00C,2007,703
241266,,K06Y00C,2007,703
241267,,K06Y00C,2007,703
241270,,K06Y00C,2007,G96
241271,,K06Y00C,2007,G96
241272,,K06Y00C,2007,G96
241273,,K06Y00C,2007,G96
241277,,K06Y00C,2007,703
241278,,K06Y00C,2007,703
241279,,K06Y00C,2007,703
241280,,K06Y00C,2007,703
241335,,K06Y00C,2007,703
241336,,K06Y00C,2007,703
241337,,K06Y00C,2007,703
241338,,K06Y00C,2007,703
241339,,K06Y00C,2007,703
241340,,K06Y00C,2007,703
241341,,K06Y00C,2007,703
241342,,K06Y00C,2007,703
242042,,K07B020,2007,703
242043,,K07B020,2007,703
242044,,K07B020,2007,703
242045,,K07B020,2007,703
242159,,K07B020,2007,703
242160,,K07B020,2007,703
242161,,K07B020,2007,703
242162,,K07B020,2007,703
242288,,K07B020,2007,703
242289,,K07B020,2007,703
242290,,K07B020,2007,703
242291,,K07B020,2007,703
242301,,K07B020,2007,703
242302,,K07B020,2007,703
242303,,K07B020,2007,703
242304,,K07B020,2007,703
242319,,K07B020,2007,703
242320,,K07B020,2007,703
242321,,K07B020,2007,703
242322,,K07B020,2007,703
242523,,K07B020,2008,703
242524,,K07B020,2008,703
242525,,K07B020,2008,703
242526,,K07B020,2008,703
242580,,K07B020,2008,703
242581,,K07B020,2008,703
242582,,K07B020,2008,703
242583,,K07B020,2008,703
242623,,K07B020,2008,G96
242624,,K07B020,2008,G96
242625,,K07B020,2008,G96
242626,,K07B020,2008,G96
242769,,K07B020,2008,703
242770,,K07B020,2008,703
242771,,K07B020,2008,703
242772,,K07B020,2008,703
242893,,K07B020,2008,703
242894,,K07B020,2008,703
242895,,K07B020,2008,703
242896,,K07B020,2008,703
242907,,K07B020,2008,G96
242908,,K07B020,2008,G96
242909,,K07B020,2008,G96
242910,,K07B020,2008,G96
243074,,K07B020,2008,703
243075,,K07B020,2008,703
243076,,K07B020,2008,703
243078,,K07B020,2008,703
243695,,K07C020,2006,703
243696,,K07C020,2006,703
243697,,K07C020,2006,703
243698,,K07C020,2006,703
243699,,K07C020,2006,703
243700,,K07C020,2006,703
243701,,K07C020,2006,703
243702,,K07C020,2006,703
243703,,K07C020,2006,703
243704,,K07C020,2006,703
243705,,K07C020,2006,703
243706,,K07C020,2006,703
243710,,K07C020,2006,G96
243711,,K07C020,2006,G96
243712,,K07C020,2006,G96
243713,,K07C020,2006,G96
243718,,K07C020,2007,703
243719,,K07C020,2007,703
243720,,K07C020,2007,703
243721,,K07C020,2007,703
243759,,K07C020,2007,G96
243760,,K07C020,2007,G96
243761,,K07C020,2007,G96
243762,,K07C020,2007,G96
243776,,K07C020,2007,G96
243777,,K07C020,2007,G96
243778,,K07C020,2007,G96
243779,,K07C020,2007,G96
243780,,K07C020,2007,G96
243781,,K07C020,2007,G96
243782,,K07C020,2007,G96
243783,,K07C020,2007,G96
243784,,K07C020,2007,703
243785,,K07C020,2007,703
243786,,K07C020,2007,703
243787,,K07C020,2007,703
243790,,K07C020,2007,703
243791,,K07C020,2007,703
243792,,K07C020,2007,703
243793,,K07C020,2007,703
243801,,K07C020,2007,G96
243802,,K07C020,2007,G96
243803,,K07C020,2007,G96
243804,,K07C020,2007,G96
243813,,K07C020,2007,703
243814,,K07C020,2007,703
243815,,K07C020,2007,703
243816,,K07C020,2007,703
243828,,K07C020,2007,703
243829,,K07C020,2007,703
243830,,K07C020,2007,703
243835,,K07C020,2007,703
243836,,K07C020,2007,703
243865,,K07C020,2007,703
243866,,K07C020,2007,703
243867,,K07C020,2007,703
243868,,K07C020,2007,703
243905,,K07C020,2008,703
243906,,K07C020,2008,703
243907,,K07C020,2008,703
243908,,K07C020,2008,703
243961,,K07C020,2008,G96
243962,,K07C020,2008,G96
243963,,K07C020,2008,G96
243964,,K07C020,2008,G96
244625,,K07D010,2007,703
244626,,K07D010,2007,703
244627,,K07D010,2007,703
244659,,K07D010,2007,703
244660,,K07D010,2007,703
244661,,K07D010,2007,703
244869,,K07D010,2008,G96
244870,,K07D010,2008,G96
244871,,K07D010,2008,G96
244872,,K07D010,2008,G96
244873,,K07D010,2008,G96
244874,,K07D010,2008,G96
244875,,K07D010,2008,G96
244935,,K07D010,2008,G96
244936,,K07D010,2008,G96
244937,,K07D010,2008,G96
245099,,K07D010,2010,703
245100,,K07D010,2010,703
245101,,K07D010,2010,703
245102,,K07D010,2010,703
245144,,K07D010,2012,G96
245145,,K07D010,2012,G96
245146,,K07D010,2012,G96
245147,,K07D010,2012,G96
245213,,K07D020,2007,G96
245214,,K07D020,2007,G96
245215,,K07D020,2007,G96
245216,,K07D020,2007,G96
245251,,K07D030,2007,G96
245252,,K07D030,2007,G96
245253,,K07D030,2007,G96
245254,,K07D030,2007,G96
245300,,K07D030,2007,703
245301,,K07D030,2007,703
245302,,K07D030,2007,703
245303,,K07D030,2007,703
245328,,K07D030,2008,703
245329,,K07D030,2008,703
245340,,K07D030,2008,703
245341,,K07D030,2008,703
245342,,K07D030,2008,703
245356,,K07D030,2008,703
245357,,K07D030,2008,703
245358,,K07D030,2008,703
245359,,K07D030,2008,703
245363,,K07D030,2008,703
245364,,K07D030,2008,703
245365,,K07D030,2008,703
245366,,K07D030,2008,703
245367,,K07D030,2008,703
245368,,K07D030,2008,703
245369,,K07D030,2008,703
245370,,K07D030,2008,703
245395,,K07D030,2009,703
245396,,K07D030,2009,703
245397,,K07D030,2009,703
245398,,K07D030,2009,703
245509,,K07E010,2007,703
245511,,K07E010,2007,703
245513,,K07E010,2007,703
245515,,K07E010,2007,703
246452,,K07E010,2007,703
246453,,K07E010,2007,703
246454,,K07E010,2007,703
246471,,K07E010,2007,G96
246472,,K07E010,2007,G96
246473,,K07E010,2007,G96
246494,,K07E010,2007,G96
246495,,K07E010,2007,G96
246496,,K07E010,2007,G96
246497,,K07E010,2007,G96
246517,,K07E010,2007,G96
246518,,K07E010,2007,G96
246519,,K07E010,2007,G96
246520,,K07E010,2007,G96
248116,,K07E020,2007,703
248117,,K07E020,2007,703
248118,,K07E020,2007,703
248119,,K07E020,2007,703
249117,,K07G010,2007,703
249118,,K07G010,2007,703
249119,,K07G010,2007,703
249120,,K07G010,2007,703
249121,,K07G010,2007,703
249122,,K07G010,2007,703
249123,,K07G010,2007,703
249124,,K07G010,2007,703
249251,,K07G010,2007,703
249252,,K07G010,2007,703
249253,,K07G010,2007,703
249254,,K07G010,2007,703
249383,,K07G010,2007,703
249384,,K07G010,2007,703
249385,,K07G010,2007,703
249386,,K07G010,2007,703
249464,,K07G010,2007,703
249465,,K07G010,2007,703
249466,,K07G010,2007,703
249467,,K07G010,2007,703
249598,,K07G010,2007,703
249599,,K07G010,2007,703
249600,,K07G010,2007,703
249601,,K07G010,2007,703
250132,,K07G010,2007,703
250133,,K07G010,2007,703
250134,,K07G010,2007,703
250232,,K07G010,2007,703
250233,,K07G010,2007,703
250234,,K07G010,2007,703
250235,,K07G010,2007,703
251117,,K07H020,2007,G96
251118,,K07H020,2007,G96
251119,,K07H020,2007,G96
251120,,K07H020,2007,G96
251121,,K07H020,2007,G96
251122,,K07H020,2007,G96
251123,,K07H020,2007,G96
251124,,K07H020,2007,G96
251663,,K07J21A,2007,703
251664,,K07J21A,2007,703
251665,,K07J21A,2007,703
251666,,K07J21A,2007,703
251710,,K07J21A,2007,703
251711,,K07J21A,2007,703
251712,,K07J21A,2007,703
251713,,K07J21A,2007,703
251769,,K07J21A,2008,703
251770,,K07J21A,2008,703
251771,,K07J21A,2008,703
251772,,K07J21A,2008,703
251799,,K07K010,2007,G96
251800,,K07K010,2007,G96
251801,,K07K010,2007,G96
251802,,K07K010,2007,G96
251821,,K07K010,2007,703
251825,,K07K010,2007,703
251852,,K07K010,2007,G96
251853,,K07K010,2007,G96
251854,,K07K010,2007,G96
251855,,K07K010,2007,G96
251859,,K07K010,2007,G96
251860,,K07K010,2007,G96
251861,,K07K010,2007,G96
251862,,K07K010,2007,G96
251940,,K07K020,2007,703
251941,,K07K020,2007,703
251942,,K07K020,2007,703
251943,,K07K020,2007,703
251950,,K07K020,2007,703
251951,,K07K020,2007,703
251952,,K07K020,2007,703
251953,,K07K020,2007,703
251954,,K07K020,2007,703
251955,,K07K020,2007,703
251956,,K07K020,2007,703
251957,,K07K020,2007,703
251971,,K07K020,2007,G96
251972,,K07K020,2007,G96
251973,,K07K020,2007,G96
251974,,K07K020,2007,G96
252012,,K07K030,2007,G96
252013,,K07K030,2007,G96
252014,,K07K030,2007,G96
252015,,K07K030,2007,G96
252019,,K07K030,2007,G96
252020,,K07K030,2007,G96
252021,,K07K030,2007,G96
252022,,K07K030,2007,G96
252046,,K07K030,2008,703
252047,,K07K030,2008,703
252048,,K07K030,2008,703
252049,,K07K030,2008,703
252095,,K07K030,2008,G96
252096,,K07K030,2008,G96
252097,,K07K030,2008,G96
252098,,K07K030,2008,G96
252103,,K07K040,2007,703
252104,,K07K040,2007,703
252105,,K07K040,2007,703
252106,,K07K040,2007,703
252107,,K07K040,2007,703
252108,,K07K040,2007,703
252109,,K07K040,2007,703
252110,,K07K040,2007,703
252120,,K07K040,2007,703
252121,,K07K040,2007,703
252122,,K07K040,2007,G96
252123,,K07K040,2007,G96
252124,,K07K040,2007,G96
252125,,K07K040,2007,G96
254052,,K07M010,2009,703
254053,,K07M010,2009,703
254054,,K07M010,2009,703
254055,,K07M010,2009,703
254056,,K07M010,2009,703
254075,,K07M010,2009,703
254076,,K07M010,2009,703
254077,,K07M010,2009,703
254078,,K07M010,2009,703
254081,,K07M010,2009,703
254082,,K07M010,2009,703
254083,,K07M010,2009,703
254084,,K07M010,2009,703
254085,,K07M010,2009,G96
254086,,K07M010,2009,G96
254087,,K07M010,2009,G96
254101,,K07M010,2010,703
254102,,K07M010,2010,703
254103,,K07M010,2010,703
254104,,K07M010,2010,703
254120,,K07M010,2010,703
254121,,K07M010,2010,703
254122,,K07M010,2010,703
254123,,K07M010,2010,703
254124,,K07M010,2010,G96
254125,,K07M010,2010,G96
254126,,K07M010,2010,G96
254127,,K07M010,2010,G96
254137,,K07M010,2010,G96
254138,,K07M010,2010,G96
254139,,K07M010,2010,G96
254140,,K07M010,2010,G96
254151,,K07M020,2007,703
254152,,K07M020,2007,703
254153,,K07M020,2007,703
254154,,K07M020,2007,703
254155,,K07M020,2007,703
254156,,K07M020,2007,703
254157,,K07M020,2007,703
254158,,K07M020,2007,703
254162,,K07M020,2007,G96
254163,,K07M020,2007,G96
254164,,K07M020,2007,G96
254165,,K07M020,2007,G96
254170,,K07M020,2007,G96
254171,,K07M020,2007,G96
254172,,K07M020,2007,G96
254173,,K07M020,2007,G96
254177,,K07M020,2007,G96
254178,,K07M020,2007,G96
254179,,K07M020,2007,G96
254180,,K07M020,2007,G96
254189,,K07M020,2007,G96
254190,,K07M020,2007,G96
254191,,K07M020,2007,G96
254192,,K07M020,2007,G96
254204,,K07M020,2007,G96
254205,,K07M020,2007,G96
254206,,K07M020,2007,G96
254207,,K07M020,2007,G96
254221,,K07M020,2008,G96
254222,,K07M020,2008,G96
254223,,K07M020,2008,G96
254224,,K07M020,2008,G96
254242,,K07M020,2008,703
254243,,K07M020,2008,703
254244,,K07M020,2008,703
254245,,K07M020,2008,703
254263,,K07M020,2008,703
254264,,K07M020,2008,703
254265,,K07M020,2008,703
254266,,K07M020,2008,703
254267,,K07M020,2008,G96
254268,,K07M020,2008,G96
254269,,K07M020,2008,G96
254270,,K07M020,2008,G96
254292,,K07M020,2008,703
254293,,K07M020,2008,703
254294,,K07M020,2008,703
254295,,K07M020,2008,703
254348,,K07M020,2008,703
254349,,K07M020,2008,703
254350,,K07M020,2008,703
254351,,K07M020,2008,703
254382,,K07M020,2008,703
254383,,K07M020,2008,703
254384,,K07M020,2008,703
254385,,K07M020,2008,703
254412,,K07M020,2008,703
254414,,K07M020,2008,703
254416,,K07M020,2008,703
254417,,K07M020,2008,703
254453,,K07M020,2008,G96
254454,,K07M020,2008,G96
254455,,K07M020,2008,G96
254456,,K07M020,2008,G96
254457,,K07M020,2008,703
254458,,K07M020,2008,703
254459,,K07M020,2008,703
254460,,K07M020,2008,703
255244,,K07M030,2008,703
255245,,K07M030,2008,703
255246,,K07M030,2008,703
255247,,K07M030,2008,703
255290,,K07M030,2008,703
255291,,K07M030,2008,703
255292,,K07M030,2008,703
255847,,K07N030,2007,703
255848,,K07N030,2007,703
255850,,K07N030,2007,703
255851,,K07N030,2007,703
256038,,K07N030,2007,703
256039,,K07N030,2007,703
256040,,K07N030,2007,703
256041,,K07N030,2007,703
256071,,K07N030,2007,G96
256072,,K07N030,2007,G96
256073,,K07N030,2007,G96
256074,,K07N030,2007,G96
256114,,K07N030,2007,G96
256115,,K07N030,2007,G96
256116,,K07N030,2007,G96
256117,,K07N030,2007,G96
256158,,K07N030,2007,703
256159,,K07N030,2007,703
256160,,K07N030,2007,703
256161,,K07N030,2007,703
256177,,K07N030,2007,G96
256178,,K07N030,2007,G96
256179,,K07N030,2007,G96
256180,,K07N030,2007,G96
256273,,K07N030,2008,703
256274,,K07N030,2008,703
256275,,K07N030,2008,703
256276,,K07N030,2008,703
256291,,K07N030,2008,703
256292,,K07N030,2008,703
256293,,K07N030,2008,703
256294,,K07N030,2008,703
259618,,K07N030,2010,703
259619,,K07N030,2010,703
259620,,K07N030,2010,703
259621,,K07N030,2010,703
259634,,K07N030,2010,G96
259635,,K07N030,2010,G96
259636,,K07N030,2010,G96
259637,,K07N030,2010,G96
259638,,K07N030,2010,G96
259653,,K07N030,2010,G96
259654,,K07N030,2010,G96
259655,,K07N030,2010,G96
259656,,K07N030,2010,G96
259680,,K07N030,2010,703
259681,,K07N030,2010,703
259682,,K07N030,2010,703
259683,,K07N030,2010,703
260125,,K07O010,2006,703
260126,,K07O010,2006,703
260127,,K07O010,2006,703
260128,,K07O010,2006,703
260429,,K07Q010,2007,703
260430,,K07Q010,2007,703
260431,,K07Q010,2007,703
260432,,K07Q010,2007,703
260582,,K07Q020,2007,703
260583,,K07Q020,2007,703
260584,,K07Q020,2007,703
260585,,K07Q020,2007,703
264751,,K07S020,2007,G96
264752,,K07S020,2007,G96
264753,,K07S020,2007,G96
264754,,K07S020,2007,G96
264755,,K07S020,2007,G96
264756,,K07S020,2007,G96
264757,,K07S020,2007,G96
264758,,K07S020,2007,G96
264759,,K07S020,2007,G96
264760,,K07S020,2007,G96
264761,,K07S020,2007,G96
264762,,K07S020,2007,G96
264766,,K07S020,2007,G96
264767,,K07S020,2007,G96
264768,,K07S020,2007,G96
264769,,K07S020,2007,G96
264830,,K07S020,2007,703
264831,,K07S020,2007,703
264832,,K07S020,2007,703
264833,,K07S020,2007,703
264842,,K07S020,2007,G96
264843,,K07S020,2007,G96
264844,,K07S020,2007,G96
264845,,K07S020,2007,G96
264846,,K07S020,2007,G96
264847,,K07S020,2007,G96
264848,,K07S020,2007,G96
264849,,K07S020,2007,G96
264898,,K07S020,2008,G96
264899,,K07S020,2008,G96
264900,,K07S020,2008,G96
264901,,K07S020,2008,G96
264908,,K07S020,2008,G96
264909,,K07S020,2008,G96
264910,,K07S020,2008,G96
264911,,K07S020,2008,G96
264960,,K07S020,2008,G96
264961,,K07S020,2008,G96
264962,,K07S020,2008,G96
264963,,K07S020,2008,G96
265085,,K07S020,2009,703
265086,,K07S020,2009,703
265087,,K07S020,2009,703
265088,,K07S020,2009,703
266123,,K07T020,2007,703
266124,,K07T020,2007,703
266125,,K07T020,2007,703
266126,,K07T020,2007,703
266137,,K07T020,2007,703
266138,,K07T020,2007,703
266139,,K07T020,2007,G96
266140,,K07T020,2007,G96
266141,,K07T020,2007,G96
266142,,K07T020,2007,G96
266156,,K07T020,2007,G96
266157,,K07T020,2007,G96
266158,,K07T020,2007,G96
266159,,K07T020,2007,G96
