,number,provisional_desig,year,obs
266168,,K07T020,2007,G96
266169,,K07T020,2007,G96
266170,,K07T020,2007,G96
266171,,K07T020,2007,G96
266175,,K07T020,2007,703
266176,,K07T020,2007,703
266177,,K07T020,2007,703
266178,,K07T020,2007,703
266179,,K07T020,2007,G96
266180,,K07T020,2007,G96
266181,,K07T020,2007,G96
266182,,K07T020,2007,G96
266185,,K07T020,2007,G96
266186,,K07T020,2007,G96
266187,,K07T020,2007,G96
266213,,K07T020,2007,G96
266214,,K07T020,2007,G96
266215,,K07T020,2007,G96
266224,,K07T020,2007,G96
266225,,K07T020,2007,G96
266227,,K07T020,2007,G96
266228,,K07T020,2007,G96
266242,,K07T020,2007,G96
266272,,K07T020,2007,703
266273,,K07T020,2007,703
266274,,K07T020,2007,703
266275,,K07T020,2007,703
266289,,K07T020,2008,G96
266290,,K07T020,2008,G96
266291,,K07T020,2008,G96
266292,,K07T020,2008,G96
266293,,K07T020,2008,G96
266294,,K07T020,2008,G96
266295,,K07T020,2008,G96
266296,,K07T020,2008,G96
266297,,K07T050,2007,703
266298,,K07T050,2007,703
266299,,K07T050,2007,703
266300,,K07T050,2007,703
266301,,K07T050,2007,703
266302,,K07T050,2007,G96
266303,,K07T050,2007,G96
266304,,K07T050,2007,G96
266305,,K07T050,2007,G96
266306,,K07T050,2007,G96
266307,,K07T050,2007,G96
266309,,K07T050,2007,G96
266310,,K07T050,2007,G96
266312,,K07T050,2007,G96
266314,,K07T050,2007,G96
266315,,K07T050,2007,G96
266316,,K07T050,2007,G96
266331,,K07T050,2007,G96
266332,,K07T050,2007,G96
266333,,K07T050,2007,G96
266334,,K07T050,2007,G96
266335,,K07T050,2007,G96
266336,,K07T050,2007,G96
266337,,K07T050,2007,G96
266338,,K07T050,2007,G96
266346,,K07T050,2007,703
266347,,K07T050,2007,703
266348,,K07T050,2007,703
266349,,K07T050,2007,703
266358,,K07T050,2007,G96
266359,,K07T050,2007,G96
266361,,K07T050,2007,G96
266362,,K07T050,2007,G96
266376,,K07T050,2007,G96
266377,,K07T050,2007,G96
266378,,K07T050,2007,G96
266379,,K07T050,2007,G96
266382,,K07T050,2007,703
266383,,K07T050,2007,703
266384,,K07T050,2007,703
266385,,K07T050,2007,703
266420,,K07T050,2007,703
266421,,K07T050,2007,703
266422,,K07T050,2007,703
266423,,K07T050,2007,703
266443,,K07T050,2007,703
266444,,K07T050,2007,703
266445,,K07T050,2007,703
266446,,K07T050,2007,703
266477,,K07T050,2008,703
266478,,K07T050,2008,703
266479,,K07T050,2008,703
266480,,K07T050,2008,703
266491,,K07T050,2008,G96
266492,,K07T050,2008,G96
266493,,K07T050,2008,G96
266494,,K07T050,2008,G96
266565,,K07T050,2008,G96
266566,,K07T050,2008,G96
266567,,K07T050,2008,G96
266568,,K07T050,2008,G96
266582,,K07T050,2009,703
266583,,K07T050,2009,703
266584,,K07T050,2009,703
266972,,K07U010,2007,703
266973,,K07U010,2007,703
266974,,K07U010,2007,703
266975,,K07U010,2007,703
266976,,K07U010,2007,703
266977,,K07U010,2007,703
266978,,K07U010,2007,703
266979,,K07U010,2007,703
266980,,K07U010,2007,703
266981,,K07U010,2007,703
266982,,K07U010,2007,703
267059,,K07U010,2008,703
267060,,K07U010,2008,703
267061,,K07U010,2008,703
267062,,K07U010,2008,703
267103,,K07U010,2008,G96
267104,,K07U010,2008,G96
267105,,K07U010,2008,G96
267256,,K07U010,2008,G96
267257,,K07U010,2008,G96
267258,,K07U010,2008,G96
267259,,K07U010,2008,G96
267300,,K07U010,2008,703
267301,,K07U010,2008,703
267302,,K07U010,2008,703
267303,,K07U010,2008,703
267468,,K07U010,2008,703
267469,,K07U010,2008,703
267470,,K07U010,2008,703
267471,,K07U010,2008,703
267528,,K07U010,2008,G96
267529,,K07U010,2008,G96
267530,,K07U010,2008,G96
267531,,K07U010,2008,G96
267640,,K07U010,2009,703
267641,,K07U010,2009,703
267642,,K07U010,2009,703
267643,,K07U010,2009,703
267685,,K07U010,2009,703
267686,,K07U010,2009,703
267687,,K07U010,2009,703
267688,,K07U010,2009,703
267695,,K07U010,2009,703
267696,,K07U010,2009,703
267697,,K07U010,2009,703
267698,,K07U010,2009,703
267701,,K07U010,2009,703
267702,,K07U010,2009,703
267703,,K07U010,2009,703
267730,,K07U010,2009,703
267731,,K07U010,2009,703
267732,,K07U010,2009,703
267733,,K07U010,2009,703
268786,,K07V53O,2007,G96
268787,,K07V53O,2007,G96
268788,,K07V53O,2007,G96
268789,,K07V53O,2007,G96
268802,,K07V53O,2008,G96
268803,,K07V53O,2008,G96
268804,,K07V53O,2008,G96
268805,,K07V53O,2008,G96
268806,,K07V53O,2008,G96
268807,,K07V53O,2008,G96
268808,,K07V53O,2008,G96
268809,,K07V53O,2008,G96
268810,,K07V53O,2008,G96
268811,,K07V53O,2008,G96
268812,,K07V53O,2008,G96
268813,,K07V53O,2008,G96
268814,,K07V53O,2008,G96
268815,,K07V53O,2008,G96
268816,,K07V53O,2008,G96
268817,,K07V53O,2008,G96
268821,,K07V53O,2008,G96
268824,,K07V53O,2008,G96
268825,,K07V53O,2008,G96
268826,,K07V53O,2008,G96
268829,,K07V53O,2008,G96
268830,,K07V53O,2008,G96
268831,,K07V53O,2008,G96
268832,,K07V53O,2008,G96
268839,,K07V53O,2008,G96
268840,,K07V53O,2008,G96
268841,,K07V53O,2008,G96
268842,,K07V53O,2008,G96
268847,,K07V53O,2008,G96
268849,,K07V53O,2008,G96
268850,,K07V53O,2008,G96
268851,,K07V53O,2008,G96
268874,,K07V53O,2008,703
268875,,K07V53O,2008,703
268876,,K07V53O,2008,703
268877,,K07V53O,2008,703
268878,,K07V53O,2008,703
268879,,K07V53O,2008,703
268880,,K07V53O,2008,703
268881,,K07V53O,2008,703
269357,,K07V53O,2011,703
269358,,K07V53O,2011,703
269359,,K07V53O,2011,703
269360,,K07V53O,2011,703
269401,,K07V53O,2011,703
269402,,K07V53O,2011,703
269403,,K07V53O,2011,703
269404,,K07V53O,2011,703
269453,,K07V53O,2011,703
269454,,K07V53O,2011,703
269455,,K07V53O,2011,703
269456,,K07V53O,2011,703
269471,,K07V53O,2011,703
269472,,K07V53O,2011,703
269473,,K07V53O,2011,703
269474,,K07V53O,2011,703
269522,,K07W010,2007,703
269523,,K07W010,2007,G96
269524,,K07W010,2007,703
269525,,K07W010,2007,G96
269526,,K07W010,2007,G96
269527,,K07W010,2007,703
269528,,K07W010,2007,G96
269529,,K07W010,2007,703
269530,,K07W010,2007,G96
269531,,K07W010,2007,G96
269532,,K07W010,2007,G96
269533,,K07W010,2007,G96
269535,,K07W010,2007,G96
269536,,K07W010,2007,G96
269537,,K07W010,2007,G96
269538,,K07W010,2007,G96
269539,,K07W010,2007,G96
269541,,K07W010,2007,G96
269542,,K07W010,2007,G96
269543,,K07W010,2007,G96
269544,,K07W010,2007,G96
269545,,K07W010,2007,G96
269546,,K07W010,2007,G96
269547,,K07W010,2007,G96
269579,,K07W010,2007,703
269581,,K07W010,2007,703
269582,,K07W010,2007,703
269584,,K07W010,2007,703
269591,,K07W010,2007,703
269592,,K07W010,2007,703
269593,,K07W010,2007,703
269594,,K07W010,2007,703
269689,,K07W010,2008,G96
269690,,K07W010,2008,G96
269691,,K07W010,2008,G96
269692,,K07W010,2008,G96
269699,,K07W010,2008,G96
269700,,K07W010,2008,G96
269701,,K07W010,2008,G96
269702,,K07W010,2008,G96
269820,,K07W010,2008,703
269821,,K07W010,2008,703
269822,,K07W010,2008,703
269834,,K07W010,2008,703
269835,,K07W010,2008,703
269836,,K07W010,2008,703
269837,,K07W010,2008,703
269945,,K07W010,2008,703
269946,,K07W010,2008,703
269947,,K07W010,2008,703
269948,,K07W010,2008,703
271165,,K07W010,2008,G96
271166,,K07W010,2008,G96
271167,,K07W010,2008,G96
271168,,K07W010,2008,G96
271211,,K07W010,2008,G96
271212,,K07W010,2008,G96
271213,,K07W010,2008,G96
271214,,K07W010,2008,G96
271217,,K07W010,2008,G96
271218,,K07W010,2008,G96
271219,,K07W010,2008,G96
271220,,K07W010,2008,G96
272439,,K07Y010,2007,703
272440,,K07Y010,2007,703
272441,,K07Y010,2007,703
272442,,K07Y010,2007,703
272498,,K07Y010,2008,703
272499,,K07Y010,2008,703
272500,,K07Y010,2008,703
272501,,K07Y010,2008,703
272520,,K07Y010,2008,703
272521,,K07Y010,2008,703
272522,,K07Y010,2008,703
272523,,K07Y010,2008,703
272537,,K07Y010,2008,703
272538,,K07Y010,2008,703
272539,,K07Y010,2008,703
272585,,K07Y010,2008,G96
272586,,K07Y010,2008,G96
272587,,K07Y010,2008,G96
272588,,K07Y010,2008,G96
276054,,K08E010,2007,703
276055,,K08E010,2007,703
276056,,K08E010,2007,703
276057,,K08E010,2007,703
276058,,K08E010,2008,703
276059,,K08E010,2008,703
276060,,K08E010,2008,703
276061,,K08E010,2008,703
276062,,K08E010,2008,703
276063,,K08E010,2008,703
276064,,K08E010,2008,703
276065,,K08E010,2008,703
276089,,K08E010,2008,G96
276090,,K08E010,2008,G96
276092,,K08E010,2008,G96
276094,,K08E010,2008,G96
276837,,K08F75K,2008,703
276838,,K08F75K,2008,703
276839,,K08F75K,2008,703
276840,,K08F75K,2008,703
276841,,K08F75K,2008,G96
276842,,K08F75K,2008,G96
276843,,K08F75K,2008,G96
276844,,K08F75K,2008,G96
276845,,K08F75K,2008,G96
276846,,K08F75K,2008,G96
276847,,K08F75K,2008,G96
276848,,K08F75K,2008,G96
276849,,K08F75K,2008,703
276850,,K08F75K,2008,703
276851,,K08F75K,2008,703
276852,,K08F75K,2008,703
276853,,K08F75K,2008,G96
276854,,K08F75K,2008,G96
276855,,K08F75K,2008,G96
276856,,K08F75K,2008,G96
276857,,K08F75K,2008,703
276858,,K08F75K,2008,703
276859,,K08F75K,2008,703
276860,,K08F75K,2008,703
276982,,K08F75K,2009,703
276983,,K08F75K,2009,703
276984,,K08F75K,2009,703
276985,,K08F75K,2009,703
277001,,K08F75K,2009,G96
277002,,K08F75K,2009,G96
277003,,K08F75K,2009,G96
277030,,K08F75K,2009,703
277031,,K08F75K,2009,703
277032,,K08F75K,2009,703
277041,,K08F75K,2009,G96
277042,,K08F75K,2009,G96
277043,,K08F75K,2009,G96
277044,,K08F75K,2009,G96
277307,,K08F75K,2009,703
277308,,K08F75K,2009,703
277309,,K08F75K,2009,703
277310,,K08F75K,2009,703
277342,,K08F75K,2009,703
277343,,K08F75K,2009,703
277344,,K08F75K,2009,703
277345,,K08F75K,2009,703
278094,,K08F75K,2010,703
278095,,K08F75K,2010,703
278097,,K08F75K,2010,703
278098,,K08F75K,2010,703
278289,,K08F75K,2010,G96
278290,,K08F75K,2010,G96
278291,,K08F75K,2010,G96
278292,,K08F75K,2010,G96
280261,,K08F75K,2012,703
280262,,K08F75K,2012,703
280263,,K08F75K,2012,703
280264,,K08F75K,2012,703
280428,,K08F75K,2012,703
280429,,K08F75K,2012,703
280430,,K08F75K,2012,703
280431,,K08F75K,2012,703
280501,,K08F75K,2012,703
280502,,K08F75K,2012,703
280503,,K08F75K,2012,703
280504,,K08F75K,2012,703
280568,,K08G010,2008,G96
280569,,K08G010,2008,G96
280570,,K08G010,2008,G96
280571,,K08G010,2008,G96
280572,,K08G010,2008,G96
280573,,K08G010,2008,G96
280574,,K08G010,2008,G96
280575,,K08G010,2008,G96
280576,,K08G010,2008,703
280577,,K08G010,2008,703
280578,,K08G010,2008,703
280579,,K08G010,2008,703
280587,,K08G010,2008,G96
280588,,K08G010,2008,G96
280589,,K08G010,2008,G96
280590,,K08G010,2008,G96
280600,,K08G010,2008,G96
280614,,K08G010,2008,703
280615,,K08G010,2008,703
280616,,K08G010,2008,703
280617,,K08G010,2008,703
280622,,K08G010,2008,G96
280623,,K08G010,2008,G96
280624,,K08G010,2008,G96
280625,,K08G010,2008,G96
280649,,K08G010,2008,G96
280650,,K08G010,2008,G96
280651,,K08G010,2008,G96
280652,,K08G010,2008,G96
280658,,K08G010,2008,703
280659,,K08G010,2008,703
280660,,K08G010,2008,703
280661,,K08G010,2008,703
280691,,K08G010,2008,703
280692,,K08G010,2008,703
280693,,K08G010,2008,703
280694,,K08G010,2008,703
280715,,K08G010,2008,703
280716,,K08G010,2008,703
280717,,K08G010,2008,703
280718,,K08G010,2008,703
281246,,K08J010,2008,703
281247,,K08J010,2008,703
281248,,K08J010,2008,703
281249,,K08J010,2008,703
281685,,K08J010,2008,703
281686,,K08J010,2008,703
281687,,K08J010,2008,703
281688,,K08J010,2008,703
282993,,K08J060,2008,703
282994,,K08J060,2008,703
282995,,K08J060,2008,703
282996,,K08J060,2008,703
283010,,K08J060,2008,G96
283011,,K08J060,2008,G96
283012,,K08J060,2008,G96
283013,,K08J060,2008,G96
284433,,K08L030,2008,703
284434,,K08L030,2008,703
284435,,K08L030,2008,703
284436,,K08L030,2008,703
284437,,K08L030,2008,703
284438,,K08L030,2008,703
284439,,K08L030,2008,703
284440,,K08L030,2008,703
284441,,K08L030,2008,703
284442,,K08L030,2008,703
284443,,K08L030,2008,703
284444,,K08L030,2008,703
284458,,K08L030,2008,703
284459,,K08L030,2008,703
284461,,K08L030,2008,703
284463,,K08L030,2008,703
284477,,K08L030,2008,703
284478,,K08L030,2008,703
284479,,K08L030,2008,703
284480,,K08L030,2008,703
284519,,K08L030,2008,G96
284520,,K08L030,2008,G96
284521,,K08L030,2008,G96
284522,,K08L030,2008,G96
285450,,K08N010,2008,G96
285451,,K08N010,2008,G96
285453,,K08N010,2008,G96
285454,,K08N010,2008,G96
285518,,K08N010,2008,703
285519,,K08N010,2008,703
285520,,K08N010,2008,703
285521,,K08N010,2008,703
285522,,K08N010,2008,703
285523,,K08N010,2008,703
285524,,K08N010,2008,703
285742,,K08N010,2008,703
285743,,K08N010,2008,703
285744,,K08N010,2008,703
285745,,K08N010,2008,703
285762,,K08N010,2008,703
285763,,K08N010,2008,703
285764,,K08N010,2008,703
285765,,K08N010,2008,703
285766,,K08N010,2008,703
285767,,K08N010,2008,703
285768,,K08N010,2008,703
285769,,K08N010,2008,703
285770,,K08N010,2008,703
285855,,K08N010,2008,703
285861,,K08N010,2008,703
285863,,K08N010,2008,703
285864,,K08N010,2008,703
286703,,K08N010,2010,G96
286704,,K08N010,2010,G96
286705,,K08N010,2010,G96
286706,,K08N010,2010,G96
286735,,K08N010,2010,703
286736,,K08N010,2010,703
286737,,K08N010,2010,703
286738,,K08N010,2010,703
286928,,K08N010,2010,703
286929,,K08N010,2010,703
286930,,K08N010,2010,703
286931,,K08N010,2010,703
287806,,K08O030,2008,G96
287807,,K08O030,2008,G96
287808,,K08O030,2008,G96
287809,,K08O030,2008,G96
287810,,K08O030,2008,G96
287811,,K08O030,2008,G96
287812,,K08O030,2008,G96
287813,,K08O030,2008,G96
287814,,K08O030,2008,G96
287815,,K08O030,2008,G96
287816,,K08O030,2008,G96
287817,,K08O030,2008,G96
287854,,K08O030,2008,G96
287855,,K08O030,2008,G96
287856,,K08O030,2008,G96
287857,,K08O030,2008,G96
287858,,K08O030,2008,G96
287859,,K08O030,2008,G96
287860,,K08O030,2008,G96
287861,,K08O030,2008,G96
288423,,K08P010,2009,703
288424,,K08P010,2009,703
288425,,K08P010,2009,703
288426,,K08P010,2009,703
288720,,K08P010,2009,703
288721,,K08P010,2009,703
288722,,K08P010,2009,703
288723,,K08P010,2009,703
288886,,K08P010,2009,703
288887,,K08P010,2009,703
288888,,K08P010,2009,703
289243,,K08P010,2009,703
289244,,K08P010,2009,703
289245,,K08P010,2009,703
290229,,K08Q010,2008,703
290230,,K08Q010,2008,703
290231,,K08Q010,2008,703
290255,,K08Q010,2008,G96
290256,,K08Q010,2008,G96
290257,,K08Q010,2008,G96
290258,,K08Q010,2008,G96
290431,,K08Q010,2009,703
290481,,K08Q010,2009,703
290482,,K08Q010,2009,703
290483,,K08Q010,2009,703
290484,,K08Q010,2009,703
290553,,K08Q010,2009,703
290554,,K08Q010,2009,703
290555,,K08Q010,2009,703
290556,,K08Q010,2009,703
290593,,K08Q010,2009,703
290594,,K08Q010,2009,703
290595,,K08Q010,2009,703
290596,,K08Q010,2009,703
290658,,K08Q010,2009,703
290659,,K08Q010,2009,703
290666,,K08Q010,2009,703
290667,,K08Q010,2009,703
290761,,K08Q010,2009,703
290762,,K08Q010,2009,703
290763,,K08Q010,2009,703
290764,,K08Q010,2009,703
290793,,K08Q010,2010,703
290794,,K08Q010,2010,703
290795,,K08Q010,2010,703
290796,,K08Q010,2010,703
290804,,K08Q010,2010,703
290805,,K08Q010,2010,703
290806,,K08Q010,2010,703
290807,,K08Q010,2010,703
290810,,K08Q010,2010,G96
290811,,K08Q010,2010,G96
290812,,K08Q010,2010,G96
290813,,K08Q010,2010,G96
290814,,K08Q010,2010,G96
290815,,K08Q010,2010,G96
290816,,K08Q010,2010,G96
290817,,K08Q010,2010,G96
290818,,K08Q010,2010,G96
290819,,K08Q010,2010,G96
290820,,K08Q010,2010,G96
290821,,K08Q010,2010,G96
291489,,K08Q030,2010,703
291490,,K08Q030,2010,703
291491,,K08Q030,2010,703
291492,,K08Q030,2010,703
291553,,K08Q030,2010,703
291554,,K08Q030,2010,703
291555,,K08Q030,2010,703
291556,,K08Q030,2010,703
292129,,K08R030,2009,703
292130,,K08R030,2009,703
292131,,K08R030,2009,703
292132,,K08R030,2009,703
292724,,K08S030,2006,G96
292725,,K08S030,2006,G96
292726,,K08S030,2006,G96
292727,,K08S030,2006,G96
292728,,K08S030,2007,703
292729,,K08S030,2007,703
292730,,K08S030,2007,703
292731,,K08S030,2007,703
292732,,K08S030,2007,G96
292733,,K08S030,2007,G96
292734,,K08S030,2007,G96
292735,,K08S030,2007,G96
292736,,K08S030,2008,G96
292737,,K08S030,2008,G96
292738,,K08S030,2008,G96
292739,,K08S030,2008,G96
292740,,K08S030,2008,G96
292741,,K08S030,2008,G96
292742,,K08S030,2008,G96
292743,,K08S030,2008,G96
292758,,K08S030,2008,G96
292759,,K08S030,2008,G96
292761,,K08S030,2008,G96
292766,,K08S030,2008,G96
292767,,K08S030,2008,G96
292768,,K08S030,2008,G96
292769,,K08S030,2008,G96
292782,,K08S030,2008,G96
292783,,K08S030,2008,G96
292784,,K08S030,2008,G96
292785,,K08S030,2008,G96
292786,,K08S030,2008,G96
292787,,K08S030,2008,G96
292788,,K08S030,2008,G96
292903,,K08S030,2008,G96
292904,,K08S030,2008,G96
292905,,K08S030,2008,G96
292906,,K08S030,2008,G96
292934,,K08S030,2009,703
292935,,K08S030,2009,703
292936,,K08S030,2009,703
292937,,K08S030,2009,703
292941,,K08S030,2009,703
292942,,K08S030,2009,703
292943,,K08S030,2009,703
292944,,K08S030,2009,703
292993,,K08S030,2009,G96
292994,,K08S030,2009,G96
292995,,K08S030,2009,G96
292996,,K08S030,2009,G96
293017,,K08S030,2009,703
293018,,K08S030,2009,703
293019,,K08S030,2009,703
293020,,K08S030,2009,703
293041,,K08S030,2009,703
293042,,K08S030,2009,703
293043,,K08S030,2009,703
293044,,K08S030,2009,703
293056,,K08S030,2009,G96
293062,,K08S030,2009,703
293063,,K08S030,2009,703
293064,,K08S030,2009,703
293092,,K08S030,2009,703
293093,,K08S030,2009,703
293094,,K08S030,2009,703
293095,,K08S030,2009,703
293096,,K08S030,2009,703
293123,,K08S030,2009,703
293124,,K08S030,2009,703
293125,,K08S030,2009,703
293126,,K08S030,2009,703
293272,,K08S030,2010,703
293273,,K08S030,2010,703
293274,,K08S030,2010,703
293275,,K08S030,2010,703
293341,,K08S030,2010,703
293342,,K08S030,2010,703
293343,,K08S030,2010,703
293344,,K08S030,2010,703
293381,,K08S030,2010,G96
293382,,K08S030,2010,G96
293383,,K08S030,2010,G96
293384,,K08S030,2010,G96
293402,,K08S030,2010,703
293403,,K08S030,2010,703
293404,,K08S030,2010,703
293405,,K08S030,2010,703
293415,,K08S030,2010,G96
293416,,K08S030,2010,G96
293417,,K08S030,2010,G96
293418,,K08S030,2010,G96
293488,,K08S030,2010,703
293489,,K08S030,2010,703
293490,,K08S030,2010,703
293491,,K08S030,2010,703
293529,,K08S030,2010,703
293530,,K08S030,2010,703
293531,,K08S030,2010,703
293532,,K08S030,2010,703
293894,,K08S030,2011,703
293895,,K08S030,2011,703
293896,,K08S030,2011,703
293897,,K08S030,2011,703
293985,,K08S030,2011,G96
293986,,K08S030,2011,G96
293987,,K08S030,2011,G96
293988,,K08S030,2011,G96
294334,,K08S030,2012,G96
294335,,K08S030,2012,G96
294336,,K08S030,2012,G96
294337,,K08S030,2012,G96
294428,,K08S030,2012,703
294429,,K08S030,2012,703
294430,,K08S030,2012,703
294431,,K08S030,2012,703
296396,,K08TD7Q,2008,G96
296397,,K08TD7Q,2008,G96
296398,,K08TD7Q,2008,G96
296399,,K08TD7Q,2008,G96
296400,,K08TD7Q,2008,G96
296401,,K08TD7Q,2008,G96
296402,,K08TD7Q,2008,G96
296403,,K08TD7Q,2008,G96
296907,,K08V28P,2008,703
296908,,K08V28P,2008,703
296909,,K08V28P,2008,703
296910,,K08V28P,2008,703
296911,,K08V28P,2008,G96
296912,,K08V28P,2008,G96
296913,,K08V28P,2008,G96
296914,,K08V28P,2008,G96
297242,,K08X030,2008,G96
297244,,K08X030,2008,G96
297246,,K08X030,2008,G96
297248,,K08X030,2008,G96
297299,,K08X030,2008,G96
297300,,K08X030,2008,G96
297301,,K08X030,2008,G96
297328,,K08X030,2009,703
297329,,K08X030,2009,703
297330,,K08X030,2009,703
297331,,K08X030,2009,703
297855,,K08Y030,2007,G96
297856,,K08Y030,2007,G96
297857,,K08Y030,2007,G96
297858,,K08Y030,2007,G96
299313,,K09B010,2008,703
299314,,K09B010,2008,703
299315,,K09B010,2008,703
299316,,K09B010,2008,703
299317,,K09B010,2008,703
299318,,K09B010,2009,703
299319,,K09B010,2009,703
299320,,K09B010,2009,703
299321,,K09B010,2009,703
299322,,K09B010,2009,703
299323,,K09B010,2009,703
299324,,K09B010,2009,703
299325,,K09B010,2009,703
299326,,K09B010,2009,703
299327,,K09B010,2009,703
299328,,K09B010,2009,703
299329,,K09B010,2009,703
299401,,K09B010,2009,G96
299402,,K09B010,2009,G96
299403,,K09B010,2009,G96
299404,,K09B010,2009,G96
299409,,K09B010,2009,G96
299410,,K09B010,2009,G96
299411,,K09B010,2009,G96
299412,,K09B010,2009,G96
299414,,K09B010,2009,G96
299415,,K09B010,2009,G96
299416,,K09B010,2009,G96
299417,,K09B010,2009,G96
299418,,K09B010,2009,G96
299419,,K09B010,2009,G96
299420,,K09B010,2009,G96
299421,,K09B010,2009,G96
299422,,K09B010,2009,G96
299423,,K09B010,2009,G96
299510,,K09B020,2009,703
299511,,K09B020,2009,703
299512,,K09B020,2009,703
299579,,K09B020,2009,703
299580,,K09B020,2009,703
299610,,K09B020,2009,703
299611,,K09B020,2009,703
299612,,K09B020,2009,703
299613,,K09B020,2009,703
301583,,K09F010,2009,G96
301584,,K09F010,2009,G96
301585,,K09F010,2009,G96
301586,,K09F010,2009,G96
301605,,K09F010,2009,G96
301608,,K09F010,2009,G96
301611,,K09F010,2009,G96
301612,,K09F010,2009,G96
301613,,K09F010,2009,G96
301614,,K09F010,2009,G96
301615,,K09F010,2009,G96
301616,,K09F010,2009,G96
301617,,K09F010,2009,G96
301618,,K09F010,2009,G96
301619,,K09F010,2009,G96
301626,,K09F010,2009,G96
301627,,K09F010,2009,G96
301628,,K09F010,2009,G96
301629,,K09F010,2009,G96
301630,,K09F010,2009,G96
301631,,K09F010,2009,G96
301632,,K09F010,2009,G96
301633,,K09F010,2009,G96
301634,,K09F010,2009,G96
301635,,K09F010,2009,G96
301636,,K09F010,2009,G96
301638,,K09F010,2009,G96
301664,,K09F010,2009,G96
301666,,K09F010,2009,G96
301667,,K09F010,2009,G96
301688,,K09F010,2009,G96
301689,,K09F010,2009,G96
301690,,K09F010,2009,G96
301701,,K09F010,2009,G96
301702,,K09F010,2009,G96
301703,,K09F010,2009,G96
301704,,K09F010,2009,G96
301740,,K09F010,2009,G96
301741,,K09F010,2009,G96
301742,,K09F010,2009,G96
301743,,K09F010,2009,G96
301912,,K09F020,2010,G96
301913,,K09F020,2010,G96
301914,,K09F020,2010,G96
301915,,K09F020,2010,G96
302053,,K09F020,2011,703
302054,,K09F020,2011,703
302055,,K09F020,2011,703
302056,,K09F020,2011,703
302114,,K09F020,2011,703
302115,,K09F020,2011,703
302116,,K09F020,2011,703
302117,,K09F020,2011,703
305119,,K09K020,2009,703
305120,,K09K020,2009,703
305121,,K09K020,2009,703
305122,,K09K020,2009,703
305384,,K09K020,2009,703
305385,,K09K020,2009,703
305386,,K09K020,2009,703
305387,,K09K020,2009,703
305529,,K09K020,2009,703
305530,,K09K020,2009,703
305531,,K09K020,2009,703
305532,,K09K020,2009,703
305672,,K09K020,2009,703
305673,,K09K020,2009,703
305674,,K09K020,2009,703
305675,,K09K020,2009,703
305687,,K09K020,2009,703
305689,,K09K020,2009,703
305690,,K09K020,2009,703
305691,,K09K020,2009,703
305699,,K09K020,2009,G96
305700,,K09K020,2009,G96
305701,,K09K020,2009,G96
305702,,K09K020,2009,G96
305704,,K09K020,2009,703
305705,,K09K020,2009,703
305706,,K09K020,2009,703
305707,,K09K020,2009,703
305729,,K09K020,2010,703
305730,,K09K020,2010,703
305731,,K09K020,2010,703
305732,,K09K020,2010,703
305759,,K09K020,2010,703
305760,,K09K020,2010,703
305761,,K09K020,2010,703
305762,,K09K020,2010,703
305797,,K09K030,2009,G96
305798,,K09K030,2009,G96
305799,,K09K030,2009,G96
305800,,K09K030,2009,G96
305801,,K09K030,2009,G96
305802,,K09K030,2009,G96
305803,,K09K030,2009,G96
305804,,K09K030,2009,G96
305805,,K09K030,2009,G96
305806,,K09K030,2009,G96
305807,,K09K030,2009,G96
305808,,K09K030,2009,G96
305809,,K09K030,2009,G96
305810,,K09K030,2009,G96
305811,,K09K030,2009,G96
305812,,K09K030,2009,G96
305817,,K09K040,2009,703
305818,,K09K040,2009,703
305819,,K09K040,2009,703
305820,,K09K040,2009,703
305821,,K09K040,2009,703
305822,,K09K040,2009,703
305823,,K09K040,2009,703
305824,,K09K040,2009,703
305825,,K09K040,2009,703
305826,,K09K040,2009,703
305827,,K09K040,2009,703
305828,,K09K040,2009,703
305850,,K09K040,2009,G96
305851,,K09K040,2009,G96
305852,,K09K040,2009,G96
305853,,K09K040,2009,G96
305878,,K09K040,2009,G96
305879,,K09K040,2009,G96
305880,,K09K040,2009,G96
305881,,K09K040,2009,G96
308438,,K09K050,2011,703
308439,,K09K050,2011,703
308440,,K09K050,2011,703
308441,,K09K050,2011,703
308442,,K09K050,2011,703
308519,,K09K050,2011,G96
308520,,K09K050,2011,G96
308521,,K09K050,2011,G96
309716,,K09O020,2009,703
309717,,K09O020,2009,703
309718,,K09O020,2009,703
309719,,K09O020,2009,703
309722,,K09O020,2009,703
309723,,K09O020,2009,703
309724,,K09O020,2009,703
309726,,K09O020,2009,703
309741,,K09O020,2009,703
309742,,K09O020,2009,703
309743,,K09O020,2009,703
309744,,K09O020,2009,703
309749,,K09O020,2009,703
309750,,K09O020,2009,703
309751,,K09O020,2009,703
309752,,K09O020,2009,703
309779,,K09O020,2009,703
309780,,K09O020,2009,703
309824,,K09O020,2009,703
309825,,K09O020,2009,703
309826,,K09O020,2009,703
309827,,K09O020,2009,703
310028,,K09O030,2009,703
310029,,K09O030,2009,703
310030,,K09O030,2009,703
310031,,K09O030,2009,703
310032,,K09O030,2009,703
310033,,K09O030,2009,703
310034,,K09O030,2009,703
310035,,K09O030,2009,703
310056,,K09O030,2009,703
310057,,K09O030,2009,703
310058,,K09O030,2009,703
310059,,K09O030,2009,703
310305,,K09O030,2009,G96
310306,,K09O030,2009,G96
310307,,K09O030,2009,G96
