Bolide Detection Notification: 2018-043

At 02:15:19 UT on 12 Feb 2018, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was Lat 15.9 °S, Lon 58.9 °W.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was determined to be approximately 1.44e+10 watts/steradian, and total radiated flash
energy 3.43e+10 joules (6000K blackbody model).

Intensity-time signature of the event and integrated intensity are depicted on the
plots below.

Columns: time, intensity (w/sr)
Intensity=[(-0.699,  3.06e+08),
           (-0.695,  5.56e+08),
           (-0.692,  2.40e+08),
           (-0.685, -1.36e+08),
           (-0.682, -1.47e+06),
           (-0.678,  9.84e+08),
           (-0.675, -1.61e+08),
           (-0.672, -7.87e+07),
           (-0.668, -7.76e+08),
           (-0.665,  7.50e+07),
           (-0.661,  1.62e+09),
           (-0.655, -1.15e+09),
           (-0.648,  4.28e+08),
           (-0.645, -1.43e+08),
           (-0.641, -3.92e+08),
           (-0.638, -1.32e+09),
           (-0.635,  2.43e+08),
           (-0.631,  6.45e+08),
           (-0.628, -1.11e+09),
           (-0.624,  1.11e+09),
           (-0.621, -1.61e+09),
           (-0.618,  5.76e+07),
           (-0.614, -3.57e+07),
           (-0.611,  3.54e+08),
           (-0.608,  3.38e+08),
           (-0.604,  6.47e+08),
           (-0.601,  7.54e+08),
           (-0.597,  5.80e+08),
           (-0.591,  1.41e+09),
           (-0.587,  5.44e+08),
           (-0.584,  8.30e+08),
           (-0.580,  4.15e+08),
           (-0.574,  5.73e+08),
           (-0.570,  7.82e+08),
           (-0.567,  6.15e+08),
           (-0.564,  1.28e+08),
           (-0.560, -2.59e+08),
           (-0.557,  3.94e+08),
           (-0.553,  7.73e+08),
           (-0.550,  1.07e+09),
           (-0.547, -2.87e+08),
           (-0.543, -8.68e+08),
           (-0.540,  1.58e+08),
           (-0.537,  8.96e+08),
           (-0.533,  3.14e+07),
           (-0.530, -6.64e+08),
           (-0.527, -4.24e+08),
           (-0.523,  5.83e+08),
           (-0.520, -7.04e+07),
           (-0.513,  1.49e+09),
           (-0.510,  5.68e+08),
           (-0.506,  2.30e+08),
           (-0.503, -7.42e+08),
           (-0.500, -5.54e+08),
           (-0.496,  9.99e+08),
           (-0.493,  8.94e+08),
           (-0.489, -1.55e+08),
           (-0.486,  5.02e+08),
           (-0.483,  1.65e+09),
           (-0.479,  1.59e+09),
           (-0.476,  6.49e+08),
           (-0.473,  1.73e+09),
           (-0.469, -5.62e+08),
           (-0.466,  8.38e+08),
           (-0.462,  1.12e+09),
           (-0.459,  3.46e+08),
           (-0.456,  8.77e+08),
           (-0.452,  1.01e+09),
           (-0.449, -2.72e+08),
           (-0.446,  1.84e+09),
           (-0.442,  9.47e+08),
           (-0.439,  2.71e+08),
           (-0.435,  1.06e+09),
           (-0.432,  1.85e+08),
           (-0.429,  6.56e+08),
           (-0.425, -6.16e+08),
           (-0.422,  1.19e+09),
           (-0.418,  1.26e+09),
           (-0.415,  6.87e+07),
           (-0.412,  3.28e+08),
           (-0.408,  7.24e+08),
           (-0.405,  1.64e+09),
           (-0.402,  4.28e+08),
           (-0.398,  3.53e+08),
           (-0.395,  8.51e+08),
           (-0.392, -6.41e+07),
           (-0.388,  1.49e+08),
           (-0.385,  7.50e+08),
           (-0.381,  9.51e+06),
           (-0.378,  7.63e+08),
           (-0.375,  6.04e+08),
           (-0.371,  3.92e+08),
           (-0.368,  7.71e+08),
           (-0.365,  8.75e+08),
           (-0.361,  8.94e+08),
           (-0.358,  5.00e+08),
           (-0.354,  5.03e+08),
           (-0.351,  3.07e+08),
           (-0.348,  9.94e+08),
           (-0.344, -6.68e+08),
           (-0.341,  1.55e+07),
           (-0.338,  3.77e+08),
           (-0.334,  1.32e+09),
           (-0.331, -6.26e+08),
           (-0.327,  3.81e+08),
           (-0.324,  4.61e+07),
           (-0.321, -5.37e+08),
           (-0.317,  4.92e+08),
           (-0.314,  1.26e+09),
           (-0.310,  5.16e+08),
           (-0.307,  1.05e+09),
           (-0.304,  1.12e+09),
           (-0.300,  1.75e+08),
           (-0.297,  2.15e+08),
           (-0.294, -2.19e+08),
           (-0.290,  1.39e+09),
           (-0.287,  5.92e+08),
           (-0.283,  9.55e+08),
           (-0.280,  1.09e+09),
           (-0.277, -1.06e+08),
           (-0.273, -2.12e+08),
           (-0.270, -2.03e+08),
           (-0.267, -7.17e+08),
           (-0.263,  3.14e+08),
           (-0.260,  5.11e+08),
           (-0.257, -2.84e+08),
           (-0.253, -7.82e+08),
           (-0.250,  3.84e+08),
           (-0.246,  2.17e+08),
           (-0.243,  6.99e+08),
           (-0.240, -9.23e+08),
           (-0.236, -1.49e+09),
           (-0.233,  4.13e+08),
           (-0.230,  1.82e+09),
           (-0.226, -2.88e+07),
           (-0.223, -6.12e+08),
           (-0.219,  3.16e+08),
           (-0.216,  9.35e+08),
           (-0.213, -1.40e+09),
           (-0.202,  7.01e+08),
           (-0.199, -8.67e+08),
           (-0.196,  1.77e+08),
           (-0.192,  3.09e+08),
           (-0.189,  6.03e+08),
           (-0.186,  1.12e+09),
           (-0.182,  4.83e+08),
           (-0.179, -3.17e+08),
           (-0.175, -7.21e+08),
           (-0.172,  1.76e+08),
           (-0.169,  1.28e+09),
           (-0.165, -1.22e+09),
           (-0.159,  5.15e+07),
           (-0.155,  6.71e+08),
           (-0.152,  7.84e+08),
           (-0.148,  1.00e+09),
           (-0.145,  7.76e+08),
           (-0.142,  4.80e+08),
           (-0.138,  4.13e+08),
           (-0.135,  5.75e+08),
           (-0.132,  3.30e+08),
           (-0.128,  6.91e+08),
           (-0.125,  9.49e+08),
           (-0.121,  8.49e+08),
           (-0.118, -5.45e+07),
           (-0.115,  1.19e+09),
           (-0.111,  2.35e+08),
           (-0.108, -2.70e+08),
           (-0.105, -4.84e+08),
           (-0.101,  8.25e+08),
           (-0.098,  4.97e+08),
           (-0.095,  7.01e+08),
           (-0.091, -3.27e+08),
           (-0.088,  8.85e+07),
           (-0.084, -4.65e+08),
           (-0.081,  8.81e+08),
           (-0.078,  6.88e+08),
           (-0.074,  1.13e+09),
           (-0.071, -3.60e+08),
           (-0.067,  5.87e+08),
           (-0.064, -2.31e+08),
           (-0.061,  1.20e+09),
           (-0.057,  5.73e+08),
           (-0.054, -1.07e+09),
           (-0.051, -4.02e+08),
           (-0.047,  7.28e+08),
           (-0.044,  1.22e+09),
           (-0.040,  4.71e+08),
           (-0.037,  3.86e+07),
           (-0.034,  4.26e+08),
           (-0.030, -1.64e+07),
           (-0.027,  1.63e+09),
           (-0.024,  1.24e+09),
           (-0.020,  1.30e+09),
           (-0.017,  7.40e+08),
           (-0.013,  5.41e+08),
           (-0.010,  1.09e+09),
           (-0.003,  5.15e+09),
           ( 0.000,  6.84e+09),
           ( 0.003,  7.67e+09),
           ( 0.007,  1.02e+10),
           ( 0.010,  8.56e+09),
           ( 0.014,  5.67e+09),
           ( 0.017,  6.56e+09),
           ( 0.020,  9.66e+09),
           ( 0.024,  7.92e+09),
           ( 0.027,  1.09e+10),
           ( 0.030,  1.12e+10),
           ( 0.034,  1.24e+10),
           ( 0.041,  1.41e+10),
           ( 0.044,  1.44e+10),
           ( 0.047,  1.34e+10),
           ( 0.051,  1.19e+10),
           ( 0.054,  1.02e+10),
           ( 0.057,  8.82e+09),
           ( 0.061,  7.72e+09),
           ( 0.064,  1.04e+10),
           ( 0.068,  1.12e+10),
           ( 0.071,  9.68e+09),
           ( 0.074,  8.47e+09),
           ( 0.078,  7.56e+09),
           ( 0.081,  7.29e+09),
           ( 0.084,  6.92e+09),
           ( 0.088,  5.70e+09),
           ( 0.094,  5.53e+09),
           ( 0.098,  5.21e+09),
           ( 0.101,  4.98e+09),
           ( 0.105,  4.29e+09),
           ( 0.108,  6.12e+09),
           ( 0.111,  4.90e+09),
           ( 0.115,  5.94e+09),
           ( 0.118,  5.58e+09),
           ( 0.122,  5.06e+09),
           ( 0.125,  5.84e+09),
           ( 0.128,  8.10e+09),
           ( 0.132,  7.82e+09),
           ( 0.135,  8.13e+09),
           ( 0.138,  8.57e+09),
           ( 0.142,  8.35e+09),
           ( 0.145,  9.61e+09),
           ( 0.149,  9.28e+09),
           ( 0.152,  8.19e+09),
           ( 0.155,  6.04e+09),
           ( 0.159,  7.11e+09),
           ( 0.162,  5.54e+09),
           ( 0.165,  4.56e+09),
           ( 0.169,  3.89e+09),
           ( 0.172,  6.40e+09),
           ( 0.176,  6.59e+09),
           ( 0.179,  5.44e+09),
           ( 0.182,  6.05e+09),
           ( 0.186,  5.63e+09),
           ( 0.189,  5.12e+09),
           ( 0.192,  6.39e+09),
           ( 0.196,  5.61e+09),
           ( 0.199,  6.49e+09),
           ( 0.203,  5.81e+09),
           ( 0.206,  4.47e+09),
           ( 0.209,  4.11e+09),
           ( 0.213,  4.60e+09),
           ( 0.216,  5.75e+09),
           ( 0.219,  4.48e+09),
           ( 0.223,  5.42e+09),
           ( 0.226,  4.40e+09),
           ( 0.229,  4.82e+09),
           ( 0.233,  5.09e+09),
           ( 0.236,  5.56e+09),
           ( 0.240,  3.52e+09),
           ( 0.246,  5.95e+09),
           ( 0.250,  6.33e+09),
           ( 0.253,  4.98e+09),
           ( 0.257,  5.78e+09),
           ( 0.260,  5.06e+09),
           ( 0.263,  5.33e+09),
           ( 0.267,  4.92e+09),
           ( 0.270,  3.35e+09),
           ( 0.273,  3.50e+09),
           ( 0.277,  4.11e+09),
           ( 0.280,  3.90e+09),
           ( 0.284,  3.23e+09),
           ( 0.287,  2.79e+09),
           ( 0.290,  3.50e+09),
           ( 0.294,  3.38e+09),
           ( 0.297,  3.88e+09),
           ( 0.300,  2.94e+09),
           ( 0.304,  3.53e+09),
           ( 0.307,  3.77e+09),
           ( 0.311,  3.82e+09),
           ( 0.314,  4.19e+09),
           ( 0.317,  3.56e+09),
           ( 0.321,  2.50e+09),
           ( 0.324,  1.76e+09),
           ( 0.327,  2.74e+09),
           ( 0.331,  3.55e+09),
           ( 0.334,  3.05e+09),
           ( 0.338,  3.12e+09),
           ( 0.341,  1.88e+09),
           ( 0.344,  1.13e+09),
           ( 0.348,  2.54e+09),
           ( 0.351,  2.09e+09),
           ( 0.354,  4.87e+09),
           ( 0.358,  3.97e+09),
           ( 0.361,  2.84e+09),
           ( 0.364,  2.10e+09),
           ( 0.368,  3.58e+09),
           ( 0.371,  2.33e+09),
           ( 0.375,  1.83e+09),
           ( 0.378,  3.35e+09),
           ( 0.381,  2.50e+09),
           ( 0.385,  2.16e+09),
           ( 0.388,  1.25e+09),
           ( 0.392,  1.23e+09),
           ( 0.395,  1.87e+09),
           ( 0.398,  5.94e+08),
           ( 0.405,  1.94e+09),
           ( 0.408,  1.90e+09),
           ( 0.412,  1.90e+09),
           ( 0.415,  1.79e+09),
           ( 0.418, -1.19e+08),
           ( 0.422,  1.32e+09),
           ( 0.425,  1.48e+09),
           ( 0.429,  1.96e+09),
           ( 0.432,  4.61e+08),
           ( 0.435,  1.13e+09),
           ( 0.439,  2.31e+09),
           ( 0.442,  3.82e+08),
           ( 0.446,  1.88e+09),
           ( 0.449,  1.17e+09),
           ( 0.452, -3.45e+08),
           ( 0.456,  1.69e+09),
           ( 0.459,  7.93e+08),
           ( 0.462,  2.61e+09),
           ( 0.466,  2.27e+09),
           ( 0.469,  2.06e+09),
           ( 0.473,  1.25e+09),
           ( 0.476,  1.88e+09),
           ( 0.479,  1.95e+09),
           ( 0.486,  2.20e+09),
           ( 0.489,  2.13e+09),
           ( 0.493,  7.15e+08),
           ( 0.496,  8.67e+08),
           ( 0.499,  1.35e+09),
           ( 0.503,  3.98e+08),
           ( 0.506,  1.80e+09),
           ( 0.510,  1.94e+08),
           ( 0.513, -9.44e+08),
           ( 0.516,  1.30e+09),
           ( 0.520,  1.21e+09),
           ( 0.523,  5.35e+08),
           ( 0.527,  5.04e+08),
