date / location  /  time,lat(N),lon(E),altitude(km),Vx(km/s),Vy(km/s),Vz(km/s),speed,Energy(kt),station,range(km),Az,1/f,Max Amp(Pa),Error,P2P Amp(Pa),Error,Prior Noise-RMS Amplitude(Pa),Error,Post Noise-RMS Amplitude(Pa),Error,Period 1(s),Period 2(s),Period @Max Amp(s),Error,Frequency 1(Hz),Frequency 2(Hz),Frequency @Max PSD(Hz),Error,PSD @Max,Freq 1 @ Noise,PSD,Freq 2 @ Noise,,Size,Frequency 1(Hz),Frequency 2(Hz),Frequency @Max PSD(Hz),Error,PSD @Max,Freq 1 @ Noise,PSD,Freq 2 @ Noise,PSD,Noise PSD @Max(Pa^2/Hz),STD,Noise PSD @0.25(Pa^2/Hz),STD,Noise PSD @0.50(Pa^2/Hz),STD,Noise PSD @0.75(Pa^2/Hz),STD,Noise PSD @1.00(Pa^2/Hz),STD,Noise PSD @Max(Pa^2/Hz),STD,Noise PSD @0.25(Pa^2/Hz),STD,Noise PSD @0.50(Pa^2/Hz),STD,Noise PSD @0.75(Pa^2/Hz),STD,Noise PSD @1.00(Pa^2/Hz),STD,Bolide Signal IE(Pa^2),Error,Prior Background Noise IE(Pa^2),Post Background Noise IE(Pa^2),Mean Background Noise IE(Pa^2),Error,StDev between Prior/Post Noise IE,Total Signal Energy of Bolide(Pa^2),Error,Bolide P2P Amplitude SNR,Error,Bolide Integrated Energy SNR,Error,Low Frequency,High Frequency,Azimuth(o),Trace Velocity (km/s),Waveform HH,Waveform MM,Waveform SS,Signal HH,Signal MM,Signal SS,Duration(s),Phases,celerity (km/s),Lat(Sta),Lon(Sta),JPL bolide time (hh),JPL bolide time (mm),JPL bolide time (ss),Dist (deg),EvAz,Phase,Time,TRes,Azim,AzRes,Slow,SRes,Def,SNR,UKMO Wind velocity (m/s),Doppler - corrected Period,,,,,,,,,,,,,,,,,,,,,,
25-Dec-10,38,158,26,18,-2,-4,18.54723699,33,I53US,4571.5,256.2,8.192020972,1.149,0.1804,2.0206,0.36079,0.023095,0.013402,0.03569,0.021156,8.0105,8.6899,8.3502,0.33971,0.12086,NaN,0.12207,NaN,19.879,0.16479,0.11469,0.21362,0.088681,150,0.087481,0.088227,0.087891,0.00074576,88.853,0.20996,0.047432,0.46875,0.0015014,0.0028303,0.0027242,0.0027179,0.0014572,0.00023195,4.87E-05,0.00028093,0.00035478,1.33E-05,7.75E-06,0.30308,0.34977,0.017623,0.014557,0.00042309,0.00051406,0.00015769,0.00014904,3.82E-05,4.27E-05,22.177,6.2633,0.38639,0.84836,0.61737,0.24081,0.32667,21.559,6.268,87.489,53.119,35.921,1.7469,0.1,3,255.96,0.331,3,10,0,3,41,2,594.29,1,-0.064407281,64.875,-147.861,23,24,0,39.95,33.1,I ,3:41:05,-35.3,257.4,-1.5,340,-26.9,T ,69.1,5.738,,,,,,,,,,,,,,,,,,,,,,,
25-Dec-10,38,158,26,18,-2,-4,18.54723699,33,I46RU,5649.4,76.7,1.095182293,0.23856,0.10259,0.4765,0.20517,0.0088883,0.005249,0.0096342,0.005841,0.3785,0.48871,0.43361,0.055104,0.91303,0.9131,0.91309,0.0000736,0.059855,1.1011,0.0000245,1.1279,0.0000561,80,0.4332,1.875,1.8652,1.4418,0.032728,NaN,NaN,NaN,NaN,0.0000713,0.0000905,0.018722,0.019623,0.00058075,0.00051251,0.0000419,0.0000327,0.00013508,0.0000522,0.0000085,0.00000682,0.013735,0.013267,0.00028701,0.00023119,0.00013298,0.00013135,0.0000594,0.0000828,0.39611,0.15144,0.027796,0.031753,0.029775,0.0026419,0.0027984,0.36634,0.15146,53.609,39.181,13.304,3.3089,0.3,3,303.72,0.331,4,30,0,4,43,48,329.39,1,-0.084053443,53.94872,84.81891,23,24,0,,,,,,,,,,,,-47.277,,,,,,,,,,,,,,,,,,,,,,,
25-Dec-10,38,158,26,18,-2,-4,18.54723699,33,I56US,6625.4,294.5,15.17036318,0.49001,0.081892,0.77557,0.16378,0.076288,0.045685,0.070257,0.040471,16.671,14.582,15.627,1.0444,0.065719,0.066378,0.065918,0.00065938,3.3666,0.10742,0.09462,0.15381,0.087064,80,0.064808,0.072384,0.068359,0.0075764,8.2485,0.10742,0.011367,0.16602,0.07527,0.053188,0.046581,0.048407,0.066737,0.00026727,0.00030695,0.00027269,0.0005177,7.30E-05,7.17E-05,0.15796,0.13116,0.034937,0.027448,0.0010781,0.0010935,0.00020746,0.0002464,6.92E-05,9.25E-05,6.9258,0.57927,1.7992,2.2362,2.0177,0.36861,0.30901,4.9081,0.6866,10.166,6.4557,3.4326,0.35588,0.01,1.3,294.51,0.354,5,20,0,5,46,23,309.18,1,-0.104407709,48.264,-117.1257,23,24,0,59.1,51,I ,5:47:10,499.6,298.3,1.5,318.2,-48.8,_ ,14.7,32.069,,,,,,,,,,,,,,,,,,,,,,,
25-Dec-10,38,158,26,18,-2,-4,18.54723699,33,I18DK,6758.1,318.4,11.37772923,0.31274,0.033387,0.49196,0.066774,0.019808,0.011681,0.037617,0.022267,9.6554,12.982,11.319,1.6634,0.087862,0.088529,0.087891,0.00066705,6.6761,0.093994,0.25484,0.1001,0.032744,150,0.075106,0.08207,0.078125,0.0069639,4.5666,0.15625,0.040386,0.18555,0.019401,0.073326,0.045086,0.0027089,0.0019249,0.00029084,0.00022694,9.59E-05,0.00013443,6.77E-06,2.46E-07,0.2455,0.24963,0.014256,0.012112,0.00048067,0.00040398,2.57E-05,1.92E-05,3.66E-05,2.98E-05,7.7929,0.47362,0.59685,1.6185,1.1077,0.081715,0.72242,6.6853,0.48062,24.836,15.029,7.0354,0.21138,0.07,2,307.84,0.335,5,20,0,5,40,26,1075.1,1,-0.105903093,77.476,-69.288,23,24,0,59.38,10.6,I ,5:39:25,-67.1,312.4,-7.4,329.8,-37.2,T ,15.4,-0.646,,,,,,,,,,,,,,,,,,,,,,,
25-Dec-10,38,158,26,18,-2,-4,18.54723699,33,I10CA,7837.1,306.5,9.752291789,0.3106,0.1691,0.52422,0.33819,0.042106,0.024426,0.039634,0.023265,11.383,8.3825,9.8828,1.5003,0.10247,0.10383,0.10254,0.001356,5.5082,0.10864,0.14431,0.11841,0.11562,120,0.14296,0.14896,0.14648,0.0059942,1.2151,0.16602,0.027053,0.20508,0.14768,0.090732,0.018943,0.036494,0.031732,0.00060257,0.00026479,0.00037869,0.00043235,7.28E-05,5.06E-05,0.052388,0.056231,0.024178,0.027679,0.000571,0.00079474,0.00024667,0.00019288,7.17E-05,4.72E-05,5.1658,2.071,1.3503,1.6595,1.5049,1.2036,0.21864,3.6609,2.3953,12.45,10.802,3.4327,0.47153,0.1,1.5,308.38,0.348,6,25,0,6,41,36,677.14,1,-0.1303056,50.2065,-96.0117,23,24,0,69.71,40.9,I ,6:42:00,-103,308.6,0.1,324.8,-42.2,T ,2.9,36.276,,,,,,,,,,,,,,,,,,,,,,,
25-Dec-10,38,158,26,18,-2,-4,18.54723699,33,I55US,12885.3,351.6,15.45666723,0.079192,0.018417,0.13413,0.036834,0.0060114,0.0035885,0.013292,0.0077466,18.414,18.46,18.437,0.022831,0.064658,0.064709,0.064697,5.13E-05,0.8616,0.078125,0.0060032,0.085449,0.0042334,120,0.058034,0.060423,0.058594,0.0023895,0.93033,0.078125,0.0016909,0.10742,0.00072203,0.0028732,0.00073892,9.09E-05,8.99E-05,5.06E-06,7.30E-08,2.65E-06,2.03E-06,2.34E-06,2.44E-06,0.025211,0.059998,0.00056894,0.00064555,1.76E-05,1.75E-05,3.43E-06,3.28E-06,5.10E-07,4.49E-07,0.47978,0.27355,0.066881,0.14426,0.10557,0.12207,0.054714,0.37421,0.29955,22.313,14.661,4.5447,0.5912,0.04,1,347.05,0.323,11,20,0,11,33,45,736.73,1,-0.302365364,-77.731,167.5881,23,24,0,117.67,177.5,I ,11:36:10,-50.7,345.2,-5.7,340.2,-26.7,T ,23.2,-5.132,,,,,,,,,,,,,,,,,,,,,,,
25-Dec-10,38,158,26,18,-2,-4,18.54723699,33,I08BO,14887.4,307.6,7.062146893,0.052175,0.023685,0.097545,0.04737,0.010418,0.0065185,0.018729,0.011042,8.3284,7.5014,7.9149,0.4135,0.13609,0.14308,0.1416,0.0069881,0.060597,0.14648,0.0043353,0.19531,0.00082194,80,0.12634,0.14061,0.13672,0.014274,0.18025,0.15625,0.0060236,0.23438,0.00087659,0.011309,0.013055,0.0012615,0.0011865,0.00010456,0.00010029,5.68E-05,6.75E-05,2.37E-05,3.53E-05,0.02594,0.032008,0.0020417,0.0018006,0.00015462,0.00022024,3.12E-05,2.14E-05,7.35E-06,9.26E-06,0.056064,0.018683,0.026871,0.074295,0.050583,0.025196,0.033534,0.0054814,0.031367,9.363,7.4158,1.1084,0.32395,0.1,0.8,156.25,0.328,13,30,0,13,48,6,211.84,1,-0.430844475,-16.21523,-68.45345,23,24,0,134.05,72.3,I ,13:42:40,1526,311.9,1.5,314.5,-52.5,_ ,4.4,12.201,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-13,54.8,61.1,23.3,12.8,-13.3,-2.4,18.61424186,440,I31KZ,530.2,21.8,45.51039913,10.798,0.35358,12.243,0.70717,0.12515,0.078556,0.13374,0.084605,35.658,40.321,37.99,2.3316,0.02192,0.021983,0.021973,6.35E-05,2455.7,1.1407,9.17E-05,1.2372,0.0002874,250,0.024389,0.024458,0.024414,6.82E-05,3050.5,3.8184,5.63E-06,6.1963,3.15E-06,8.7484,12.071,0.022559,0.021534,7.32E-05,9.71E-06,2.17E-05,5.64E-06,4.36E-05,4.04E-05,4.6359,4.6186,0.01447,0.013039,0.00021336,0.00019768,4.11E-05,4.12E-05,5.43E-05,6.53E-05,1502.7,60.037,19.773,19.311,19.542,28.76,0.32624,1483.2,66.57,97.826,61.665,76.898,11.496,0.01,4,29.427,0.356,2,53,50,3,48,8,1025.5,1,0.320362538,50.4086,58.0343,3,20,33,4.33,213.9,I ,3:48:40,-38.4,29.1,-1.8,317.6,-59.4,T ,139.5,-55.835,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-13,54.8,61.1,23.3,12.8,-13.3,-2.4,18.61424186,440,I43RU,1501.5,88.1,30.06253006,1.0338,0.26861,1.5833,0.53722,0.028793,0.016236,0.053836,0.032782,38.979,37.972,38.475,0.50363,0.033251,0.033294,0.033264,4.30E-05,37.598,0.04364,0.064846,0.11169,0.00025266,300,0.026715,0.029387,0.026855,2.67E-03,60.516,0.22461,4.91E-03,0.25146,1.31E-02,0.26403,0.34982,0.018008,0.002599,0.00019376,1.32E-04,8.72E-06,1.51E-06,1.91E-05,2.85E-06,0.69287,1.2548,0.011068,0.011262,0.00022336,2.30E-04,6.30E-05,7.22E-05,2.90E-05,1.66E-05,103.73,52.652,2.4011,12.775,7.588,2.8393,7.3354,96.138,52.728,54.989,36.189,13.67,0.60456,0.01,3,97.238,0.311,3,48,7,5,2,9,2142.3,2,0.246309055,56.72136,37.21759,3,20,33,14.2,290.8,I ,5:00:08,528.4,87.1,-3.4,328.5,-48.4,-,2.5,-98.118,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-13,54.8,61.1,23.3,12.8,-13.3,-2.4,18.61424186,440,I46RU,1531.8,283.2,16.718494,1.5456,0.22506,2.5248,0.45012,0.033471,0.0194,0.052145,0.029494,20.108,22.059,21.083,0.97544,0.059776,0.059821,0.059814,4.44E-05,71.415,0.16113,0.0080221,0.22949,0.011724,150,0.043788,0.044059,0.043945,0.00027017,143.66,0.21484,0.037486,0.29785,0.0052075,0.053383,0.023243,0.0059546,0.0038224,0.0018933,0.00094751,0.001722,0.00020671,1.87E-03,2.28E-03,0.49221,0.57758,0.0071236,0.006846,0.00096004,0.00059107,0.0015949,0.0014403,0.00065996,0.00049894,79.957,17.111,1.8601,2.6119,2.236,0.62535,0.53157,77.721,17.123,75.43,45.74,35.759,8.8458,0.02,4,268.36,0.373,3,48,14,4,44,29,701.48,2,0.304169976,53.94872,84.81891,3,20,33,13.53,81.1,I , 04:44:25 ,-160,269.6,-10.2,304.8,-72.1,T ,51.2,112.464,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-13,54.8,61.1,23.3,12.8,-13.3,-2.4,18.61424186,440,I34MN,3184.5,301.2,30.34072636,0.28082,0.083362,0.49921,0.16672,0.029775,0.017523,0.027377,0.015557,23.008,22.565,22.786,0.22155,0.032865,0.033034,0.032959,0.0001683,3.7834,0.03418,0.1798,0.037231,0.37965,200,0.043271,0.044313,0.043945,0.0010415,10.967,0.068359,0.040534,0.083008,0.011034,0.11061,0.049565,0.001909,0.001905,8.77E-05,3.03E-05,0.00018866,0.0002316,9.39E-06,6.21E-06,0.57443,0.98738,0.0035385,0.0028817,0.00022674,0.0002838,7.59E-05,5.39E-05,4.21E-05,3.21E-05,4.8612,1.2864,1.377,0.83332,1.1052,0.37489,0.38446,3.7561,1.3399,16.766,11.345,4.3986,0.42293,0.03,2,230.07,2.577,5,24,55,6,14,55,923.69,2,0.304387306,47.8015,106.40992,3,20,33,28.41,84.2,I ,6:13:10,-163,296.4,-3.1,324,-42.9,T ,6.1,104.903,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-13,54.8,61.1,23.3,12.8,-13.3,-2.4,18.61424186,440,I26DE,3257.4,60.1,29.25687537,0.61822,0.088408,0.97393,0.17682,0.056541,0.032524,0.088284,0.052609,30.943,27.009,28.976,1.9669,0.03287,0.037447,0.03418,0.0045766,22.159,0.056152,1.6112,0.062256,0.34646,80,0.016564,0.043623,0.029297,0.02706,72.007,0.12695,0.02249,0.15625,0.10892,2.9463,3.528,0.040082,0.030572,1.20E-05,1.63E-06,7.07E-05,8.04E-05,4.13E-05,5.00E-05,20.099,18.377,0.043129,0.039372,0.00059594,0.00070036,1.81E-04,1.65E-04,5.26E-05,4.66E-05,13.309,7.913,2.6454,6.5692,4.6073,10.447,2.7746,8.7017,13.105,17.225,10.39,2.8887,1.4847,0.03,3,55.516,0.329,5,31,14,7,10,31,812.35,1,0.236077692,48.8461,13.7179,3,20,33,29.94,280,I ,7:07:50,2556,59.8,-1.7,320.1,-46.9,-,5.1,-99.158,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-13,54.8,61.1,23.3,12.8,-13.3,-2.4,18.61424186,440,I18DK,4893.2,39.2,69.72042111,1.7217,0.042725,2.7308,0.085449,0.052843,0.031703,0.11812,0.069386,49.603,50.38,49.991,0.38867,0.014152,0.014642,0.014343,0.00049038,134.4,0.01709,6.0763,0.029602,3.1204,200,0.013783,0.016417,0.014648,0.0026339,452.62,0.053711,0.81952,0.078125,0.13781,6.2344,8.0987,0.0043773,0.005137,0.00010119,0.00013343,1.10E-05,1.44E-05,2.77E-05,2.98E-06,29.957,39.355,0.011633,0.0080324,0.00023594,0.00027264,4.78E-05,3.12E-05,1.89E-05,2.88E-05,287.82,5.3361,7.9851,33.893,20.939,2.1985,18.32,266.88,5.7713,51.678,31.046,13.746,1.1637,0.01,3,17.497,0.35,7,3,53,8,17,13,1947.6,1,0.274898876,77.476,-69.288,3,20,33,45.28,346.6,I ,8:15:20,977.7,22,-16.7,346.8,-20.2,-,43,-20.996,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-13,54.8,61.1,23.3,12.8,-13.3,-2.4,18.61424186,440,I45RU,5022.2,309.8,21.00531434,0.75731,0.40367,1.3371,0.80733,0.21981,0.13411,0.12257,0.071229,38.968,37.926,38.447,0.52109,0.047183,0.047899,0.047607,7.15E-04,20.249,0.048828,6.2808,0.060425,2.896,120,0.020879,0.028668,0.024414,0.0077896,111.48,0.043945,1.9627,0.083008,0.35186,2.3541,1.0293,0.0016832,1.61E-05,9.05E-05,3.22E-05,6.18E-05,5.42E-05,6.24E-05,4.53E-05,14.002,12.096,0.0066139,0.0078645,0.00079489,0.00074134,0.00010854,0.00013429,4.73E-05,5.19E-05,31.125,3.4907,43.172,15.112,29.142,12.494,19.841,1.9834,12.973,6.0829,5.2213,1.0681,0.232,0.02,3,304.59,0.339,7,11,52,7,55,27,886.55,1,0.30448648,44.1999,131.9773,3,20,33,45.17,72.6,I ,7:54:15,-248,302,-6.6,336.4,-30.6,T ,5.9,104.995,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-13,54.8,61.1,23.3,12.8,-13.3,-2.4,18.61424186,440,I44RU,5798.4,313.5,60.68329389,0.55362,0.050142,0.90436,0.10028,0.061925,0.036251,0.056126,0.033449,20.013,18.545,19.279,0.73413,0.015728,0.016583,0.016479,0.0008548,28.156,0.0177,3.2501,0.021973,1.4425,150,0.050362,0.054105,0.053711,0.0037431,28.609,0.087891,0.0096167,0.13184,0.12642,2.0031,1.235,0.0096867,0.0095957,0.00011296,0.00015371,1.14E-05,3.74E-06,8.45E-05,4.99E-05,0.46101,0.38334,0.0087635,0.0055579,0.00072569,0.00098472,0.00028617,0.00019902,6.26E-05,4.90E-05,24.862,8.3015,7.1829,5.1553,6.1691,7.1205,1.4338,18.693,10.937,14.604,8.7013,4.0301,0.91008,0.02,3,302.1,0.323,7,56,32,8,51,39,1471.1,2,0.291875566,53.1058,157.7139,3,20,33,52.57,49,I ,8:52:55,557.3,309.5,-2.9,331,-35.9,-,17.6,99.361,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-13,54.8,61.1,23.3,12.8,-13.3,-2.4,18.61424186,440,I53US,6481.1,340.8,19.73982905,7.9988,0.40473,12.616,0.80946,0.04302,0.025436,0.10584,0.062084,25.563,25.813,25.688,0.12527,0.050659,0.05066,0.050659,1.39E-06,623.1,0.065002,0.17301,0.095825,0.10402,250,0.034173,0.034214,0.03418,4.08E-05,6793.2,0.17334,0.4266,0.21729,0.082144,0.073586,0.033501,0.010146,0.0038925,0.00043431,0.00036013,0.00020323,0.00026655,1.46E-05,9.31E-06,3.221,4.0262,0.065639,0.095794,0.0019292,0.0035153,0.00047843,0.00092266,0.00017164,0.00033896,3086.2,350.56,13.966,23.411,18.688,3.699,6.6784,3067.5,350.58,293.26,174.41,165.14,7.3651,0.02,4,338.67,0.353,8,36,13,9,36,30,1659.6,1,0.287321009,64.875,-147.861,3,20,33,59.22,14.2,I , 09:30:20 ,360.1,339.3,-0.8,325.3,-41.6,T ,60.7,48.86,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-13,54.8,61.1,23.3,12.8,-13.3,-2.4,18.61424186,440,I10CA,8146.5,13.5,36.4086507,1.9805,0.12219,2.753,0.24437,0.079237,0.0455,0.19491,0.11469,28.341,36.723,32.532,4.1913,0.026996,0.02788,0.027466,0.00088389,161.56,0.036011,3.1888,0.042725,4.2368,250,0.023255,0.025196,0.024414,0.0019412,310.22,0.048828,1.8173,0.095215,0.081746,6.8513,9.5406,0.055379,0.076218,0.00038062,0.00024469,3.26E-05,1.92E-05,3.52E-05,2.89E-05,12.388,15.681,0.025971,0.021583,0.00050774,0.00054789,0.00030696,0.00052978,3.62E-05,3.62E-05,233.03,70.856,30.831,53.149,41.99,25.206,15.782,191.04,75.206,34.744,20.188,5.5496,0.89956,0.01,1,354.67,0.346,10,14,11,11,29,57,1107.2,1,0.277431549,50.2065,-96.0117,3,20,33,74.46,345.4,I ,11:16:15,1125,357.5,-15.9,336.3,-30.7,-,11.6,-35.521,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-13,54.8,61.1,23.3,12.8,-13.3,-2.4,18.61424186,440,I33MG,8311.4,8.2,43.11645755,1.1823,0.10017,1.9387,0.20034,0.20566,0.11398,0.19436,0.11372,47.678,48.233,47.956,0.27771,0.022645,0.028772,0.023193,0.0061268,128.77,0.032959,3.7293,0.041504,0.91911,120,0.0149,0.029515,0.024414,0.014615,240.11,0.039063,1.9752,0.068359,1.0844,16.661,14.339,0.016344,0.0020652,0.001162,0.0010236,9.11E-05,1.01E-05,1.40E-05,7.86E-06,60.115,48.942,0.010702,0.01065,0.0010473,0.0009135,0.0002002,0.00025301,9.76E-05,0.00014355,92.329,16.918,53.623,35.608,44.615,9.3561,12.739,47.713,19.333,9.4267,5.3143,2.0694,0.32858,0.01,0.2,11.598,0.34,10,28,50,11,20,35,719.66,1,0.288570238,-19.01086,47.30502,3,20,33,73.83,194.3,I ,11:16:40,1380,15.6,6.8,308.4,-58.6,-,8.3,-5.358,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-13,54.8,61.1,23.3,12.8,-13.3,-2.4,18.61424186,440,I56US,8553.7,1,30.91285666,0.95479,0.055985,1.5936,0.11197,0.031004,0.0182,0.094077,0.054751,30.715,28.189,29.452,1.2628,0.031405,0.032498,0.032349,0.0010931,31.817,0.0354,3.0573,0.036621,1.6908,250,0.029081,0.031789,0.029297,0.0027084,66.493,0.053711,0.45992,0.087891,0.21452,1.3024,1.7491,0.020846,0.017012,0.00016072,1.28E-05,1.15E-05,5.86E-06,9.76E-06,1.29E-05,1.2373,0.86791,0.023159,0.01572,0.00027522,0.00020565,5.63E-05,2.61E-05,9.21E-06,1.06E-05,76.724,5.5339,4.5937,15.562,10.078,1.4419,7.7559,66.646,5.7187,51.4,30.389,7.613,0.78514,0.015,3,352.49,0.373,10,37,38,11,35,8,1621.4,1,0.288245998,48.264,-117.1257,3,20,33,78.05,359.3,I ,11:34:55,926.6,356.5,-4.1,315,-51.9,-,29.6,4.11,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-13,54.8,61.1,23.3,12.8,-13.3,-2.4,18.61424186,440,I57US,10182,1.4,27.30673657,1.1219,0.24739,1.5906,0.49477,0.049624,0.029454,0.12721,0.074683,31.474,25.432,28.453,3.0212,0.036455,0.036642,0.036621,0.00018684,85.141,0.037537,1.352,0.038757,2.721,300,0.031331,0.032799,0.031738,0.0014684,74.87,0.043945,4.9351,0.063477,1.4692,1.5281,2.0464,0.018937,0.015073,0.0019131,2.19E-05,0.00025011,0.00029362,0.00013398,8.13E-05,2.781,2.358,0.019436,0.012192,0.00098041,0.0012679,0.00021035,0.00043306,0.00010693,0.00012896,109.45,99.637,27.951,36.141,32.046,34.989,5.7916,77.408,105.6,32.053,21.479,3.4156,0.4118,0.01,1,1.975,0.374,12,12,50,13,10,0,2000,1,0.287895496,33.6058,-116.4532,3,20,33,92.69,358.5,I ,13:10:25,1286,354.9,-6.1,305.5,-61.4,-,2.2,-1.578,,,,,, ,,,,,,,,,,,,,,,,,
15-Feb-13,54.8,61.1,23.3,12.8,-13.3,-2.4,18.61424186,440,I59US,11029.6,339.4,81.92020972,0.25324,0.063706,0.39406,0.12741,0.072973,0.043817,0.074649,0.042518,81.627,87.776,84.702,3.0745,0.0064022,0.013323,0.012207,0.0069209,27.698,0.01709,4.1472,0.058594,0.021389,80,NaN,NaN,0.019531,NaN,10.127,0.058594,0.0078919,0.087891,0.0045211,3.8136,2.889,0.022213,0.016182,0.0016269,0.0018207,0.00033017,0.00043956,1.36E-04,1.37E-04,38.246,49.152,0.038066,0.041512,0.0021369,0.001784,0.00043563,0.00046609,0.00016503,0.00010639,5.0802,3.586,2.0052,2.0983,2.0517,1.556,0.065883,3.0285,3.909,5.4001,3.6827,2.4761,0.54825,0.01,0.1,316.36,0.209,13,3,18,13,42,44,376.59,1,0.29545418,19.592,-155.8931,3,20,33,99.82,35.8,I ,13:38:46,368.7,346.2,7.7,274.7,-92.2,-,,64.398,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-13,54.8,61.1,23.3,12.8,-13.3,-2.4,18.61424186,440,I27DE,14982.9,49.4,44.2810964,1.0376,0.16281,1.8584,0.32561,0.24608,0.14075,0.10056,0.059073,43.737,46.564,45.151,1.4137,0.022527,0.022653,0.022583,0.00012589,328.47,0.03418,7.4213,0.059204,0.07299,120,0.020395,0.026098,0.024414,0.0057027,252.08,0.043945,1.0663,0.10254,0.012532,2.7441,3.3858,0.019975,0.019495,0.00017957,0.00022329,9.21E-05,2.34E-05,1.84E-05,2.38E-05,25.828,24.854,0.038635,0.039757,0.00070817,0.00060788,0.00022878,0.00028349,1.90E-05,2.08E-05,121.71,34.715,50.282,14.528,32.405,26.421,25.282,89.307,43.626,7.5522,4.5178,3.756,0.5654,0.01,0.1,60.629,0.303,16,59,9,17,50,43,830.39,1,0.28697376,-70.662,-8.321,3,20,33,134.03,205.8,I , 17:42:40 ,2448,51.7,1.2,347,-19.9,-,,-1.284,,,,,,,,,,,,,,,,,,,,,,,
30-Apr-13,35.5,-30.7,21.2,1,9,-8,12.08304597,10,I42PT,460.4,212,8.031483415,1.1002,0.11289,1.2716,0.22579,0.02624,0.015121,0.021414,0.012963,6.4397,7.1094,6.7745,0.33488,0.12018,0.12508,0.12451,0.0048983,6.6759,0.15625,0.13424,0.18433,0.050308,200,0.11293,0.11873,0.11719,0.0058015,19.033,0.18066,0.083236,0.21973,0.0077897,0.56542,0.38102,0.012487,0.0056155,0.00053706,0.00057182,0.00017799,0.00010544,0.00021134,0.00012533,1.002,1.0345,0.013305,0.01702,0.00086371,0.00070362,0.00011558,0.00011615,0.000233,0.00050913,5.2456,5.4799,0.59116,0.37204,0.4816,2.3896,0.15494,4.764,5.9783,48.461,29.222,10.892,2.9289,0.2,8,216.19,0.34,8,40,0,9,5,32,486.33,2,0.308165997,39.0423,-28.0055,8,40,38,,,,,,,,,,,,-7.611,,,,,,,,,,,,,,,,,,,,,,,
06-Feb-16,-30.4,-25.5,,,,,,13,I49,1424.7,297.6,7.314218841,0.073757,0.047709,0.10632,0.095417,0.018569,0.011152,0.021693,0.012371,5.3905,6.3452,5.8678,0.47731,0.12682,0.14309,0.13672,0.016269,0.84467,0.15625,0.18095,0.23438,0.026356,60,0.11906,0.15172,0.13672,0.032651,0.99484,0.16602,0.16494,0.26367,0.012897,0.15616,0.17567,0.0166,0.011542,0.0024543,0.0016581,0.001283,0.0012991,0.00075236,0.00076084,0.2532,0.27988,0.048723,0.057166,0.0020964,0.001073,0.00096219,0.00083165,0.00059004,0.00072769,0.060292,0.022818,0.044874,0.063872,0.054373,0.079975,0.013433,0.0059186,0.083166,5.7255,6.1829,1.1089,0.33292,0.25,1.5,295.71,0.362,14,18,28,15,23,34,120,1,0.268557964,-37.08995,-12.33192,13,55,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Feb-16,-30.4,-25.5,,,,,,13,I27,4601.1,337.3,6.942515968,1.0867,0.047018,1.4973,0.094035,0.025711,0.014842,0.047923,0.028422,6.8071,6.413,6.6101,0.19708,0.14403,0.14406,0.14404,3.75E-05,6.014,0.15625,0.065211,0.22705,0.025703,50,NaN,0.16728,0.15625,NaN,10.629,0.76172,0.0003241,1.3477,1.91E-05,0.007198,0.0063584,0.00022086,3.05E-04,0.00033314,0.00042784,5.91E-05,1.67E-05,2.53E-05,2.63E-05,0.087236,0.093699,0.024206,0.011645,0.0091207,0.023885,4.18E-04,6.27E-04,0.00034305,0.00077677,18.181,0.44654,0.26504,0.83417,0.54961,0.063465,0.40243,17.631,0.45102,58.239,33.818,33.08,1.2757,0.02,3.5,333.8,0.319,17,45,0,18,6,14,360,1,0.305416528,-70.662,-8.321,13,55,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
