# B = brightest mass bin, L = leading fragment, M = main
# Time (s), B ht (km), B len (km), B vel (km/s), L ht (km), L len (km), L vel (km/s), L dyn press (Gamma = 1.0; MPa), M ht (km), M len (km), M vel (km/s), M dyn press (Gamma = 1.0; MPa), Tau total (%), Tau main (%), Tau grain (%), Abs mag total, Abs mag main, Abs mag grain, log10 Lum total (W), log10 Lum main (W), log10 Lum grain (W), log10 Electron line density (-/m), Mass total (kg), Mass main (kg)
4.00000e-02,1.79625e+02,7.69200e-01,1.92300e+01,1.79625e+02,7.69200e-01,1.92300e+01,1.67036e-07,1.79625e+02,7.69200e-01,1.92300e+01,1.67036e-07,1.38100e-01,1.38100e-01,0.00000e+00,-2.43997e+00,-2.43997e+00,inf,4.45743e+00,4.45743e+00,-inf,1.58658e+01,4.08000e+05,4.08000e+05
8.00000e-02,1.79250e+02,1.53840e+00,1.92300e+01,1.79250e+02,1.53840e+00,1.92300e+01,1.73830e-07,1.79250e+02,1.53840e+00,1.92300e+01,1.73830e-07,1.38100e-01,1.38100e-01,0.00000e+00,-2.48326e+00,-2.48326e+00,inf,4.47475e+00,4.47475e+00,-inf,1.58831e+01,4.08000e+05,4.08000e+05
1.20000e-01,1.78876e+02,2.30760e+00,1.92300e+01,1.78876e+02,2.30760e+00,1.92300e+01,1.80676e-07,1.78876e+02,2.30760e+00,1.92300e+01,1.80676e-07,1.38100e-01,1.38100e-01,0.00000e+00,-2.52520e+00,-2.52520e+00,inf,4.49152e+00,4.49152e+00,-inf,1.58999e+01,4.08000e+05,4.08000e+05
1.60000e-01,1.78501e+02,3.07680e+00,1.92300e+01,1.78501e+02,3.07680e+00,1.92300e+01,1.87565e-07,1.78501e+02,3.07680e+00,1.92300e+01,1.87565e-07,1.38100e-01,1.38100e-01,0.00000e+00,-2.56583e+00,-2.56583e+00,inf,4.50777e+00,4.50777e+00,-inf,1.59161e+01,4.08000e+05,4.08000e+05
2.00000e-01,1.78126e+02,3.84600e+00,1.92300e+01,1.78126e+02,3.84600e+00,1.92300e+01,1.94488e-07,1.78126e+02,3.84600e+00,1.92300e+01,1.94488e-07,1.38100e-01,1.38100e-01,0.00000e+00,-2.60518e+00,-2.60518e+00,inf,4.52351e+00,4.52351e+00,-inf,1.59319e+01,4.08000e+05,4.08000e+05
2.40000e-01,1.77752e+02,4.61520e+00,1.92300e+01,1.77752e+02,4.61520e+00,1.92300e+01,2.01436e-07,1.77752e+02,4.61520e+00,1.92300e+01,2.01436e-07,1.38100e-01,1.38100e-01,0.00000e+00,-2.64329e+00,-2.64329e+00,inf,4.53876e+00,4.53876e+00,-inf,1.59471e+01,4.08000e+05,4.08000e+05
2.80000e-01,1.77377e+02,5.38440e+00,1.92300e+01,1.77377e+02,5.38440e+00,1.92300e+01,2.08402e-07,1.77377e+02,5.38440e+00,1.92300e+01,2.08402e-07,1.38100e-01,1.38100e-01,0.00000e+00,-2.68021e+00,-2.68021e+00,inf,4.55353e+00,4.55353e+00,-inf,1.59619e+01,4.08000e+05,4.08000e+05
3.20000e-01,1.77003e+02,6.15360e+00,1.92300e+01,1.77003e+02,6.15360e+00,1.92300e+01,2.15378e-07,1.77003e+02,6.15360e+00,1.92300e+01,2.15378e-07,1.38100e-01,1.38100e-01,0.00000e+00,-2.71595e+00,-2.71595e+00,inf,4.56782e+00,4.56782e+00,-inf,1.59762e+01,4.08000e+05,4.08000e+05
3.60000e-01,1.76629e+02,6.92280e+00,1.92300e+01,1.76629e+02,6.92280e+00,1.92300e+01,2.22355e-07,1.76629e+02,6.92280e+00,1.92300e+01,2.22355e-07,1.38100e-01,1.38100e-01,0.00000e+00,-2.75057e+00,-2.75057e+00,inf,4.58167e+00,4.58167e+00,-inf,1.59900e+01,4.08000e+05,4.08000e+05
4.00000e-01,1.76255e+02,7.69200e+00,1.92300e+01,1.76255e+02,7.69200e+00,1.92300e+01,2.29327e-07,1.76255e+02,7.69200e+00,1.92300e+01,2.29327e-07,1.38100e-01,1.38100e-01,0.00000e+00,-2.78409e+00,-2.78409e+00,inf,4.59508e+00,4.59508e+00,-inf,1.60035e+01,4.08000e+05,4.08000e+05
