# Trajectory data computed from the USG input file.
#
# Reference time (UTC) = 2004-10-07 13:14:43
# Reference JD         = 2453286.051887
# Begin point
#     Lat    =  -27.523374 deg
#     Lon    =   71.074690 deg
#     Height =  61.0736 km
# End point
#     Lat    =  -27.142125 deg
#     Lon    =   71.798031 deg
#     Height =  17.0277 km
# Radiant
#     RA     = 211.4602 deg
#     Dec    = -37.1070 deg
#     Az     = 240.1300 deg
#     Alt    = +27.2100 deg
#
# Time (s), Ht. (km),  Lat. (deg),  Lon. (deg), AbsMag
 -2.936000,  61.0111,  -27.522846,   71.075699, -13.71
 -2.933000,  60.9843,  -27.522620,   71.076132, -15.28
 -2.930000,  60.9576,  -27.522394,   71.076565, -13.09
 -2.926000,  60.9219,  -27.522093,   71.077141, -14.26
 -2.919000,  60.8594,  -27.521565,   71.078151, -13.44
 -2.916000,  60.8326,  -27.521339,   71.078584, -15.10
 -2.913000,  60.8058,  -27.521113,   71.079016, -15.66
 -2.909000,  60.7701,  -27.520811,   71.079593, -15.10
 -2.906000,  60.7434,  -27.520585,   71.080026, -15.28
 -2.902000,  60.7077,  -27.520284,   71.080603, -15.66
 -2.899000,  60.6809,  -27.520058,   71.081035, -14.72
 -2.896000,  60.6541,  -27.519832,   71.081468, -15.69
 -2.892000,  60.6184,  -27.519530,   71.082045, -16.18
 -2.889000,  60.5916,  -27.519304,   71.082477, -15.53
 -2.886000,  60.5649,  -27.519078,   71.082910, -15.69
 -2.882000,  60.5292,  -27.518776,   71.083487, -15.73
 -2.879000,  60.5024,  -27.518550,   71.083920, -14.39
 -2.875000,  60.4667,  -27.518249,   71.084497, -15.62
 -2.872000,  60.4400,  -27.518023,   71.084929, -15.69
 -2.869000,  60.4132,  -27.517796,   71.085362, -11.50
 -2.828000,  60.0474,  -27.514705,   71.091275, -13.92
 -2.821000,  59.9849,  -27.514178,   71.092285, -13.44
 -2.818000,  59.9582,  -27.513951,   71.092718, -14.51
 -2.784000,  59.6549,  -27.511387,   71.097622, -15.10
 -2.781000,  59.6282,  -27.511161,   71.098055, -15.73
 -2.778000,  59.6014,  -27.510935,   71.098487, -15.77
 -2.774000,  59.5657,  -27.510633,   71.099064, -15.66
 -2.771000,  59.5390,  -27.510407,   71.099497, -15.73
 -2.767000,  59.5033,  -27.510105,   71.100074, -15.73
