# B = brightest mass bin, L = leading fragment, M = main
# Time (s), B ht (km), B len (km), B vel (km/s), L ht (km), L len (km), L vel (km/s), L dyn press (Gamma = 1.0; MPa), M ht (km), M len (km), M vel (km/s), M dyn press (Gamma = 1.0; MPa), Tau total (%), Tau main (%), Tau grain (%), Abs mag total, Abs mag main, Abs mag grain, log10 Lum total (W), log10 Lum main (W), log10 Lum grain (W), log10 Electron line density (-/m), Mass total (kg), Mass main (kg)
4.00000e-02,1.79880e+02,5.48400e-01,1.37100e+01,1.79880e+02,5.48400e-01,1.37100e+01,8.10516e-08,1.79880e+02,5.48400e-01,1.37100e+01,8.10516e-08,1.23200e-01,1.23200e-01,0.00000e+00,-9.07313e-01,-9.07313e-01,inf,3.84437e+00,3.84437e+00,-inf,1.46655e+01,4.29000e+05,4.29000e+05
8.00000e-02,1.79759e+02,1.09680e+00,1.37100e+01,1.79759e+02,1.09680e+00,1.37100e+01,8.18366e-08,1.79759e+02,1.09680e+00,1.37100e+01,8.18366e-08,1.23200e-01,1.23200e-01,0.00000e+00,-9.17778e-01,-9.17778e-01,inf,3.84855e+00,3.84855e+00,-inf,1.46697e+01,4.29000e+05,4.29000e+05
1.20000e-01,1.79639e+02,1.64520e+00,1.37100e+01,1.79639e+02,1.64520e+00,1.37100e+01,8.26225e-08,1.79639e+02,1.64520e+00,1.37100e+01,8.26225e-08,1.23200e-01,1.23200e-01,0.00000e+00,-9.28155e-01,-9.28155e-01,inf,3.85270e+00,3.85270e+00,-inf,1.46738e+01,4.29000e+05,4.29000e+05
1.60000e-01,1.79519e+02,2.19360e+00,1.37100e+01,1.79519e+02,2.19360e+00,1.37100e+01,8.34094e-08,1.79519e+02,2.19360e+00,1.37100e+01,8.34094e-08,1.23200e-01,1.23200e-01,0.00000e+00,-9.38447e-01,-9.38447e-01,inf,3.85682e+00,3.85682e+00,-inf,1.46780e+01,4.29000e+05,4.29000e+05
2.00000e-01,1.79399e+02,2.74200e+00,1.37100e+01,1.79399e+02,2.74200e+00,1.37100e+01,8.41972e-08,1.79399e+02,2.74200e+00,1.37100e+01,8.41972e-08,1.23200e-01,1.23200e-01,0.00000e+00,-9.48654e-01,-9.48654e-01,inf,3.86090e+00,3.86090e+00,-inf,1.46820e+01,4.29000e+05,4.29000e+05
2.40000e-01,1.79279e+02,3.29040e+00,1.37100e+01,1.79279e+02,3.29040e+00,1.37100e+01,8.49858e-08,1.79279e+02,3.29040e+00,1.37100e+01,8.49858e-08,1.23200e-01,1.23200e-01,0.00000e+00,-9.58775e-01,-9.58775e-01,inf,3.86495e+00,3.86495e+00,-inf,1.46861e+01,4.29000e+05,4.29000e+05
2.80000e-01,1.79159e+02,3.83880e+00,1.37100e+01,1.79159e+02,3.83880e+00,1.37100e+01,8.57751e-08,1.79159e+02,3.83880e+00,1.37100e+01,8.57751e-08,1.23200e-01,1.23200e-01,0.00000e+00,-9.68813e-01,-9.68813e-01,inf,3.86897e+00,3.86897e+00,-inf,1.46901e+01,4.29000e+05,4.29000e+05
3.20000e-01,1.79039e+02,4.38720e+00,1.37100e+01,1.79039e+02,4.38720e+00,1.37100e+01,8.65652e-08,1.79039e+02,4.38720e+00,1.37100e+01,8.65652e-08,1.23200e-01,1.23200e-01,0.00000e+00,-9.78767e-01,-9.78767e-01,inf,3.87295e+00,3.87295e+00,-inf,1.46941e+01,4.29000e+05,4.29000e+05
3.60000e-01,1.78919e+02,4.93560e+00,1.37100e+01,1.78919e+02,4.93560e+00,1.37100e+01,8.73558e-08,1.78919e+02,4.93560e+00,1.37100e+01,8.73558e-08,1.23200e-01,1.23200e-01,0.00000e+00,-9.88639e-01,-9.88639e-01,inf,3.87690e+00,3.87690e+00,-inf,1.46980e+01,4.29000e+05,4.29000e+05
4.00000e-01,1.78799e+02,5.48400e+00,1.37100e+01,1.78799e+02,5.48400e+00,1.37100e+01,8.81471e-08,1.78799e+02,5.48400e+00,1.37100e+01,8.81471e-08,1.23200e-01,1.23200e-01,0.00000e+00,-9.98429e-01,-9.98429e-01,inf,3.88081e+00,3.88081e+00,-inf,1.47020e+01,4.29000e+05,4.29000e+05
4.40000e-01,1.78679e+02,6.03240e+00,1.37100e+01,1.78679e+02,6.03240e+00,1.37100e+01,8.89388e-08,1.78679e+02,6.03240e+00,1.37100e+01,8.89388e-08,1.23200e-01,1.23200e-01,0.00000e+00,-1.00814e+00,-1.00814e+00,inf,3.88470e+00,3.88470e+00,-inf,1.47058e+01,4.29000e+05,4.29000e+05
4.80000e-01,1.78560e+02,6.58080e+00,1.37100e+01,1.78560e+02,6.58080e+00,1.37100e+01,8.97310e-08,1.78560e+02,6.58080e+00,1.37100e+01,8.97310e-08,1.23200e-01,1.23200e-01,0.00000e+00,-1.01777e+00,-1.01777e+00,inf,3.88855e+00,3.88855e+00,-inf,1.47097e+01,4.29000e+05,4.29000e+05
5.20000e-01,1.78440e+02,7.12920e+00,1.37100e+01,1.78440e+02,7.12920e+00,1.37100e+01,9.05236e-08,1.78440e+02,7.12920e+00,1.37100e+01,9.05236e-08,1.23200e-01,1.23200e-01,0.00000e+00,-1.02731e+00,-1.02731e+00,inf,3.89237e+00,3.89237e+00,-inf,1.47135e+01,4.29000e+05,4.29000e+05
5.60000e-01,1.78320e+02,7.67760e+00,1.37100e+01,1.78320e+02,7.67760e+00,1.37100e+01,9.13165e-08,1.78320e+02,7.67760e+00,1.37100e+01,9.13165e-08,1.23200e-01,1.23200e-01,0.00000e+00,-1.03678e+00,-1.03678e+00,inf,3.89616e+00,3.89616e+00,-inf,1.47173e+01,4.29000e+05,4.29000e+05
6.00000e-01,1.78200e+02,8.22600e+00,1.37100e+01,1.78200e+02,8.22600e+00,1.37100e+01,9.21098e-08,1.78200e+02,8.22600e+00,1.37100e+01,9.21098e-08,1.23200e-01,1.23200e-01,0.00000e+00,-1.04617e+00,-1.04617e+00,inf,3.89991e+00,3.89991e+00,-inf,1.47210e+01,4.29000e+05,4.29000e+05
6.40000e-01,1.78081e+02,8.77440e+00,1.37100e+01,1.78081e+02,8.77440e+00,1.37100e+01,9.29032e-08,1.78081e+02,8.77440e+00,1.37100e+01,9.29032e-08,1.23200e-01,1.23200e-01,0.00000e+00,-1.05549e+00,-1.05549e+00,inf,3.90364e+00,3.90364e+00,-inf,1.47248e+01,4.29000e+05,4.29000e+05
6.80000e-01,1.77961e+02,9.32280e+00,1.37100e+01,1.77961e+02,9.32280e+00,1.37100e+01,9.36968e-08,1.77961e+02,9.32280e+00,1.37100e+01,9.36968e-08,1.23200e-01,1.23200e-01,0.00000e+00,-1.06472e+00,-1.06472e+00,inf,3.90733e+00,3.90733e+00,-inf,1.47285e+01,4.29000e+05,4.29000e+05
