-0.8, -322000000.0
-0.797, 796000000.0
-0.793, 1330000000.0
-0.79, 799000000.0
-0.786, 2520000000.0
-0.783, -1010000000.0
-0.78, 174000000.0
-0.776, -570000000.0
-0.773, 465000000.0
-0.77, 139000000.0
-0.766, 1530000000.0
-0.763, 884000000.0
-0.759, 1260000000.0
-0.756, 1370000000.0
-0.753, 1020000000.0
-0.749, 289000000.0
-0.746, 2010000000.0
-0.743, 700000000.0
-0.739, 2030000000.0
-0.736, 567000000.0
-0.732, 1570000000.0
-0.729, 3120000000.0
-0.726, 864000000.0
-0.722, 1850000000.0
-0.719, 1260000000.0
-0.716, 2260000000.0
-0.712, 2730000000.0
-0.709, 2480000000.0
-0.705, 2880000000.0
-0.702, 2090000000.0
-0.699, 2990000000.0
-0.695, 4680000000.0
-0.692, 3140000000.0
-0.689, 4870000000.0
-0.685, 4730000000.0
-0.682, 2950000000.0
-0.678, 3180000000.0
-0.675, 5100000000.0
-0.672, 5730000000.0
-0.668, 3550000000.0
-0.665, 4530000000.0
-0.662, 4520000000.0
-0.658, 6290000000.0
-0.655, 5200000000.0
-0.651, 5630000000.0
-0.648, 6460000000.0
-0.641, 4980000000.0
-0.638, 7170000000.0
-0.635, 7870000000.0
-0.631, 6120000000.0
-0.628, 8110000000.0
-0.624, 8260000000.0
-0.621, 8700000000.0
-0.618, 8500000000.0
-0.611, 11000000000.0
-0.608, 11000000000.0
-0.604, 9720000000.0
-0.601, 12400000000.0
-0.597, 11900000000.0
-0.594, 12400000000.0
-0.591, 13500000000.0
-0.587, 13100000000.0
-0.584, 13600000000.0
-0.581, 16500000000.0
-0.57, 19600000000.0
-0.567, 18900000000.0
-0.564, 20000000000.0
-0.56, 21600000000.0
-0.554, 27000000000.0
-0.547, 31700000000.0
-0.543, 33900000000.0
-0.533, 42700000000.0
-0.527, 48500000000.0
-0.523, 49300000000.0
-0.52, 53700000000.0
-0.516, 55600000000.0
-0.513, 56500000000.0
-0.51, 60600000000.0
-0.506, 61000000000.0
-0.503, 62200000000.0
-0.5, 65300000000.0
-0.496, 66300000000.0
-0.493, 69700000000.0
-0.489, 71200000000.0
-0.486, 73300000000.0
-0.483, 73300000000.0
-0.479, 77300000000.0
-0.476, 79100000000.0
-0.473, 81600000000.0
-0.469, 85300000000.0
-0.466, 84400000000.0
-0.462, 89500000000.0
-0.459, 91700000000.0
-0.456, 95000000000.0
-0.446, 109000000000.0
-0.442, 110000000000.0
-0.422, 129000000000.0
-0.415, 137000000000.0
-0.412, 140000000000.0
-0.408, 141000000000.0
-0.402, 151000000000.0
-0.398, 153000000000.0
-0.395, 158000000000.0
-0.392, 160000000000.0
-0.388, 165000000000.0
-0.385, 166000000000.0
-0.378, 172000000000.0
-0.375, 175000000000.0
-0.371, 178000000000.0
-0.368, 179000000000.0
-0.365, 182000000000.0
-0.361, 183000000000.0
-0.358, 186000000000.0
-0.354, 187000000000.0
-0.351, 189000000000.0
-0.348, 188000000000.0
-0.344, 190000000000.0
-0.341, 190000000000.0
-0.338, 190000000000.0
-0.334, 191000000000.0
-0.331, 190000000000.0
-0.327, 190000000000.0
