# B = brightest mass bin, L = leading fragment, M = main
# Time (s), B ht (km), B len (km), B vel (km/s), L ht (km), L len (km), L vel (km/s), L dyn press (Gamma = 1.0; MPa), M ht (km), M len (km), M vel (km/s), M dyn press (Gamma = 1.0; MPa), Tau total (%), Tau main (%), Tau grain (%), Abs mag total, Abs mag main, Abs mag grain, log10 Lum total (W), log10 Lum main (W), log10 Lum grain (W), log10 Electron line density (-/m), Mass total (kg), Mass main (kg)
1.00000e-02,1.79936e+02,1.31220e-01,1.31220e+01,1.79936e+02,1.31220e-01,1.31220e+01,6.74070e-08,1.79936e+02,1.31220e-01,1.31220e+01,6.74070e-08,4.15395e-02,4.15395e-02,0.00000e+00,1.10271e+00,1.10271e+00,inf,3.04036e+00,3.04036e+00,-inf,1.42286e+01,2.00000e+05,2.00000e+05
2.00000e-02,1.79872e+02,2.62440e-01,1.31220e+01,1.79872e+02,2.62440e-01,1.31220e+01,6.79449e-08,1.79872e+02,2.62440e-01,1.31220e+01,6.79449e-08,4.15395e-02,4.15395e-02,0.00000e+00,1.09408e+00,1.09408e+00,inf,3.04381e+00,3.04381e+00,-inf,1.42320e+01,2.00000e+05,2.00000e+05
3.00000e-02,1.79809e+02,3.93660e-01,1.31220e+01,1.79809e+02,3.93660e-01,1.31220e+01,6.84842e-08,1.79809e+02,3.93660e-01,1.31220e+01,6.84842e-08,4.15395e-02,4.15395e-02,0.00000e+00,1.08549e+00,1.08549e+00,inf,3.04725e+00,3.04725e+00,-inf,1.42354e+01,2.00000e+05,2.00000e+05
4.00000e-02,1.79745e+02,5.24880e-01,1.31220e+01,1.79745e+02,5.24880e-01,1.31220e+01,6.90248e-08,1.79745e+02,5.24880e-01,1.31220e+01,6.90248e-08,4.15395e-02,4.15395e-02,0.00000e+00,1.07696e+00,1.07696e+00,inf,3.05066e+00,3.05066e+00,-inf,1.42389e+01,2.00000e+05,2.00000e+05
5.00000e-02,1.79681e+02,6.56100e-01,1.31220e+01,1.79681e+02,6.56100e-01,1.31220e+01,6.95667e-08,1.79681e+02,6.56100e-01,1.31220e+01,6.95667e-08,4.15395e-02,4.15395e-02,0.00000e+00,1.06847e+00,1.06847e+00,inf,3.05406e+00,3.05406e+00,-inf,1.42422e+01,2.00000e+05,2.00000e+05
6.00000e-02,1.79617e+02,7.87320e-01,1.31220e+01,1.79617e+02,7.87320e-01,1.31220e+01,7.01099e-08,1.79617e+02,7.87320e-01,1.31220e+01,7.01099e-08,4.15395e-02,4.15395e-02,0.00000e+00,1.06002e+00,1.06002e+00,inf,3.05743e+00,3.05743e+00,-inf,1.42456e+01,2.00000e+05,2.00000e+05
7.00000e-02,1.79553e+02,9.18540e-01,1.31220e+01,1.79553e+02,9.18540e-01,1.31220e+01,7.06544e-08,1.79553e+02,9.18540e-01,1.31220e+01,7.06544e-08,4.15395e-02,4.15395e-02,0.00000e+00,1.05162e+00,1.05162e+00,inf,3.06079e+00,3.06079e+00,-inf,1.42490e+01,2.00000e+05,2.00000e+05
8.00000e-02,1.79489e+02,1.04976e+00,1.31220e+01,1.79489e+02,1.04976e+00,1.31220e+01,7.12001e-08,1.79489e+02,1.04976e+00,1.31220e+01,7.12001e-08,4.15395e-02,4.15395e-02,0.00000e+00,1.04327e+00,1.04327e+00,inf,3.06414e+00,3.06414e+00,-inf,1.42523e+01,2.00000e+05,2.00000e+05
9.00000e-02,1.79426e+02,1.18098e+00,1.31220e+01,1.79426e+02,1.18098e+00,1.31220e+01,7.17471e-08,1.79426e+02,1.18098e+00,1.31220e+01,7.17471e-08,4.15395e-02,4.15395e-02,0.00000e+00,1.03496e+00,1.03496e+00,inf,3.06746e+00,3.06746e+00,-inf,1.42557e+01,2.00000e+05,2.00000e+05
1.00000e-01,1.79362e+02,1.31220e+00,1.31220e+01,1.79362e+02,1.31220e+00,1.31220e+01,7.22953e-08,1.79362e+02,1.31220e+00,1.31220e+01,7.22953e-08,4.15395e-02,4.15395e-02,0.00000e+00,1.02669e+00,1.02669e+00,inf,3.07077e+00,3.07077e+00,-inf,1.42590e+01,2.00000e+05,2.00000e+05
1.10000e-01,1.79298e+02,1.44342e+00,1.31220e+01,1.79298e+02,1.44342e+00,1.31220e+01,7.28446e-08,1.79298e+02,1.44342e+00,1.31220e+01,7.28446e-08,4.15395e-02,4.15395e-02,0.00000e+00,1.01847e+00,1.01847e+00,inf,3.07405e+00,3.07405e+00,-inf,1.42622e+01,2.00000e+05,2.00000e+05
1.20000e-01,1.79234e+02,1.57464e+00,1.31220e+01,1.79234e+02,1.57464e+00,1.31220e+01,7.33952e-08,1.79234e+02,1.57464e+00,1.31220e+01,7.33952e-08,4.15395e-02,4.15395e-02,0.00000e+00,1.01030e+00,1.01030e+00,inf,3.07732e+00,3.07732e+00,-inf,1.42655e+01,2.00000e+05,2.00000e+05
1.30000e-01,1.79170e+02,1.70586e+00,1.31220e+01,1.79170e+02,1.70586e+00,1.31220e+01,7.39468e-08,1.79170e+02,1.70586e+00,1.31220e+01,7.39468e-08,4.15395e-02,4.15395e-02,0.00000e+00,1.00217e+00,1.00217e+00,inf,3.08057e+00,3.08057e+00,-inf,1.42688e+01,2.00000e+05,2.00000e+05
1.40000e-01,1.79107e+02,1.83708e+00,1.31220e+01,1.79107e+02,1.83708e+00,1.31220e+01,7.44996e-08,1.79107e+02,1.83708e+00,1.31220e+01,7.44996e-08,4.15395e-02,4.15395e-02,0.00000e+00,9.94084e-01,9.94084e-01,inf,3.08381e+00,3.08381e+00,-inf,1.42720e+01,2.00000e+05,2.00000e+05
1.50000e-01,1.79043e+02,1.96830e+00,1.31220e+01,1.79043e+02,1.96830e+00,1.31220e+01,7.50534e-08,1.79043e+02,1.96830e+00,1.31220e+01,7.50534e-08,4.15395e-02,4.15395e-02,0.00000e+00,9.86042e-01,9.86042e-01,inf,3.08703e+00,3.08703e+00,-inf,1.42752e+01,2.00000e+05,2.00000e+05
1.60000e-01,1.78979e+02,2.09952e+00,1.31220e+01,1.78979e+02,2.09952e+00,1.31220e+01,7.56084e-08,1.78979e+02,2.09952e+00,1.31220e+01,7.56084e-08,4.15395e-02,4.15395e-02,0.00000e+00,9.78044e-01,9.78044e-01,inf,3.09023e+00,3.09023e+00,-inf,1.42784e+01,2.00000e+05,2.00000e+05
1.70000e-01,1.78915e+02,2.23074e+00,1.31220e+01,1.78915e+02,2.23074e+00,1.31220e+01,7.61643e-08,1.78915e+02,2.23074e+00,1.31220e+01,7.61643e-08,4.15395e-02,4.15395e-02,0.00000e+00,9.70089e-01,9.70089e-01,inf,3.09341e+00,3.09341e+00,-inf,1.42816e+01,2.00000e+05,2.00000e+05
1.80000e-01,1.78852e+02,2.36196e+00,1.31220e+01,1.78852e+02,2.36196e+00,1.31220e+01,7.67213e-08,1.78852e+02,2.36196e+00,1.31220e+01,7.67213e-08,4.15395e-02,4.15395e-02,0.00000e+00,9.62178e-01,9.62178e-01,inf,3.09657e+00,3.09657e+00,-inf,1.42848e+01,2.00000e+05,2.00000e+05
1.90000e-01,1.78788e+02,2.49318e+00,1.31220e+01,1.78788e+02,2.49318e+00,1.31220e+01,7.72793e-08,1.78788e+02,2.49318e+00,1.31220e+01,7.72793e-08,4.15395e-02,4.15395e-02,0.00000e+00,9.54311e-01,9.54311e-01,inf,3.09972e+00,3.09972e+00,-inf,1.42879e+01,2.00000e+05,2.00000e+05
