# B = brightest mass bin, L = leading fragment, M = main
# Time (s), B ht (km), B len (km), B vel (km/s), L ht (km), L len (km), L vel (km/s), L dyn press (Gamma = 1.0; MPa), M ht (km), M len (km), M vel (km/s), M dyn press (Gamma = 1.0; MPa), Tau total (%), Tau main (%), Tau grain (%), Abs mag total, Abs mag main, Abs mag grain, log10 Lum total (W), log10 Lum main (W), log10 Lum grain (W), log10 Electron line density (-/m), Mass total (kg), Mass main (kg)
5.00000e-03,1.79939e+02,1.20500e-01,2.41000e+01,1.79939e+02,1.20500e-01,2.41000e+01,2.90126e-07,1.79939e+02,1.20500e-01,2.41000e+01,2.90126e-07,8.17088e-02,8.17088e-02,0.00000e+00,1.73560e-02,1.73560e-02,inf,3.47450e+00,3.47450e+00,-inf,1.53886e+01,3.50000e+03,3.50000e+03
1.00000e-02,1.79879e+02,2.41000e-01,2.41000e+01,1.79879e+02,2.41000e-01,2.41000e+01,2.91071e-07,1.79879e+02,2.41000e-01,2.41000e+01,2.91071e-07,8.17088e-02,8.17088e-02,0.00000e+00,1.38228e-02,1.38228e-02,inf,3.47591e+00,3.47591e+00,-inf,1.53900e+01,3.50000e+03,3.50000e+03
1.50000e-02,1.79818e+02,3.61500e-01,2.41000e+01,1.79818e+02,3.61500e-01,2.41000e+01,2.92018e-07,1.79818e+02,3.61500e-01,2.41000e+01,2.92018e-07,8.17088e-02,8.17088e-02,0.00000e+00,1.02961e-02,1.02961e-02,inf,3.47732e+00,3.47732e+00,-inf,1.53914e+01,3.50000e+03,3.50000e+03
2.00000e-02,1.79757e+02,4.82000e-01,2.41000e+01,1.79757e+02,4.82000e-01,2.41000e+01,2.92967e-07,1.79757e+02,4.82000e-01,2.41000e+01,2.92967e-07,8.17088e-02,8.17088e-02,0.00000e+00,6.77564e-03,6.77564e-03,inf,3.47873e+00,3.47873e+00,-inf,1.53928e+01,3.50000e+03,3.50000e+03
2.50000e-02,1.79697e+02,6.02500e-01,2.41000e+01,1.79697e+02,6.02500e-01,2.41000e+01,2.93916e-07,1.79697e+02,6.02500e-01,2.41000e+01,2.93916e-07,8.17088e-02,8.17088e-02,0.00000e+00,3.26154e-03,3.26154e-03,inf,3.48014e+00,3.48014e+00,-inf,1.53942e+01,3.50000e+03,3.50000e+03
3.00000e-02,1.79636e+02,7.23000e-01,2.41000e+01,1.79636e+02,7.23000e-01,2.41000e+01,2.94867e-07,1.79636e+02,7.23000e-01,2.41000e+01,2.94867e-07,8.17088e-02,8.17088e-02,0.00000e+00,-2.46237e-04,-2.46237e-04,inf,3.48154e+00,3.48154e+00,-inf,1.53956e+01,3.50000e+03,3.50000e+03
3.50000e-02,1.79575e+02,8.43500e-01,2.41000e+01,1.79575e+02,8.43500e-01,2.41000e+01,2.95820e-07,1.79575e+02,8.43500e-01,2.41000e+01,2.95820e-07,8.17088e-02,8.17088e-02,0.00000e+00,-3.74771e-03,-3.74771e-03,inf,3.48294e+00,3.48294e+00,-inf,1.53970e+01,3.50000e+03,3.50000e+03
4.00000e-02,1.79515e+02,9.64000e-01,2.41000e+01,1.79515e+02,9.64000e-01,2.41000e+01,2.96774e-07,1.79515e+02,9.64000e-01,2.41000e+01,2.96774e-07,8.17088e-02,8.17088e-02,0.00000e+00,-7.24290e-03,-7.24290e-03,inf,3.48434e+00,3.48434e+00,-inf,1.53984e+01,3.50000e+03,3.50000e+03
4.50000e-02,1.79454e+02,1.08450e+00,2.41000e+01,1.79454e+02,1.08450e+00,2.41000e+01,2.97729e-07,1.79454e+02,1.08450e+00,2.41000e+01,2.97729e-07,8.17088e-02,8.17088e-02,0.00000e+00,-1.07318e-02,-1.07318e-02,inf,3.48574e+00,3.48574e+00,-inf,1.53998e+01,3.50000e+03,3.50000e+03
5.00000e-02,1.79393e+02,1.20500e+00,2.41000e+01,1.79393e+02,1.20500e+00,2.41000e+01,2.98686e-07,1.79393e+02,1.20500e+00,2.41000e+01,2.98686e-07,8.17088e-02,8.17088e-02,0.00000e+00,-1.42144e-02,-1.42144e-02,inf,3.48713e+00,3.48713e+00,-inf,1.54012e+01,3.50000e+03,3.50000e+03
