# B = brightest mass bin, L = leading fragment, M = main
# Time (s), B ht (km), B len (km), B vel (km/s), L ht (km), L len (km), L vel (km/s), L dyn press (Gamma = 1.0; MPa), M ht (km), M len (km), M vel (km/s), M dyn press (Gamma = 1.0; MPa), Tau total (%), Tau main (%), Tau grain (%), Abs mag total, Abs mag main, Abs mag grain, log10 Lum total (W), log10 Lum main (W), log10 Lum grain (W), log10 Electron line density (-/m), Mass total (kg), Mass main (kg)
4.00000e-02,1.79742e+02,6.22800e-01,1.55700e+01,1.79742e+02,6.22800e-01,1.55700e+01,1.06136e-07,1.79742e+02,6.22800e-01,1.55700e+01,1.06136e-07,1.26000e-01,1.26000e-01,0.00000e+00,-1.48853e+00,-1.48853e+00,inf,4.07685e+00,4.07685e+00,-inf,1.51622e+01,4.47000e+05,4.47000e+05
8.00000e-02,1.79483e+02,1.24560e+00,1.55700e+01,1.79483e+02,1.24560e+00,1.55700e+01,1.08795e-07,1.79483e+02,1.24560e+00,1.55700e+01,1.08795e-07,1.26000e-01,1.26000e-01,0.00000e+00,-1.51539e+00,-1.51539e+00,inf,4.08760e+00,4.08760e+00,-inf,1.51730e+01,4.47000e+05,4.47000e+05
1.20000e-01,1.79225e+02,1.86840e+00,1.55700e+01,1.79225e+02,1.86840e+00,1.55700e+01,1.11462e-07,1.79225e+02,1.86840e+00,1.55700e+01,1.11462e-07,1.26000e-01,1.26000e-01,0.00000e+00,-1.54168e+00,-1.54168e+00,inf,4.09812e+00,4.09812e+00,-inf,1.51835e+01,4.47000e+05,4.47000e+05
1.60000e-01,1.78967e+02,2.49120e+00,1.55700e+01,1.78967e+02,2.49120e+00,1.55700e+01,1.14135e-07,1.78967e+02,2.49120e+00,1.55700e+01,1.14135e-07,1.26000e-01,1.26000e-01,0.00000e+00,-1.56742e+00,-1.56742e+00,inf,4.10841e+00,4.10841e+00,-inf,1.51938e+01,4.47000e+05,4.47000e+05
2.00000e-01,1.78708e+02,3.11400e+00,1.55700e+01,1.78708e+02,3.11400e+00,1.55700e+01,1.16814e-07,1.78708e+02,3.11400e+00,1.55700e+01,1.16814e-07,1.26000e-01,1.26000e-01,0.00000e+00,-1.59260e+00,-1.59260e+00,inf,4.11848e+00,4.11848e+00,-inf,1.52039e+01,4.47000e+05,4.47000e+05
2.40000e-01,1.78450e+02,3.73680e+00,1.55700e+01,1.78450e+02,3.73680e+00,1.55700e+01,1.19495e-07,1.78450e+02,3.73680e+00,1.55700e+01,1.19495e-07,1.26000e-01,1.26000e-01,0.00000e+00,-1.61724e+00,-1.61724e+00,inf,4.12834e+00,4.12834e+00,-inf,1.52137e+01,4.47000e+05,4.47000e+05
2.80000e-01,1.78192e+02,4.35960e+00,1.55700e+01,1.78192e+02,4.35960e+00,1.55700e+01,1.22179e-07,1.78192e+02,4.35960e+00,1.55700e+01,1.22179e-07,1.26000e-01,1.26000e-01,0.00000e+00,-1.64136e+00,-1.64136e+00,inf,4.13799e+00,4.13799e+00,-inf,1.52234e+01,4.47000e+05,4.47000e+05
3.20000e-01,1.77934e+02,4.98240e+00,1.55700e+01,1.77934e+02,4.98240e+00,1.55700e+01,1.24864e-07,1.77934e+02,4.98240e+00,1.55700e+01,1.24864e-07,1.26000e-01,1.26000e-01,0.00000e+00,-1.66496e+00,-1.66496e+00,inf,4.14743e+00,4.14743e+00,-inf,1.52328e+01,4.47000e+05,4.47000e+05
3.60000e-01,1.77676e+02,5.60520e+00,1.55700e+01,1.77676e+02,5.60520e+00,1.55700e+01,1.27549e-07,1.77676e+02,5.60520e+00,1.55700e+01,1.27549e-07,1.26000e-01,1.26000e-01,0.00000e+00,-1.68806e+00,-1.68806e+00,inf,4.15667e+00,4.15667e+00,-inf,1.52421e+01,4.47000e+05,4.47000e+05
4.00000e-01,1.77418e+02,6.22800e+00,1.55700e+01,1.77418e+02,6.22800e+00,1.55700e+01,1.30232e-07,1.77418e+02,6.22800e+00,1.55700e+01,1.30232e-07,1.26000e-01,1.26000e-01,0.00000e+00,-1.71066e+00,-1.71066e+00,inf,4.16571e+00,4.16571e+00,-inf,1.52511e+01,4.47000e+05,4.47000e+05
4.40000e-01,1.77160e+02,6.85080e+00,1.55700e+01,1.77160e+02,6.85080e+00,1.55700e+01,1.32912e-07,1.77160e+02,6.85080e+00,1.55700e+01,1.32912e-07,1.26000e-01,1.26000e-01,0.00000e+00,-1.73277e+00,-1.73277e+00,inf,4.17455e+00,4.17455e+00,-inf,1.52599e+01,4.47000e+05,4.47000e+05
