# Trajectory data computed from the USG input file.
#
# Reference time (UTC) = 2016-02-06 13:55:09
# Reference JD         = 2457425.079965
# Begin point
#     Lat    =  -30.479808 deg
#     Lon    =  -26.042436 deg
#     Height =  53.2768 km
# End point
#     Lat    =  -30.352302 deg
#     Lon    =  -25.183688 deg
#     Height =  18.2796 km
# Radiant
#     RA     = 244.3807 deg
#     Dec    = -18.7257 deg
#     Az     = 260.4900 deg
#     Alt    = +21.9100 deg
#
# Time (s), Ht. (km),  Lat. (deg),  Lon. (deg), AbsMag
 -3.794000,  53.2768,  -30.479808,  -26.042436, -15.94
 -3.791000,  53.2590,  -30.479746,  -26.042008, -13.91
 -3.784000,  53.2174,  -30.479602,  -26.041010, -16.92
 -3.780000,  53.1937,  -30.479519,  -26.040440, -14.25
 -3.777000,  53.1759,  -30.479457,  -26.040012, -16.11
 -3.774000,  53.1581,  -30.479395,  -26.039584, -16.74
 -3.770000,  53.1344,  -30.479313,  -26.039014, -16.81
 -3.757000,  53.0573,  -30.479044,  -26.037160, -17.36
 -3.743000,  52.9742,  -30.478755,  -26.035164, -15.77
 -3.730000,  52.8971,  -30.478486,  -26.033310, -16.14
 -3.726000,  52.8734,  -30.478404,  -26.032740, -11.40
 -3.716000,  52.8141,  -30.478197,  -26.031314, -17.55
 -3.713000,  52.7963,  -30.478135,  -26.030886, -16.15
 -3.706000,  52.7548,  -30.477990,  -26.029888, -17.74
 -3.703000,  52.7370,  -30.477928,  -26.029460, -16.76
 -3.696000,  52.6955,  -30.477784,  -26.028462, -17.13
 -3.693000,  52.6777,  -30.477722,  -26.028034, -16.76
 -3.689000,  52.6540,  -30.477639,  -26.027464, -15.55
 -3.686000,  52.6362,  -30.477577,  -26.027036, -16.65
 -3.683000,  52.6184,  -30.477515,  -26.026608, -14.01
 -3.676000,  52.5769,  -30.477370,  -26.025610, -17.06
 -3.672000,  52.5532,  -30.477288,  -26.025039, -16.90
 -3.669000,  52.5354,  -30.477226,  -26.024612, -16.76
 -3.666000,  52.5176,  -30.477164,  -26.024184, -16.32
 -3.662000,  52.4939,  -30.477081,  -26.023613, -15.03
 -3.659000,  52.4761,  -30.477019,  -26.023185, -17.89
 -3.652000,  52.4346,  -30.476874,  -26.022187, -15.53
 -3.646000,  52.3990,  -30.476750,  -26.021331, -15.22
 -3.642000,  52.3753,  -30.476667,  -26.020761, -16.95
 -3.639000,  52.3575,  -30.476605,  -26.020333, -15.85
 -3.635000,  52.3338,  -30.476523,  -26.019763, -16.56
 -3.625000,  52.2746,  -30.476316,  -26.018337, -16.70
 -3.622000,  52.2568,  -30.476254,  -26.017909, -16.42
 -3.618000,  52.2331,  -30.476171,  -26.017338, -15.48
 -3.612000,  52.1975,  -30.476047,  -26.016483, -14.88
 -3.595000,  52.0967,  -30.475695,  -26.014058, -16.38
 -3.585000,  52.0375,  -30.475488,  -26.012632, -15.61
 -3.578000,  51.9960,  -30.475343,  -26.011633, -16.49
 -3.571000,  51.9545,  -30.475199,  -26.010635, -14.01
 -3.568000,  51.9367,  -30.475137,  -26.010207, -15.51
 -3.564000,  51.9130,  -30.475054,  -26.009637, -15.03
 -3.561000,  51.8953,  -30.474992,  -26.009209, -17.19
 -3.551000,  51.8360,  -30.474785,  -26.007782, -15.99
 -3.544000,  51.7945,  -30.474640,  -26.006784, -15.00
 -3.538000,  51.7590,  -30.474516,  -26.005928, -14.71
 -3.524000,  51.6761,  -30.474226,  -26.003932, -14.25
 -3.521000,  51.6583,  -30.474164,  -26.003504, -17.39
 -3.514000,  51.6168,  -30.474019,  -26.002505, -16.73
 -3.510000,  51.5931,  -30.473936,  -26.001934, -14.25
 -3.504000,  51.5576,  -30.473812,  -26.001079, -16.54
 -3.500000,  51.5339,  -30.473729,  -26.000508, -16.38
 -3.490000,  51.4746,  -30.473522,  -25.999082, -16.69
 -3.487000,  51.4569,  -30.473460,  -25.998654, -17.29
 -3.470000,  51.3562,  -30.473108,  -25.996229, -15.44
 -3.467000,  51.3384,  -30.473045,  -25.995801, -17.10
 -3.456000,  51.2733,  -30.472818,  -25.994232, -17.11
 -3.453000,  51.2555,  -30.472755,  -25.993804, -15.59
 -3.443000,  51.1963,  -30.472548,  -25.992377, -17.47
 -3.433000,  51.1371,  -30.472341,  -25.990951, -16.27
 -3.430000,  51.1193,  -30.472279,  -25.990523, -16.81
 -3.426000,  51.0956,  -30.472196,  -25.989952, -16.31
 -3.416000,  51.0364,  -30.471989,  -25.988526, -17.02
 -3.413000,  51.0187,  -30.471927,  -25.988097, -15.78
 -3.409000,  50.9950,  -30.471844,  -25.987527, -17.45
 -3.402000,  50.9535,  -30.471699,  -25.986528, -15.87
 -3.399000,  50.9358,  -30.471636,  -25.986100, -16.77
 -3.372000,  50.7760,  -30.471077,  -25.982248, -16.15
 -3.359000,  50.6990,  -30.470807,  -25.980394, -16.98
 -3.348000,  50.6339,  -30.470579,  -25.978824, -17.46
 -3.345000,  50.6161,  -30.470517,  -25.978396, -15.67
 -3.335000,  50.5570,  -30.470309,  -25.976969, -15.85
 -3.332000,  50.5392,  -30.470247,  -25.976542, -14.32
 -3.328000,  50.5155,  -30.470164,  -25.975971, -15.22
 -3.325000,  50.4978,  -30.470102,  -25.975543, -16.46
 -3.322000,  50.4800,  -30.470040,  -25.975115, -17.04
 -3.318000,  50.4564,  -30.469957,  -25.974544, -17.36
 -3.315000,  50.4386,  -30.469894,  -25.974116, -14.84
 -3.305000,  50.3794,  -30.469687,  -25.972689, -16.02
 -3.301000,  50.3558,  -30.469604,  -25.972118, -15.25
 -3.298000,  50.3380,  -30.469542,  -25.971690, -15.93
 -3.294000,  50.3143,  -30.469459,  -25.971120, -17.37
 -3.291000,  50.2966,  -30.469397,  -25.970692, -16.05
 -3.288000,  50.2788,  -30.469334,  -25.970263, -17.78
 -3.284000,  50.2552,  -30.469251,  -25.969693, -17.22
 -3.281000,  50.2374,  -30.469189,  -25.969265, -17.45
 -3.278000,  50.2197,  -30.469127,  -25.968837, -16.94
 -3.274000,  50.1960,  -30.469044,  -25.968266, -16.71
 -3.271000,  50.1783,  -30.468981,  -25.967838, -17.12
 -3.268000,  50.1605,  -30.468919,  -25.967410, -17.47
 -3.264000,  50.1369,  -30.468836,  -25.966839, -16.91
 -3.261000,  50.1191,  -30.468774,  -25.966411, -17.28
 -3.257000,  50.0954,  -30.468691,  -25.965840, -16.62
 -3.254000,  50.0777,  -30.468629,  -25.965412, -17.15
 -3.247000,  50.0363,  -30.468483,  -25.964413, -17.36
 -3.244000,  50.0185,  -30.468421,  -25.963985, -17.48
 -3.240000,  49.9949,  -30.468338,  -25.963414, -16.77
 -3.234000,  49.9594,  -30.468213,  -25.962558, -16.69
 -3.230000,  49.9357,  -30.468130,  -25.961987, -17.57
 -3.227000,  49.9180,  -30.468068,  -25.961559, -16.70
 -3.224000,  49.9003,  -30.468006,  -25.961131, -16.22
 -3.220000,  49.8766,  -30.467923,  -25.960560, -17.75
 -3.217000,  49.8589,  -30.467860,  -25.960132, -17.68
 -3.214000,  49.8411,  -30.467798,  -25.959704, -17.55
 -3.210000,  49.8175,  -30.467715,  -25.959133, -18.05
 -3.207000,  49.7997,  -30.467653,  -25.958705, -17.31
 -3.203000,  49.7761,  -30.467570,  -25.958135, -17.67
 -3.200000,  49.7583,  -30.467507,  -25.957707, -18.29
 -3.197000,  49.7406,  -30.467445,  -25.957278, -17.68
 -3.193000,  49.7169,  -30.467362,  -25.956708, -17.76
 -3.190000,  49.6992,  -30.467300,  -25.956279, -17.19
 -3.186000,  49.6755,  -30.467217,  -25.955709, -17.40
 -3.183000,  49.6578,  -30.467154,  -25.955280, -17.89
 -3.180000,  49.6400,  -30.467092,  -25.954852, -17.15
 -3.176000,  49.6164,  -30.467009,  -25.954281, -16.86
 -3.173000,  49.5987,  -30.466947,  -25.953853, -15.63
 -3.170000,  49.5809,  -30.466884,  -25.953425, -17.68
 -3.166000,  49.5573,  -30.466801,  -25.952854, -16.85
 -3.163000,  49.5395,  -30.466739,  -25.952426, -17.97
 -3.160000,  49.5218,  -30.466676,  -25.951998, -17.94
 -3.156000,  49.4981,  -30.466593,  -25.951427, -17.19
 -3.153000,  49.4804,  -30.466531,  -25.950999, -16.56
 -3.149000,  49.4568,  -30.466448,  -25.950428, -16.95
 -3.146000,  49.4390,  -30.466386,  -25.950000, -17.48
 -3.143000,  49.4213,  -30.466323,  -25.949572, -17.11
 -3.139000,  49.3976,  -30.466240,  -25.949001, -17.66
 -3.136000,  49.3799,  -30.466178,  -25.948573, -16.02
 -3.132000,  49.3563,  -30.466095,  -25.948002, -17.73
