Bolide Detection Notification: 2019-112

At 21:42:10 UT on 22 Apr 2019, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was Lat 48.8S, Lon 67.8E.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was determined to be approximately 2.38e+10 watts/steradian, and total radiated flash
energy 1.24e+11 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-1.998,  8.29e+08),
           (-1.995, -7.02e+08),
           (-1.991,  7.50e+08),
           (-1.988,  6.01e+08),
           (-1.985,  8.76e+08),
           (-1.981, -3.41e+08),
           (-1.978,  5.34e+08),
           (-1.974, -5.01e+08),
           (-1.971,  5.89e+07),
           (-1.968,  3.24e+08),
           (-1.964, -5.26e+08),
           (-1.958,  1.48e+09),
           (-1.954, -5.16e+08),
           (-1.951, -7.40e+08),
           (-1.947, -4.66e+08),
           (-1.944,  8.47e+08),
           (-1.941,  5.51e+08),
           (-1.937,  1.11e+09),
           (-1.934, -1.47e+08),
           (-1.931,  6.42e+08),
           (-1.927, -1.20e+08),
           (-1.924,  1.30e+09),
           (-1.920, -1.26e+08),
           (-1.917,  1.65e+09),
           (-1.914,  2.05e+08),
           (-1.910,  1.66e+09),
           (-1.907,  1.03e+09),
           (-1.903,  7.86e+08),
           (-1.900,  1.49e+09),
           (-1.897,  7.73e+08),
           (-1.893,  8.66e+08),
           (-1.890, -9.86e+08),
           (-1.887, -6.54e+07),
           (-1.883,  3.54e+08),
           (-1.877, -9.52e+08),
           (-1.873, -1.57e+08),
           (-1.870,  1.51e+08),
           (-1.866,  4.35e+07),
           (-1.863, -1.72e+09),
           (-1.860, -4.94e+07),
           (-1.856, -7.04e+08),
           (-1.853, -3.66e+08),
           (-1.850, -2.38e+08),
           (-1.846,  7.03e+08),
           (-1.843, -4.40e+08),
           (-1.839, -5.43e+07),
           (-1.836, -1.01e+09),
           (-1.833,  3.06e+08),
           (-1.829, -9.67e+08),
           (-1.826, -1.52e+09),
           (-1.823,  4.04e+07),
           (-1.819, -3.98e+08),
           (-1.816,  1.02e+08),
           (-1.812, -1.27e+09),
           (-1.806,  8.33e+08),
           (-1.802,  6.01e+08),
           (-1.799,  8.62e+08),
           (-1.796,  8.99e+08),
           (-1.792,  7.66e+08),
           (-1.789,  8.81e+08),
           (-1.785,  2.13e+09),
           (-1.782,  9.15e+08),
           (-1.775, -1.77e+08),
