Bolide Detection Notification: 2018-109

At 14:02:27 UT on 19 Apr 2018, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was Lat 7.5N, Lon 3.6E.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was determined to be approximately 9.94e+09 watts/steradian, and total radiated flash
energy 3.40e+10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-0.439,  1.52e+09),
           (-0.435, -7.64e+08),
           (-0.429,  3.42e+08),
           (-0.425, -1.45e+08),
           (-0.422, -1.52e+08),
           (-0.418,  1.41e+09),
           (-0.415,  1.38e+09),
           (-0.412,  6.52e+08),
           (-0.408, -1.03e+09),
           (-0.405,  1.93e+09),
           (-0.402, -7.50e+08),
           (-0.398,  1.29e+09),
           (-0.395,  5.53e+08),
           (-0.391, -1.81e+07),
           (-0.388,  1.70e+09),
           (-0.385,  4.20e+08),
           (-0.381,  1.22e+09),
           (-0.378,  4.81e+07),
           (-0.375,  2.04e+08),
           (-0.368,  1.91e+09),
           (-0.364,  2.09e+09),
           (-0.361,  8.12e+08),
           (-0.358,  9.57e+07),
           (-0.354,  5.23e+08),
           (-0.351, -1.27e+09),
           (-0.344,  1.74e+09),
           (-0.341,  1.77e+08),
           (-0.337,  2.75e+08),
           (-0.334,  8.16e+08),
           (-0.331,  3.97e+08),
           (-0.327, -8.72e+08),
           (-0.324,  5.20e+08),
           (-0.321,  4.17e+08),
           (-0.317,  6.30e+08),
           (-0.314, -1.91e+09),
           (-0.310, -1.29e+09),
           (-0.307,  1.25e+09),
           (-0.304,  2.09e+08),
           (-0.300,  1.99e+09),
           (-0.297, -1.16e+09),
           (-0.294, -3.34e+07),
           (-0.290,  1.48e+09),
           (-0.287,  1.14e+09),
           (-0.283,  1.05e+08),
           (-0.280,  1.82e+08),
           (-0.277,  1.88e+09),
           (-0.273, -1.81e+08),
           (-0.270,  5.06e+08),
           (-0.267,  1.53e+09),
           (-0.263, -7.41e+08),
           (-0.260,  4.46e+08),
           (-0.256,  1.35e+09),
           (-0.253,  1.95e+09),
           (-0.250, -5.31e+07),
           (-0.246,  1.08e+09),
           (-0.243,  4.64e+07),
           (-0.240,  2.65e+08),
           (-0.236,  3.56e+08),
           (-0.233,  9.53e+08),
           (-0.229,  1.25e+09),
           (-0.226, -1.57e+08),
