Bolide Detection Notification: 2008-295

At 02:20:26 UT on 21 Oct 2008, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash  was Lat 32.8N, Lon 165.6W.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was  determined to be approximately 1.4E10 watts/steradian, and total radiated flash
energy  4.6E10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-0.499,  1.66e+08),
           (-0.496, -1.63e+09),
           (-0.493, -2.20e+09),
           (-0.489, -3.69e+08),
           (-0.486, -1.44e+09),
           (-0.483, -2.28e+09),
           (-0.479, -1.54e+09),
           (-0.476, -5.53e+08),
           (-0.473, -4.04e+09),
           (-0.469, -5.36e+09),
           (-0.466, -3.42e+09),
           (-0.462, -4.54e+09),
           (-0.459, -4.53e+09),
           (-0.456, -1.69e+09),
           (-0.452, -2.26e+09),
           (-0.449, -2.46e+09),
           (-0.445, -2.38e+09),
           (-0.442,  7.48e+06),
           (-0.439,  6.03e+08),
           (-0.435,  2.42e+09),
           (-0.432,  3.96e+09),
           (-0.429,  3.50e+09),
           (-0.425,  1.98e+09),
           (-0.422, -1.48e+09),
           (-0.419, -2.56e+09),
           (-0.415, -9.95e+08),
           (-0.412, -9.90e+08),
           (-0.408,  1.65e+09),
           (-0.405,  2.98e+09),
           (-0.402,  1.75e+09),
           (-0.398,  1.26e+09),
           (-0.395,  1.40e+09),
           (-0.391,  2.32e+09),
           (-0.388,  2.87e+09),
           (-0.385,  2.06e+09),
           (-0.381,  2.84e+09),
           (-0.378,  3.79e+09),
           (-0.375,  2.23e+09),
           (-0.371,  1.23e+09),
           (-0.368,  2.50e+09),
           (-0.365,  2.64e+07),
           (-0.361,  2.33e+09),
           (-0.358,  3.00e+09),
           (-0.354,  2.50e+09),
           (-0.351,  1.59e+09),
           (-0.348,  1.44e+09),
           (-0.344, -2.38e+08),
           (-0.341, -2.46e+09),
           (-0.337, -1.81e+09),
           (-0.334, -2.53e+08),
           (-0.331,  9.92e+08),
           (-0.327, -7.66e+08),
           (-0.324, -4.57e+09),
           (-0.321, -2.80e+09),
           (-0.317, -6.74e+08),
           (-0.314, -1.75e+09),
           (-0.311,  6.79e+08),
           (-0.307,  3.14e+09),
           (-0.304,  1.07e+09),
           (-0.300, -9.82e+08),
           (-0.297, -5.33e+08),
           (-0.294, -7.10e+08),
           (-0.290, -1.92e+09),
           (-0.287,  3.56e+08),
           (-0.283,  2.11e+09),
           (-0.280,  1.51e+09),
           (-0.277,  5.95e+08),
           (-0.273, -1.18e+09),
           (-0.270,  1.24e+09),
           (-0.267,  4.28e+09),
           (-0.263,  3.32e+09),
           (-0.260,  6.12e+08),
           (-0.257, -4.41e+08),
           (-0.253,  6.28e+08),
           (-0.250,  5.50e+07),
           (-0.246,  6.56e+08),
           (-0.243,  9.27e+08),
           (-0.240,  8.29e+08),
           (-0.236, -1.78e+09),
           (-0.233, -5.46e+09),
           (-0.229, -6.24e+09),
           (-0.226, -5.98e+09),
           (-0.223, -5.58e+09),
           (-0.219, -4.69e+09),
           (-0.216, -3.01e+09),
           (-0.213, -5.59e+09),
           (-0.209, -3.09e+09),
           (-0.206, -4.15e+09),
           (-0.203, -2.49e+09),
           (-0.199, -7.08e+08),
           (-0.196,  1.07e+09),
           (-0.192,  1.13e+09),
           (-0.189,  2.83e+09),
           (-0.186, -1.82e+09),
           (-0.182, -1.81e+09),
           (-0.179,  2.21e+08),
           (-0.175, -1.87e+09),
           (-0.172, -1.65e+09),
           (-0.169, -9.43e+08),
           (-0.165,  6.77e+08),
           (-0.162, -2.55e+09),
           (-0.159, -3.01e+09),
           (-0.155, -5.08e+09),
           (-0.152, -4.84e+09),
           (-0.149, -1.83e+09),
           (-0.145, -8.22e+08),
           (-0.142,  1.80e+08),
           (-0.138,  4.98e+08),
           (-0.135,  5.63e+08),
           (-0.132,  2.54e+09),
           (-0.128,  4.76e+09),
           (-0.125,  4.34e+09),
           (-0.121,  1.92e+09),
           (-0.118,  4.54e+09),
           (-0.115,  2.68e+09),
           (-0.111,  5.31e+08),
           (-0.108,  9.33e+08),
           (-0.105,  4.38e+08),
           (-0.101,  3.24e+09),
           (-0.098,  7.11e+08),
           (-0.095,  2.48e+08),
           (-0.091,  1.53e+09),
           (-0.088,  1.17e+09),
           (-0.084, -6.40e+08),
           (-0.081,  9.72e+08),
           (-0.078,  1.22e+09),
           (-0.074,  1.84e+09),
           (-0.071,  1.78e+08),
           (-0.067, -1.49e+09),
           (-0.064,  8.70e+08),
           (-0.061,  4.54e+09),
           (-0.057,  4.10e+09),
           (-0.054,  1.86e+09),
           (-0.051,  3.15e+09),
           (-0.047,  3.71e+09),
           (-0.044,  7.45e+09),
           (-0.041,  8.41e+09),
           (-0.037,  6.61e+09),
           (-0.034,  5.16e+09),
           (-0.030,  3.55e+09),
           (-0.027,  5.02e+09),
           (-0.024,  4.31e+09),
           (-0.020,  5.31e+09),
           (-0.017,  4.69e+09),
           (-0.013,  4.33e+09),
           (-0.010,  3.50e+09),
           (-0.007,  6.46e+09),
           (-0.003,  7.70e+09),
           (-0.000,  9.93e+09),
           ( 0.003,  9.89e+09),
           ( 0.007,  1.07e+10),
           ( 0.010,  1.50e+10),
           ( 0.013,  1.67e+10),
           ( 0.017,  1.89e+10),
           ( 0.020,  1.97e+10),
           ( 0.024,  2.34e+10),
           ( 0.027,  2.49e+10),
           ( 0.030,  2.50e+10),
           ( 0.034,  2.65e+10),
           ( 0.037,  2.69e+10),
           ( 0.041,  2.56e+10),
           ( 0.044,  2.89e+10),
           ( 0.047,  3.29e+10),
           ( 0.051,  3.42e+10),
           ( 0.054,  3.62e+10),
           ( 0.057,  3.87e+10),
           ( 0.061,  4.11e+10),
           ( 0.064,  4.15e+10),
           ( 0.067,  4.36e+10),
           ( 0.071,  4.78e+10),
           ( 0.074,  4.79e+10),
           ( 0.078,  4.83e+10),
           ( 0.081,  4.91e+10),
           ( 0.084,  4.98e+10),
           ( 0.088,  5.23e+10),
           ( 0.091,  5.23e+10),
           ( 0.095,  5.10e+10),
           ( 0.098,  5.16e+10),
           ( 0.101,  5.41e+10),
           ( 0.105,  5.79e+10),
           ( 0.108,  5.82e+10),
           ( 0.111,  5.78e+10),
           ( 0.115,  5.72e+10),
           ( 0.118,  5.81e+10),
           ( 0.121,  5.60e+10),
           ( 0.125,  5.47e+10),
           ( 0.128,  5.64e+10),
           ( 0.132,  5.83e+10),
           ( 0.135,  5.97e+10),
           ( 0.138,  6.05e+10),
           ( 0.142,  5.86e+10),
           ( 0.145,  5.61e+10),
           ( 0.149,  5.39e+10),
           ( 0.152,  5.19e+10),
           ( 0.155,  4.73e+10),
           ( 0.159,  4.53e+10),
           ( 0.162,  4.30e+10),
           ( 0.165,  4.24e+10),
           ( 0.169,  4.24e+10),
           ( 0.172,  4.25e+10),
           ( 0.175,  4.12e+10),
           ( 0.179,  4.20e+10),
           ( 0.182,  3.94e+10),
           ( 0.186,  3.59e+10),
           ( 0.189,  3.65e+10),
           ( 0.192,  3.59e+10),
           ( 0.196,  3.31e+10),
           ( 0.199,  3.38e+10),
           ( 0.203,  3.16e+10),
           ( 0.206,  2.99e+10),
           ( 0.209,  2.86e+10),
           ( 0.213,  2.93e+10),
           ( 0.216,  2.94e+10),
           ( 0.219,  2.36e+10),
           ( 0.223,  2.48e+10),
           ( 0.226,  2.42e+10),
           ( 0.229,  2.31e+10),
           ( 0.233,  2.19e+10),
           ( 0.236,  2.02e+10),
           ( 0.240,  1.91e+10),
           ( 0.243,  1.74e+10),
           ( 0.246,  1.77e+10),
           ( 0.250,  2.15e+10),
           ( 0.253,  2.21e+10),
           ( 0.257,  2.26e+10),
           ( 0.260,  1.72e+10),
           ( 0.263,  1.39e+10),
           ( 0.267,  1.45e+10),
           ( 0.270,  1.21e+10),
           ( 0.273,  7.44e+09),
           ( 0.277,  7.55e+09),
           ( 0.280,  8.96e+09),
           ( 0.283,  9.20e+09),
           ( 0.287,  1.07e+10),
           ( 0.290,  1.03e+10),
           ( 0.294,  1.07e+10),
           ( 0.297,  1.24e+10),
           ( 0.300,  1.18e+10),
           ( 0.304,  1.21e+10),
           ( 0.307,  8.73e+09),
           ( 0.311,  5.25e+09),
           ( 0.314,  5.57e+09),
           ( 0.317,  5.68e+09),
           ( 0.321,  4.06e+09),
           ( 0.324,  3.24e+09),
           ( 0.327,  1.42e+09),
           ( 0.331,  1.42e+09),
           ( 0.334,  4.71e+09),
           ( 0.337,  5.04e+09),
           ( 0.341,  4.78e+09),
           ( 0.344,  6.09e+09),
           ( 0.348,  7.89e+09),
           ( 0.351,  7.99e+09),
           ( 0.354,  1.20e+10),
           ( 0.358,  1.67e+10),
           ( 0.361,  1.85e+10),
           ( 0.365,  1.79e+10),
           ( 0.368,  1.80e+10),
           ( 0.371,  1.97e+10),
           ( 0.375,  1.80e+10),
           ( 0.378,  1.50e+10),
           ( 0.381,  1.91e+10),
           ( 0.385,  1.92e+10),
           ( 0.388,  1.59e+10),
           ( 0.391,  1.54e+10),
           ( 0.395,  1.74e+10),
           ( 0.398,  1.72e+10),
           ( 0.402,  1.56e+10),
           ( 0.405,  1.45e+10),
           ( 0.408,  1.43e+10),
           ( 0.412,  1.25e+10),
           ( 0.415,  1.18e+10),
           ( 0.419,  1.02e+10),
           ( 0.422,  7.84e+09),
           ( 0.425,  6.20e+09),
           ( 0.429,  4.31e+09),
           ( 0.432,  3.37e+09),
           ( 0.435,  5.47e+09),
           ( 0.439,  5.72e+09),
           ( 0.442,  1.01e+10),
           ( 0.445,  1.34e+10),
           ( 0.449,  1.35e+10),
           ( 0.452,  1.33e+10),
           ( 0.456,  1.16e+10),
           ( 0.459,  1.25e+10),
           ( 0.462,  1.36e+10),
           ( 0.466,  1.33e+10),
           ( 0.469,  1.48e+10),
           ( 0.473,  1.48e+10),
           ( 0.476,  1.54e+10),
           ( 0.479,  1.48e+10),
           ( 0.483,  1.79e+10),
           ( 0.486,  1.61e+10),
           ( 0.489,  1.60e+10),
           ( 0.493,  1.49e+10),
           ( 0.496,  1.44e+10),
           ( 0.499,  1.28e+10),
           ( 0.503,  1.46e+10),
           ( 0.506,  1.31e+10),
           ( 0.510,  1.33e+10),
           ( 0.513,  1.30e+10),
           ( 0.516,  1.33e+10),
           ( 0.520,  1.25e+10),
           ( 0.523,  1.51e+10),
           ( 0.527,  1.42e+10),
           ( 0.530,  1.32e+10),
           ( 0.533,  9.18e+09),
           ( 0.537,  9.21e+09),
           ( 0.540,  1.02e+10),
           ( 0.543,  1.02e+10),
           ( 0.547,  7.26e+09),
           ( 0.550,  6.10e+09),
