Bolide Detection Notification: 2022-177

At 20:16:26 UT on 26 Jun 2022, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was Lat 69.7 °S, Lon 164.7 °E.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was determined to be approximately 8.19e+09 watts/steradian, and total radiated flash
energy 6.09e+10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-1.499,  1.86e+09),
           (-1.495,  1.46e+09),
           (-1.492,  3.00e+08),
           (-1.488, -1.44e+09),
           (-1.485,  3.94e+08),
           (-1.478, -1.19e+09),
           (-1.475, -9.76e+08),
           (-1.471, -1.14e+08),
           (-1.468, -1.54e+09),
           (-1.465,  9.09e+08),
           (-1.461,  1.16e+09),
           (-1.458, -1.01e+08),
           (-1.455, -3.17e+09),
           (-1.451,  2.72e+08),
           (-1.448, -8.48e+08),
           (-1.444, -1.51e+09),
           (-1.441,  1.43e+09),
           (-1.438, -6.63e+08),
           (-1.434,  1.13e+09),
           (-1.431,  2.40e+08),
           (-1.428, -2.40e+09),
           (-1.424, -8.39e+08),
           (-1.421, -1.27e+09),
           (-1.418, -2.64e+09),
           (-1.411,  2.23e+09),
           (-1.407, -9.15e+08),
           (-1.404, -1.05e+08),
           (-1.401,  1.50e+09),
           (-1.397,  1.53e+09),
           (-1.394, -1.12e+09),
           (-1.391, -1.02e+09),
           (-1.387, -5.04e+08),
           (-1.384, -2.50e+09),
           (-1.380, -1.67e+09),
           (-1.377, -1.86e+07),
           (-1.374,  2.68e+08),
           (-1.370, -6.86e+08),
           (-1.367,  4.75e+07),
           (-1.363,  1.58e+09),
           (-1.360,  1.84e+09),
           (-1.357,  5.29e+08),
           (-1.353,  1.45e+09),
           (-1.350, -6.20e+08),
           (-1.347,  1.64e+09),
           (-1.343, -1.75e+08),
           (-1.340, -7.68e+08),
           (-1.336, -5.23e+08),
           (-1.333, -1.11e+09),
           (-1.330,  3.09e+08),
           (-1.326,  3.58e+08),
           (-1.323, -8.54e+08),
           (-1.320, -2.78e+09),
           (-1.316, -2.17e+09),
           (-1.309,  1.32e+09),
           (-1.306,  6.14e+08),
           (-1.303,  3.88e+08),
           (-1.299,  1.56e+09),
           (-1.293, -2.09e+09),
           (-1.289,  8.34e+08),
           (-1.286, -4.56e+08),
           (-1.283,  1.72e+09),
           (-1.279,  1.47e+09),
           (-1.276, -1.06e+09),
           (-1.272, -1.74e+08),
           (-1.269,  2.85e+09),
           (-1.266, -1.43e+08),
           (-1.262,  1.63e+09),
           (-1.259, -9.14e+08),
           (-1.256,  2.24e+09),
           (-1.252, -5.02e+07),
           (-1.249, -7.13e+08),
           (-1.245, -1.57e+08),
           (-1.242, -1.83e+09),
           (-1.239, -2.24e+09),
           (-1.235,  5.69e+08),
           (-1.232, -2.21e+09),
           (-1.228, -1.88e+09),
           (-1.225,  1.54e+09),
           (-1.222,  9.78e+08),
           (-1.218, -6.12e+08),
           (-1.215, -3.35e+08),
           (-1.212, -1.20e+09),
           (-1.208,  2.96e+09),
           (-1.205, -6.36e+08),
           (-1.201, -1.54e+09),
           (-1.195,  2.52e+09),
           (-1.191, -5.24e+08),
           (-1.188,  5.25e+08),
           (-1.185,  2.82e+08),
           (-1.181,  1.14e+09),
           (-1.178, -5.26e+08),
           (-1.175, -1.09e+09),
           (-1.171, -1.31e+09),
           (-1.168,  7.64e+08),
           (-1.164,  1.94e+09),
           (-1.161, -1.50e+09),
           (-1.158,  9.11e+08),
           (-1.154,  6.80e+08),
           (-1.151, -6.26e+08),
           (-1.148,  5.65e+08),
           (-1.144, -6.18e+08),
           (-1.141, -2.35e+08),
           (-1.137,  6.35e+08),
           (-1.131, -8.24e+08),
           (-1.127, -7.28e+08),
           (-1.124, -2.14e+09),
           (-1.117,  1.07e+09),
           (-1.114, -2.76e+08),
           (-1.110,  5.90e+08),
           (-1.107, -2.40e+08),
