Bolide Detection Notification: 2010-107

At 02:21:58 UT on 17 Apr 2010, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was Lat 13.1N, Lon 173.0W.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was determined to be approximately 1.31e+10 watts/steradian, and total radiated flash
energy 1.31e+11 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-1.998,  8.94e+08),
           (-1.995,  1.11e+09),
           (-1.991,  1.85e+09),
           (-1.988,  3.52e+09),
           (-1.984,  1.72e+09),
           (-1.981,  1.62e+09),
           (-1.974, -2.91e+08),
           (-1.971, -3.67e+08),
           (-1.968, -3.39e+08),
           (-1.964,  6.68e+08),
           (-1.961,  6.12e+08),
           (-1.957, -4.85e+07),
           (-1.954, -1.09e+09),
           (-1.951,  9.74e+08),
           (-1.947, -1.48e+08),
           (-1.944, -3.01e+08),
           (-1.941,  6.44e+08),
           (-1.937, -3.98e+08),
           (-1.934,  4.20e+08),
           (-1.930, -1.46e+09),
           (-1.927, -1.72e+09),
           (-1.920,  4.70e+08),
           (-1.917,  4.82e+08),
           (-1.914,  9.19e+08),
           (-1.910,  7.12e+08),
           (-1.907,  1.18e+09),
           (-1.900, -6.49e+08),
           (-1.897, -2.98e+08),
           (-1.893, -2.17e+08),
           (-1.890,  1.83e+09),
           (-1.887,  8.84e+08),
           (-1.883, -6.11e+08),
           (-1.880, -9.27e+08),
           (-1.877, -2.26e+09),
           (-1.870,  1.71e+08),
           (-1.866, -6.12e+07),
           (-1.863, -1.90e+08),
           (-1.860, -1.15e+08),
           (-1.856, -8.75e+08),
           (-1.853, -2.00e+09),
           (-1.849,  2.98e+08),
           (-1.846, -9.78e+08),
           (-1.843, -1.51e+09),
           (-1.836,  1.06e+08),
           (-1.833,  2.25e+08),
           (-1.829, -1.59e+09),
           (-1.826, -1.20e+09),
           (-1.822,  4.40e+08),
           (-1.819,  2.41e+08),
           (-1.816, -1.47e+09),
           (-1.812, -1.31e+09),
           (-1.809,  3.09e+08),
           (-1.806,  1.71e+08),
           (-1.802,  5.94e+08),
           (-1.799, -2.89e+09),
           (-1.795,  2.80e+09),
           (-1.792, -9.59e+08),
           (-1.789, -1.54e+09),
           (-1.785, -7.68e+08),
           (-1.782, -1.66e+09),
           (-1.779,  1.07e+09),
           (-1.772, -4.97e+08),
           (-1.765, -2.41e+09),
           (-1.762, -4.05e+09),
           (-1.758, -1.57e+09),
           (-1.755, -1.79e+09),
           (-1.752, -1.09e+08),
           (-1.748, -3.03e+09),
           (-1.745, -1.63e+09),
           (-1.741,  4.17e+08),
           (-1.735, -3.26e+09),
           (-1.731,  6.15e+07),
