Bolide Detection Notification: 2009-124

At 11:39:03 UT on 04 May 2009, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash  was Lat 36.4N, Lon 160.4W.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was  determined to be approximately 1.6e10 watts/steradian, and total radiated flash
energy  5.3e10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-0.260, -2.53e+09),
           (-0.257, -5.08e+08),
           (-0.253, -1.11e+09),
           (-0.250,  7.66e+08),
           (-0.246,  2.56e+09),
           (-0.243,  2.62e+09),
           (-0.240, -1.50e+09),
           (-0.236, -2.04e+09),
           (-0.233, -1.76e+08),
           (-0.229, -3.09e+09),
           (-0.226, -9.45e+08),
           (-0.223,  2.33e+08),
           (-0.219, -7.76e+08),
           (-0.216, -5.21e+08),
           (-0.213,  1.55e+09),
           (-0.209,  6.77e+08),
           (-0.206, -9.01e+08),
           (-0.203,  5.54e+08),
           (-0.199,  1.21e+09),
           (-0.196,  5.43e+08),
           (-0.192,  1.58e+09),
           (-0.189,  2.99e+08),
           (-0.186,  2.63e+09),
           (-0.182,  1.20e+09),
           (-0.179, -1.46e+09),
           (-0.176, -4.53e+08),
           (-0.172,  8.34e+08),
           (-0.169, -3.46e+08),
           (-0.165,  4.41e+07),
           (-0.162,  1.71e+09),
           (-0.159, -1.62e+09),
           (-0.155, -4.22e+09),
           (-0.152, -3.13e+09),
           (-0.148, -2.68e+09),
           (-0.145, -3.71e+08),
           (-0.142,  1.72e+09),
           (-0.138, -6.22e+08),
           (-0.135, -1.07e+09),
           (-0.132,  1.70e+09),
           (-0.128, -2.28e+09),
           (-0.125, -2.97e+09),
           (-0.122, -1.17e+09),
           (-0.118,  6.23e+08),
           (-0.115,  6.37e+08),
           (-0.111, -1.38e+09),
           (-0.108,  2.32e+09),
           (-0.105,  3.69e+08),
           (-0.101,  1.99e+09),
           (-0.098,  2.13e+09),
           (-0.094,  1.84e+09),
           (-0.091,  2.67e+09),
           (-0.088,  1.96e+09),
           (-0.084,  1.78e+09),
           (-0.081,  4.45e+09),
           (-0.078,  2.33e+09),
           (-0.074,  7.52e+08),
           (-0.071,  3.98e+09),
           (-0.068,  5.71e+09),
           (-0.064,  8.78e+09),
           (-0.061,  8.67e+09),
           (-0.057,  8.85e+09),
           (-0.054,  9.74e+09),
           (-0.051,  9.05e+09),
           (-0.047,  1.10e+10),
           (-0.044,  1.01e+10),
           (-0.040,  1.14e+10),
           (-0.037,  1.22e+10),
