Bolide Detection Notification: 2007-265

At 17:57:13 UT on 22 Sep 2007, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash  was Lat 49.2S, Lon 85.5W.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was  determined to be approximately 7.4E10 watts/steradian, and total radiated flash
energy  2.37E11 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-0.699, -3.29e+09),
           (-0.695, -4.21e+09),
           (-0.692,  2.96e+09),
           (-0.688,  1.96e+09),
           (-0.685, -3.02e+09),
           (-0.682, -5.09e+09),
           (-0.678,  8.95e+08),
           (-0.675,  4.44e+09),
           (-0.672,  2.60e+09),
           (-0.668, -2.10e+09),
           (-0.665, -2.29e+09),
           (-0.662,  2.61e+09),
           (-0.658,  4.23e+08),
           (-0.655,  1.01e+10),
           (-0.651,  8.67e+09),
           (-0.648, -1.84e+09),
           (-0.645,  6.96e+08),
           (-0.641, -1.88e+09),
           (-0.638, -1.21e+09),
           (-0.634,  4.20e+09),
           (-0.631, -1.22e+09),
           (-0.628, -2.65e+09),
           (-0.624, -1.86e+09),
           (-0.621, -5.21e+08),
           (-0.618,  4.30e+08),
           (-0.614,  6.38e+09),
           (-0.611, -2.69e+09),
           (-0.608, -2.39e+09),
           (-0.604, -7.76e+08),
           (-0.601, -1.44e+09),
           (-0.597,  7.01e+06),
           (-0.594, -3.00e+09),
           (-0.591, -4.86e+08),
           (-0.587, -1.97e+09),
           (-0.584,  5.70e+08),
           (-0.580,  6.68e+08),
           (-0.577, -1.68e+09),
           (-0.574,  7.94e+08),
           (-0.570,  6.52e+09),
           (-0.567,  9.09e+08),
           (-0.564, -2.14e+09),
           (-0.560, -1.43e+09),
           (-0.557, -2.28e+09),
           (-0.554,  5.24e+09),
           (-0.550,  1.50e+09),
           (-0.547, -5.29e+09),
           (-0.543,  2.56e+09),
           (-0.540,  2.20e+09),
           (-0.537, -1.68e+08),
           (-0.533, -2.79e+09),
           (-0.530,  1.96e+09),
           (-0.526,  7.52e+08),
           (-0.523, -9.76e+08),
           (-0.520,  4.98e+09),
           (-0.516,  8.71e+08),
           (-0.513, -2.17e+08),
           (-0.510,  4.97e+09),
           (-0.506,  6.91e+09),
           (-0.503,  1.83e+09),
