Bolide Detection Notification: 2011-185

At 09:18:04 UT on 04 Jul 2011, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash  was Lat 51.7S, Lon 175.0E.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was  determined to be approximately 4.9E9 watts/steradian, and total radiated flash
energy  2.9E10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-1.198, -7.99e+08),
           (-1.195, -5.29e+08),
           (-1.191,  9.09e+06),
           (-1.188,  6.98e+08),
           (-1.185,  8.77e+08),
           (-1.181,  4.23e+08),
           (-1.178, -1.60e+09),
           (-1.174, -7.48e+08),
           (-1.171,  1.97e+09),
           (-1.168,  2.24e+09),
           (-1.164,  2.16e+09),
           (-1.161, -2.33e+08),
           (-1.158,  9.38e+08),
           (-1.154,  1.43e+09),
           (-1.151,  2.55e+09),
           (-1.148,  2.25e+09),
           (-1.144,  2.24e+09),
           (-1.141,  3.09e+09),
           (-1.137,  3.19e+09),
           (-1.134,  1.27e+09),
           (-1.131,  9.31e+08),
           (-1.127,  1.96e+09),
           (-1.124,  2.47e+09),
           (-1.120,  1.17e+09),
           (-1.117,  1.28e+09),
           (-1.114,  1.35e+09),
           (-1.110,  8.54e+08),
           (-1.107, -2.28e+08),
           (-1.104, -3.67e+09),
           (-1.100, -3.35e+09),
           (-1.097, -1.37e+09),
           (-1.094, -5.09e+08),
           (-1.090, -1.77e+09),
           (-1.087, -2.53e+09),
           (-1.083,  1.35e+09),
           (-1.080,  2.17e+09),
           (-1.077,  1.94e+09),
           (-1.073,  3.21e+09),
           (-1.070,  1.65e+09),
           (-1.066,  1.78e+09),
           (-1.063,  1.44e+09),
           (-1.060,  1.94e+09),
           (-1.056,  1.90e+08),
           (-1.053, -6.12e+08),
           (-1.050, -1.07e+09),
           (-1.046, -1.67e+08),
           (-1.043, -1.57e+09),
           (-1.040, -3.55e+09),
           (-1.036, -2.94e+09),
           (-1.033, -2.06e+09),
           (-1.029, -2.31e+09),
           (-1.026,  6.43e+08),
           (-1.023,  2.52e+09),
           (-1.019, -1.13e+09),
           (-1.016, -9.67e+08),
           (-1.012, -1.83e+09),
           (-1.009, -2.40e+08),
           (-1.006, -1.05e+09),
           (-1.002, -1.47e+09),
           (-0.999,  2.26e+09),
           (-0.996, -1.63e+08),
           (-0.992, -6.39e+08),
           (-0.989, -4.40e+08),
           (-0.986,  8.95e+08),
           (-0.982, -9.90e+08),
           (-0.979, -1.43e+09),
           (-0.975, -2.68e+08),
           (-0.972, -9.81e+08),
           (-0.969, -2.16e+09),
           (-0.965, -2.43e+09),
           (-0.962, -3.78e+09),
           (-0.958, -3.34e+09),
           (-0.955, -2.42e+09),
           (-0.952, -1.78e+09),
           (-0.948, -9.08e+08),
           (-0.945,  1.33e+08),
           (-0.942, -2.22e+08),
           (-0.938, -3.09e+09),
           (-0.935, -5.43e+08),
           (-0.932, -8.97e+08),
           (-0.928, -1.77e+09),
           (-0.925, -3.63e+09),
           (-0.921, -4.61e+09),
           (-0.918, -3.41e+09),
           (-0.915, -2.51e+09),
           (-0.911, -2.30e+09),
           (-0.908, -8.99e+08),
           (-0.904, -1.55e+09),
           (-0.901, -1.85e+09),
           (-0.898, -6.70e+08),
           (-0.894,  8.70e+08),
           (-0.891,  3.66e+08),
           (-0.888,  1.07e+09),
           (-0.884,  8.67e+07),
           (-0.881, -8.23e+08),
           (-0.878, -8.70e+08),
           (-0.874,  1.54e+09),
           (-0.871,  1.83e+09),
           (-0.867,  1.07e+09),
           (-0.864,  1.29e+09),
           (-0.861,  2.22e+08),
           (-0.857, -1.26e+08),
           (-0.854,  8.41e+08),
           (-0.850,  1.39e+09),
           (-0.847,  1.61e+09),
           (-0.844,  2.07e+09),
           (-0.840,  2.40e+08),
           (-0.837,  1.11e+09),
           (-0.834,  1.73e+09),
           (-0.830,  3.72e+09),
           (-0.827,  4.06e+09),
           (-0.824,  5.00e+09),
           (-0.820,  3.50e+09),
           (-0.817,  2.53e+09),
           (-0.813,  3.58e+09),
           (-0.810,  4.19e+09),
           (-0.807,  5.72e+09),
           (-0.803,  8.03e+09),
           (-0.800,  1.00e+10),
           (-0.796,  9.47e+09),
           (-0.793,  9.76e+09),
           (-0.790,  1.13e+10),
           (-0.786,  1.31e+10),
           (-0.783,  1.16e+10),
           (-0.780,  1.30e+10),
           (-0.776,  1.26e+10),
           (-0.773,  9.98e+09),
           (-0.770,  7.54e+09),
           (-0.766,  8.06e+09),
           (-0.763,  1.06e+10),
           (-0.759,  1.19e+10),
           (-0.756,  1.07e+10),
           (-0.753,  1.10e+10),
           (-0.749,  1.21e+10),
           (-0.746,  1.18e+10),
           (-0.742,  1.22e+10),
           (-0.739,  1.05e+10),
           (-0.736,  1.15e+10),
           (-0.732,  1.15e+10),
           (-0.729,  1.19e+10),
           (-0.726,  1.44e+10),
           (-0.722,  1.41e+10),
           (-0.719,  1.01e+10),
           (-0.716,  8.03e+09),
           (-0.712,  8.89e+09),
           (-0.709,  1.06e+10),
           (-0.705,  1.21e+10),
           (-0.702,  1.12e+10),
           (-0.699,  8.20e+09),
           (-0.695,  8.74e+09),
           (-0.692,  7.65e+09),
           (-0.688,  8.71e+09),
           (-0.685,  9.10e+09),
           (-0.682,  8.38e+09),
           (-0.678,  8.43e+09),
           (-0.675,  8.05e+09),
           (-0.672,  8.28e+09),
           (-0.668,  8.54e+09),
           (-0.665,  1.05e+10),
           (-0.662,  1.07e+10),
           (-0.658,  1.19e+10),
           (-0.655,  1.09e+10),
           (-0.651,  1.26e+10),
           (-0.648,  1.18e+10),
           (-0.645,  1.06e+10),
           (-0.641,  1.19e+10),
           (-0.638,  1.34e+10),
           (-0.634,  1.24e+10),
           (-0.631,  9.81e+09),
           (-0.628,  9.57e+09),
           (-0.624,  1.15e+10),
           (-0.621,  1.23e+10),
           (-0.618,  1.44e+10),
           (-0.614,  1.27e+10),
           (-0.611,  1.40e+10),
           (-0.608,  1.39e+10),
           (-0.604,  1.46e+10),
           (-0.601,  1.23e+10),
           (-0.597,  1.09e+10),
           (-0.594,  1.12e+10),
           (-0.591,  1.33e+10),
           (-0.587,  1.43e+10),
           (-0.584,  1.49e+10),
           (-0.580,  1.58e+10),
           (-0.577,  1.49e+10),
           (-0.574,  1.73e+10),
           (-0.570,  1.76e+10),
           (-0.567,  1.80e+10),
           (-0.564,  1.96e+10),
           (-0.560,  2.05e+10),
           (-0.557,  1.87e+10),
           (-0.554,  1.80e+10),
           (-0.550,  1.47e+10),
           (-0.547,  1.17e+10),
           (-0.543,  1.06e+10),
           (-0.540,  1.21e+10),
           (-0.537,  1.22e+10),
           (-0.533,  1.07e+10),
           (-0.530,  1.22e+10),
           (-0.526,  1.24e+10),
           (-0.523,  1.07e+10),
           (-0.520,  9.63e+09),
           (-0.516,  8.60e+09),
           (-0.513,  7.90e+09),
           (-0.510,  8.60e+09),
           (-0.506,  8.60e+09),
           (-0.503,  7.14e+09),
           (-0.500,  7.98e+09),
           (-0.496,  8.46e+09),
           (-0.493,  7.65e+09),
           (-0.489,  5.82e+09),
           (-0.486,  6.31e+09),
           (-0.483,  8.98e+09),
           (-0.479,  1.01e+10),
           (-0.476,  7.60e+09),
           (-0.472,  6.29e+09),
           (-0.469,  6.24e+09),
           (-0.466,  6.15e+09),
           (-0.462,  7.01e+09),
           (-0.459,  7.51e+09),
           (-0.456,  1.06e+10),
           (-0.452,  8.49e+09),
           (-0.449,  7.10e+09),
           (-0.446,  8.67e+09),
           (-0.442,  5.95e+09),
           (-0.439,  3.56e+09),
           (-0.435,  4.55e+09),
           (-0.432,  6.90e+09),
           (-0.429,  6.75e+09),
           (-0.425,  7.99e+09),
           (-0.422,  7.82e+09),
           (-0.418,  8.60e+09),
           (-0.415,  4.66e+09),
           (-0.412,  4.42e+09),
           (-0.408,  6.72e+09),
           (-0.405,  8.01e+09),
           (-0.402,  5.51e+09),
           (-0.398,  5.51e+09),
           (-0.395,  3.56e+09),
           (-0.392,  4.94e+09),
           (-0.388,  5.41e+09),
           (-0.385,  4.01e+09),
           (-0.381,  4.77e+09),
           (-0.378,  5.97e+09),
           (-0.375,  5.43e+09),
           (-0.371,  6.16e+09),
           (-0.368,  5.44e+09),
           (-0.364,  6.58e+09),
           (-0.361,  5.90e+09),
           (-0.358,  4.11e+09),
           (-0.354,  6.25e+09),
           (-0.351,  6.74e+09),
           (-0.348,  4.05e+09),
           (-0.344,  3.27e+09),
           (-0.341,  2.21e+09),
           (-0.338,  1.07e+09),
           (-0.334,  2.04e+09),
           (-0.331,  2.65e+09),
           (-0.327,  1.64e+09),
           (-0.324,  1.91e+09),
           (-0.321,  3.93e+08),
           (-0.317,  2.04e+09),
           (-0.314,  3.43e+09),
           (-0.310,  2.97e+09),
           (-0.307,  3.56e+09),
           (-0.304,  3.83e+09),
           (-0.300,  3.37e+09),
           (-0.297,  2.68e+09),
           (-0.294,  3.27e+09),
           (-0.290,  4.28e+09),
           (-0.287,  5.19e+09),
           (-0.284,  4.21e+09),
           (-0.280,  4.91e+09),
           (-0.277,  6.16e+09),
           (-0.273,  5.56e+09),
           (-0.270,  6.62e+09),
           (-0.267,  7.44e+09),
           (-0.263,  7.50e+09),
           (-0.260,  7.41e+09),
           (-0.256,  8.94e+09),
           (-0.253,  8.37e+09),
           (-0.250,  5.43e+09),
           (-0.246,  5.74e+09),
           (-0.243,  1.04e+10),
           (-0.240,  1.13e+10),
           (-0.236,  9.82e+09),
           (-0.233,  9.10e+09),
           (-0.230,  6.51e+09),
           (-0.226,  6.52e+09),
           (-0.223,  5.18e+09),
           (-0.219,  5.19e+09),
           (-0.216,  5.95e+09),
           (-0.213,  9.35e+09),
           (-0.209,  9.06e+09),
           (-0.206,  7.43e+09),
           (-0.202,  8.75e+09),
           (-0.199,  8.80e+09),
           (-0.196,  8.70e+09),
           (-0.192,  9.03e+09),
           (-0.189,  7.89e+09),
           (-0.186,  8.06e+09),
           (-0.182,  9.42e+09),
           (-0.179,  7.75e+09),
           (-0.176,  9.77e+09),
           (-0.172,  9.55e+09),
           (-0.169,  7.48e+09),
           (-0.165,  8.19e+09),
           (-0.162,  8.07e+09),
           (-0.159,  7.20e+09),
           (-0.155,  9.40e+09),
           (-0.152,  1.20e+10),
           (-0.148,  1.26e+10),
           (-0.145,  1.31e+10),
           (-0.142,  1.47e+10),
           (-0.138,  1.42e+10),
           (-0.135,  1.58e+10),
           (-0.132,  1.80e+10),
           (-0.128,  1.92e+10),
           (-0.125,  1.83e+10),
           (-0.122,  1.64e+10),
           (-0.118,  1.64e+10),
           (-0.115,  1.59e+10),
           (-0.111,  1.57e+10),
           (-0.108,  1.31e+10),
           (-0.105,  1.24e+10),
           (-0.101,  1.22e+10),
           (-0.098,  1.43e+10),
           (-0.094,  1.35e+10),
           (-0.091,  1.19e+10),
           (-0.088,  1.17e+10),
           (-0.084,  1.19e+10),
           (-0.081,  1.16e+10),
           (-0.078,  1.16e+10),
           (-0.074,  9.82e+09),
           (-0.071,  1.01e+10),
           (-0.068,  1.10e+10),
           (-0.064,  1.15e+10),
           (-0.061,  1.02e+10),
           (-0.057,  8.66e+09),
           (-0.054,  7.50e+09),
           (-0.051,  9.77e+09),
           (-0.047,  9.59e+09),
           (-0.044,  8.75e+09),
           (-0.040,  9.49e+09),
           (-0.037,  1.03e+10),
           (-0.034,  1.09e+10),
           (-0.030,  1.01e+10),
           (-0.027,  8.08e+09),
           (-0.024,  8.13e+09),
           (-0.020,  8.99e+09),
           (-0.017,  7.75e+09),
           (-0.014,  7.21e+09),
           (-0.010,  6.23e+09),
           (-0.007,  5.87e+09),
           (-0.003,  6.77e+09),
           ( 0.000,  3.23e+09),
           ( 0.003,  9.64e+08),
           ( 0.007,  2.48e+09),
           ( 0.010,  4.18e+09),
           ( 0.014,  6.77e+09),
           ( 0.017,  7.50e+09),
           ( 0.020,  6.23e+09),
           ( 0.024,  4.72e+09),
           ( 0.027,  4.27e+09),
           ( 0.030,  3.00e+09),
           ( 0.034,  3.40e+09),
           ( 0.037,  5.76e+09),
           ( 0.040,  7.19e+09),
           ( 0.044,  6.24e+09),
           ( 0.047,  5.57e+09),
           ( 0.051,  8.38e+09),
           ( 0.054,  6.86e+09),
           ( 0.057,  6.60e+09),
           ( 0.061,  3.91e+09),
           ( 0.064,  5.67e+09),
           ( 0.068,  5.73e+09),
           ( 0.071,  4.67e+09),
           ( 0.074,  4.05e+09),
           ( 0.078,  3.79e+09),
           ( 0.081,  4.88e+09),
           ( 0.084,  5.64e+09),
           ( 0.088,  5.77e+09),
           ( 0.091,  6.32e+09),
           ( 0.094,  7.07e+09),
           ( 0.098,  6.08e+09),
           ( 0.101,  5.11e+09),
           ( 0.105,  7.12e+09),
           ( 0.108,  8.09e+09),
           ( 0.111,  9.43e+09),
           ( 0.115,  8.90e+09),
           ( 0.118,  7.46e+09),
           ( 0.122,  4.90e+09),
           ( 0.125,  4.69e+09),
           ( 0.128,  4.39e+09),
           ( 0.132,  4.09e+09),
           ( 0.135,  6.19e+09),
           ( 0.138,  7.72e+09),
           ( 0.142,  6.87e+09),
           ( 0.145,  6.21e+09),
           ( 0.148,  4.53e+09),
           ( 0.152,  4.67e+09),
           ( 0.155,  4.05e+09),
           ( 0.159,  4.46e+09),
           ( 0.162,  4.32e+09),
           ( 0.165,  2.83e+09),
           ( 0.169,  2.31e+09),
           ( 0.172,  1.52e+09),
           ( 0.176,  3.22e+07),
           ( 0.179,  2.09e+09),
           ( 0.182,  3.73e+09),
           ( 0.186,  2.45e+09),
           ( 0.189,  3.18e+09),
           ( 0.192,  2.78e+09),
           ( 0.196,  3.87e+09),
           ( 0.199,  3.62e+09),
           ( 0.202,  4.07e+09),
           ( 0.206,  6.43e+09),
           ( 0.209,  8.61e+09),
           ( 0.213,  7.16e+09),
           ( 0.216,  5.98e+09),
           ( 0.219,  8.29e+09),
           ( 0.223,  7.45e+09),
           ( 0.226,  5.89e+09),
           ( 0.230,  5.40e+09),
           ( 0.233,  7.39e+09),
           ( 0.236,  7.20e+09),
           ( 0.240,  4.67e+09),
           ( 0.243,  4.85e+09),
           ( 0.246,  4.96e+09),
           ( 0.250,  5.38e+09),
           ( 0.253,  5.95e+09),
           ( 0.256,  4.19e+09),
           ( 0.260,  5.88e+09),
           ( 0.263,  5.26e+09),
           ( 0.267,  7.81e+09),
           ( 0.270,  7.95e+09),
           ( 0.273,  6.13e+09),
           ( 0.277,  5.86e+09),
