Bolide Detection Notification: 2009-178

At 13:08:05 UT on 27 Jun 2009, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was Lat 26.6 °S, Lon 12.6 °W.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was determined to be approximately 9.39e+09 watts/steradian, and total radiated flash
energy 5.08e+10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-0.999,  3.35e+08),
           (-0.996,  1.01e+09),
           (-0.992, -2.07e+09),
           (-0.989, -2.84e+07),
           (-0.986,  1.24e+09),
           (-0.982, -1.70e+09),
           (-0.979,  6.60e+08),
           (-0.975,  1.74e+08),
           (-0.972, -1.40e+09),
           (-0.969, -1.28e+09),
           (-0.965, -7.36e+08),
           (-0.962, -4.23e+08),
           (-0.958, -1.72e+09),
           (-0.955,  4.88e+08),
           (-0.952,  2.27e+08),
           (-0.948,  1.10e+09),
           (-0.945, -3.95e+08),
           (-0.942, -5.47e+08),
           (-0.938,  4.50e+08),
           (-0.935,  1.16e+09),
           (-0.928, -3.12e+08),
           (-0.925,  1.93e+08),
           (-0.921, -1.92e+09),
           (-0.918,  1.83e+08),
           (-0.915, -5.07e+07),
           (-0.911, -5.52e+08),
           (-0.908, -2.33e+08),
           (-0.904, -8.69e+08),
           (-0.901,  9.34e+08),
           (-0.898, -1.03e+08),
           (-0.894,  3.86e+08),
           (-0.891,  2.61e+09),
           (-0.888,  8.46e+08),
           (-0.884, -1.72e+09),
           (-0.881,  1.68e+09),
           (-0.877,  2.14e+09),
           (-0.874,  6.95e+08),
           (-0.871, -2.68e+08),
           (-0.867,  6.80e+08),
           (-0.864, -2.71e+09),
           (-0.861,  9.94e+08),
           (-0.857,  5.05e+07),
           (-0.854,  6.74e+08),
           (-0.851, -9.67e+08),
           (-0.847, -4.05e+08),
           (-0.844, -1.66e+09),
           (-0.840, -1.65e+08),
           (-0.837, -2.03e+09),
           (-0.834, -1.82e+09),
           (-0.830,  7.07e+08),
           (-0.827, -1.30e+09),
           (-0.823,  3.61e+08),
           (-0.820, -5.18e+08),
           (-0.817, -2.87e+08),
           (-0.813,  4.06e+08),
           (-0.810, -1.19e+09),
           (-0.807, -2.35e+08),
           (-0.803,  1.17e+09),
           (-0.800, -7.21e+08),
           (-0.796,  6.50e+08),
           (-0.793,  1.35e+09),
           (-0.790, -1.35e+09),
           (-0.786,  1.03e+09),
           (-0.783,  1.93e+09),
           (-0.780, -9.25e+07),
           (-0.776, -1.67e+09),
           (-0.773, -1.43e+09),
           (-0.769,  1.53e+09),
           (-0.766, -1.31e+09),
           (-0.763, -1.43e+09),
           (-0.759,  7.08e+07),
