Bolide Detection Notification: 2009-012

At 22:24:56 UT on 12 Jan 2009, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash  was Lat 47.8N, Lon 44.3W.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was  determined to be approximately 4.8E9 watts/steradian, and total radiated flash
energy  4.8E10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-1.998, -2.61e+08),
           (-1.995, -5.71e+08),
           (-1.991,  1.34e+09),
           (-1.988,  9.11e+08),
           (-1.985,  5.99e+08),
           (-1.981, -9.17e+08),
           (-1.978,  6.79e+08),
           (-1.974,  2.44e+09),
           (-1.971,  1.88e+09),
           (-1.968,  2.05e+09),
           (-1.964, -2.17e+08),
           (-1.961,  7.27e+06),
           (-1.957, -7.70e+08),
           (-1.954, -1.08e+09),
           (-1.951,  6.74e+08),
           (-1.947,  1.18e+09),
           (-1.944, -2.39e+09),
           (-1.941, -3.99e+09),
           (-1.937, -3.55e+09),
           (-1.934, -3.04e+09),
           (-1.930, -2.68e+09),
           (-1.927, -2.52e+09),
           (-1.924, -2.41e+09),
           (-1.920, -2.60e+09),
           (-1.917, -1.68e+09),
           (-1.914, -2.46e+09),
           (-1.910, -1.16e+09),
           (-1.907,  1.16e+09),
           (-1.904,  4.05e+08),
           (-1.900, -2.26e+09),
           (-1.897, -1.64e+09),
           (-1.893, -5.81e+08),
           (-1.890,  6.39e+08),
           (-1.887,  2.05e+09),
           (-1.883,  9.50e+08),
           (-1.880,  1.40e+09),
           (-1.876,  7.73e+08),
           (-1.873,  1.47e+09),
           (-1.870, -2.77e+07),
           (-1.866,  8.53e+08),
           (-1.863,  1.25e+09),
           (-1.860,  1.46e+09),
           (-1.856,  1.11e+09),
           (-1.853,  3.21e+07),
           (-1.850,  6.85e+07),
           (-1.846,  1.00e+08),
           (-1.843,  6.69e+08),
           (-1.839,  1.38e+09),
           (-1.836, -1.62e+08),
           (-1.833,  1.18e+09),
           (-1.829,  2.46e+09),
           (-1.826,  2.11e+09),
           (-1.822,  1.09e+09),
           (-1.819,  1.17e+09),
           (-1.816,  2.05e+09),
           (-1.812,  4.94e+08),
           (-1.809,  8.03e+08),
           (-1.806,  1.26e+09),
           (-1.802, -8.95e+08),
           (-1.799, -4.35e+08),
           (-1.795,  2.66e+09),
           (-1.792,  2.52e+09),
           (-1.789,  2.28e+09),
           (-1.785,  1.73e+09),
           (-1.782, -1.33e+09),
           (-1.779, -1.56e+09),
           (-1.775, -1.05e+09),
