Bolide Detection Notification: 2011-167

At 11:51:50 UT on 16 Jun 2011, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was Lat 67.3 °N, Lon 21.4 °W.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was determined to be approximately 6.08e+09 watts/steradian, and total radiated flash
energy 3.13e+10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-0.999, -5.31e+08),
           (-0.996,  1.10e+09),
           (-0.992, -5.19e+08),
           (-0.989,  9.07e+07),
           (-0.986, -1.11e+09),
           (-0.982,  2.46e+09),
           (-0.979, -9.14e+08),
           (-0.975,  8.65e+07),
           (-0.972,  1.54e+09),
           (-0.969,  1.99e+07),
           (-0.965,  9.81e+08),
           (-0.962,  3.60e+08),
           (-0.959,  8.72e+08),
           (-0.955,  5.44e+08),
           (-0.952, -1.43e+09),
           (-0.948, -2.13e+09),
           (-0.945,  1.69e+09),
           (-0.942, -3.95e+08),
           (-0.938, -5.43e+07),
           (-0.935, -7.88e+08),
           (-0.931,  4.63e+08),
           (-0.925, -1.92e+09),
           (-0.918,  5.79e+08),
           (-0.915,  4.05e+08),
           (-0.911, -5.61e+08),
           (-0.908, -4.78e+08),
           (-0.905, -1.36e+09),
           (-0.901, -7.96e+08),
           (-0.898,  1.17e+09),
           (-0.894,  2.20e+08),
           (-0.891,  3.53e+07),
           (-0.888, -1.20e+09),
           (-0.884,  2.03e+09),
           (-0.881,  8.73e+08),
           (-0.878,  1.55e+09),
           (-0.871,  3.96e+05),
           (-0.867,  2.02e+09),
           (-0.864,  1.32e+09),
           (-0.861,  1.03e+09),
           (-0.857, -3.76e+08),
           (-0.854, -3.21e+08),
           (-0.851,  1.37e+09),
           (-0.847,  1.93e+09),
           (-0.844,  1.55e+09),
           (-0.840,  2.20e+09),
           (-0.837, -6.15e+08),
           (-0.834, -1.49e+08),
           (-0.830,  2.74e+09),
           (-0.827,  1.89e+09),
           (-0.824, -5.01e+08),
           (-0.817,  1.16e+09),
           (-0.813,  7.69e+08),
           (-0.810,  5.37e+08),
           (-0.807, -4.19e+08),
           (-0.803,  1.26e+08),
           (-0.797,  2.16e+09),
           (-0.793,  2.01e+09),
           (-0.790,  2.94e+08),
           (-0.786,  6.26e+08),
           (-0.783,  1.08e+09),
           (-0.780,  1.72e+09),
           (-0.776,  1.09e+09),
           (-0.773, -4.92e+08),
           (-0.770, -1.40e+09),
           (-0.766,  5.23e+08),
           (-0.763,  1.06e+09),
           (-0.759,  2.35e+09),
           (-0.756, -2.41e+08),
           (-0.753, -1.54e+09),
           (-0.749,  2.63e+09),
           (-0.746, -1.24e+08),
           (-0.743,  1.55e+08),
           (-0.739,  6.83e+08),
           (-0.736,  3.43e+08),
           (-0.732,  4.83e+08),
           (-0.729, -6.39e+08),
           (-0.726,  4.71e+08),
           (-0.722, -1.00e+09),
           (-0.719, -6.59e+08),
           (-0.716,  1.60e+09),
           (-0.712,  1.01e+09),
           (-0.709, -4.27e+08),
           (-0.705,  3.61e+09),
           (-0.702,  4.39e+09),
           (-0.699,  1.85e+09),
           (-0.695,  3.18e+09),
           (-0.692,  1.82e+09),
           (-0.689, -3.94e+08),
           (-0.685, -5.95e+06),
           (-0.682,  1.22e+08),
           (-0.678,  1.78e+09),
           (-0.675,  1.20e+09),
           (-0.672,  1.28e+09),
           (-0.668,  1.67e+09),
           (-0.665, -4.48e+08),
           (-0.662, -3.62e+07),
           (-0.658, -1.67e+08),
           (-0.655,  1.24e+09),
           (-0.651,  5.11e+08),
           (-0.648,  8.59e+08),
           (-0.645,  6.35e+08),
           (-0.638,  2.49e+09),
           (-0.635,  3.04e+07),
           (-0.631,  1.64e+09),
           (-0.628,  3.05e+08),
           (-0.624,  7.14e+08),
           (-0.621,  2.58e+08),
           (-0.618,  5.58e+07),
           (-0.614,  1.81e+09),
           (-0.611,  8.77e+08),
           (-0.608, -5.76e+08),
           (-0.604,  2.56e+09),
           (-0.601,  4.77e+08),
           (-0.597,  1.68e+08),
           (-0.594,  1.25e+08),
           (-0.591, -5.11e+08),
           (-0.587,  2.54e+09),
           (-0.584,  2.69e+09),
           (-0.581,  5.27e+08),
           (-0.577,  2.11e+09),
           (-0.574,  4.10e+08),
           (-0.570,  2.01e+09),
           (-0.567,  7.93e+08),
           (-0.564,  2.83e+09),
           (-0.560,  1.26e+09),
           (-0.557, -1.68e+09),
           (-0.553,  2.49e+09),
           (-0.550,  3.78e+09),
           (-0.547, -1.03e+08),
           (-0.543, -2.11e+08),
           (-0.540, -8.05e+07),
           (-0.537,  1.78e+09),
           (-0.533,  2.03e+09),
           (-0.530, -2.39e+08),
           (-0.527,  2.15e+09),
           (-0.523,  3.79e+08),
           (-0.520,  1.40e+09),
           (-0.516,  2.02e+09),
           (-0.513,  2.96e+09),
           (-0.510,  1.10e+08),
           (-0.506,  9.66e+08),
           (-0.503,  9.50e+08),
           (-0.500,  2.25e+09),
           (-0.496, -4.52e+08),
           (-0.493,  5.64e+08),
           (-0.489, -3.15e+08),
           (-0.486,  1.80e+09),
           (-0.483, -8.47e+07),
           (-0.479, -7.81e+08),
           (-0.476, -1.00e+09),
           (-0.472,  1.51e+09),
           (-0.469, -1.45e+09),
           (-0.466,  1.13e+09),
           (-0.462,  2.67e+09),
           (-0.459,  6.14e+08),
           (-0.456,  1.24e+09),
           (-0.452,  6.78e+08),
           (-0.449,  2.20e+09),
           (-0.446,  6.30e+08),
           (-0.442,  1.79e+09),
           (-0.439,  1.74e+09),
           (-0.435,  2.64e+09),
           (-0.432,  8.70e+08),
           (-0.429,  1.81e+08),
           (-0.425,  1.40e+09),
           (-0.422, -6.17e+08),
           (-0.418,  3.76e+08),
           (-0.415,  9.38e+08),
           (-0.412,  1.91e+09),
           (-0.408,  7.10e+08),
           (-0.405,  6.51e+08),
           (-0.402,  6.48e+08),
           (-0.398,  4.31e+09),
           (-0.395,  2.83e+08),
           (-0.392,  7.36e+08),
           (-0.385,  2.89e+09),
           (-0.381,  6.18e+08),
           (-0.378,  5.64e+08),
           (-0.375,  3.19e+08),
           (-0.371,  4.39e+08),
           (-0.368,  1.18e+09),
           (-0.365,  3.59e+07),
           (-0.361,  1.86e+09),
           (-0.358,  6.44e+08),
           (-0.354,  1.30e+09),
           (-0.351,  5.37e+08),
           (-0.348,  1.74e+09),
           (-0.344,  8.46e+08),
           (-0.341, -9.72e+08),
           (-0.337,  2.49e+09),
           (-0.334, -4.67e+08),
           (-0.331, -9.69e+07),
           (-0.327,  3.57e+09),
           (-0.324, -1.15e+09),
           (-0.321, -8.15e+08),
           (-0.317,  1.43e+09),
           (-0.314,  1.27e+08),
           (-0.310,  2.01e+09),
           (-0.307,  1.43e+08),
           (-0.304,  7.86e+06),
           (-0.300, -4.18e+07),
           (-0.297,  2.15e+09),
           (-0.294,  9.84e+08),
           (-0.290, -8.73e+08),
           (-0.287,  9.36e+08),
           (-0.283,  1.73e+09),
           (-0.280, -1.21e+09),
           (-0.277,  1.77e+09),
           (-0.270, -1.01e+09),
           (-0.267, -1.13e+09),
           (-0.263,  2.85e+09),
           (-0.260, -1.44e+08),
