Bolide Detection Notification: 2009-051

At 12:15:57 UT on 20 Feb 2009, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash  was Lat 64.9S, Lon 70.0W

Based upon the visible-light intensity-time signature, peak brightness of the flash
was  determined to be approximately 2.0e10 watts/steradian, and total radiated flash
energy  5.0e10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-0.297,  5.23e+09),
           (-0.294,  4.23e+09),
           (-0.290,  4.75e+09),
           (-0.287, -1.80e+07),
           (-0.284, -4.26e+09),
           (-0.280, -1.09e+09),
           (-0.277, -1.00e+09),
           (-0.273, -2.28e+09),
           (-0.270,  3.48e+08),
           (-0.267,  2.38e+09),
           (-0.263,  2.15e+09),
           (-0.260, -2.45e+09),
           (-0.257,  2.18e+09),
           (-0.253,  4.34e+09),
           (-0.250, -1.83e+09),
           (-0.246, -3.00e+09),
           (-0.243,  1.17e+09),
           (-0.240,  2.30e+09),
           (-0.236,  3.83e+09),
           (-0.233,  1.82e+09),
           (-0.230, -1.65e+08),
           (-0.226,  1.47e+09),
           (-0.223, -3.55e+09),
           (-0.219,  2.88e+08),
           (-0.216,  8.31e+08),
           (-0.213,  2.32e+09),
           (-0.209,  4.52e+09),
           (-0.206,  3.12e+08),
           (-0.203, -2.82e+09),
           (-0.199,  4.90e+09),
           (-0.196,  1.04e+09),
           (-0.192, -1.23e+09),
           (-0.189,  2.84e+09),
           (-0.186,  3.90e+09),
           (-0.182,  8.06e+08),
           (-0.179,  2.56e+09),
           (-0.176,  9.51e+08),
           (-0.172, -5.92e+09),
           (-0.169, -2.53e+09),
           (-0.165,  3.08e+09),
           (-0.162,  1.70e+09),
           (-0.159,  1.17e+09),
           (-0.155, -2.95e+09),
           (-0.152, -1.02e+09),
           (-0.149,  1.22e+09),
           (-0.145, -1.70e+09),
           (-0.142,  4.28e+08),
           (-0.138, -3.22e+08),
           (-0.135, -3.20e+09),
           (-0.132, -6.96e+08),
           (-0.128,  3.41e+09),
           (-0.125, -7.08e+08),
           (-0.122, -2.85e+09),
           (-0.118, -9.50e+08),
           (-0.115, -1.16e+09),
           (-0.111, -7.90e+08),
           (-0.108,  3.88e+08),
           (-0.105, -1.59e+09),
           (-0.101, -2.93e+09),
           (-0.098, -2.39e+09),
           (-0.095, -1.25e+09),
           (-0.091, -2.74e+09),
           (-0.088,  2.49e+09),
           (-0.084, -1.43e+09),
           (-0.081, -4.22e+09),
           (-0.078, -9.19e+08),
           (-0.074,  3.19e+09),
           (-0.071,  2.79e+09),
           (-0.068, -2.28e+09),
           (-0.064, -7.68e+07),
           (-0.061, -3.28e+09),
           (-0.057,  5.16e+09),
           (-0.054,  4.40e+09),
           (-0.051, -3.79e+09),
           (-0.047, -3.68e+09),
           (-0.044, -1.62e+09),
           (-0.041, -1.23e+09),
           (-0.037,  6.84e+08),
           (-0.034, -2.68e+09),
           (-0.030,  9.52e+07),
           (-0.027, -5.09e+08),
           (-0.024,  1.26e+09),
           (-0.020, -2.86e+09),
           (-0.017, -1.95e+09),
           (-0.014,  3.91e+09),
           (-0.010,  7.73e+09),
           (-0.007,  9.42e+09),
           (-0.003,  1.46e+10),
           (-0.000,  1.91e+10),
           ( 0.003,  2.88e+10),
           ( 0.007,  3.80e+10),
           ( 0.010,  4.08e+10),
           ( 0.013,  4.53e+10),
           ( 0.017,  5.45e+10),
           ( 0.020,  6.24e+10),
           ( 0.024,  6.03e+10),
           ( 0.027,  5.89e+10),
           ( 0.030,  5.94e+10),
           ( 0.034,  6.62e+10),
           ( 0.037,  6.49e+10),
           ( 0.040,  5.87e+10),
           ( 0.044,  5.30e+10),
           ( 0.047,  5.55e+10),
           ( 0.051,  5.84e+10),
           ( 0.054,  5.60e+10),
           ( 0.057,  4.87e+10),
           ( 0.061,  4.46e+10),
           ( 0.064,  3.96e+10),
           ( 0.067,  3.57e+10),
           ( 0.071,  2.92e+10),
           ( 0.074,  3.02e+10),
           ( 0.078,  2.87e+10),
