Bolide Detection Notification: 2008-204

At 19:34:00 UT on 22 Jul 2008, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash  was Lat 17.8S, Lon 89.2W.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was  determined to be approximately 1.2E10 watts/steradian, and total radiated flash
energy  6.1E10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-0.800,  2.64e+09),
           (-0.796,  3.94e+09),
           (-0.793, -1.27e+09),
           (-0.790, -8.53e+08),
           (-0.786, -2.41e+09),
           (-0.783,  1.32e+09),
           (-0.780,  1.62e+09),
           (-0.776, -1.58e+09),
           (-0.773, -1.74e+09),
           (-0.770, -1.36e+09),
           (-0.766,  4.84e+08),
           (-0.763, -2.67e+09),
           (-0.759, -9.70e+09),
           (-0.756, -7.21e+09),
           (-0.753, -4.66e+09),
           (-0.749, -5.84e+09),
           (-0.746, -2.24e+09),
           (-0.742, -2.73e+09),
           (-0.739, -2.96e+09),
           (-0.736, -7.12e+09),
           (-0.732, -4.56e+09),
           (-0.729,  1.09e+09),
           (-0.726, -3.38e+09),
           (-0.722, -2.15e+09),
           (-0.719,  8.89e+08),
           (-0.716, -1.55e+09),
           (-0.712,  1.40e+09),
           (-0.709,  2.94e+09),
           (-0.705,  1.32e+09),
           (-0.702, -1.19e+08),
           (-0.699, -3.98e+09),
           (-0.695, -6.66e+09),
           (-0.692, -1.83e+09),
           (-0.688, -2.56e+09),
           (-0.685, -1.84e+09),
           (-0.682, -8.07e+08),
           (-0.678, -1.74e+09),
           (-0.675, -3.75e+08),
           (-0.672, -3.41e+09),
           (-0.668, -3.18e+09),
           (-0.665, -1.79e+09),
           (-0.662,  1.33e+09),
           (-0.658, -3.67e+08),
           (-0.655, -3.95e+09),
           (-0.651,  6.35e+08),
           (-0.648,  3.70e+09),
           (-0.645,  2.13e+09),
           (-0.641,  3.76e+09),
           (-0.638,  6.05e+09),
           (-0.634,  3.35e+09),
           (-0.631, -1.53e+09),
           (-0.628, -1.44e+09),
           (-0.624, -2.56e+09),
           (-0.621, -5.01e+08),
           (-0.618,  1.47e+09),
           (-0.614, -5.79e+09),
           (-0.611, -4.94e+09),
           (-0.608, -5.74e+09),
           (-0.604, -2.45e+09),
           (-0.601,  3.81e+08),
           (-0.597,  9.72e+08),
           (-0.594,  6.01e+08),
           (-0.591, -8.09e+08),
           (-0.587, -1.04e+09),
           (-0.584,  1.84e+09),
           (-0.580, -6.14e+08),
           (-0.577, -5.74e+08),
           (-0.574,  7.52e+08),
           (-0.570, -8.86e+08),
           (-0.567,  3.61e+07),
           (-0.564, -3.62e+09),
           (-0.560, -2.24e+09),
           (-0.557,  1.05e+09),
           (-0.554,  9.76e+08),
           (-0.550, -6.05e+08),
           (-0.547, -5.44e+08),
           (-0.543, -2.83e+07),
           (-0.540, -3.45e+09),
           (-0.537, -2.46e+09),
           (-0.533,  5.13e+09),
           (-0.530,  8.09e+09),
           (-0.526,  6.12e+09),
           (-0.523,  3.72e+09),
           (-0.520,  4.04e+09),
