Bolide Detection Notification: 2016-154

At 10:56:32 UT on 02 Jun 2016, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was Lat 33.8N, Lon 110.9W.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was determined to be approximately 2.80e+10 watts/steradian, and total radiated flash
energy 2.49e+11 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-0.999,  6.21e+08),
           (-0.996, -8.77e+08),
           (-0.992, -1.23e+09),
           (-0.986,  4.33e+08),
           (-0.982,  6.04e+06),
           (-0.979, -5.65e+08),
           (-0.975, -1.51e+09),
           (-0.972,  4.71e+08),
           (-0.969,  1.30e+09),
           (-0.965, -6.43e+07),
           (-0.962, -8.52e+08),
           (-0.959, -7.52e+08),
           (-0.955,  4.34e+08),
           (-0.952,  1.74e+08),
           (-0.948,  7.72e+08),
           (-0.945,  6.08e+08),
           (-0.942, -5.53e+08),
           (-0.938,  7.81e+08),
           (-0.935,  7.93e+08),
           (-0.932, -6.36e+08),
           (-0.928, -7.70e+07),
           (-0.925,  7.13e+08),
           (-0.921, -7.68e+08),
           (-0.918,  1.60e+09),
           (-0.915, -1.97e+09),
           (-0.911,  2.20e+07),
           (-0.908,  2.58e+07),
           (-0.905, -1.09e+09),
           (-0.901, -1.91e+09),
           (-0.898, -2.12e+08),
           (-0.894, -7.60e+08),
           (-0.891,  5.67e+08),
           (-0.888, -1.02e+09),
           (-0.884,  3.82e+08),
           (-0.881,  8.90e+08),
           (-0.878, -2.22e+09),
           (-0.874, -9.80e+08),
           (-0.871,  6.45e+08),
           (-0.867, -2.01e+08),
           (-0.864, -7.07e+08),
           (-0.861, -9.46e+08),
           (-0.857,  3.80e+08),
           (-0.854,  2.12e+08),
           (-0.850, -7.41e+08),
           (-0.847,  2.90e+08),
           (-0.844, -1.55e+08),
           (-0.840, -1.14e+09),
           (-0.837, -1.53e+09),
           (-0.834, -1.17e+09),
           (-0.830,  2.95e+08),
           (-0.827,  4.68e+08),
           (-0.823, -1.16e+09),
           (-0.820, -1.39e+09),
           (-0.817, -5.60e+08),
           (-0.813, -8.95e+08),
           (-0.810, -1.86e+09),
           (-0.807, -8.34e+08),
           (-0.803, -6.46e+08),
           (-0.800,  1.72e+08),
           (-0.793, -1.64e+09),
           (-0.790, -1.70e+08),
           (-0.786, -1.06e+09),
           (-0.783, -9.31e+08),
           (-0.780,  9.38e+08),
           (-0.776, -1.24e+09),
           (-0.773, -2.21e+08),
           (-0.769, -2.15e+08),
           (-0.766, -2.45e+09),
           (-0.763, -9.72e+08),
           (-0.759, -7.07e+07),
           (-0.756, -9.37e+08),
           (-0.753, -6.34e+08),
           (-0.749,  1.59e+08),
