Bolide Detection Notification: 2013-325

At 01:50:35 on 21 November 2013, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was 44.7N, 35.3E.

Based on the visible-light intensity-time signature, peak brightness of the flash was
determined to be approximately 1.20e10 watts/steradian, and total radiated flash
energy 7.50e10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-1.498, -8.68e+08),
           (-1.495, -1.29e+09),
           (-1.492,  3.88e+08),
           (-1.488,  4.89e+08),
           (-1.485, -9.10e+08),
           (-1.482, -3.11e+08),
           (-1.478, -1.45e+09),
           (-1.471,  9.62e+08),
           (-1.468,  1.56e+09),
           (-1.465,  2.51e+08),
           (-1.461, -2.79e+08),
           (-1.458, -1.67e+08),
           (-1.455,  6.57e+08),
           (-1.451,  9.59e+08),
           (-1.448, -8.33e+08),
           (-1.444,  7.16e+08),
           (-1.438, -5.09e+08),
           (-1.434,  1.01e+09),
           (-1.428,  4.75e+08),
           (-1.421,  2.67e+08),
           (-1.417,  5.76e+08),
           (-1.414,  7.51e+08),
           (-1.411,  1.18e+08),
           (-1.404,  1.04e+09),
           (-1.401,  1.19e+09),
           (-1.397,  8.68e+08),
           (-1.394,  1.00e+09),
           (-1.390,  3.84e+07),
           (-1.387,  1.26e+09),
           (-1.384,  7.17e+08),
           (-1.380,  5.01e+08),
           (-1.377,  1.41e+09),
           (-1.374,  1.10e+09),
           (-1.370, -3.90e+08),
           (-1.367,  1.19e+09),
           (-1.363,  1.35e+09),
           (-1.360,  1.90e+09),
           (-1.357,  4.75e+08),
           (-1.353, -5.18e+07),
           (-1.350,  8.00e+08),
           (-1.347,  1.11e+09),
           (-1.343,  9.35e+08),
           (-1.340,  8.32e+08),
           (-1.337,  5.76e+08),
           (-1.333, -4.24e+08),
           (-1.330,  1.40e+09),
           (-1.326,  8.19e+08),
           (-1.323,  1.61e+09),
           (-1.320,  1.74e+09),
           (-1.316,  8.03e+07),
           (-1.309,  6.15e+08),
           (-1.306,  1.69e+09),
           (-1.303,  2.25e+09),
