Bolide Detection Notification: 2019-029

At 20:47:19 UT on 29 Jan 2019, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was not determined.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was determined to be approximately 8.79e+09 watts/steradian, and total radiated flash
energy 2.66e+10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-0.999,  2.19e+09),
           (-0.996,  7.28e+08),
           (-0.992, -3.89e+08),
           (-0.989, -4.21e+08),
           (-0.986, -2.77e+08),
           (-0.982,  1.52e+08),
           (-0.979, -1.40e+09),
           (-0.975,  1.60e+08),
           (-0.972, -2.27e+09),
           (-0.969, -9.54e+08),
           (-0.965, -1.21e+09),
           (-0.962, -1.59e+09),
           (-0.959,  1.20e+09),
           (-0.955,  3.87e+08),
           (-0.952,  4.59e+08),
           (-0.948, -5.57e+08),
           (-0.945, -9.67e+08),
           (-0.942,  4.65e+08),
           (-0.938,  3.81e+08),
           (-0.935,  1.19e+09),
           (-0.931, -4.77e+08),
           (-0.928,  1.66e+09),
           (-0.925, -4.29e+07),
           (-0.921,  1.75e+09),
           (-0.918, -9.73e+08),
           (-0.915,  5.48e+08),
           (-0.911, -4.66e+08),
           (-0.908, -5.86e+08),
           (-0.905,  2.40e+08),
           (-0.901,  6.20e+08),
           (-0.898, -4.65e+08),
           (-0.894, -6.43e+08),
           (-0.891, -1.98e+09),
           (-0.888, -5.64e+08),
           (-0.881,  1.00e+09),
           (-0.878, -1.51e+08),
           (-0.874,  1.46e+09),
           (-0.871, -6.44e+08),
           (-0.867,  7.25e+08),
           (-0.864,  1.23e+09),
           (-0.861,  2.19e+09),
           (-0.857,  5.54e+08),
           (-0.854,  1.01e+09),
           (-0.851,  1.35e+09),
           (-0.847, -4.42e+08),
           (-0.844, -1.85e+09),
           (-0.840,  1.01e+09),
           (-0.837,  8.55e+08),
           (-0.834, -1.51e+09),
           (-0.830,  1.06e+09),
           (-0.827, -1.47e+09),
           (-0.824, -1.30e+09),
           (-0.820, -1.29e+08),
           (-0.817, -7.12e+08),
           (-0.813,  3.05e+06),
           (-0.810,  9.09e+08),
           (-0.807,  5.00e+08),
           (-0.803,  9.10e+08),
           (-0.800, -1.35e+09),
           (-0.797, -1.02e+09),
           (-0.793, -6.17e+08),
           (-0.790,  2.49e+09),
           (-0.786, -3.08e+07),
           (-0.783, -1.64e+09),
           (-0.780,  1.03e+09),
           (-0.773, -9.99e+08),
           (-0.770,  5.29e+08),
           (-0.766, -3.67e+08),
           (-0.763,  9.35e+08),
           (-0.759, -1.04e+09),
           (-0.756, -5.69e+07),
           (-0.753,  4.52e+08),
           (-0.749,  1.06e+09),
           (-0.746, -6.35e+08),
           (-0.743,  4.03e+08),
           (-0.739, -3.67e+08),
           (-0.736,  4.25e+08),
           (-0.732, -2.03e+09),
           (-0.729,  1.22e+09),
           (-0.726,  1.82e+09),
           (-0.722, -2.16e+09),
           (-0.719, -5.00e+08),
           (-0.716, -6.90e+08),
           (-0.712, -1.02e+09),
           (-0.709, -5.42e+07),
           (-0.705, -2.29e+09),
           (-0.702,  8.64e+08),
           (-0.699, -8.08e+08),
           (-0.695, -1.70e+09),
           (-0.692, -4.89e+08),
           (-0.689,  1.11e+09),
           (-0.685,  7.86e+07),
           (-0.682, -6.89e+08),
           (-0.678, -7.37e+08),
           (-0.675,  1.27e+09),
           (-0.672, -3.97e+08),
           (-0.668,  2.19e+09),
           (-0.665,  1.51e+09),
           (-0.662,  6.26e+08),
           (-0.658,  5.64e+08),
           (-0.655,  1.61e+09),
           (-0.651,  9.42e+08),
           (-0.648,  1.75e+09),
           (-0.645,  2.39e+09),
           (-0.641,  1.89e+09),
           (-0.638,  2.04e+09),
           (-0.635,  1.67e+09),
           (-0.631, -5.62e+08),
           (-0.628,  1.42e+09),
           (-0.621,  1.89e+09),
           (-0.618,  1.42e+09),
           (-0.614, -5.30e+08),
           (-0.611, -8.87e+08),
           (-0.608,  8.79e+08),
           (-0.604,  1.79e+09),
           (-0.601, -1.68e+08),
           (-0.597, -1.24e+09),
           (-0.594,  2.03e+09),
           (-0.591,  1.23e+09),
           (-0.587,  8.12e+08),
           (-0.584, -3.74e+08),
           (-0.581,  7.02e+08),
           (-0.577, -1.19e+09),
           (-0.574,  2.85e+08),
           (-0.570, -1.17e+09),
           (-0.567, -1.91e+09),
           (-0.564,  1.50e+09),
           (-0.557, -2.41e+08),
           (-0.553,  2.92e+08),
           (-0.550,  2.71e+09),
           (-0.543, -1.21e+09),
           (-0.540, -8.73e+08),
           (-0.537, -1.72e+09),
           (-0.533,  5.75e+08),
           (-0.530,  2.46e+09),
           (-0.527,  5.06e+08),
           (-0.523, -7.60e+08),
           (-0.520,  4.46e+08),
           (-0.516,  6.95e+08),
           (-0.513,  4.95e+07),
           (-0.510, -1.95e+06),
           (-0.506,  5.40e+08),
           (-0.503,  1.70e+09),
           (-0.500,  5.04e+08),
           (-0.496, -4.21e+08),
           (-0.493,  1.43e+09),
           (-0.489,  5.05e+08),
           (-0.486, -8.29e+08),
           (-0.483, -6.84e+08),
           (-0.479, -1.98e+08),
           (-0.476, -8.74e+08),
           (-0.472, -7.88e+08),
           (-0.469,  4.84e+08),
           (-0.466, -4.01e+08),
           (-0.462,  1.26e+08),
           (-0.459, -7.78e+07),
           (-0.456,  5.49e+08),
           (-0.452,  7.58e+08),
           (-0.449,  8.70e+07),
           (-0.446,  2.84e+08),
           (-0.442, -1.08e+09),
           (-0.439, -1.78e+09),
           (-0.435, -1.82e+08),
           (-0.432,  7.24e+08),
           (-0.429,  6.72e+08),
           (-0.425,  2.03e+07),
           (-0.422,  1.76e+08),
           (-0.418,  1.59e+09),
           (-0.415,  3.80e+08),
           (-0.412, -1.90e+09),
           (-0.408,  1.29e+09),
           (-0.405, -7.69e+08),
           (-0.402,  5.91e+08),
           (-0.398,  5.75e+08),
           (-0.395,  1.69e+09),
           (-0.392, -1.39e+09),
           (-0.388, -8.73e+08),
           (-0.385,  2.30e+09),
           (-0.381,  7.55e+08),
           (-0.378, -3.69e+08),
           (-0.375,  1.76e+08),
           (-0.371, -3.47e+08),
           (-0.361,  9.38e+08),
           (-0.358,  1.07e+09),
           (-0.354, -1.98e+09),
           (-0.351, -1.05e+09),
           (-0.344,  1.19e+08),
           (-0.341,  1.70e+08),
           (-0.337, -1.87e+08),
           (-0.334,  2.12e+09),
           (-0.331,  6.88e+07),
           (-0.327, -5.48e+08),
           (-0.324,  1.99e+09),
           (-0.321, -7.65e+08),
           (-0.317, -1.40e+09),
           (-0.314,  5.86e+08),
           (-0.310,  9.97e+08),
           (-0.307, -9.88e+08),
           (-0.304,  1.44e+08),
           (-0.300,  3.52e+08),
           (-0.297, -7.21e+08),
           (-0.294,  2.67e+08),
           (-0.290,  5.96e+08),
           (-0.287, -2.43e+06),
           (-0.283,  1.73e+08),
           (-0.280,  1.58e+09),
           (-0.277, -7.52e+08),
           (-0.273, -3.94e+08),
           (-0.270,  3.98e+08),
           (-0.267,  4.44e+08),
           (-0.263,  8.14e+08),
           (-0.260,  1.51e+08),
           (-0.257,  4.94e+08),
           (-0.253, -5.35e+08),
           (-0.250, -1.29e+09),
           (-0.246,  6.00e+08),
           (-0.243,  9.37e+08),
           (-0.240, -7.09e+08),
           (-0.236,  1.72e+08),
           (-0.233, -2.07e+08),
           (-0.229,  9.93e+08),
           (-0.226,  1.34e+09),
           (-0.223,  9.19e+08),
           (-0.216, -6.17e+08),
           (-0.213, -1.45e+09),
           (-0.209, -6.34e+08),
           (-0.203,  1.30e+09),
           (-0.199, -1.96e+09),
           (-0.196, -2.61e+08),
           (-0.192, -6.91e+08),
           (-0.186,  1.71e+09),
           (-0.182, -2.53e+08),
           (-0.179,  7.99e+08),
