Bolide Detection Notification: 2009-038

At 19:51:32 UT on 07 Feb 2009, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash  was Lat 56.6N, Lon 69.8E.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was  determined to be approximately 22.0e10 watts/steradian, and total radiated flash
energy  160.0e10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-1.097, -7.17e+08),
           (-1.094, -1.55e+08),
           (-1.090,  6.83e+08),
           (-1.087,  9.45e+08),
           (-1.083,  1.84e+09),
           (-1.080,  2.51e+09),
           (-1.077, -2.46e+07),
           (-1.073, -7.25e+08),
           (-1.070,  2.04e+09),
           (-1.067,  1.74e+09),
           (-1.063, -5.48e+08),
           (-1.060,  7.45e+08),
           (-1.056,  2.99e+09),
           (-1.053,  2.76e+09),
           (-1.050, -1.83e+09),
           (-1.046,  2.09e+09),
           (-1.043, -2.02e+09),
           (-1.040, -1.72e+09),
           (-1.036, -2.66e+09),
           (-1.033, -4.48e+08),
           (-1.029, -1.70e+09),
           (-1.026,  4.01e+09),
           (-1.023,  3.18e+09),
           (-1.019,  3.48e+09),
           (-1.016,  3.21e+09),
           (-1.013, -1.92e+09),
           (-1.009,  9.14e+08),
           (-1.006,  6.60e+08),
           (-1.002,  1.88e+09),
           (-0.999,  1.65e+09),
           (-0.996, -1.46e+09),
           (-0.992,  3.25e+09),
           (-0.989, -3.09e+08),
           (-0.986,  1.06e+09),
           (-0.982,  1.58e+09),
           (-0.979,  3.21e+09),
           (-0.975,  1.13e+09),
           (-0.972, -9.25e+08),
           (-0.969, -2.09e+09),
           (-0.965, -4.78e+08),
           (-0.962,  8.37e+08),
           (-0.959,  4.20e+09),
           (-0.955, -4.17e+08),
           (-0.952, -2.86e+09),
           (-0.948, -2.17e+09),
           (-0.945, -4.73e+09),
           (-0.942,  3.21e+09),
           (-0.938,  2.51e+09),
           (-0.935, -7.40e+08),
           (-0.932, -1.70e+09),
           (-0.928, -1.51e+09),
           (-0.925, -2.32e+08),
           (-0.921,  1.09e+09),
           (-0.918, -3.84e+09),
           (-0.915, -3.16e+09),
           (-0.911,  3.03e+09),
           (-0.908,  3.38e+09),
           (-0.905,  9.91e+08),
           (-0.901, -3.07e+09),
           (-0.898, -1.13e+09),
           (-0.894,  2.08e+09),
           (-0.891,  2.88e+09),
           (-0.888,  8.60e+08),
           (-0.884,  5.69e+09),
           (-0.881,  2.58e+09),
           (-0.878,  4.14e+09),
           (-0.874,  8.98e+08),
           (-0.871, -3.91e+09),
           (-0.867,  1.34e+09),
           (-0.864,  1.77e+09),
           (-0.861,  4.94e+09),
           (-0.857,  1.83e+08),
           (-0.854,  2.61e+09),
           (-0.851,  2.22e+09),
           (-0.847,  2.88e+09),
           (-0.844,  1.43e+09),
           (-0.840,  6.52e+08),
           (-0.837,  3.34e+09),
           (-0.834, -3.32e+08),
           (-0.830,  2.66e+09),
           (-0.827,  3.31e+09),
           (-0.824, -2.03e+09),
           (-0.820, -2.26e+09),
           (-0.817,  3.98e+08),
           (-0.813, -3.55e+09),
           (-0.810,  1.20e+09),
           (-0.807,  4.11e+09),
           (-0.803,  4.41e+09),
           (-0.800,  1.52e+08),
           (-0.797,  1.26e+09),
           (-0.793,  1.29e+09),
           (-0.790,  5.12e+09),
           (-0.786, -2.63e+08),
           (-0.783, -3.25e+08),
           (-0.780,  1.97e+09),
           (-0.776, -1.02e+09),
           (-0.773,  2.54e+09),
           (-0.770,  9.83e+08),
           (-0.766,  3.28e+09),
           (-0.763,  5.32e+09),
           (-0.759,  7.91e+08),
           (-0.756,  3.63e+09),
           (-0.753, -2.47e+09),
           (-0.749,  3.11e+09),
           (-0.746,  2.95e+09),
           (-0.743, -1.55e+09),
           (-0.739,  8.31e+07),
           (-0.736,  7.52e+08),
           (-0.732,  6.75e+08),
           (-0.729,  5.68e+09),
           (-0.726,  2.86e+09),
           (-0.722,  2.06e+09),
           (-0.719,  2.33e+09),
           (-0.716, -1.69e+09),
           (-0.712,  5.14e+08),
           (-0.709,  9.98e+08),
