Bolide Detection Notification: 2017-038

At 17:37:31 UT on 07 Feb 2017, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash  was Lat 27.4S, Lon 14.8W.

 Based upon the visible-light intensity-time signature, peak brightness of the flash
was  determined to be approximately 3.4e9 watts/steradian, and total radiated flash
energy  2.0e10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-0.749,  1.92e+09),
           (-0.746,  5.67e+08),
           (-0.742,  1.02e+09),
           (-0.739,  1.17e+09),
           (-0.736,  3.64e+09),
           (-0.732,  3.97e+09),
           (-0.729,  2.28e+09),
           (-0.726,  1.90e+09),
           (-0.722, -4.14e+08),
           (-0.719, -3.17e+09),
           (-0.716, -8.44e+08),
           (-0.712, -1.19e+09),
           (-0.709, -9.84e+08),
           (-0.705, -1.63e+09),
           (-0.702,  3.55e+08),
           (-0.699,  5.76e+08),
           (-0.695,  4.56e+08),
           (-0.692,  6.97e+08),
           (-0.688, -1.67e+08),
           (-0.685,  2.13e+09),
           (-0.682,  1.61e+09),
           (-0.678,  1.38e+07),
           (-0.675,  5.49e+08),
           (-0.672, -1.80e+09),
           (-0.668, -1.53e+09),
           (-0.665, -2.08e+08),
           (-0.661, -3.69e+07),
           (-0.658,  2.37e+08),
           (-0.655,  7.34e+08),
           (-0.651, -1.25e+09),
           (-0.648, -8.96e+08),
           (-0.645,  1.37e+09),
           (-0.641,  2.38e+09),
           (-0.638,  1.52e+09),
           (-0.635,  1.43e+09),
           (-0.631,  1.25e+09),
           (-0.628, -4.06e+06),
           (-0.624,  1.41e+08),
           (-0.621,  6.95e+08),
           (-0.618, -4.05e+08),
           (-0.614, -7.05e+08),
           (-0.611,  6.71e+08),
           (-0.607,  2.26e+09),
           (-0.604, -6.27e+08),
           (-0.601, -1.67e+09),
           (-0.597, -2.86e+09),
           (-0.594, -1.27e+09),
           (-0.591,  6.74e+08),
           (-0.587, -2.25e+09),
           (-0.584, -2.08e+09),
           (-0.581, -1.54e+09),
           (-0.577, -1.13e+09),
           (-0.574, -2.52e+09),
           (-0.570, -2.21e+09),
           (-0.567,  5.89e+07),
           (-0.564, -5.13e+08),
           (-0.560, -2.11e+08),
           (-0.557,  2.31e+09),
           (-0.554,  4.42e+09),
           (-0.550,  3.42e+09),
           (-0.547,  9.61e+08),
           (-0.543,  1.90e+09),
           (-0.540,  1.19e+09),
           (-0.537,  2.76e+08),
           (-0.533,  1.21e+09),
           (-0.530,  1.08e+09),
           (-0.526,  1.37e+09),
           (-0.523,  2.97e+09),
           (-0.520,  6.20e+09),
           (-0.516,  3.95e+09),
           (-0.513,  3.42e+09),
           (-0.510,  3.70e+09),
           (-0.506,  3.62e+09),
           (-0.503,  4.24e+09),
           (-0.500,  3.90e+09),
           (-0.496,  1.72e+09),
           (-0.493,  9.45e+08),
           (-0.489,  1.02e+09),
           (-0.486,  1.58e+09),
           (-0.483,  4.53e+08),
           (-0.479, -8.43e+08),
           (-0.476, -1.54e+09),
           (-0.473, -1.50e+09),
           (-0.469,  5.16e+08),
           (-0.466,  1.76e+09),
           (-0.462,  8.33e+08),
           (-0.459, -9.30e+06),
           (-0.456,  2.38e+09),
           (-0.452,  3.38e+09),
           (-0.449,  4.13e+09),
           (-0.445,  4.94e+09),
           (-0.442,  3.32e+09),
           (-0.439,  5.96e+08),
           (-0.435,  2.01e+09),
           (-0.432,  1.34e+08),
           (-0.429, -1.57e+09),
           (-0.425,  2.26e+08),
           (-0.422, -6.55e+08),
           (-0.419,  2.02e+08),
           (-0.415,  2.22e+09),
           (-0.412,  2.31e+09),
           (-0.408, -9.13e+08),
           (-0.405,  2.02e+09),
           (-0.402,  1.09e+09),
           (-0.398, -2.97e+08),
           (-0.395,  2.15e+08),
           (-0.391,  3.43e+08),
           (-0.388,  2.05e+09),
           (-0.385,  2.47e+09),
           (-0.381,  2.42e+09),
           (-0.378,  1.30e+09),
           (-0.375,  4.44e+08),
           (-0.371, -2.98e+08),
           (-0.368,  1.69e+09),
           (-0.364,  2.47e+09),
           (-0.361,  1.67e+09),
           (-0.358,  3.25e+08),
           (-0.354,  1.61e+09),
           (-0.351,  1.63e+09),
           (-0.348, -4.93e+08),
           (-0.344,  1.14e+09),
           (-0.341, -9.35e+08),
           (-0.338, -2.14e+09),
           (-0.334, -1.61e+09),
           (-0.331,  5.19e+07),
           (-0.327, -4.86e+08),
           (-0.324, -2.78e+08),
           (-0.321, -1.85e+08),
           (-0.317,  6.37e+08),
           (-0.314,  1.33e+09),
           (-0.310, -4.63e+08),
           (-0.307, -2.90e+09),
           (-0.304, -7.06e+08),
           (-0.300,  1.02e+09),
           (-0.297,  9.70e+08),
           (-0.294,  1.99e+09),
           (-0.290,  2.54e+09),
           (-0.287,  7.29e+08),
           (-0.284,  1.36e+09),
           (-0.280,  1.15e+09),
           (-0.277,  2.11e+09),
           (-0.273,  2.95e+09),
           (-0.270,  7.69e+08),
           (-0.267,  1.15e+08),
           (-0.263, -2.05e+08),
           (-0.260,  3.00e+09),
           (-0.257,  2.66e+09),
           (-0.253,  1.61e+09),
           (-0.250,  1.23e+09),
           (-0.246,  8.56e+08),
           (-0.243,  1.12e+09),
           (-0.240,  1.90e+09),
           (-0.236,  2.17e+09),
           (-0.233,  2.11e+09),
           (-0.229,  1.88e+09),
           (-0.226,  2.06e+09),
           (-0.223,  2.62e+09),
           (-0.219,  1.19e+09),
           (-0.216,  2.19e+09),
           (-0.213,  2.71e+09),
           (-0.209,  1.42e+09),
           (-0.206, -1.80e+08),
           (-0.203, -4.15e+07),
           (-0.199,  2.31e+09),
           (-0.196,  8.98e+08),
           (-0.192,  1.17e+09),
           (-0.189,  1.36e+09),
           (-0.186,  3.29e+09),
           (-0.182,  2.30e+09),
           (-0.179,  1.52e+09),
           (-0.176,  2.26e+09),
           (-0.172,  2.95e+09),
           (-0.169,  2.93e+09),
           (-0.165,  2.98e+09),
           (-0.162,  2.84e+09),
           (-0.159,  1.40e+09),
           (-0.155,  1.44e+09),
           (-0.152,  4.35e+09),
           (-0.148,  2.97e+09),
           (-0.145,  1.67e+09),
           (-0.142,  3.58e+09),
           (-0.138,  3.13e+09),
           (-0.135,  5.00e+09),
           (-0.132,  4.17e+09),
           (-0.128,  2.13e+09),
           (-0.125,  3.68e+09),
           (-0.122,  3.42e+09),
           (-0.118,  4.15e+09),
           (-0.115,  3.67e+09),
           (-0.111,  3.86e+09),
           (-0.108,  5.31e+09),
           (-0.105,  6.49e+09),
           (-0.101,  6.45e+09),
           (-0.098,  5.81e+09),
           (-0.094,  7.25e+09),
           (-0.091,  3.73e+09),
           (-0.088,  2.36e+09),
           (-0.084,  4.03e+09),
           (-0.081,  4.84e+09),
           (-0.078,  5.55e+09),
           (-0.074,  3.62e+09),
           (-0.071,  3.86e+09),
           (-0.067,  4.78e+09),
           (-0.064,  1.80e+09),
           (-0.061,  7.06e+08),
           (-0.057,  1.84e+09),
           (-0.054,  3.16e+09),
           (-0.051,  3.91e+09),
           (-0.047,  4.30e+09),
           (-0.044,  5.13e+09),
           (-0.041,  5.09e+09),
           (-0.037,  3.88e+09),
           (-0.034,  2.93e+09),
           (-0.030,  4.82e+09),
           (-0.027,  4.03e+09),
           (-0.024,  2.53e+09),
           (-0.020,  2.55e+09),
           (-0.017,  2.35e+09),
           (-0.013,  6.86e+08),
           (-0.010,  2.24e+08),
           (-0.007,  9.13e+08),
           (-0.003,  2.31e+09),
           (-0.000,  3.77e+09),
           ( 0.003,  5.56e+09),
           ( 0.007,  6.48e+09),
           ( 0.010,  5.83e+09),
           ( 0.013,  4.91e+09),
           ( 0.017,  2.49e+09),
           ( 0.020,  3.05e+09),
           ( 0.024,  3.20e+09),
           ( 0.027,  3.30e+09),
           ( 0.030,  3.42e+09),
           ( 0.034,  2.27e+09),
           ( 0.037,  3.95e+09),
           ( 0.040,  2.67e+09),
           ( 0.044,  1.08e+09),
           ( 0.047,  4.01e+09),
           ( 0.051,  6.82e+09),
           ( 0.054,  6.77e+09),
           ( 0.057,  2.08e+09),
           ( 0.061,  1.29e+09),
           ( 0.064,  3.44e+09),
           ( 0.068,  4.38e+09),
           ( 0.071,  3.10e+09),
           ( 0.074,  1.90e+09),
           ( 0.078,  2.10e+09),
           ( 0.081,  1.91e+09),
           ( 0.084,  1.63e+09),
           ( 0.088,  1.65e+09),
           ( 0.091,  2.84e+09),
           ( 0.094,  4.62e+09),
           ( 0.098,  2.45e+09),
           ( 0.101,  1.25e+09),
           ( 0.105,  5.04e+09),
           ( 0.108,  4.67e+09),
           ( 0.111,  5.45e+09),
           ( 0.115,  6.65e+09),
           ( 0.118,  6.62e+09),
           ( 0.121,  6.37e+09),
           ( 0.125,  4.40e+09),
           ( 0.128,  4.00e+09),
           ( 0.132,  5.74e+09),
           ( 0.135,  5.91e+09),
           ( 0.138,  3.18e+09),
           ( 0.142,  2.43e+09),
           ( 0.145,  4.63e+09),
           ( 0.149,  4.28e+09),
           ( 0.152,  2.04e+09),
           ( 0.155,  5.04e+09),
           ( 0.159,  4.25e+09),
           ( 0.162,  4.81e+09),
           ( 0.165,  3.73e+09),
           ( 0.169,  2.17e+09),
           ( 0.172,  4.38e+09),
           ( 0.175,  5.58e+09),
           ( 0.179,  2.92e+09),
           ( 0.182,  2.87e+09),
           ( 0.186,  4.34e+09),
           ( 0.189,  1.61e+09),
           ( 0.192,  2.97e+09),
           ( 0.196,  4.63e+09),
           ( 0.199,  5.75e+09),
           ( 0.203,  4.56e+09),
           ( 0.206,  4.24e+09),
           ( 0.209,  5.37e+09),
           ( 0.213,  5.31e+09),
           ( 0.216,  5.22e+09),
           ( 0.219,  6.04e+09),
           ( 0.223,  5.07e+09),
           ( 0.226,  2.63e+09),
           ( 0.230,  2.35e+09),
           ( 0.233,  9.98e+08),
           ( 0.236,  1.39e+09),
           ( 0.240,  2.39e+09),
           ( 0.243,  5.32e+09),
           ( 0.246,  3.75e+09),
           ( 0.250,  2.27e+09),
           ( 0.253,  4.00e+09),
           ( 0.256,  2.55e+09),
           ( 0.260,  4.02e+09),
           ( 0.263,  5.18e+09),
           ( 0.267,  4.35e+09),
           ( 0.270,  2.12e+09),
           ( 0.273,  2.10e+09),
           ( 0.277,  4.09e+09),
           ( 0.280,  3.95e+09),
           ( 0.284,  3.38e+08),
           ( 0.287,  2.59e+09),
           ( 0.290,  2.85e+09),
           ( 0.294,  1.43e+09),
           ( 0.297,  2.13e+09),
           ( 0.300,  2.98e+09),
           ( 0.304,  4.48e+09),
           ( 0.307,  3.58e+09),
           ( 0.310,  2.82e+09),
           ( 0.314,  6.11e+09),
           ( 0.317,  8.34e+09),
           ( 0.321,  3.92e+09),
           ( 0.324,  4.27e+09),
           ( 0.327,  4.38e+09),
           ( 0.331,  1.85e+09),
           ( 0.334,  3.14e+09),
           ( 0.337,  4.49e+09),
           ( 0.341,  4.46e+09),
           ( 0.344,  4.76e+09),
           ( 0.348,  5.06e+09),
           ( 0.351,  5.44e+09),
           ( 0.354,  5.65e+09),
           ( 0.358,  5.71e+09),
           ( 0.361,  3.74e+09),
           ( 0.365,  3.28e+09),
           ( 0.368,  3.85e+09),
           ( 0.371,  4.82e+09),
           ( 0.375,  6.85e+09),
           ( 0.378,  5.11e+09),
           ( 0.381,  3.24e+09),
           ( 0.385,  3.52e+09),
           ( 0.388,  6.42e+09),
           ( 0.391,  6.90e+09),
           ( 0.395,  5.97e+09),
           ( 0.398,  8.22e+09),
           ( 0.402,  6.14e+09),
           ( 0.405,  5.69e+09),
           ( 0.408,  4.81e+09),
           ( 0.412,  4.99e+09),
           ( 0.415,  7.91e+09),
           ( 0.418,  1.02e+10),
           ( 0.422,  9.72e+09),
           ( 0.425,  1.03e+10),
           ( 0.429,  1.06e+10),
           ( 0.432,  9.72e+09),
           ( 0.435,  8.24e+09),
           ( 0.439,  7.83e+09),
           ( 0.442,  8.25e+09),
           ( 0.446,  8.88e+09),
           ( 0.449,  9.36e+09),
           ( 0.452,  9.05e+09),
           ( 0.456,  7.35e+09),
           ( 0.459,  5.15e+09),
           ( 0.462,  5.86e+09),
           ( 0.466,  6.94e+09),
           ( 0.469,  7.89e+09),
           ( 0.472,  6.35e+09),
           ( 0.476,  6.57e+09),
           ( 0.479,  7.25e+09),
           ( 0.483,  9.56e+09),
           ( 0.486,  1.21e+10),
           ( 0.489,  1.13e+10),
           ( 0.493,  1.22e+10),
           ( 0.496,  1.44e+10),
           ( 0.500,  1.07e+10),
           ( 0.503,  8.89e+09),
           ( 0.506,  7.13e+09),
           ( 0.510,  6.61e+09),
           ( 0.513,  6.96e+09),
           ( 0.516,  8.05e+09),
           ( 0.520,  8.44e+09),
           ( 0.523,  9.17e+09),
           ( 0.527,  9.28e+09),
