Bolide Detection Notification: 2013-051

At 13:13:07 on 20 February 2013, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was 23.0S, 38.8W.

Based on the visible-light intensity-time signature, peak brightness of the flash was
determined to be approximately 6.90e9 watts/steradian, and total radiated flash
energy 4.44e10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-0.497, -2.13e+09),
           (-0.485,  1.51e+09),
           (-0.474,  3.05e+09),
           (-0.462,  1.90e+09),
           (-0.451,  2.68e+09),
           (-0.439,  2.45e+09),
           (-0.428,  7.30e+08),
           (-0.416,  1.86e+09),
           (-0.405,  1.74e+09),
           (-0.382,  1.55e+08),
           (-0.370,  5.64e+08),
           (-0.347,  5.10e+09),
           (-0.336,  4.76e+09),
           (-0.324, -2.67e+08),
           (-0.302,  5.78e+09),
           (-0.290,  7.84e+08),
           (-0.267,  4.96e+09),
           (-0.256,  1.31e+09),
           (-0.244,  3.46e+09),
           (-0.233, -2.81e+08),
           (-0.221,  1.52e+09),
           (-0.210,  5.12e+09),
           (-0.198,  2.46e+09),
           (-0.187,  2.47e+09),
           (-0.175,  2.79e+09),
           (-0.164,  3.66e+09),
           (-0.152,  8.58e+08),
           (-0.141,  1.12e+09),
           (-0.129,  8.07e+08),
           (-0.118,  3.37e+09),
           (-0.106,  1.71e+09),
           (-0.095,  2.36e+09),
           (-0.083,  1.29e+09),
           (-0.072,  7.43e+08),
           (-0.061,  8.48e+08),
           (-0.049,  3.36e+09),
           (-0.038,  3.20e+09),
           (-0.026,  1.87e+09),
           (-0.015, -5.09e+08),
           (-0.003,  3.52e+09),
           ( 0.008,  7.40e+08),
           ( 0.020,  7.90e+09),
           ( 0.031,  2.86e+09),
           ( 0.043,  1.78e+09),
           ( 0.054,  3.32e+09),
           ( 0.066,  1.41e+08),
           ( 0.077, -7.23e+08),
           ( 0.089,  2.43e+09),
           ( 0.100,  1.46e+09),
           ( 0.112,  1.82e+09),
           ( 0.123,  3.54e+09),
           ( 0.135,  2.86e+09),
           ( 0.146,  1.19e+09),
           ( 0.157,  5.65e+08),
           ( 0.169,  2.64e+09),
           ( 0.180,  1.89e+09),
           ( 0.192,  2.58e+09),
           ( 0.203,  7.90e+08),
           ( 0.215,  6.34e+08),
           ( 0.226,  3.47e+09),
           ( 0.238, -2.86e+08),
           ( 0.249,  2.34e+09),
           ( 0.261, -3.74e+08),
           ( 0.272,  2.93e+09),
           ( 0.284,  2.76e+09),
           ( 0.295,  6.15e+08),
           ( 0.307,  2.16e+09),
           ( 0.318, -3.64e+08),
           ( 0.330,  1.75e+08),
           ( 0.341,  2.35e+09),
           ( 0.353,  5.11e+09),
           ( 0.364, -1.50e+08),
           ( 0.376,  2.68e+08),
           ( 0.387,  3.24e+09),
           ( 0.398,  2.76e+09),
           ( 0.410,  2.15e+09),
           ( 0.421, -4.53e+08),
           ( 0.433, -3.39e+08),
           ( 0.456,  2.70e+09),
           ( 0.467,  2.24e+09),
           ( 0.479, -2.20e+09),
           ( 0.490,  2.62e+09),
           ( 0.502, -5.62e+08),
           ( 0.513,  1.54e+09),
           ( 0.525,  1.77e+09),
           ( 0.536,  6.87e+08),
           ( 0.548,  4.93e+08),
           ( 0.559,  6.28e+07),
           ( 0.571,  2.47e+09),
           ( 0.594,  7.02e+08),
           ( 0.605, -4.07e+08),
           ( 0.616, -4.08e+08),
           ( 0.628,  4.01e+09),
           ( 0.662, -9.93e+08),
           ( 0.674, -3.12e+08),
           ( 0.685,  1.59e+09),
           ( 0.697,  1.76e+09),
           ( 0.708, -6.65e+08),
           ( 0.720,  2.12e+06),
           ( 0.731, -2.24e+09),
           ( 0.754,  4.68e+09),
           ( 0.766,  1.35e+08),
           ( 0.777,  2.00e+09),
           ( 0.789,  1.76e+09),
           ( 0.800, -4.57e+08),
           ( 0.812, -7.27e+08),
           ( 0.823, -1.80e+09),
           ( 0.835,  3.91e+09),
           ( 0.846,  1.68e+09),
           ( 0.857,  1.61e+09),
           ( 0.869,  4.59e+09),
           ( 0.880, -1.08e+09),
           ( 0.892,  1.18e+09),
           ( 0.903,  2.41e+09),
           ( 0.915, -5.52e+08),
           ( 0.926,  2.49e+09),
           ( 0.938,  1.44e+09),
           ( 0.961, -2.85e+09),
           ( 0.972,  4.86e+09),
           ( 0.984,  6.78e+08),
           ( 0.995,  2.17e+09),
           ( 1.007,  2.93e+09),
           ( 1.018,  4.62e+09),
           ( 1.030,  1.18e+09),
           ( 1.041,  2.70e+09),
           ( 1.053, -1.06e+09),
           ( 1.064,  1.27e+09),
           ( 1.075, -1.52e+09),
           ( 1.098,  2.13e+09),
           ( 1.110,  4.51e+09),
           ( 1.121, -6.66e+08),
           ( 1.133,  4.26e+08),
           ( 1.144,  1.88e+09),
           ( 1.156, -5.55e+08),
           ( 1.167,  1.28e+09),
           ( 1.179,  2.16e+09),
           ( 1.190,  1.67e+09),
           ( 1.202,  1.40e+09),
           ( 1.213,  1.53e+09),
           ( 1.225,  5.92e+09),
           ( 1.236,  7.05e+08),
           ( 1.248,  5.75e+08),
           ( 1.259, -1.28e+09),
           ( 1.271,  1.01e+09),
           ( 1.282,  1.72e+09),
           ( 1.294,  3.39e+09),
           ( 1.305,  1.50e+09),
           ( 1.316,  1.60e+09),
           ( 1.328, -1.96e+09),
           ( 1.339,  1.27e+09),
           ( 1.351,  1.35e+09),
           ( 1.362,  3.22e+09),
           ( 1.374, -3.76e+08),
           ( 1.385,  1.03e+09),
           ( 1.397, -3.33e+08),
           ( 1.408, -3.66e+09),
           ( 1.420,  2.89e+09),
           ( 1.431, -5.57e+07),
           ( 1.443,  1.25e+09),
           ( 1.454, -8.18e+07),
           ( 1.466, -3.27e+08),
           ( 1.477,  3.33e+08),
           ( 1.489,  1.82e+08),
           ( 1.500,  2.19e+08),
           ( 1.512,  2.84e+08),
           ( 1.523,  3.75e+09),
