Bolide Detection Notification: 2016-103

At 09:51:40 on 12 April 2016, sensors aboard U. S. Government satellites recorded the
flash signature of a large meteoroid entry into the atmosphere. Location of the flash
was 38.3N, 162.2E.

Based on the visible-light intensity-time signature, peak brightness of the flash was
determined to be approximately 6.80e9 watts/steradian, and total radiated flash
energy 2.00e10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-0.297,  9.39e+07),
           (-0.294, -1.41e+09),
           (-0.290, -5.61e+08),
           (-0.287, -1.09e+09),
           (-0.283, -6.67e+08),
           (-0.280, -7.77e+08),
           (-0.277, -3.77e+08),
           (-0.273,  1.06e+09),
           (-0.270,  4.33e+08),
           (-0.267, -5.73e+08),
           (-0.263,  1.94e+08),
           (-0.260, -7.22e+08),
           (-0.256, -1.03e+09),
           (-0.253, -1.09e+08),
           (-0.250, -4.60e+08),
           (-0.246, -9.09e+08),
           (-0.243,  2.93e+08),
           (-0.240,  7.15e+07),
           (-0.236, -6.30e+08),
           (-0.233,  9.89e+08),
           (-0.229, -2.98e+08),
           (-0.226, -1.59e+08),
           (-0.223, -7.83e+08),
           (-0.219,  1.36e+08),
           (-0.216, -4.51e+08),
           (-0.213, -4.91e+08),
           (-0.209, -3.61e+08),
           (-0.206,  1.03e+09),
           (-0.202, -1.18e+08),
           (-0.199, -1.80e+09),
           (-0.196,  1.20e+09),
           (-0.192,  4.77e+08),
           (-0.189, -3.30e+08),
           (-0.186, -1.92e+09),
           (-0.182,  1.57e+08),
           (-0.179,  3.91e+08),
           (-0.175, -1.96e+07),
           (-0.172,  7.35e+08),
           (-0.169, -1.53e+09),
           (-0.165, -9.33e+08),
           (-0.162, -1.07e+09),
           (-0.159, -1.41e+09),
           (-0.155, -1.31e+09),
           (-0.152, -3.35e+09),
           (-0.148,  3.22e+08),
           (-0.145,  7.58e+08),
           (-0.142, -7.92e+08),
           (-0.138, -4.69e+08),
           (-0.135, -5.76e+08),
           (-0.132, -6.21e+08),
           (-0.128, -7.76e+08),
           (-0.125,  3.56e+08),
           (-0.121, -1.22e+09),
           (-0.118, -5.83e+08),
           (-0.115, -1.58e+09),
           (-0.111,  3.51e+07),
           (-0.108, -8.97e+08),
           (-0.105, -2.89e+08),
           (-0.101,  9.13e+08),
           (-0.098, -8.59e+07),
           (-0.094,  5.61e+07),
           (-0.091, -1.11e+09),
           (-0.088,  9.78e+08),
           (-0.084,  5.79e+08),
           (-0.081,  3.17e+07),
           (-0.078,  7.20e+08),
           (-0.074, -5.56e+08),
           (-0.071,  5.06e+08),
           (-0.067,  2.14e+09),
           (-0.064,  1.58e+08),
           (-0.061,  6.90e+08),
           (-0.057,  2.95e+08),
           (-0.054,  6.70e+08),
           (-0.051,  1.11e+09),
           (-0.047,  4.35e+08),
           (-0.044,  2.33e+09),
           (-0.040,  1.52e+09),
           (-0.037,  1.98e+09),
