Bolide Detection Notification: 2008-048

At 12:19:16 UT on 17 Feb 2008, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash  was Lat 74.9N, Lon 73.4W.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was  determined to be approximately 1.2E10 watts/steradian, and total radiated flash
energy  1.1E11 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-2.498,  1.00e+10),
           (-2.494,  9.40e+09),
           (-2.491, -2.35e+09),
           (-2.487,  3.95e+08),
           (-2.484, -6.22e+09),
           (-2.481, -4.21e+08),
           (-2.477,  7.38e+09),
           (-2.474, -6.25e+09),
           (-2.470, -1.89e+09),
           (-2.467,  2.30e+09),
           (-2.464,  7.59e+09),
           (-2.460, -5.53e+09),
           (-2.457, -4.58e+09),
           (-2.454, -2.62e+09),
           (-2.450,  3.01e+09),
           (-2.447, -3.51e+08),
           (-2.444,  6.08e+09),
           (-2.440, -8.00e+08),
           (-2.437, -2.88e+09),
           (-2.433, -3.51e+09),
           (-2.430, -8.46e+09),
           (-2.427,  3.76e+09),
           (-2.423,  2.14e+09),
           (-2.420, -6.58e+09),
           (-2.416,  5.43e+09),
           (-2.413,  6.10e+09),
           (-2.410,  9.44e+09),
           (-2.406,  1.30e+10),
           (-2.403, -6.75e+09),
           (-2.400,  3.64e+09),
           (-2.396,  2.71e+09),
           (-2.393, -4.70e+09),
           (-2.390, -4.22e+08),
           (-2.386,  3.96e+09),
           (-2.383,  1.14e+10),
           (-2.379,  4.65e+09),
           (-2.376,  2.62e+09),
           (-2.373,  7.40e+08),
           (-2.369,  1.73e+09),
           (-2.366,  4.63e+09),
           (-2.363,  4.72e+09),
           (-2.359,  3.07e+09),
           (-2.356,  1.33e+08),
           (-2.352,  1.63e+09),
           (-2.349, -4.41e+08),
           (-2.346, -6.08e+08),
           (-2.342,  4.11e+09),
           (-2.339,  5.86e+09),
           (-2.335, -3.45e+09),
           (-2.332, -3.45e+09),
           (-2.329, -3.75e+09),
           (-2.325, -5.07e+09),
           (-2.322, -2.97e+09),
           (-2.319,  1.83e+09),
           (-2.315, -2.76e+09),
           (-2.312,  8.51e+08),
           (-2.309,  5.15e+08),
           (-2.305,  8.37e+09),
           (-2.302, -2.27e+09),
           (-2.298, -4.62e+09),
           (-2.295,  3.80e+09),
           (-2.292,  4.04e+09),
           (-2.288, -3.72e+09),
           (-2.285, -3.01e+09),
           (-2.281,  2.15e+09),
           (-2.278, -1.28e+09),
           (-2.275,  1.07e+10),
           (-2.271, -4.83e+08),
           (-2.268, -5.99e+09),
           (-2.265,  7.19e+09),
           (-2.261, -7.96e+08),
           (-2.258, -1.33e+09),
           (-2.255, -4.05e+09),
           (-2.251,  1.73e+09),
           (-2.248, -2.69e+09),
           (-2.244, -3.78e+09),
           (-2.241,  3.60e+09),
           (-2.238,  1.99e+09),
           (-2.234,  2.87e+09),
           (-2.231, -3.75e+09),
           (-2.228,  1.93e+09),
           (-2.224,  5.14e+09),
           (-2.221,  3.10e+09),
           (-2.217,  1.73e+09),
           (-2.214,  5.35e+09),
           (-2.211,  2.10e+09),
           (-2.207, -3.22e+08),
           (-2.204,  3.36e+09),
           (-2.200,  3.07e+09),
           (-2.197,  6.43e+09),
           (-2.194,  2.45e+09),
           (-2.190,  4.86e+09),
           (-2.187,  6.01e+09),
           (-2.184,  4.66e+09),
           (-2.180,  1.98e+09),
           (-2.177,  3.32e+09),
           (-2.174,  4.58e+09),
           (-2.170,  2.97e+09),
           (-2.167,  2.98e+08),
           (-2.163,  5.36e+09),
           (-2.160,  7.37e+08),
           (-2.157,  3.96e+09),
           (-2.153, -8.67e+08),
           (-2.150, -8.21e+09),
           (-2.146,  4.15e+09),
           (-2.143,  3.41e+08),
           (-2.140,  2.29e+09),
           (-2.136,  2.88e+09),
           (-2.133,  6.17e+09),
           (-2.130,  6.57e+09),
           (-2.126,  3.30e+09),
           (-2.123, -2.65e+09),
           (-2.120,  6.66e+08),
           (-2.116,  6.49e+09),
           (-2.113,  2.56e+09),
           (-2.109,  3.15e+09),
           (-2.106,  3.49e+09),
           (-2.103,  3.12e+09),
           (-2.099,  4.56e+08),
           (-2.096, -3.51e+08),
           (-2.093,  6.49e+09),
           (-2.089,  5.69e+09),
           (-2.086,  1.60e+10),
           (-2.082,  4.50e+09),
           (-2.079,  2.05e+09),
           (-2.076,  6.45e+09),
           (-2.072,  8.96e+09),
           (-2.069,  9.66e+09),
           (-2.065,  3.25e+09),
           (-2.062,  1.55e+09),
           (-2.059,  1.43e+10),
           (-2.055,  1.17e+10),
           (-2.052,  4.27e+09),
           (-2.049,  1.83e+10),
           (-2.045,  1.59e+10),
           (-2.042,  5.53e+09),
           (-2.039,  1.04e+10),
           (-2.035,  4.47e+09),
           (-2.032,  3.20e+09),
           (-2.028,  9.92e+09),
           (-2.025,  5.08e+09),
           (-2.022,  5.24e+09),
           (-2.018,  8.98e+09),
