Bolide Detection Notification: 2017-349

At 07:49:14 UT on 19 Nov 2017, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash  was Lat 60.2N, Lon 170.0E.
           (-0.226,  2.03e+11),
           (-0.223,  2.02e+11),
           (-0.219,  2.02e+11),
           (-0.216,  2.03e+11),
           (-0.213,  2.03e+11),
           (-0.209,  2.03e+11),
           (-0.206,  2.03e+11),
           (-0.203,  2.03e+11),
           (-0.199,  2.03e+11),
           (-0.196,  2.04e+11),
           (-0.192,  2.04e+11),
           (-0.189,  2.04e+11),
           (-0.186,  2.04e+11),
           (-0.182,  2.03e+11),
           (-0.179,  2.04e+11),
           (-0.175,  2.05e+11),
           (-0.172,  2.04e+11),
           (-0.169,  2.03e+11),
           (-0.165,  2.04e+11),
           (-0.162,  2.03e+11),
           (-0.159,  2.03e+11),
           (-0.155,  2.04e+11),
           (-0.152,  2.03e+11),
           (-0.149,  2.04e+11),
           (-0.145,  2.03e+11),
           (-0.142,  2.05e+11),
           (-0.138,  2.04e+11),
           (-0.135,  2.02e+11),
           (-0.132,  2.01e+11),
           (-0.128,  2.04e+11),
           (-0.125,  2.04e+11),
           (-0.121,  2.03e+11),
           (-0.118,  2.02e+11),
           (-0.115,  2.03e+11),
           (-0.111,  2.02e+11),
           (-0.108,  2.02e+11),
           (-0.105,  2.03e+11),
           (-0.101,  2.04e+11),
           (-0.098,  2.02e+11),
           (-0.095,  2.03e+11),
           (-0.091,  2.04e+11),
           (-0.088,  2.04e+11),
           (-0.084,  2.01e+11),
           (-0.081,  2.02e+11),
           (-0.078,  2.02e+11),
           (-0.074,  2.03e+11),
           (-0.071,  2.02e+11),
           (-0.067,  2.02e+11),
           (-0.064,  2.03e+11),
           (-0.061,  2.03e+11),
           (-0.057,  2.04e+11),
           (-0.054,  2.03e+11),
           (-0.051,  2.04e+11),
           (-0.047,  2.04e+11),
           (-0.044,  2.02e+11),
           (-0.041,  2.03e+11),
           (-0.037,  2.04e+11),
           (-0.034,  2.04e+11),
           (-0.030,  2.04e+11),
           (-0.027,  2.04e+11),
           (-0.024,  2.04e+11),
           (-0.020,  2.05e+11),
           (-0.017,  2.05e+11),
           (-0.013,  2.05e+11),
           (-0.010,  2.05e+11),
           (-0.007,  2.05e+11),
           (-0.003,  2.06e+11),
           ( 0.000,  2.06e+11),
           ( 0.003,  2.05e+11),
           ( 0.007,  2.06e+11),
           ( 0.010,  2.07e+11),
           ( 0.013,  2.07e+11),
           ( 0.017,  2.07e+11),
           ( 0.020,  2.07e+11),
           ( 0.024,  2.07e+11),
           ( 0.027,  2.07e+11),
           ( 0.030,  2.07e+11),
           ( 0.034,  2.08e+11),
           ( 0.037,  2.08e+11),
           ( 0.041,  2.09e+11),
           ( 0.044,  2.09e+11),
           ( 0.047,  2.09e+11),
           ( 0.051,  2.08e+11),
           ( 0.054,  2.09e+11),
           ( 0.057,  2.11e+11),
           ( 0.061,  2.15e+11),
           ( 0.064,  2.20e+11),
           ( 0.067,  2.22e+11),
           ( 0.071,  2.25e+11),
           ( 0.074,  2.26e+11),
           ( 0.078,  2.30e+11),
           ( 0.081,  2.34e+11),
           ( 0.084,  2.42e+11),
           ( 0.088,  2.50e+11),
           ( 0.091,  2.54e+11),
           ( 0.095,  2.61e+11),
           ( 0.098,  2.70e+11),
           ( 0.101,  2.79e+11),
           ( 0.105,  2.88e+11),
           ( 0.108,  2.96e+11),
           ( 0.111,  3.03e+11),
           ( 0.115,  3.06e+11),
           ( 0.118,  3.07e+11),
           ( 0.121,  3.08e+11),
           ( 0.125,  3.06e+11),
           ( 0.128,  2.99e+11),
           ( 0.132,  2.93e+11),
           ( 0.135,  2.90e+11),
           ( 0.138,  2.87e+11),
           ( 0.142,  2.84e+11),
           ( 0.145,  2.78e+11),
           ( 0.148,  2.77e+11),
           ( 0.152,  2.76e+11),
           ( 0.155,  2.74e+11),
           ( 0.159,  2.72e+11),
           ( 0.162,  2.72e+11),
           ( 0.165,  2.71e+11),
           ( 0.169,  2.74e+11),
           ( 0.172,  2.76e+11),
           ( 0.176,  2.78e+11),
           ( 0.179,  2.79e+11),
           ( 0.182,  2.78e+11),
           ( 0.186,  2.81e+11),
           ( 0.189,  2.81e+11),
           ( 0.192,  2.81e+11),
           ( 0.196,  2.82e+11),
           ( 0.199,  2.88e+11),
           ( 0.202,  2.96e+11),
           ( 0.206,  3.01e+11),
           ( 0.209,  3.02e+11),
           ( 0.213,  2.99e+11),
           ( 0.216,  2.91e+11),
           ( 0.219,  2.86e+11),
           ( 0.223,  2.81e+11),
           ( 0.226,  2.79e+11),
           ( 0.230,  2.77e+11),
           ( 0.233,  2.74e+11),
           ( 0.236,  2.75e+11),
           ( 0.240,  2.75e+11),
           ( 0.243,  2.72e+11),
           ( 0.246,  2.77e+11),
           ( 0.250,  2.82e+11),
           ( 0.253,  2.89e+11),
           ( 0.256,  2.97e+11),
           ( 0.260,  2.99e+11),
           ( 0.263,  2.97e+11),
           ( 0.267,  2.97e+11),
           ( 0.270,  2.97e+11),
           ( 0.273,  2.98e+11),
           ( 0.277,  2.95e+11),
           ( 0.280,  2.90e+11),
           ( 0.284,  2.87e+11),
           ( 0.287,  2.86e+11),
           ( 0.290,  2.88e+11),
           ( 0.294,  2.89e+11),
           ( 0.297,  2.83e+11),
           ( 0.300,  2.78e+11),
           ( 0.304,  2.74e+11),
           ( 0.307,  2.73e+11),
           ( 0.310,  2.72e+11),
           ( 0.314,  2.71e+11),
           ( 0.317,  2.72e+11),
           ( 0.321,  2.72e+11),
           ( 0.324,  2.73e+11),
           ( 0.327,  2.73e+11),
           ( 0.331,  2.73e+11),
           ( 0.334,  2.76e+11),
           ( 0.338,  2.82e+11),
           ( 0.341,  2.80e+11),
           ( 0.344,  2.77e+11),
           ( 0.348,  2.75e+11),
           ( 0.351,  2.75e+11),
           ( 0.354,  2.77e+11),
           ( 0.358,  2.82e+11),
           ( 0.361,  2.92e+11),
           ( 0.364,  3.04e+11),
           ( 0.368,  3.13e+11),
           ( 0.371,  3.23e+11),
           ( 0.375,  3.28e+11),
           ( 0.378,  3.27e+11),
           ( 0.381,  3.28e+11),
           ( 0.385,  3.33e+11),
           ( 0.388,  3.36e+11),
           ( 0.392,  3.33e+11),
           ( 0.395,  3.28e+11),
           ( 0.398,  3.19e+11),
           ( 0.402,  3.10e+11),
           ( 0.405,  3.07e+11),
           ( 0.408,  3.07e+11),
           ( 0.412,  3.05e+11),
           ( 0.415,  2.99e+11),
           ( 0.418,  2.95e+11),
           ( 0.422,  2.92e+11),
           ( 0.425,  2.93e+11),
           ( 0.429,  2.96e+11),
           ( 0.432,  3.02e+11),
           ( 0.435,  3.07e+11),
           ( 0.439,  3.12e+11),
           ( 0.442,  3.17e+11),
           ( 0.446,  3.26e+11),
           ( 0.449,  3.39e+11),
           ( 0.452,  3.58e+11),
           ( 0.456,  3.77e+11),
           ( 0.459,  3.96e+11),
           ( 0.462,  4.14e+11),
           ( 0.466,  4.38e+11),
           ( 0.469,  4.62e+11),
           ( 0.472,  4.84e+11),
           ( 0.476,  5.12e+11),
           ( 0.479,  5.38e+11),
           ( 0.483,  5.60e+11),
           ( 0.486,  5.89e+11),
           ( 0.489,  6.22e+11),
           ( 0.493,  6.52e+11),
           ( 0.496,  6.77e+11),
           ( 0.500,  6.99e+11),
           ( 0.503,  7.19e+11),
           ( 0.506,  7.40e+11),
           ( 0.510,  7.59e+11),
           ( 0.513,  7.78e+11),
           ( 0.516,  7.95e+11),
           ( 0.520,  8.14e+11),
           ( 0.523,  8.28e+11),
           ( 0.527,  8.34e+11),
           ( 0.530,  8.36e+11),
           ( 0.533,  8.29e+11),
           ( 0.537,  8.16e+11),
           ( 0.540,  7.99e+11),
           ( 0.543,  7.78e+11),
           ( 0.547,  7.54e+11),
           ( 0.550,  7.29e+11),
           ( 0.553,  7.06e+11),
           ( 0.557,  6.90e+11),
           ( 0.560,  6.78e+11),
           ( 0.564,  6.70e+11),
           ( 0.567,  6.69e+11),
           ( 0.570,  6.66e+11),
           ( 0.574,  6.63e+11),
           ( 0.577,  6.67e+11),
           ( 0.581,  6.75e+11),
           ( 0.584,  6.83e+11),
           ( 0.587,  6.96e+11),
           ( 0.591,  7.14e+11),
           ( 0.594,  7.34e+11),
           ( 0.597,  7.53e+11),
           ( 0.601,  7.75e+11),
           ( 0.604,  7.96e+11),
           ( 0.607,  8.22e+11),
           ( 0.611,  8.47e+11),
           ( 0.614,  8.73e+11),
           ( 0.618,  9.04e+11),
           ( 0.621,  9.40e+11),
           ( 0.624,  9.73e+11),
           ( 0.628,  1.01e+12),
           ( 0.631,  1.03e+12),
           ( 0.635,  1.05e+12),
           ( 0.638,  1.08e+12),
           ( 0.641,  1.10e+12),
           ( 0.645,  1.11e+12),
           ( 0.648,  1.11e+12),
           ( 0.651,  1.10e+12),
           ( 0.655,  1.09e+12),
           ( 0.658,  1.09e+12),
           ( 0.661,  1.09e+12),
           ( 0.665,  1.09e+12),
           ( 0.668,  1.09e+12),
           ( 0.672,  1.08e+12),
           ( 0.675,  1.06e+12),
           ( 0.678,  1.04e+12),
           ( 0.682,  1.00e+12),
           ( 0.685,  9.68e+11),
           ( 0.689,  9.33e+11),
           ( 0.692,  8.98e+11),
           ( 0.695,  8.55e+11),
           ( 0.699,  8.18e+11),
           ( 0.702,  7.85e+11),
           ( 0.705,  7.55e+11),
           ( 0.709,  7.32e+11),
           ( 0.712,  7.11e+11),
           ( 0.715,  6.93e+11),
           ( 0.719,  6.75e+11),
           ( 0.722,  6.62e+11),
           ( 0.726,  6.49e+11),
           ( 0.729,  6.37e+11),
           ( 0.732,  6.25e+11),
           ( 0.736,  6.17e+11),
           ( 0.739,  6.06e+11),
           ( 0.743,  5.96e+11),
           ( 0.746,  5.87e+11),
           ( 0.749,  5.76e+11),
           ( 0.753,  5.66e+11),
           ( 0.756,  5.59e+11),
           ( 0.759,  5.51e+11),
           ( 0.763,  5.43e+11),
           ( 0.766,  5.35e+11),
           ( 0.769,  5.27e+11),
           ( 0.773,  5.19e+11),
           ( 0.776,  5.12e+11),
           ( 0.780,  5.04e+11),
           ( 0.783,  4.98e+11),
           ( 0.786,  4.92e+11),
           ( 0.790,  4.85e+11),
           ( 0.793,  4.78e+11),
           ( 0.797,  4.72e+11),
           ( 0.800,  4.67e+11),
           ( 0.803,  4.61e+11),
           ( 0.807,  4.55e+11),
           ( 0.810,  4.50e+11),
           ( 0.813,  4.45e+11),
           ( 0.817,  4.39e+11),
           ( 0.820,  4.34e+11),
           ( 0.823,  4.30e+11),
           ( 0.827,  4.25e+11),
           ( 0.830,  4.19e+11),
           ( 0.834,  4.14e+11),
           ( 0.837,  4.10e+11),
           ( 0.840,  4.05e+11),
           ( 0.844,  4.02e+11),
           ( 0.847,  3.97e+11),
           ( 0.851,  3.92e+11),
           ( 0.854,  3.90e+11),
           ( 0.857,  3.86e+11),
           ( 0.861,  3.82e+11),
           ( 0.864,  3.78e+11),
           ( 0.867,  3.75e+11),
           ( 0.871,  3.71e+11),
           ( 0.874,  3.68e+11),
           ( 0.877,  3.64e+11),
           ( 0.881,  3.60e+11),
           ( 0.884,  3.57e+11),
           ( 0.888,  3.55e+11),
           ( 0.891,  3.50e+11),
           ( 0.894,  3.45e+11),
           ( 0.898,  3.43e+11),
           ( 0.901,  3.40e+11),
           ( 0.904,  3.37e+11),
           ( 0.908,  3.33e+11),
           ( 0.911,  3.31e+11),
           ( 0.915,  3.28e+11),
           ( 0.918,  3.26e+11),
           ( 0.921,  3.23e+11),
           ( 0.925,  3.18e+11),
           ( 0.928,  3.16e+11),
           ( 0.932,  3.14e+11),
           ( 0.935,  3.10e+11),
           ( 0.938,  3.10e+11),
           ( 0.942,  3.06e+11),
           ( 0.945,  3.04e+11),
           ( 0.948,  3.01e+11),
           ( 0.952,  2.97e+11),
           ( 0.955,  2.95e+11),
           ( 0.958,  2.92e+11),
           ( 0.962,  2.90e+11),
           ( 0.965,  2.88e+11),
           ( 0.969,  2.86e+11),
           ( 0.972,  2.84e+11),
           ( 0.975,  2.82e+11),
           ( 0.979,  2.80e+11),
           ( 0.982,  2.78e+11),
           ( 0.986,  2.76e+11),
           ( 0.989,  2.75e+11),
           ( 0.992,  2.72e+11),
           ( 0.996,  2.70e+11),
           ( 0.999,  2.67e+11),
           ( 1.002,  2.66e+11),
           ( 1.006,  2.64e+11),
           ( 1.009,  2.63e+11),
           ( 1.012,  2.61e+11),
           ( 1.016,  2.61e+11),
           ( 1.019,  2.58e+11),
           ( 1.023,  2.56e+11),
           ( 1.026,  2.55e+11),
           ( 1.029,  2.53e+11),
           ( 1.033,  2.51e+11),
           ( 1.036,  2.51e+11),
           ( 1.040,  2.49e+11),
           ( 1.043,  2.48e+11),
           ( 1.046,  2.47e+11),
           ( 1.050,  2.46e+11),
           ( 1.053,  2.44e+11),
           ( 1.056,  2.43e+11),
           ( 1.060,  2.41e+11),
           ( 1.063,  2.40e+11),
           ( 1.066,  2.40e+11),
           ( 1.070,  2.38e+11),
           ( 1.073,  2.37e+11),
           ( 1.077,  2.36e+11),
           ( 1.080,  2.36e+11),
           ( 1.083,  2.34e+11),
           ( 1.087,  2.32e+11),
           ( 1.090,  2.31e+11),
           ( 1.094,  2.30e+11),
           ( 1.097,  2.30e+11),
           ( 1.100,  2.29e+11),
           ( 1.104,  2.28e+11),
           ( 1.107,  2.28e+11),
           ( 1.110,  2.27e+11),
           ( 1.114,  2.26e+11),
           ( 1.117,  2.23e+11),
           ( 1.120,  2.23e+11),
           ( 1.124,  2.22e+11),
           ( 1.127,  2.21e+11),
           ( 1.131,  2.21e+11),
           ( 1.134,  2.20e+11),
           ( 1.137,  2.20e+11),
           ( 1.141,  2.18e+11),
           ( 1.144,  2.18e+11),
           ( 1.148,  2.17e+11),
           ( 1.151,  2.17e+11),
           ( 1.154,  2.16e+11),
           ( 1.158,  2.16e+11),
           ( 1.161,  2.16e+11),
           ( 1.164,  2.14e+11),
           ( 1.168,  2.13e+11),
           ( 1.171,  2.13e+11),
           ( 1.174,  2.13e+11),
           ( 1.178,  2.12e+11),
           ( 1.181,  2.11e+11),
           ( 1.185,  2.11e+11),
           ( 1.188,  2.10e+11),
           ( 1.191,  2.10e+11),
           ( 1.195,  2.09e+11),
           ( 1.198,  2.08e+11),
           ( 1.202,  2.08e+11),
           ( 1.205,  2.08e+11),
           ( 1.208,  2.08e+11),
           ( 1.212,  2.07e+11),
           ( 1.215,  2.06e+11),
           ( 1.218,  2.07e+11),
           ( 1.222,  2.06e+11),
           ( 1.225,  2.06e+11),
           ( 1.228,  2.06e+11),
           ( 1.232,  2.05e+11),
           ( 1.235,  2.04e+11),
           ( 1.239,  2.04e+11),
           ( 1.242,  2.03e+11),
           ( 1.245,  2.03e+11),
           ( 1.249,  2.03e+11),
           ( 1.252,  2.03e+11),
           ( 1.256,  2.03e+11),
           ( 1.259,  2.02e+11),
           ( 1.262,  2.03e+11),
           ( 1.266,  2.02e+11),
           ( 1.269,  2.02e+11),
           ( 1.272,  2.02e+11),
           ( 1.276,  2.01e+11),
           ( 1.279,  2.02e+11),
           ( 1.282,  2.01e+11),
           ( 1.286,  2.01e+11),
           ( 1.289,  2.01e+11),
           ( 1.293,  2.00e+11),
           ( 1.296,  2.01e+11),
           ( 1.299,  2.01e+11),
           ( 1.303,  2.01e+11),
           ( 1.306,  1.99e+11),
           ( 1.309,  2.01e+11),
           ( 1.313,  2.00e+11),
           ( 1.316,  2.00e+11),
           ( 1.320,  2.00e+11),
           ( 1.323,  1.99e+11),
           ( 1.326,  1.98e+11),
           ( 1.330,  2.00e+11),
           ( 1.333,  1.99e+11),
           ( 1.337,  1.99e+11),
           ( 1.340,  1.98e+11),
           ( 1.343,  1.98e+11),
           ( 1.347,  1.99e+11),
           ( 1.350,  1.97e+11),
           ( 1.353,  1.98e+11),
           ( 1.357,  1.97e+11),
           ( 1.360,  1.98e+11),
           ( 1.363,  1.97e+11),
           ( 1.367,  1.97e+11),
           ( 1.370,  1.98e+11),
           ( 1.374,  1.98e+11),
           ( 1.377,  1.99e+11),
           ( 1.380,  1.98e+11),
           ( 1.384,  1.98e+11),
           ( 1.387,  1.99e+11),
           ( 1.391,  1.99e+11),
           ( 1.394,  1.98e+11),
           ( 1.397,  1.99e+11),
           ( 1.401,  1.99e+11),
           ( 1.404,  1.98e+11),
           ( 1.407,  1.98e+11),
           ( 1.411,  1.98e+11),
           ( 1.414,  1.97e+11),
           ( 1.417,  1.97e+11),
           ( 1.421,  1.97e+11),
           ( 1.424,  1.97e+11),
           ( 1.428,  1.98e+11),
           ( 1.431,  1.98e+11),
           ( 1.434,  1.97e+11),
           ( 1.438,  1.98e+11),
           ( 1.441,  1.97e+11),
           ( 1.445,  1.97e+11),
           ( 1.448,  1.98e+11),
           ( 1.451,  1.97e+11),
           ( 1.455,  1.96e+11),
           ( 1.458,  1.97e+11),
           ( 1.461,  1.97e+11),
           ( 1.465,  1.96e+11),
           ( 1.468,  1.96e+11),
           ( 1.471,  1.96e+11),
           ( 1.475,  1.96e+11),
           ( 1.478,  1.96e+11),
           ( 1.482,  1.96e+11),
           ( 1.485,  1.98e+11),
           ( 1.488,  1.98e+11),
           ( 1.492,  1.96e+11),
           ( 1.495,  1.96e+11),
           ( 1.499,  1.98e+11),
           ( 1.502,  1.98e+11),
           ( 1.505,  1.97e+11),
           ( 1.509,  1.96e+11),
           ( 1.512,  1.96e+11),
           ( 1.515,  1.96e+11),
           ( 1.519,  1.95e+11),
           ( 1.522,  1.96e+11),
           ( 1.525,  1.96e+11),
           ( 1.529,  1.98e+11),
           ( 1.532,  1.97e+11),
           ( 1.536,  1.97e+11),
           ( 1.539,  1.96e+11),
           ( 1.542,  1.96e+11),
           ( 1.546,  1.96e+11),
           ( 1.549,  1.97e+11),
           ( 1.553,  1.97e+11),
           ( 1.556,  1.97e+11),
           ( 1.559,  1.95e+11),
           ( 1.563,  1.96e+11),
           ( 1.566,  1.95e+11),
           ( 1.569,  1.96e+11),
           ( 1.573,  1.96e+11),
           ( 1.576,  1.96e+11),
           ( 1.579,  1.97e+11),
           ( 1.583,  1.97e+11),
           ( 1.586,  1.97e+11),
           ( 1.590,  1.97e+11),
           ( 1.593,  1.96e+11),
           ( 1.596,  1.96e+11),
           ( 1.600,  1.96e+11),
           ( 1.603,  1.97e+11),
           ( 1.607,  1.97e+11),
           ( 1.610,  1.97e+11),
           ( 1.613,  1.96e+11),
           ( 1.617,  1.96e+11),
           ( 1.620,  1.97e+11),
           ( 1.623,  1.95e+11),
           ( 1.627,  1.95e+11),
           ( 1.630,  1.96e+11),
           ( 1.633,  1.96e+11),
           ( 1.637,  1.97e+11),
           ( 1.640,  1.97e+11),
           ( 1.644,  1.96e+11),
           ( 1.647,  1.96e+11),
           ( 1.650,  1.96e+11),
           ( 1.654,  1.95e+11),
           ( 1.657,  1.96e+11),
           ( 1.661,  1.97e+11),
           ( 1.664,  1.96e+11),
           ( 1.667,  1.97e+11),
           ( 1.671,  1.95e+11),
           ( 1.674,  1.96e+11),
           ( 1.677,  1.95e+11),
           ( 1.681,  1.96e+11),
           ( 1.684,  1.96e+11),
           ( 1.687,  1.97e+11),
           ( 1.691,  1.97e+11),
           ( 1.694,  1.96e+11),
           ( 1.698,  1.96e+11),
           ( 1.701,  1.96e+11),
           ( 1.704,  1.96e+11),
           ( 1.708,  1.95e+11),
           ( 1.711,  1.95e+11),
           ( 1.714,  1.97e+11)]
