2014.049.125044.txt, -1.370e+10, 100.0, -3.90, -4.00 
2015.100.011427.txt, -2.090e+10, 100.0, -3.90, -4.00 
2016.141.115946.txt, -2.250e+10, 100.0, -3.90, -4.00 
2019.340.101957.txt, -2.810e+10, 100.0, -3.90, -4.00 
2020.015.063139.txt, -1.670e+11, 100.0, -3.90, -4.00 
2020.017.212946.txt, -1.170e+11, 100.0, -3.90, -4.00 
2020.215.163624.txt, -5.300e+10, 100.0, -3.90, -4.00 
2020.357.232148.txt, -6.670e+12, 100.0, -3.90, -4.00 
2020.364.203222.txt, -3.950e+10, 100.0, -3.90, -4.00 
2021.249.175541.txt, -2.580e+10, 100.0, -3.90, -4.00 
2021.363.031535.txt, -1.830e+10, 100.0, -3.90, -4.00 
2022.048.120806.txt, -2.838e+09, 10.0, -4.00,  3.90 
2019.270.133545.txt, 3.079e+09, 9.9, -4.00,  3.90 
2014.248.213726.txt, -2.723e+09, 9.9, -4.00,  1.20 
2015.070.061859.txt, -5.652e+09, 9.9, -4.00,  0.40 
2014.287.102503.txt, 3.517e+09, 9.7, -4.00,  0.90 
2017.053.184730.txt, -3.802e+09, 9.6, -4.00,  3.90 
2020.130.093752.txt, 2.893e+09, 9.6, -4.00,  0.50 
2013.342.031009.txt, -4.506e+09, 9.6, -4.00,  1.20 
2019.171.060732.txt, -2.154e+09, 9.6, -4.00,  0.50 
2021.357.212758.txt, -1.639e+09, 9.5, -4.00,  3.90 
2021.321.155311.txt, 2.355e+09, 9.4, -4.00,  0.80 
2014.330.231651.txt, -1.105e+10, 9.3, -4.00,  3.90 
2021.354.231554.txt, -2.636e+09, 9.3, -4.00,  0.70 
2015.257.235050.txt, 6.138e+09, 9.1, -4.00,  0.60 
2014.346.064807.txt, -3.234e+09, 9.0, -4.00,  3.90 
2020.109.130838.txt, -2.003e+09, 9.0, -4.00,  0.50 
2014.347.025352.txt, 3.975e+09, 8.9, -4.00,  2.20 
2019.255.023458.txt, -5.002e+09, 8.9, -4.00,  0.30 
2017.365.093610.txt, 5.854e+09, 8.9, -4.00,  3.90 
2019.234.214726.txt, -1.232e+09, 8.9, -4.00,  3.90 
2018.022.220630.txt, -2.569e+09, 8.9, -4.00,  0.80 
2020.333.163410.txt, 1.260e+09, 8.8, -0.50,  0.30 
2016.308.171429.txt, -7.317e+09, 8.8, -4.00,  3.90 
2015.111.014251.txt, 7.697e+09, 8.7, -4.00,  2.50 
2018.109.140227.txt, -2.373e+09, 8.7, -4.00,  3.90 
2014.331.121252.txt, 1.880e+09, 8.7, -4.00,  2.10 
2021.293.004353.txt, -2.616e+09, 8.6, -4.00,  3.90 
2019.228.203605.txt, -2.251e+09, 8.6, -4.00,  0.90 
2019.337.064627.txt, -3.890e+09, 8.5, -4.00,  0.60 
2019.255.124947.txt, -1.372e+10, 8.5, -4.00,  3.90 
2021.065.084306.txt, -1.275e+10, 8.5, -4.00,  1.80 
2019.112.214210.txt, -1.017e+10, 8.5, -4.00,  3.90 
2020.041.234817.txt, -7.036e+08, 8.5, -4.00,  3.90 
2022.062.000302.txt, -1.673e+09, 8.4, -4.00,  3.90 
2018.123.072359.txt, 3.541e+09, 8.4, -4.00,  0.30 
2018.206.215523.txt, -4.941e+10, 8.3, -4.00,  3.90 
2021.029.161247.txt, -5.246e+09, 8.2, -4.00,  0.60 
2017.056.012258.txt, 5.507e+09, 8.2, -4.00,  3.90 
2016.076.235420.txt, -2.544e+09, 8.0, -4.00,  3.90 
2015.009.173147.txt, -5.187e+09, 8.0, -4.00,  3.90 
2018.006.182427.txt, -2.575e+09, 7.8, -4.00,  3.90 
2019.078.020639.txt, -1.548e+09, 7.8, -4.00,  3.90 
2019.104.175433.txt, 1.934e+09, 7.8, -4.00,  3.90 
2017.174.202155.txt, -9.830e+09, 7.7, -4.00,  3.90 
2014.149.011236.txt, -2.869e+09, 7.6, -4.00,  0.60 
2018.043.021519.txt, 2.602e+09, 7.6, -4.00,  0.60 
2016.275.202345.txt, 2.381e+09, 7.6, -4.00,  0.10 
2016.203.004852.txt, -2.345e+09, 7.5, -4.00,  3.90 
2020.295.063849.txt, -1.886e+09, 7.5, -4.00,  3.90 
