Bolide Detection Notification: 2007-354

At 17:00:48 on 20 December 2007, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was 51.3N, 115.4E.

Based on the visible-light intensity-time signature, peak brightness of the flash was
determined to be approximately 8.20e9 watts/steradian, and total radiated flash
energy 1.22e11 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-1.499, -1.08e+09),
           (-1.495, -2.66e+09),
           (-1.492, -2.79e+09),
           (-1.488, -1.71e+09),
           (-1.485, -5.72e+07),
           (-1.482, -5.96e+08),
           (-1.478,  1.42e+09),
           (-1.475,  1.45e+09),
           (-1.468, -3.79e+09),
           (-1.461,  3.70e+09),
           (-1.458,  3.76e+09),
           (-1.455,  3.61e+09),
           (-1.448,  5.08e+08),
           (-1.445,  3.31e+08),
           (-1.441,  1.47e+09),
           (-1.438, -1.49e+09),
           (-1.434, -1.34e+09),
           (-1.431,  1.08e+09),
           (-1.428,  2.70e+08),
           (-1.424, -5.86e+07),
           (-1.421, -2.32e+09),
           (-1.417, -3.13e+09),
           (-1.414, -5.41e+09),
           (-1.404, -2.52e+09),
           (-1.401, -4.99e+09),
           (-1.397, -4.78e+09),
           (-1.394, -3.13e+09),
           (-1.391,  5.04e+06),
           (-1.387,  1.26e+09),
           (-1.384, -1.30e+09),
           (-1.380,  5.66e+08),
           (-1.377, -1.41e+09),
           (-1.374, -1.17e+09),
           (-1.370,  1.88e+09),
           (-1.367,  2.41e+09),
           (-1.364,  7.71e+07),
           (-1.357,  1.31e+09),
           (-1.353,  3.51e+08),
           (-1.350,  6.02e+08),
           (-1.343, -4.89e+08),
           (-1.340, -2.41e+09),
           (-1.336,  8.48e+07),
           (-1.333,  1.40e+09),
           (-1.330,  7.07e+08),
           (-1.326, -2.36e+09),
           (-1.323, -1.66e+09),
           (-1.320, -1.64e+09),
           (-1.316, -2.67e+09),
           (-1.310, -1.30e+09),
           (-1.306, -2.18e+09),
           (-1.303, -1.38e+09),
           (-1.299,  8.27e+07),
           (-1.296,  8.43e+08),
           (-1.293,  1.43e+08),
           (-1.289,  1.24e+09),
           (-1.286,  4.50e+08),
           (-1.282,  1.40e+09),
           (-1.279,  7.76e+08),
           (-1.276,  2.44e+09),
           (-1.272,  2.43e+09),
           (-1.269,  1.97e+09),
           (-1.266, -1.53e+09),
