Bolide Detection Notification: 2019-094

At 22:19:01 UT on 04 Apr 2019, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash  was Lat 35.3N, Lon 93.9W.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was  determined to be approximately 4.7e9 watts/steradian, and total radiated flash
energy  2.8e10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[( 0.101,  1.38e+09),
           ( 0.105,  6.82e+08),
           ( 0.108,  4.82e+08),
           ( 0.111,  1.39e+09),
           ( 0.115,  4.73e+08),
           ( 0.118,  1.54e+09),
           ( 0.122,  8.26e+08),
           ( 0.125,  1.59e+09),
           ( 0.128,  7.16e+08),
           ( 0.132,  1.07e+09),
           ( 0.135,  9.55e+08),
           ( 0.138,  1.29e+09),
           ( 0.142,  5.58e+08),
           ( 0.145,  1.00e+09),
           ( 0.149,  7.12e+08),
           ( 0.152,  1.33e+09),
           ( 0.155,  6.50e+08),
           ( 0.159,  9.01e+08),
           ( 0.162,  7.29e+08),
           ( 0.165,  9.86e+08),
           ( 0.169,  6.97e+08),
           ( 0.172,  4.40e+08),
           ( 0.176,  1.41e+09),
           ( 0.179,  1.64e+09),
           ( 0.182,  1.19e+09),
           ( 0.186,  1.04e+09),
           ( 0.189,  1.92e+08),
           ( 0.192,  1.40e+09),
           ( 0.196,  1.12e+09),
           ( 0.199,  9.59e+08),
           ( 0.203,  1.30e+09),
           ( 0.206,  7.49e+08),
           ( 0.209, -4.65e+07),
           ( 0.213,  1.23e+09),
           ( 0.216,  6.70e+08),
           ( 0.219,  1.28e+09),
           ( 0.223,  7.52e+08),
           ( 0.226,  1.90e+09),
           ( 0.230,  1.66e+09),
           ( 0.233,  8.27e+08),
           ( 0.236,  4.75e+08),
           ( 0.240,  7.58e+08),
           ( 0.243,  1.45e+09),
           ( 0.246,  1.13e+09),
           ( 0.250, -6.46e+08),
           ( 0.253,  1.18e+09),
           ( 0.257,  7.70e+08),
           ( 0.260,  9.04e+08),
           ( 0.263,  7.26e+08),
           ( 0.267,  1.92e+09),
           ( 0.270,  4.28e+08),
           ( 0.273,  8.88e+08),
           ( 0.277,  6.33e+08),
           ( 0.280,  1.50e+09),
           ( 0.284,  5.72e+08),
           ( 0.287,  8.52e+08),
           ( 0.290,  7.97e+08),
           ( 0.294,  1.24e+09),
           ( 0.297,  1.36e+08),
           ( 0.300,  4.06e+08),
           ( 0.304,  1.05e+09),
           ( 0.307,  6.83e+08),
           ( 0.311,  3.93e+08),
           ( 0.314,  2.34e+09),
           ( 0.317,  2.04e+09),
           ( 0.321,  1.42e+09),
           ( 0.324,  1.61e+09),
           ( 0.327,  1.37e+09),
           ( 0.331, -9.25e+07),
           ( 0.334,  6.43e+08),
           ( 0.338,  2.38e+08),
           ( 0.341, -1.24e+08),
           ( 0.344, -1.82e+08),
           ( 0.348,  7.46e+08),
           ( 0.351,  9.08e+07),
           ( 0.354,  1.34e+09),
           ( 0.358,  3.64e+08),
           ( 0.361,  2.73e+08),
           ( 0.365,  1.83e+08),
           ( 0.368, -1.22e+08),
           ( 0.371,  1.09e+09),
           ( 0.375,  2.23e+08),
           ( 0.378,  5.57e+08),
           ( 0.381,  9.50e+08),
           ( 0.385,  8.88e+08),
           ( 0.388,  8.10e+08),
           ( 0.392,  1.31e+08),
           ( 0.395,  8.27e+08),
           ( 0.398,  7.63e+08),
           ( 0.402, -1.51e+08),
           ( 0.405,  1.61e+09),
           ( 0.408,  2.22e+08),
           ( 0.412,  1.00e+09),
           ( 0.415,  1.64e+09),
           ( 0.419,  1.63e+09),
           ( 0.422,  8.40e+08),
           ( 0.425,  2.94e+07),
           ( 0.429,  1.21e+09),
           ( 0.432,  6.80e+08),
           ( 0.435,  1.81e+09),
           ( 0.439,  2.91e+08),
           ( 0.442,  1.32e+09),
           ( 0.446,  1.57e+09),
           ( 0.449,  2.40e+09),
           ( 0.452,  1.32e+09),
           ( 0.456,  1.54e+09),
           ( 0.459,  7.71e+08),
           ( 0.462,  8.53e+08),
           ( 0.466,  1.61e+09),
           ( 0.469,  1.02e+09),
           ( 0.473,  6.55e+08),
           ( 0.476,  2.69e+07),
           ( 0.479,  4.56e+08),
           ( 0.483,  1.66e+09),
           ( 0.486,  7.93e+08),
           ( 0.489, -5.99e+06),
           ( 0.493,  1.34e+09),
           ( 0.496,  5.05e+08),
           ( 0.500,  9.88e+08),
           ( 0.503,  3.48e+08),
           ( 0.506,  5.41e+08),
           ( 0.510, -2.17e+08),
           ( 0.513,  1.09e+09),
           ( 0.516,  1.61e+09),
           ( 0.520,  1.80e+09),
           ( 0.523,  1.36e+09),
           ( 0.527,  1.51e+09),
           ( 0.530,  1.93e+09),
           ( 0.533,  1.01e+09),
           ( 0.537,  2.24e+09),
           ( 0.540,  1.26e+09),
           ( 0.543,  2.45e+09),
           ( 0.547,  2.08e+09),
           ( 0.550,  2.57e+09),
           ( 0.554,  1.25e+09),
           ( 0.557,  2.75e+09),
           ( 0.560,  2.72e+09),
           ( 0.564,  3.81e+09),
           ( 0.567,  2.41e+09),
           ( 0.570,  3.22e+09),
           ( 0.574,  2.89e+09),
           ( 0.577,  3.00e+09),
           ( 0.580,  2.97e+09),
           ( 0.584,  3.03e+09),
           ( 0.587,  3.95e+09),
           ( 0.591,  2.57e+09),
           ( 0.594,  3.99e+09),
           ( 0.597,  3.89e+09),
           ( 0.601,  4.26e+09),
           ( 0.604,  4.43e+09),
           ( 0.608,  4.80e+09),
           ( 0.611,  5.02e+09),
           ( 0.614,  4.71e+09),
           ( 0.618,  4.88e+09),
