Bolide Detection Notification: 2022-030

At 02:06:18 UT on 30 Jan 2022, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was Lat 50.0 °N, Lon 38.0 °W.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was determined to be approximately 1.44e+10 watts/steradian, and total radiated flash
energy 5.04e+10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-0.499,  7.62e+08),
           (-0.496, -6.68e+07),
           (-0.493,  2.09e+08),
           (-0.489, -1.04e+08),
           (-0.486,  1.85e+08),
           (-0.483,  5.80e+08),
           (-0.479,  1.37e+08),
           (-0.476, -1.16e+09),
           (-0.472,  1.28e+09),
           (-0.469,  6.10e+08),
           (-0.466, -9.75e+08),
           (-0.462,  3.01e+08),
           (-0.459,  9.60e+08),
           (-0.456,  1.70e+07),
           (-0.452, -5.59e+06),
           (-0.449,  4.63e+08),
           (-0.445,  2.88e+07),
           (-0.442, -7.68e+08),
           (-0.439,  1.18e+09),
           (-0.435,  2.03e+08),
           (-0.432,  1.33e+09),
           (-0.429, -4.08e+08),
           (-0.425,  2.95e+08),
           (-0.422,  3.87e+08),
           (-0.418,  1.09e+09),
           (-0.415,  7.94e+08),
           (-0.412,  1.36e+09),
           (-0.408,  7.62e+08),
           (-0.405, -7.31e+07),
           (-0.402,  1.09e+09),
           (-0.398,  5.89e+08),
           (-0.395,  1.74e+09),
           (-0.391, -3.84e+08),
           (-0.388,  1.32e+09),
           (-0.385, -7.60e+06),
           (-0.381,  1.98e+08),
           (-0.378,  9.72e+08),
           (-0.375, -2.47e+08),
           (-0.368,  1.58e+09),
           (-0.364,  1.47e+09),
           (-0.361, -9.72e+07),
           (-0.358,  1.12e+08),
           (-0.354,  9.61e+08),
           (-0.351,  9.89e+08),
           (-0.348,  9.93e+08),
           (-0.344, -4.20e+08),
           (-0.341,  4.06e+08),
           (-0.337,  5.84e+08),
           (-0.334,  3.15e+07),
           (-0.331, -2.64e+08),
           (-0.327,  6.98e+08),
           (-0.324,  4.18e+08),
           (-0.321,  1.72e+09),
           (-0.317, -4.45e+08),
           (-0.310,  5.14e+08),
           (-0.307,  4.92e+07),
           (-0.304,  1.01e+08),
           (-0.300, -1.37e+09),
           (-0.297, -2.14e+08),
           (-0.294,  2.27e+09),
           (-0.290,  4.41e+08),
           (-0.287, -7.97e+08),
           (-0.280,  8.13e+08),
           (-0.277, -1.73e+09),
           (-0.273,  9.85e+08),
           (-0.270,  1.06e+09),
           (-0.267,  5.13e+08),
