Bolide Detection Notification: 2014-330

At 23:16:51 on 26 November 2014, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was 69.5S, 179.7W.

Based on the visible-light intensity-time signature, peak brightness of the flash was
determined to be approximately 5.70e10 watts/steradian, and total radiated flash
energy 1.18e11 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-0.199, -1.41e+09),
           (-0.196, -8.98e+08),
           (-0.192, -6.40e+08),
           (-0.189, -1.22e+09),
           (-0.186,  7.26e+08),
           (-0.182, -2.42e+07),
           (-0.179,  4.68e+08),
           (-0.176,  7.80e+07),
           (-0.172, -1.63e+09),
           (-0.169,  7.87e+08),
           (-0.165,  5.64e+08),
           (-0.162,  5.56e+08),
           (-0.159,  1.37e+09),
           (-0.155, -2.71e+08),
           (-0.152, -1.26e+09),
           (-0.149, -6.04e+08),
           (-0.145,  9.28e+08),
           (-0.142,  2.07e+08),
           (-0.138, -7.05e+08),
           (-0.135,  6.15e+08),
           (-0.132, -1.19e+09),
           (-0.128, -6.86e+08),
           (-0.125,  5.07e+08),
           (-0.121, -1.20e+08),
           (-0.118, -9.13e+08),
           (-0.115,  1.96e+08),
           (-0.111, -4.66e+08),
           (-0.108,  1.49e+09),
           (-0.105, -9.08e+08),
           (-0.101,  2.07e+08),
           (-0.098,  7.91e+08),
           (-0.095, -8.44e+07),
           (-0.091,  3.38e+08),
           (-0.088,  4.93e+08),
           (-0.084,  1.81e+09),
           (-0.078, -1.27e+09),
           (-0.074,  7.98e+08),
           (-0.071,  5.94e+08),
           (-0.068, -9.61e+07),
           (-0.064, -6.11e+08),
           (-0.061,  3.13e+08),
           (-0.057, -4.24e+08),
           (-0.054, -9.76e+08),
           (-0.051, -1.88e+09),
           (-0.047, -4.48e+08),
           (-0.044,  3.47e+08),
           (-0.040,  1.63e+09),
           (-0.034, -1.88e+09),
           (-0.030, -1.06e+08),
           (-0.027, -5.93e+08),
           (-0.020,  2.68e+09),
           (-0.017,  3.41e+09),
           (-0.014,  3.79e+09),
           (-0.010,  2.71e+09),
           (-0.007,  3.88e+09),
           (-0.003,  5.94e+09),
           ( 0.000,  4.47e+09),
           ( 0.003,  2.58e+09),
           ( 0.007,  3.37e+09),
           ( 0.010,  7.64e+08),
           ( 0.014,  2.45e+09),
           ( 0.017,  2.41e+09),
           ( 0.020,  2.52e+09),
           ( 0.024,  2.86e+09),
           ( 0.027,  2.06e+09),
           ( 0.030, -2.14e+08),
           ( 0.034,  1.38e+08),
           ( 0.037,  1.64e+09),
           ( 0.040,  5.88e+08),
           ( 0.044, -1.77e+08),
           ( 0.047,  1.71e+09),
           ( 0.051, -5.88e+08),
           ( 0.054,  1.13e+09),
           ( 0.057, -1.03e+09),
           ( 0.061,  1.82e+09),
           ( 0.064,  8.72e+08),
           ( 0.067,  4.44e+08),
           ( 0.071,  8.13e+08),
           ( 0.074,  1.90e+09),
           ( 0.078,  1.12e+09),
           ( 0.081,  6.38e+08),
           ( 0.084,  4.76e+08),
           ( 0.088, -2.25e+09),
           ( 0.091, -7.18e+08),
           ( 0.094, -2.03e+08),
           ( 0.098,  1.60e+09),
           ( 0.101,  1.46e+09),
           ( 0.105,  3.11e+09),
           ( 0.108,  2.46e+09),
           ( 0.111,  2.15e+08),
           ( 0.115,  6.20e+08),
           ( 0.121,  2.18e+08),
           ( 0.125, -8.27e+08),
           ( 0.128,  1.00e+09),
           ( 0.132,  1.28e+09),
           ( 0.135,  1.02e+09),
           ( 0.138,  1.71e+09),
           ( 0.142,  1.82e+09),
           ( 0.145,  3.98e+09),
           ( 0.149,  3.68e+09),
           ( 0.155,  8.86e+09),
           ( 0.162,  1.48e+10),
           ( 0.165,  1.49e+10),
           ( 0.169,  1.27e+10),
           ( 0.172,  9.37e+09),
           ( 0.175,  7.39e+09),
           ( 0.179,  7.92e+09),
           ( 0.182,  8.61e+09),
           ( 0.186,  7.81e+09),
           ( 0.189,  6.59e+09),
           ( 0.192,  8.01e+09),
           ( 0.196,  8.58e+09),
           ( 0.199,  7.64e+09),
           ( 0.202,  9.65e+09),
           ( 0.206,  1.02e+10),
           ( 0.209,  1.11e+10),
           ( 0.213,  1.35e+10),
           ( 0.216,  1.43e+10),
           ( 0.219,  1.82e+10),
           ( 0.223,  1.87e+10),
           ( 0.226,  2.41e+10),
           ( 0.229,  2.84e+10),
           ( 0.236,  3.79e+10),
           ( 0.240,  4.09e+10),
           ( 0.243,  4.46e+10),
           ( 0.246,  4.56e+10),
           ( 0.250,  5.04e+10),
           ( 0.253,  5.47e+10),
           ( 0.257,  5.46e+10),
           ( 0.260,  4.27e+10),
