Bolide Detection Notification: 2009-063

At 00:38:05 UT on 04 Mar 2009, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash  was not determined.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was  determined to be approximately 0.59e10 watts/steradian, and total radiated flash
energy  4.2e10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-2.049,  3.83e+08),
           (-2.045, -1.54e+09),
           (-2.042, -1.41e+09),
           (-2.039, -1.91e+09),
           (-2.035, -3.84e+08),
           (-2.032, -4.34e+08),
           (-2.028,  1.47e+09),
           (-2.025,  4.65e+08),
           (-2.022,  3.82e+09),
           (-2.018,  2.45e+08),
           (-2.015, -1.01e+09),
           (-2.012,  3.20e+09),
           (-2.008,  1.29e+09),
           (-2.005,  1.05e+09),
           (-2.001,  7.19e+08),
           (-1.998,  1.98e+09),
           (-1.995,  1.57e+09),
           (-1.991, -6.33e+07),
           (-1.988,  2.53e+09),
           (-1.984, -8.24e+08),
           (-1.981, -1.52e+09),
           (-1.978,  1.66e+09),
           (-1.974,  2.92e+08),
           (-1.971, -6.26e+07),
           (-1.968,  9.16e+08),
           (-1.964, -1.24e+09),
           (-1.961, -5.80e+08),
           (-1.958,  2.00e+08),
           (-1.954,  1.45e+09),
           (-1.951,  1.50e+09),
           (-1.947,  3.54e+09),
           (-1.944,  2.43e+09),
           (-1.941,  3.53e+09),
           (-1.937,  2.82e+09),
           (-1.934,  2.66e+09),
           (-1.931,  1.82e+09),
           (-1.927,  1.65e+08),
           (-1.924, -1.02e+09),
           (-1.920,  2.36e+09),
           (-1.917,  1.63e+09),
           (-1.914,  1.45e+09),
           (-1.910,  5.66e+08),
           (-1.907, -2.96e+09),
           (-1.903, -3.36e+08),
           (-1.900, -2.32e+08),
           (-1.897,  8.48e+08),
           (-1.893, -9.61e+07),
           (-1.890, -4.64e+08),
           (-1.887, -2.01e+08),
           (-1.883,  1.48e+09),
           (-1.880, -5.15e+08),
           (-1.877, -9.32e+08),
           (-1.873, -1.41e+09),
           (-1.870, -6.64e+08),
           (-1.866,  1.42e+09),
           (-1.863, -1.49e+09),
           (-1.860,  7.01e+08),
           (-1.856,  9.59e+08),
           (-1.853, -1.05e+09),
           (-1.850, -1.60e+09),
           (-1.846, -1.44e+09),
           (-1.843, -1.26e+09),
           (-1.839, -4.45e+08),
           (-1.836,  1.08e+09),
           (-1.833, -6.84e+08),
           (-1.829,  7.41e+08),
           (-1.826,  2.11e+09),
           (-1.822, -5.60e+08),
           (-1.819, -4.66e+08),
           (-1.816,  4.85e+08),
           (-1.812,  9.20e+07),
           (-1.809,  1.53e+09),
           (-1.806, -9.60e+08),
           (-1.802, -1.89e+09),
           (-1.799, -1.73e+09),
           (-1.795, -2.30e+09),
           (-1.792, -7.48e+08),
           (-1.789, -1.66e+09),
           (-1.785,  6.72e+08),
           (-1.782,  2.63e+09),
           (-1.779, -1.31e+08),
           (-1.775,  1.78e+09),
           (-1.772,  2.38e+08),
           (-1.769,  8.57e+08),
           (-1.765,  4.01e+08),
           (-1.762,  6.51e+08),
           (-1.758, -2.61e+08),
           (-1.755, -8.55e+08),
           (-1.752, -1.34e+09),
           (-1.748, -1.94e+09),
           (-1.745,  7.82e+08),
           (-1.741, -1.06e+09),
           (-1.738, -2.64e+08),
           (-1.735, -1.17e+09),
           (-1.731, -6.73e+08),
           (-1.728, -1.88e+09),
           (-1.725, -6.38e+08),
           (-1.721, -6.94e+08),
           (-1.718,  1.30e+09),
           (-1.714,  2.23e+09),
           (-1.711,  2.57e+09),
           (-1.708,  2.32e+09),
           (-1.704,  2.24e+09),
           (-1.701,  2.52e+09),
           (-1.698,  1.42e+08),
           (-1.694,  7.20e+08),
           (-1.691,  1.60e+09),
           (-1.688,  9.51e+07),
           (-1.684, -1.52e+09),
           (-1.681, -5.64e+08),
           (-1.677,  1.03e+08),
           (-1.674,  1.16e+09),
           (-1.671,  6.39e+08),
           (-1.667,  7.84e+08),
           (-1.664, -2.43e+08),
           (-1.660,  3.43e+08),
           (-1.657,  1.72e+07),
           (-1.654,  1.80e+09),
           (-1.650,  8.79e+08),
           (-1.647,  5.68e+08),
           (-1.644,  1.73e+09),
           (-1.640,  3.86e+09),
           (-1.637,  2.96e+09),
           (-1.634, -1.50e+08),
           (-1.630,  6.92e+08),
           (-1.627,  1.55e+09),
