Bolide Detection Notification: 2022-084

At 03:43:41 UT on 25 Mar 2022, sensors aboard U. S. Government satellites recorded
the flash signature of a large meteoroid entry into the atmosphere. Location of the
flash was Lat 1.9 °N, Lon 20.6 °W.

Based upon the visible-light intensity-time signature, peak brightness of the flash
was determined to be approximately 3.31e+10 watts/steradian, and total radiated flash
energy 2.10e+10 joules (6000K blackbody model).

Columns: time, intensity (w/sr)
Intensity=[(-0.098,  3.11e+08),
           (-0.095, -6.60e+08),
           (-0.091, -6.04e+07),
           (-0.088,  5.16e+07),
           (-0.084, -5.70e+08),
           (-0.081, -4.40e+08),
           (-0.078, -3.36e+08),
           (-0.074, -1.10e+08),
           (-0.071,  3.24e+08),
           (-0.068,  1.47e+09),
           (-0.064,  1.56e+09),
           (-0.061,  1.30e+09),
           (-0.057,  3.03e+09),
           (-0.054,  1.38e+09),
           (-0.051,  2.36e+09),
           (-0.047,  2.64e+09),
           (-0.044,  1.95e+09),
           (-0.041,  2.51e+09),
           (-0.037,  6.72e+08),
           (-0.034,  4.07e+08),
           (-0.030,  5.08e+07),
           (-0.027,  4.49e+08),
           (-0.024,  1.20e+09),
           (-0.020,  1.21e+08),
           (-0.017,  5.03e+07),
           (-0.014,  2.03e+09),
           (-0.010,  8.02e+08),
           (-0.007,  2.92e+09),
           (-0.003,  2.97e+09),
           (-0.000,  7.02e+09),
           ( 0.003,  9.60e+09),
           ( 0.007,  1.59e+10),
           ( 0.010,  1.74e+10),
           ( 0.013,  2.11e+10),
           ( 0.017,  2.13e+10),
           ( 0.020,  2.49e+10),
           ( 0.024,  3.02e+10),
           ( 0.027,  3.31e+10),
           ( 0.030,  3.30e+10),
           ( 0.034,  3.30e+10),
           ( 0.037,  2.85e+10),
           ( 0.040,  2.33e+10),
           ( 0.044,  1.97e+10),
           ( 0.047,  1.67e+10),
           ( 0.051,  1.70e+10),
           ( 0.054,  1.48e+10),
           ( 0.057,  1.48e+10),
           ( 0.061,  1.15e+10),
           ( 0.064,  8.57e+09),
           ( 0.068,  5.89e+09),
           ( 0.071,  6.94e+09),
           ( 0.074,  6.87e+09),
           ( 0.078,  5.24e+09),
           ( 0.081,  4.27e+09),
           ( 0.084,  3.51e+09),
           ( 0.088,  3.23e+09),
           ( 0.091,  3.69e+09),
           ( 0.094,  3.58e+09),
           ( 0.098,  3.72e+09),
           ( 0.101,  3.19e+09),
           ( 0.105,  2.35e+09),
           ( 0.108,  3.13e+09),
           ( 0.111,  2.25e+09),
           ( 0.115,  8.56e+08),
           ( 0.118,  5.15e+08),
           ( 0.121,  1.49e+09),
           ( 0.125,  1.28e+09),
           ( 0.128,  2.17e+08),
           ( 0.132, -1.76e+08),
           ( 0.135,  6.70e+08),
           ( 0.138,  2.28e+07),
           ( 0.142, -1.08e+09),
           ( 0.145, -2.02e+08),
           ( 0.148, -8.47e+08),
           ( 0.152,  6.30e+08),
           ( 0.155,  2.59e+08),
           ( 0.159,  2.98e+08),
           ( 0.162, -7.52e+08),
           ( 0.165, -3.04e+08),
           ( 0.169,  1.86e+08),
           ( 0.172,  5.76e+07),
           ( 0.175, -1.65e+09),
           ( 0.179, -1.40e+09),
           ( 0.182, -1.42e+09),
           ( 0.186, -2.33e+08),
           ( 0.189, -1.46e+09),
           ( 0.192, -4.19e+07),
           ( 0.196, -2.79e+08),
           ( 0.199,  7.13e+08),
           ( 0.203, -3.51e+08),
           ( 0.206,  8.49e+08),
           ( 0.209,  3.36e+08),
           ( 0.213, -1.42e+09),
           ( 0.216, -8.38e+08),
           ( 0.219, -2.57e+09),
           ( 0.223, -1.07e+09),
           ( 0.226, -1.29e+09),
           ( 0.229, -1.01e+09),
           ( 0.233, -2.84e+09),
           ( 0.236, -2.67e+09),
           ( 0.240, -3.00e+09),
           ( 0.243, -2.14e+09),
           ( 0.246, -1.06e+09),
           ( 0.250,  1.86e+08),
           ( 0.253,  7.84e+08),
           ( 0.257,  6.44e+08),
           ( 0.260,  1.24e+09),
           ( 0.263,  1.52e+09),
           ( 0.267,  1.26e+09),
           ( 0.270,  1.47e+09),
           ( 0.273,  1.02e+09),
           ( 0.277, -1.46e+09),
           ( 0.280, -1.57e+09),
           ( 0.283, -2.92e+09),
           ( 0.287, -2.32e+09),
           ( 0.290, -2.34e+09),
           ( 0.294, -1.90e+09),
           ( 0.297, -2.65e+09)]
