# B = brightest mass bin, L = leading fragment, M = main
# Time (s), B ht (km), B len (km), B vel (km/s), L ht (km), L len (km), L vel (km/s), L dyn press (Gamma = 1.0; MPa), M ht (km), M len (km), M vel (km/s), M dyn press (Gamma = 1.0; MPa), Tau total (%), Tau main (%), Tau grain (%), Abs mag total, Abs mag main, Abs mag grain, log10 Lum total (W), log10 Lum main (W), log10 Lum grain (W), log10 Electron line density (-/m), Mass total (kg), Mass main (kg)
4.00000e-02,1.79558e+02,6.28000e-01,1.57000e+01,1.79558e+02,6.28000e-01,1.57000e+01,8.18936e-08,1.79558e+02,6.28000e-01,1.57000e+01,8.18936e-08,1.29100e-01,1.29100e-01,0.00000e+00,-1.29323e+00,-1.29323e+00,inf,3.99874e+00,3.99874e+00,-inf,1.50900e+01,4.75000e+05,4.75000e+05
8.00000e-02,1.79116e+02,1.25600e+00,1.57000e+01,1.79116e+02,1.25600e+00,1.57000e+01,8.70768e-08,1.79116e+02,1.25600e+00,1.57000e+01,8.70768e-08,1.29100e-01,1.29100e-01,0.00000e+00,-1.35986e+00,-1.35986e+00,inf,4.02539e+00,4.02539e+00,-inf,1.51166e+01,4.75000e+05,4.75000e+05
1.20000e-01,1.78673e+02,1.88400e+00,1.57000e+01,1.78673e+02,1.88400e+00,1.57000e+01,9.23559e-08,1.78673e+02,1.88400e+00,1.57000e+01,9.23559e-08,1.29100e-01,1.29100e-01,0.00000e+00,-1.42377e+00,-1.42377e+00,inf,4.05095e+00,4.05095e+00,-inf,1.51422e+01,4.75000e+05,4.75000e+05
1.60000e-01,1.78231e+02,2.51200e+00,1.57000e+01,1.78231e+02,2.51200e+00,1.57000e+01,9.77171e-08,1.78231e+02,2.51200e+00,1.57000e+01,9.77171e-08,1.29100e-01,1.29100e-01,0.00000e+00,-1.48504e+00,-1.48504e+00,inf,4.07546e+00,4.07546e+00,-inf,1.51667e+01,4.75000e+05,4.75000e+05
2.00000e-01,1.77789e+02,3.14000e+00,1.57000e+01,1.77789e+02,3.14000e+00,1.57000e+01,1.03147e-07,1.77789e+02,3.14000e+00,1.57000e+01,1.03147e-07,1.29100e-01,1.29100e-01,0.00000e+00,-1.54374e+00,-1.54374e+00,inf,4.09894e+00,4.09894e+00,-inf,1.51902e+01,4.75000e+05,4.75000e+05
2.40000e-01,1.77347e+02,3.76800e+00,1.57000e+01,1.77347e+02,3.76800e+00,1.57000e+01,1.08630e-07,1.77347e+02,3.76800e+00,1.57000e+01,1.08630e-07,1.29100e-01,1.29100e-01,0.00000e+00,-1.59998e+00,-1.59998e+00,inf,4.12144e+00,4.12144e+00,-inf,1.52127e+01,4.75000e+05,4.75000e+05
2.80000e-01,1.76905e+02,4.39600e+00,1.57000e+01,1.76905e+02,4.39600e+00,1.57000e+01,1.14153e-07,1.76905e+02,4.39600e+00,1.57000e+01,1.14153e-07,1.29100e-01,1.29100e-01,0.00000e+00,-1.65383e+00,-1.65383e+00,inf,4.14297e+00,4.14297e+00,-inf,1.52342e+01,4.75000e+05,4.75000e+05
3.20000e-01,1.76463e+02,5.02400e+00,1.57000e+01,1.76463e+02,5.02400e+00,1.57000e+01,1.19703e-07,1.76463e+02,5.02400e+00,1.57000e+01,1.19703e-07,1.29100e-01,1.29100e-01,0.00000e+00,-1.70537e+00,-1.70537e+00,inf,4.16359e+00,4.16359e+00,-inf,1.52548e+01,4.75000e+05,4.75000e+05
3.60000e-01,1.76021e+02,5.65200e+00,1.57000e+01,1.76021e+02,5.65200e+00,1.57000e+01,1.25264e-07,1.76021e+02,5.65200e+00,1.57000e+01,1.25264e-07,1.29100e-01,1.29100e-01,0.00000e+00,-1.75467e+00,-1.75467e+00,inf,4.18331e+00,4.18331e+00,-inf,1.52745e+01,4.75000e+05,4.75000e+05
4.00000e-01,1.75579e+02,6.28000e+00,1.57000e+01,1.75579e+02,6.28000e+00,1.57000e+01,1.30824e-07,1.75579e+02,6.28000e+00,1.57000e+01,1.30824e-07,1.29100e-01,1.29100e-01,0.00000e+00,-1.80183e+00,-1.80183e+00,inf,4.20217e+00,4.20217e+00,-inf,1.52934e+01,4.75000e+05,4.75000e+05
4.40000e-01,1.75137e+02,6.90800e+00,1.57000e+01,1.75137e+02,6.90800e+00,1.57000e+01,1.36370e-07,1.75137e+02,6.90800e+00,1.57000e+01,1.36370e-07,1.29100e-01,1.29100e-01,0.00000e+00,-1.84691e+00,-1.84691e+00,inf,4.22021e+00,4.22021e+00,-inf,1.53114e+01,4.75000e+05,4.75000e+05
